created_by,geometry,name,natural,source,note,barrier,wikidata,access,material,traffic_calming,operator,wheelchair,nodes,leisure,wikipedia,arivac:typetxt,landuse,website,source:access,designation,old_name,disused,description,layer,fixme,leaf_cycle,leaf_type,landcover,operator:wikidata,island,area,disused:leisure,place,verge,fence_type,height,start_date,wall,kerb,kerb:height,shrubbery:density,level,ways,type
,"POLYGON ((0.1474707 51.3998332, 0.1478131 51.3996295, 0.1484197 51.399359, 0.1487764 51.3992039, 0.1490574 51.3991134, 0.1495195 51.3989778, 0.1498424 51.3989175, 0.1501431 51.3988665, 0.1506741 51.3986984, 0.1510894 51.3985498, 0.1514682 51.3983752, 0.1517442 51.3982753, 0.1520019 51.3981591, 0.1521574 51.3980196, 0.1523415 51.397884, 0.1525237 51.397714, 0.1526949 51.3974763, 0.152833 51.3973189, 0.15303 51.3971581, 0.1533355 51.3969548, 0.1536835 51.3967711, 0.1538197 51.3966941, 0.1539375 51.3965942, 0.1541603 51.3963472, 0.1542505 51.3961589, 0.1545266 51.3959843, 0.1548359 51.3957592, 0.1549831 51.3957913, 0.1566952 51.3960578, 0.1570535 51.3961668, 0.1569192 51.3963921, 0.1567851 51.3965821, 0.1566393 51.3967592, 0.1565328 51.3969137, 0.1564039 51.397103, 0.1563818 51.3971891, 0.1564182 51.397211, 0.1564787 51.3972263, 0.1565855 51.3972332, 0.156858 51.3972469, 0.1573366 51.3972355, 0.1575635 51.3972544, 0.1577512 51.3975209, 0.1578212 51.3977024, 0.1576629 51.3980722, 0.1576205 51.3982686, 0.1568934 51.3983157, 0.1560723 51.3983784, 0.1558901 51.3987276, 0.1558146 51.39902, 0.1557859 51.3991499, 0.1557313 51.3992522, 0.1555881 51.3994033, 0.1550423 51.3998753, 0.1552429 51.3999316, 0.15537 51.3999706, 0.1555341 51.4001148, 0.1554325 51.4004167, 0.1557476 51.400446, 0.1561576 51.4005313, 0.1563322 51.4005553, 0.1564648 51.4006276, 0.1565274 51.400785, 0.1565705 51.4008345, 0.1561293 51.4009744, 0.1563373 51.4009961, 0.1573666 51.400722, 0.1573537 51.4007863, 0.1572212 51.401148, 0.1571033 51.4014076, 0.1569395 51.4016419, 0.1566266 51.4021736, 0.1565345 51.4023815, 0.1561792 51.402757, 0.1558888 51.4030331, 0.1549744 51.4032721, 0.1550401 51.4033505, 0.1552093 51.4035728, 0.1552643 51.4036546, 0.1554277 51.4039123, 0.1554591 51.4039566, 0.15556 51.4038659, 0.1561073 51.4031899, 0.1564238 51.4027615, 0.1567456 51.4022344, 0.157046 51.4017291, 0.1573732 51.4010396, 0.1574698 51.4007452, 0.1576469 51.4001562, 0.1576817 51.4000206, 0.1579151 51.3992659, 0.1580572 51.3984225, 0.1583576 51.3976159, 0.1584891 51.3971323, 0.1587868 51.3964997, 0.1589222 51.3962022, 0.1590462 51.3960683, 0.1591743 51.3957951, 0.1593695 51.3954923, 0.1594281 51.3954045, 0.1586152 51.3950857, 0.1570253 51.394763, 0.1556719 51.3945204, 0.1553455 51.3944144, 0.1554126 51.394386, 0.155552 51.3944078, 0.1557425 51.3943324, 0.1558578 51.3941852, 0.1558363 51.3941383, 0.1555172 51.3940312, 0.155367 51.3939592, 0.1556352 51.3938354, 0.1557881 51.3937768, 0.1554528 51.3938019, 0.1547554 51.3938354, 0.1545328 51.3939207, 0.1546615 51.3940329, 0.1548171 51.3942973, 0.1549189 51.3944032, 0.1549995 51.394555, 0.1550846 51.3946881, 0.155022 51.3948822, 0.1546962 51.3955461, 0.154615 51.3957086, 0.1541952 51.3960463, 0.1539817 51.3963197, 0.153805 51.3965172, 0.1536669 51.3966424, 0.1531423 51.3969204, 0.1527428 51.3971731, 0.1525973 51.3972684, 0.1524611 51.3976187, 0.1523231 51.3977749, 0.1521519 51.3978829, 0.1519935 51.3979656, 0.1518205 51.3980506, 0.1514486 51.3981413, 0.1512609 51.3982274, 0.1510165 51.398376, 0.1503305 51.3986269, 0.1500754 51.3987057, 0.1497265 51.398804, 0.1492058 51.398964, 0.1488986 51.3990322, 0.1487946 51.3990561, 0.1484835 51.3991, 0.1471727 51.3996368, 0.1472243 51.3998272, 0.1474707 51.3998332))",,scrub,,,,,,,,,,"[3380357310, 3380357307, 3380357305, 3380357303, 3380357302, 3380357296, 3380357297, 3380357293, 3380356790, 3380356788, 3380328720, 3380328717, 3380328715, 3380328711, 3380328709, 3380328706, 3380328701, 3380328700, 3380328290, 3380328287, 3380328284, 3380328281, 3380328279, 3380328274, 3380328271, 3380328268, 3380328265, 3380328266, 3380328270, 3380328272, 3380328276, 3380328278, 3380328283, 3380328285, 3380328289, 3380328292, 3380328693, 3380328694, 3380328695, 3380328697, 3380328696, 3380328698, 3380328702, 3380328705, 3380328714, 3380328719, 3380328721, 3380328722, 3380328723, 3380328724, 3380328726, 3380328727, 3380328728, 3380328730, 3380328731, 3380328732, 3380328733, 3380328735, 3380328736, 3380328737, 3380328738, 3380328739, 3380328742, 3380328744, 3380328745, 3380328746, 3380328740, 3380328743, 3380328747, 3380328749, 3380328750, 3380328752, 3380328754, 3380328756, 3380328757, 3380328759, 3380328760, 3380328762, 3380328763, 3380328764, 3380328765, 3380328761, 3380328758, 3380328755, 3380328753, 3380328751, 3380328748, 3380328741, 3380328734, 3380328729, 3380328725, 3380328713, 3380328703, 3380328288, 3380328282, 3380328275, 3380328267, 3380328262, 6339837886, 3380328261, 3380328260, 3380328258, 3380328255, 6361471118, 6361471117, 6361471116, 6361471115, 6361471114, 6361471113, 6361471112, 3380328253, 6361471106, 6361471105, 6361471107, 6361471108, 6361471109, 6361471111, 6361471110, 3380328254, 3380328256, 3380328257, 3380328259, 3380328263, 3380328264, 3380328269, 3380328273, 3380328277, 3380328280, 3380328286, 3380328291, 3380328699, 3380328704, 3380328707, 3380328708, 3380328710, 3380328712, 3380328716, 3380328718, 3380356787, 3380356789, 3380356791, 3380356792, 3380357295, 3380357298, 3380357299, 3380357301, 3380357306, 3380357309, 3380357310]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((0.1612724 51.3923819, 0.1616516 51.3924191, 0.1622435 51.3924641, 0.1624408 51.3924969, 0.1629375 51.3921687, 0.1629831 51.3921705, 0.1636557 51.3917689, 0.1644318 51.3914021, 0.1640528 51.3913768, 0.1632285 51.3917944, 0.1629596 51.3918203, 0.1627216 51.3919379, 0.162623 51.3919647, 0.1623903 51.3919458, 0.1619706 51.3918711, 0.161984 51.3916145, 0.1621442 51.3911517, 0.162285 51.3907517, 0.1623622 51.3905458, 0.1622629 51.390527, 0.1621824 51.3907328, 0.1620309 51.3911266, 0.1618294 51.3915877, 0.1616514 51.3920477, 0.1598964 51.3920085, 0.1589226 51.3920039, 0.158422 51.3920516, 0.158109 51.3920597, 0.158329 51.3923042, 0.1599553 51.3923175, 0.1606567 51.3923485, 0.1612724 51.3923819))",,scrub,,,,,,,,,,"[3380483717, 3380483718, 3380483720, 3380483721, 8171641874, 8171641868, 8171641867, 8171641865, 8171641866, 8171641869, 8171641870, 8171641871, 8171641872, 8171641873, 3380483708, 8171641864, 8171641862, 8171641860, 8171641858, 8171641857, 8171641859, 8171641861, 3380483707, 3380483704, 3380483703, 3380483702, 3380483705, 3380483706, 3380483713, 3380483715, 3380483716, 3380483717]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((0.1531192 51.4065755, 0.1533285 51.4064392, 0.1537912 51.4064392, 0.1541385 51.4064392, 0.154522 51.40642, 0.1546066 51.4064208, 0.1546736 51.4064442, 0.1546938 51.4064676, 0.1546835 51.4064991, 0.1546489 51.4065283, 0.153813 51.406814, 0.1517532 51.4075293, 0.1500277 51.4081615, 0.1488325 51.4085855, 0.1486942 51.4086366, 0.1486751 51.4086118, 0.1488294 51.4085632, 0.1493997 51.4083645, 0.1500885 51.4081112, 0.1512993 51.4076033, 0.1523634 51.4070324, 0.1530576 51.4065622, 0.1531192 51.4065755))",,scrub,,,,,,,,,,"[3383392054, 3383392048, 3383392051, 3383392049, 3383392047, 3383392045, 3383392046, 3383392050, 3383392052, 3383392053, 3383392057, 3383392061, 3383392065, 3383392068, 3383392070, 3383392069, 3383392067, 3383392066, 3383392063, 3383392060, 3383392059, 8627243052, 3383392054]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((0.1551282 51.4040892, 0.1551551 51.4040273, 0.1551453 51.4039872, 0.1551893 51.4039587, 0.1552378 51.4039498, 0.1552811 51.4039595, 0.1553602 51.4040617, 0.1552422 51.4042515, 0.1547608 51.404715, 0.154109 51.4053157, 0.1533579 51.4059181, 0.1527531 51.4063255, 0.1526029 51.406302, 0.1525265 51.4062108, 0.1526324 51.4061564, 0.1529852 51.4057432, 0.1531501 51.4056001, 0.1533043 51.4055683, 0.1534291 51.4055416, 0.1537321 51.4053408, 0.1540741 51.4050689, 0.1543477 51.4048522, 0.1548091 51.4044398, 0.1550397 51.4041946, 0.1551282 51.4040892))",,scrub,,,,,,,,,,"[3383393958, 3383393956, 3383393955, 6334573225, 8627243050, 3383393957, 3383393959, 3383393962, 3383393966, 3383393971, 3383393973, 3383393976, 3383393975, 3383393974, 3383393972, 6334573222, 3383393970, 6334573223, 3383393969, 3383393967, 3383393965, 3383393963, 3383393961, 3383393960, 3383393958]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((0.1550744 51.4066093, 0.1561171 51.4065442, 0.1570624 51.4064402, 0.1572119 51.4064272, 0.157257 51.4063806, 0.1571476 51.405999, 0.1571103 51.4059309, 0.1570255 51.405852, 0.1563386 51.4061126, 0.1550347 51.4065743, 0.154113 51.4068843, 0.1533929 51.4071511, 0.1525694 51.4074356, 0.1519773 51.4076334, 0.151512 51.4077953, 0.150132 51.4082759, 0.1489605 51.4087054, 0.1482752 51.4089321, 0.1480713 51.4090091, 0.1478004 51.4091028, 0.1481716 51.4096708, 0.1484844 51.4095595, 0.1485434 51.4095796, 0.1489095 51.4094675, 0.148935 51.4094424, 0.1489887 51.4094499, 0.1493655 51.4093587, 0.1494849 51.4093186, 0.149729 51.4092692, 0.149906 51.4092324, 0.1500039 51.4091956, 0.1501273 51.4092006, 0.1502372 51.4091479, 0.1503874 51.409132, 0.1503968 51.4090601, 0.1503848 51.4090108, 0.1505604 51.4089522, 0.1506449 51.4090074, 0.1507603 51.4090266, 0.15083 51.4089765, 0.1508313 51.4088953, 0.1510392 51.4088384, 0.1515012 51.4087414, 0.1515757 51.4087259, 0.1515669 51.4087113, 0.1514959 51.4087054, 0.1506808 51.408801, 0.1500186 51.4089396, 0.1492964 51.4091199, 0.1490745 51.4087422, 0.1515468 51.4078446, 0.1523159 51.4075878, 0.152607 51.4074782, 0.1534438 51.4071938, 0.1541539 51.4069177, 0.1544798 51.4068094, 0.1550744 51.4066093))",,scrub,,,,,,,,,,"[3386808055, 3386808053, 3386808052, 3386808051, 3386808050, 3386808048, 3386808047, 3386808046, 3386808049, 3386808054, 6372850037, 6372850035, 6372850033, 6372850031, 6372850029, 8256037404, 8256037403, 8256037401, 8256037400, 8256037399, 8256037398, 8256037395, 8256037394, 8256037393, 8256037392, 8256037391, 8256037390, 8256037397, 8256037389, 8256037388, 8256037387, 8256037385, 8256037384, 8256037383, 8256037382, 8256037381, 8256037379, 8256037378, 8256037377, 8256037376, 8256037375, 8256037374, 8256037372, 8256037371, 8256037370, 8256037373, 8256037380, 8256037386, 8256037396, 8256037402, 6372850030, 6372850032, 6372850034, 6372850036, 6372850038, 6372850039, 3386808055]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((0.2684971 51.596586, 0.2684613 51.5969202, 0.268426 51.5972491, 0.26838 51.5976779, 0.2683386 51.5980147, 0.2682749 51.5983959, 0.2682111 51.5987771, 0.2681473 51.5991583, 0.2680835 51.5995395, 0.2680198 51.5999207, 0.2679526 51.6003211, 0.2678633 51.6007402, 0.2677647 51.6011084, 0.2676663 51.6014778, 0.267646 51.601554, 0.2676156 51.6015516, 0.267583 51.6016655, 0.2675505 51.6017793, 0.2674531 51.6021503, 0.2674188 51.6024999, 0.267163 51.6029905, 0.2668726 51.6028629, 0.2667231 51.6027972, 0.2674205 51.6006781, 0.2674312 51.6003982, 0.2673518 51.5990607, 0.2672167 51.5983789, 0.2672767 51.597981, 0.2673948 51.5971946, 0.2672446 51.5968414, 0.267723 51.5967763, 0.2684971 51.596586))",,scrub,,,,,,,,,,"[2016694880, 6480708001, 6480707999, 6390466952, 6390466954, 6390466938, 6390466937, 6390466939, 6390466936, 6390466961, 6390466964, 6390466969, 3403277053, 6390466978, 6480707668, 6480707666, 6480707674, 6480707670, 6480707673, 3403277094, 3403277046, 3403277081, 3403277022, 3403277063, 3403277061, 3403277079, 3403277106, 3403277003, 3403277032, 3403277028, 2016694882, 2016694880]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((0.2546057 51.6061709, 0.2530071 51.6057978, 0.2513154 51.6057727, 0.250797 51.6061709, 0.2501074 51.6058768, 0.2508097 51.6051856, 0.250766 51.6051708, 0.2507214 51.6051557, 0.2483844 51.6044883, 0.2485206 51.6040383, 0.2487323 51.603816, 0.249018 51.6034449, 0.2520895 51.6045051, 0.2529972 51.603243, 0.2533103 51.6029627, 0.2540264 51.6035188, 0.2547023 51.6039387, 0.2548954 51.6046783, 0.255228 51.6054979, 0.2540929 51.6056745, 0.2546057 51.6061709))",,scrub,,,,,,,,,,"[3403280431, 3403278457, 3678838183, 3403278456, 3403278458, 6316192821, 6316192817, 3403278455, 3403278460, 36475526, 36475525, 3403278459, 32048130, 32048128, 3403280416, 3403280429, 3403280419, 3403280423, 3403280412, 3403280480, 3403280431]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((0.2640581 51.5227499, 0.2640051 51.5220583, 0.2640074 51.5212882, 0.2641329 51.52106, 0.2652188 51.5210697, 0.265263 51.5219961, 0.2662525 51.5220793, 0.2664462 51.5221467, 0.2666562 51.5224587, 0.2665306 51.5228758, 0.2662582 51.5228099, 0.2653722 51.5227918, 0.2643799 51.5227716, 0.2640581 51.5227499))",,scrub,,,,,,,,,,"[3403431119, 10087834249, 10087834250, 3146120391, 27310727, 3146120422, 3146120406, 3403431121, 3146120389, 3403431105, 10087869475, 10087869476, 3403431113, 3403431119]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((0.2194688 51.6279418, 0.2205417 51.6275875, 0.2200775 51.6269852, 0.2190076 51.6259032, 0.21794 51.6262962, 0.2194688 51.6279418))",,scrub,,,,,,,,,,"[3418275231, 3418275240, 2944348010, 2944348833, 2944348847, 3418275231]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.3872924 51.4242615, -0.3872606 51.424274, -0.3862449 51.424725, -0.3859981 51.424715, -0.3859191 51.4246355, -0.3857992 51.4246699, -0.3858586 51.42475, -0.3872871 51.4266968, -0.3886433 51.4260058, -0.3887497 51.4259673, -0.3875765 51.4241462, -0.3874339 51.4241822, -0.3872924 51.4242615))",,scrub,,,,,,,,,,"[3421576186, 6481652301, 3421576187, 3421576188, 3421576189, 3421576190, 2040789483, 3421576191, 247884517, 8006565940, 8006565939, 3421581398, 3421576186]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((0.0392125 51.5030628, 0.0390513 51.503028, 0.0391081 51.5032216, 0.0391993 51.5036941, 0.0392475 51.5040948, 0.0394097 51.5040556, 0.0393547 51.5035771, 0.0393361 51.5034637, 0.0393092 51.5033435, 0.0392663 51.5031899, 0.0392125 51.5030628))",,scrub,,,,,,,,,,"[3627344995, 3445982176, 3445982189, 3445982221, 3445982186, 3445982167, 3445982222, 3445982212, 3445982208, 3445982183, 3627344995]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((0.0383274 51.5028041, 0.0383036 51.5029694, 0.0387378 51.5029643, 0.0388291 51.5029795, 0.038888 51.5030144, 0.0389551 51.5030328, 0.0390513 51.503028, 0.0390335 51.5029863, 0.0390064 51.5029477, 0.0389528 51.5029096, 0.0388692 51.5028842, 0.0386843 51.502846, 0.0385149 51.5028223, 0.0383274 51.5028041))",,scrub,,,,,,,,,,"[3445982174, 3445982161, 3445982198, 3445982190, 3445982185, 3445982179, 3445982176, 3445982230, 3445982172, 3445982160, 3445982197, 3445982210, 3445982213, 3445982174]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((0.2331802 51.6223325, 0.233724 51.6226108, 0.2343026 51.6223003, 0.2337167 51.6219728, 0.2331802 51.6223325))",,scrub,,,,,,,,,,"[3000929797, 3000929808, 25870788, 3000929791, 3000929797]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((0.2327299 51.6265031, 0.2329763 51.6267824, 0.2292855 51.6289203, 0.2264584 51.6302487, 0.2286632 51.6288435, 0.2302153 51.6279445, 0.230704 51.6276573, 0.2327299 51.6265031))",,scrub,,,,,,,,,,"[3421278184, 3373106566, 3373106577, 3455131867, 3455131863, 6390937478, 3455131866, 3421278184]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((0.2323754 51.6261095, 0.2290085 51.6275759, 0.22926 51.6278818, 0.2297739 51.6276386, 0.2302662 51.6273501, 0.2325578 51.6261028, 0.2324883 51.6260495, 0.2323754 51.6261095))",,scrub,,,,,,,,,,"[3455131869, 3455131868, 25870566, 6390937477, 6390937483, 3455131864, 3455131865, 3455131869]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.3152521 51.4876632, -0.3152738 51.4876747, -0.3153212 51.4876896, -0.3153648 51.4876935, -0.3154163 51.4876912, -0.3154501 51.487687, -0.3154865 51.487677, -0.3155261 51.4876588, -0.3155515 51.4876391, -0.3155692 51.487619, -0.3155801 51.4875905, -0.3155822 51.487564, -0.3155809 51.4875539, -0.3155122 51.4875523, -0.3152693 51.487643, -0.3152521 51.4876632))",,scrub,,,,,yes,,,,,"[3499552066, 3499552067, 3499552070, 3499552072, 3499552071, 3499552069, 3499552068, 3499552064, 3499552061, 3499552060, 3499552059, 3499552058, 3499552057, 3499552056, 3499552063, 3499552066]",,,,,,,,,,,,,semi_deciduous,broadleaved,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.0445089 51.547165, -0.0459244 51.5472172, -0.0460244 51.5472208, -0.0460638 51.5472748, -0.0451258 51.5472395, -0.0445388 51.54721, -0.0445089 51.547165))",,scrub,,,,,,,,,,"[3538753867, 3538753873, 3538753874, 645702347, 3538753877, 3538753871, 3538753867]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.0453462 51.5470417, -0.0445185 51.5470448, -0.0444902 51.5470479, -0.0444387 51.5470593, -0.0444604 51.547092, -0.0459338 51.5471389, -0.0459663 51.5471411, -0.0459075 51.5470604, -0.0453462 51.5470417))",,scrub,,,,,,,,,,"[3538753851, 3538753852, 3538753853, 3538753854, 3538753857, 3538753860, 3538753861, 3538753855, 3538753851]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.0823298 51.5487577, -0.081289 51.548661, -0.0809417 51.5486272, -0.0801047 51.5485543, -0.0800851 51.5485667, -0.0800725 51.5485803, -0.0800693 51.5485962, -0.0800778 51.5486129, -0.0801031 51.5486269, -0.0801346 51.5486327, -0.0841701 51.5489228, -0.0841914 51.5489198, -0.0842071 51.5489094, -0.0842101 51.5488976, -0.0842047 51.5488772, -0.0838842 51.5488483, -0.0835397 51.5488273, -0.083001 51.5488044, -0.0826191 51.5487808, -0.0823298 51.5487577))",,scrub,,,,,,,,,,"[1993726682, 3554422082, 3554422079, 1993726679, 1993722485, 1993722479, 1993722475, 3554422077, 1993722463, 1993722483, 1993722489, 1993722480, 3554422695, 3554422694, 1993722487, 3554422693, 3554422092, 3554422091, 3554422090, 1993726682]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.0797885 51.5485899, -0.0796304 51.5485597, -0.0794841 51.5485412, -0.0794496 51.5485449, -0.079139 51.5485264, -0.0791643 51.5484888, -0.0798738 51.5485356, -0.0797885 51.5485899))",,scrub,,,,,,,,,,"[3554422075, 3554422074, 3554422071, 3554422072, 3554422069, 3554422066, 1993811869, 3554422075]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((0.1103321 51.5655454, 0.1098536 51.5654764, 0.1091938 51.5653649, 0.1085149 51.5652534, 0.1088714 51.565284, 0.1092006 51.5653222, 0.1103241 51.5654777, 0.1103321 51.5655454))",,scrub,,,,,,,,,,"[3567034279, 3567034272, 3567034260, 3567034251, 3567034256, 3567034259, 3567034273, 3567034279]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((0.1135225 51.5659709, 0.1141346 51.5660509, 0.1149967 51.5661433, 0.1160602 51.5662586, 0.1150056 51.5661154, 0.1141532 51.5660031, 0.1135411 51.565919, 0.1135313 51.5659462, 0.1135225 51.5659709))",,scrub,,,,,,,,,,"[3567034438, 3567034443, 3567034447, 3567034451, 3567034445, 3567034441, 3567034434, 3567034436, 3567034438]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((0.2000987 51.6024165, 0.2008327 51.6018595, 0.2017682 51.6020801, 0.2028304 51.6013671, 0.2033838 51.6016519, 0.2029812 51.6020629, 0.2029564 51.6020461, 0.2028282 51.6019591, 0.2016395 51.6029397, 0.2016267 51.6029355, 0.2000987 51.6024165))",,scrub,,,,,,,,,,"[3568442222, 3568442221, 3568442220, 3568442223, 3568442218, 3568442219, 3643860305, 2079804534, 3568442217, 3568458695, 3568442222]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((0.2495308 51.5351342, 0.2494275 51.5356429, 0.2496767 51.5356933, 0.2499559 51.5352276, 0.2505822 51.5354184, 0.252449 51.535632, 0.2509041 51.53698, 0.2506037 51.5381812, 0.250196 51.5382613, 0.2499385 51.538595, 0.2489782 51.5383662, 0.24893 51.5383547, 0.2489117 51.5380598, 0.2493591 51.5357654, 0.2489399 51.5362269, 0.2491832 51.5352031, 0.2495308 51.5351342))",,scrub,,,,,,,,,,"[3568561605, 5066735527, 5066735530, 5066734480, 3568561606, 3568561619, 3568561611, 3568561612, 3568561623, 3568561616, 5066734138, 3568561617, 3568561620, 3568561614, 5066734514, 5066734487, 3568561605]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((0.2502501 51.5387563, 0.2516551 51.5391422, 0.2508 51.540382, 0.2505178 51.5403166, 0.250091 51.5407097, 0.2500321 51.540764, 0.249534 51.5412228, 0.2493485 51.5415758, 0.2490804 51.542086, 0.2501804 51.5423403, 0.2514834 51.5417846, 0.2524308 51.5403286, 0.2531571 51.5404367, 0.2541689 51.5395412, 0.2546377 51.5392222, 0.2545551 51.538994, 0.2541013 51.5389019, 0.2512689 51.5385282, 0.2505178 51.5385149, 0.2502501 51.5387563))",,scrub,,,,,,,,,,"[3568564202, 3568564198, 3568564212, 3568564207, 4504015167, 4504015165, 3568564194, 4504015163, 3568564204, 705682841, 3568564196, 3568564195, 3568564203, 3568564201, 3568564209, 3568564213, 3568564211, 3568564200, 3568564205, 3568564202]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((0.2530713 51.5333629, 0.2533932 51.5324685, 0.2520323 51.5323141, 0.2519233 51.5323017, 0.2515613 51.5331866, 0.251698 51.5331693, 0.2530713 51.5333629))",,scrub,,,,,,,,,,"[3568561608, 3568564594, 5066734507, 3568564596, 3568564593, 3568564595, 3568561608]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((0.2768302 51.5575131, 0.2768461 51.5550447, 0.2768463 51.5550083, 0.2739516 51.5549524, 0.2739924 51.5551684, 0.2729157 51.5553384, 0.2728642 51.55687, 0.2725619 51.5568772, 0.2725534 51.5573649, 0.2733916 51.557343, 0.2737564 51.5578633, 0.2748695 51.5579134, 0.2752936 51.5578994, 0.2753291 51.557828, 0.27568 51.5577046, 0.2760497 51.5576007, 0.2768302 51.5575131))",,scrub,,,,,,,,,,"[3580145421, 5423011145, 3580145419, 3580145413, 3580145428, 304947424, 304947425, 185667931, 3580145415, 3580145427, 3580145426, 3580145418, 3393243711, 3393243706, 3393243691, 3393243688, 3580145421]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((0.2449368 51.5788332, 0.2454915 51.5787946, 0.2454495 51.5786958, 0.2453347 51.5784054, 0.2451782 51.5784102, 0.245116 51.5777045, 0.2450034 51.5777118, 0.244005 51.5777768, 0.2440141 51.5775434, 0.2438222 51.5775334, 0.2415717 51.5774158, 0.2416162 51.5769197, 0.2406977 51.5769128, 0.24102 51.5775686, 0.2409086 51.5781224, 0.2417141 51.5782129, 0.2421768 51.5784739, 0.2430079 51.5786709, 0.2437529 51.5786786, 0.243844 51.5781878, 0.2443 51.5782102, 0.2442448 51.5785896, 0.2448923 51.5785492, 0.2449368 51.5788332))",,scrub,,,,,,,,,,"[3587463905, 3587463907, 3587468030, 3587463903, 3587464010, 3587464018, 3587464741, 3587463912, 3587463911, 9912771124, 3587463913, 3587463909, 3587463914, 747138068, 747138016, 747138079, 747138033, 747138022, 3587463910, 3587463902, 3587463901, 3587463904, 3587463906, 3587463905]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
