created_by,geometry,name,natural,source,note,barrier,wikidata,access,material,traffic_calming,operator,wheelchair,nodes,leisure,wikipedia,arivac:typetxt,landuse,website,source:access,designation,old_name,disused,description,layer,fixme,leaf_cycle,leaf_type,landcover,operator:wikidata,island,area,disused:leisure,place,verge,fence_type,height,start_date,wall,kerb,kerb:height,shrubbery:density,level,ways,type
,"POLYGON ((-0.2852058 51.4892177, -0.285867 51.4893806, -0.2861265 51.4894628, -0.286378 51.489582, -0.2861611 51.4896995, -0.2859095 51.4895027, -0.2856632 51.4894105, -0.2851103 51.4892687, -0.284631 51.4892494, -0.28464 51.48909, -0.2852058 51.4892177))",,scrub,,,,,,,,,,"[6082800584, 6082802385, 8001167994, 6082802386, 6082814385, 8560979707, 6082802387, 6082802388, 6082802389, 6082802390, 6082800584]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((0.0020431 51.5430818, 0.0020517 51.5430632, 0.0021165 51.5430732, 0.0021093 51.5430918, 0.0020431 51.5430818))",,scrub,,,,,,,,,,"[1321625037, 6111220571, 2485091175, 5900181953, 1321625037]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((0.0021497 51.5430979, 0.0021583 51.5430761, 0.0022706 51.5430934, 0.0022619 51.5431152, 0.0021871 51.5431036, 0.0021497 51.5430979))",,scrub,,,,,,,,,,"[6109703181, 6111220574, 6111220573, 6109703179, 6111220572, 6109703181]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((0.0020552 51.5433248, 0.0020648 51.5433023, 0.0021771 51.5433196, 0.0021684 51.5433413, 0.0020552 51.5433248))",,scrub,,,,,,,,,,"[6111220580, 6111220576, 6111220578, 1322386439, 6111220580]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((0.0019064 51.5432776, 0.0020187 51.5432949, 0.0020092 51.5433195, 0.0018973 51.5433026, 0.0019064 51.5432776))",,scrub,,,,,,,,,,"[6111220566, 6111220569, 1321625041, 6083512094, 6111220566]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.0007483 51.5472283, -0.0007446 51.5472125, -0.0005984 51.5472317, -0.0006035 51.5472458, -0.0007483 51.5472283))",,scrub,,,,,,,,,,"[6140901050, 2389148671, 2389148674, 6140901049, 6140901050]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((0.0005491 51.5474388, 0.0005713 51.5473971, 0.0003091 51.5473456, 0.0002941 51.5473751, 0.0005144 51.5474183, 0.0005081 51.5474307, 0.0005491 51.5474388))",,scrub,,,,,,,,,,"[6140901435, 6140901434, 6140901433, 6140901432, 6140901431, 6140901430, 6140901435]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.000372 51.5472399, -0.0003431 51.5471837, -0.0000076 51.5472504, -0.0000365 51.5473066, -0.000372 51.5472399))",,scrub,,,,,,,,,,"[6140901439, 6140901442, 6140901441, 6140901440, 6140901439]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.0003749 51.5468258, -0.0003344 51.5467228, -0.0003192 51.5466839, -0.0002619 51.5466926, -0.0003176 51.5468344, -0.0003749 51.5468258))",,scrub,,,,,,,,,,"[6140901448, 6140901447, 6140901446, 6140901445, 6140901444, 6140901448]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((0.0033262 51.5474681, 0.0032762 51.5474513, 0.0034806 51.5472168, 0.0035306 51.5472336, 0.003502 51.5472673, 0.0034263 51.5473524, 0.0033439 51.5474478, 0.0033262 51.5474681))",,scrub,,,,,,,,,,"[6064554524, 6168920638, 6168920637, 6070563066, 4530219984, 4530219983, 6064554523, 6064554524]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((0.0040014 51.5470229, 0.0040273 51.5469939, 0.004195 51.5470515, 0.0041673 51.5470808, 0.0040555 51.5470422, 0.0040014 51.5470229))",,scrub,,,,,,,,,,"[6168926385, 6168920677, 6168920676, 4530219989, 4530219990, 6168926385]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((0.0037664 51.5488702, 0.0037816 51.5487698, 0.0039072 51.5487794, 0.0038937 51.5488788, 0.0037664 51.5488702))",,scrub,,,,,,,,,,"[5934720619, 6169344779, 6169344781, 6169344780, 5934720619]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((0.00206 51.5462828, 0.0020764 51.5462532, 0.0020561 51.5462507, 0.0020419 51.5462773, 0.00206 51.5462828))",,scrub,,,,,,,,,,"[6169402327, 6169402326, 6169402330, 6169402329, 6169402327]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((0.0019767 51.5464323, 0.0019931 51.5464028, 0.0019758 51.5464008, 0.0019616 51.5464275, 0.0019767 51.5464323))",,scrub,,,,,,,,,,"[6169402334, 6169402333, 6169402332, 6169402331, 6169402334]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((0.002005 51.5463815, 0.0020215 51.5463519, 0.0020031 51.5463498, 0.0019889 51.5463764, 0.002005 51.5463815))",,scrub,,,,,,,,,,"[6169402337, 6169402328, 6169402336, 6169402335, 6169402337]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((0.002033 51.5463311, 0.0020495 51.5463016, 0.0020301 51.5462993, 0.0020159 51.5463259, 0.002033 51.5463311))",,scrub,,,,,,,,,,"[6169402341, 6169402340, 6169402339, 6169402338, 6169402341]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((0.0137463 51.5437341, 0.0137638 51.5437062, 0.013814 51.5436941, 0.0138147 51.5437158, 0.0137463 51.5437341))",,scrub,,,,,,,,,,"[6181908821, 6181908820, 6181908819, 6181908818, 6181908821]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((0.0139119 51.5436614, 0.0138908 51.5436898, 0.0138423 51.543626, 0.0138774 51.5436203, 0.0139119 51.5436614))",,scrub,,,,,,,,,,"[6181908825, 6181908824, 6181908823, 6181908822, 6181908825]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((0.0137622 51.5438437, 0.0137074 51.5438297, 0.013699 51.5438171, 0.0137196 51.5438112, 0.0137744 51.5438251, 0.0137823 51.5438379, 0.0137622 51.5438437))",,scrub,,,,,,,,,,"[6181908826, 6181908827, 6181908813, 6181908830, 6181908829, 6181908828, 6181908826]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((0.0138358 51.5435987, 0.0138532 51.5435708, 0.0139035 51.5435587, 0.0139042 51.5435804, 0.0138358 51.5435987))",,scrub,,,,,,,,,,"[6181908831, 6181908832, 6181908834, 6181908833, 6181908831]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((0.013926 51.5435411, 0.0139012 51.5435061, 0.0139166 51.5434936, 0.0139367 51.5434956, 0.0139481 51.5435048, 0.0139508 51.5435178, 0.0139488 51.5435265, 0.013926 51.5435411))",,scrub,,,,,,,,,,"[6181908841, 6181908840, 6181908839, 6181908838, 6181908837, 6181908836, 6181908835, 6181908841]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((0.0131007 51.5436492, 0.0131132 51.5436287, 0.0131606 51.5436401, 0.013268 51.5436678, 0.0133398 51.5436874, 0.0133639 51.5437242, 0.0132989 51.5437157, 0.01327 51.5436915, 0.0131007 51.5436492))",,scrub,,,,,,,,,,"[6182281486, 6181908796, 6181908795, 6181908867, 6182281276, 6182281275, 6182281487, 6182281488, 6182281486]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((0.0134724 51.5437224, 0.0135192 51.5437338, 0.013629 51.5437612, 0.0136811 51.5437746, 0.0136724 51.5437879, 0.0134624 51.5437369, 0.0134724 51.5437224))",,scrub,,,,,,,,,,"[6182281278, 6181908842, 6181907279, 6181907280, 6182281489, 6182281490, 6182281278]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((0.0051842 51.5397581, 0.005134 51.5397575, 0.0049419 51.5398954, 0.0047948 51.5400162, 0.0047847 51.5400883, 0.004963 51.5399033, 0.0049886 51.5399141, 0.0051381 51.5397911, 0.0051445 51.5397939, 0.0051842 51.5397581))",,scrub,,,,,,,,,,"[5379273664, 6188050065, 6188050066, 6188050067, 6188050054, 6188050053, 6188050062, 6188050061, 6188050060, 5379273664]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((0.0008443 51.5432255, 0.0008476 51.5432109, 0.0009057 51.5432208, 0.0015038 51.5433643, 0.0014957 51.5433786, 0.0014041 51.5433592, 0.0010957 51.5432801, 0.0008915 51.5432342, 0.0008443 51.5432255))",,scrub,,,,,,,,,,"[6236847502, 1322415802, 8590526829, 6236847506, 6236847503, 1322415910, 6236847504, 1322415900, 6236847502]",,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,
,"POLYGON ((0.0138988 51.5449473, 0.0139129 51.5449232, 0.0141246 51.5449574, 0.0141084 51.5449942, 0.0140797 51.5449893, 0.0140842 51.544979, 0.0138988 51.5449473))",,scrub,,,,,,,,,,"[1596766792, 6274504596, 6274504595, 6274504594, 6274504598, 1596766774, 1596766792]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((0.0136367 51.5448839, 0.0137074 51.5447554, 0.0137933 51.5447721, 0.0137557 51.5448463, 0.0137235 51.5448713, 0.0136967 51.5448872, 0.0136672 51.5448864, 0.0136367 51.5448839))",,scrub,,,,,,,,,,"[6274504628, 6274504627, 6274504626, 6274504625, 6274504624, 6274504623, 6274504622, 6274504628]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((0.0139165 51.5445261, 0.0139453 51.5445338, 0.0140087 51.5444419, 0.0139796 51.5444347, 0.0139165 51.5445261))",,scrub,,,,,,,,,,"[6274504642, 6274504645, 6274504644, 6274504643, 6274504642]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((0.1086885 51.5185608, 0.1093295 51.5186259, 0.1094261 51.5186626, 0.1095173 51.5186626, 0.1096004 51.5186159, 0.1096997 51.5185491, 0.1100108 51.5180884, 0.1097957 51.5180206, 0.1078634 51.5174709, 0.1080334 51.5172449, 0.1080732 51.5171955, 0.1065787 51.5167755, 0.1062345 51.5165765, 0.1060539 51.5168249, 0.1056996 51.5173124, 0.1060296 51.5184973, 0.1060553 51.5185452, 0.1060754 51.518489, 0.1059392 51.5178698, 0.1059741 51.5177663, 0.1060519 51.5177446, 0.1063845 51.5181686, 0.1066071 51.5181435, 0.1065776 51.5178698, 0.1070604 51.5179549, 0.107232 51.5177763, 0.1074949 51.5178397, 0.1076665 51.5180834, 0.1081359 51.5181252, 0.1086053 51.5182437, 0.1088172 51.5183054, 0.1086885 51.5185608))",,scrub,,,,,,,,,,"[6325707246, 6325707245, 6325707244, 6325707243, 6325707242, 6325707241, 6325707240, 4052201935, 4052201929, 9420136482, 9420136484, 9420136483, 310703965, 6325707237, 310703966, 310703967, 7866046873, 6325707236, 6325707235, 6325707234, 6325707233, 6325707232, 6325707231, 6325707230, 6325707229, 6325707228, 6325707227, 6325707226, 6325707225, 6325707224, 6325707223, 6325707246]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((0.126006 51.5197888, 0.127122 51.5198817, 0.128733 51.5197989, 0.129502 51.519697, 0.1300898 51.5204284, 0.1299986 51.5205319, 0.1300094 51.5205869, 0.1299342 51.520597, 0.1299182 51.5206921, 0.1300094 51.5206988, 0.1300201 51.5207572, 0.1299638 51.5220773, 0.1299423 51.5224311, 0.1299289 51.5225646, 0.1298967 51.5226798, 0.1295534 51.5231921, 0.12943 51.5233423, 0.1286066 51.5227949, 0.1282847 51.5226848, 0.1280084 51.5226798, 0.1279709 51.5225379, 0.1277482 51.5225963, 0.1275927 51.5226547, 0.1273647 51.5220656, 0.1274773 51.5220289, 0.1272225 51.5214765, 0.1270294 51.5210793, 0.1268309 51.520844, 0.12656 51.5204951, 0.1263159 51.5202398, 0.1261497 51.5201497, 0.1260209 51.5201163, 0.126006 51.5197888))",,scrub,,,,,,,,,,"[6329879081, 5715306619, 5715306618, 5715306617, 6329879939, 6329879938, 6329879937, 6329879936, 6329879935, 6329879934, 6329879933, 6329879932, 6329879931, 6329879930, 6329879929, 6329879928, 6329879927, 6329879926, 6329879925, 6329879924, 6329879923, 6329879922, 6329879921, 6329879920, 6329879919, 6329879918, 6329879917, 6329879916, 6329879915, 6329879914, 6329879913, 6329879912, 6329879081]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((0.129502 51.519697, 0.1309197 51.5194839, 0.1310392 51.5195779, 0.1310423 51.519766, 0.1308905 51.5204975, 0.1308261 51.5213255, 0.1311883 51.5218731, 0.1317268 51.5225274, 0.1325237 51.5235145, 0.1326623 51.5237204, 0.1323548 51.5238054, 0.1320665 51.523896, 0.131705 51.5240215, 0.1312169 51.5242126, 0.1306509 51.5244742, 0.1303371 51.5246411, 0.1298523 51.524926, 0.129346 51.5252573, 0.1291077 51.5253933, 0.1288533 51.5253416, 0.1287474 51.5252998, 0.1286119 51.5251835, 0.1284322 51.5249811, 0.1288372 51.5248559, 0.1290062 51.5247909, 0.1291162 51.5247258, 0.1291671 51.5246357, 0.1291269 51.5245372, 0.1290786 51.5244454, 0.1289982 51.5243453, 0.1289606 51.5242869, 0.1289043 51.5242034, 0.1289204 51.5241834, 0.1289713 51.5241767, 0.1290491 51.5241651, 0.1291296 51.5241617, 0.1291832 51.5242168, 0.1292154 51.5243303, 0.1292664 51.5244271, 0.1293549 51.5245155, 0.1294595 51.5246023, 0.1295856 51.5247024, 0.129658 51.5247241, 0.1304492 51.5242936, 0.1295024 51.5235643, 0.129548 51.5233824, 0.1296392 51.5232422, 0.1297224 51.5231404, 0.1298055 51.5230219, 0.1298833 51.5229051, 0.1299745 51.5227649, 0.1300281 51.5225947, 0.1300737 51.5224378, 0.130071 51.5222726, 0.1300818 51.5220539, 0.1300979 51.5217786, 0.130114 51.5215449, 0.1301193 51.521338, 0.1301381 51.520869, 0.1301596 51.5208273, 0.1301917 51.5207772, 0.1301944 51.5205586, 0.1301515 51.5204684, 0.1300898 51.5204284, 0.129502 51.519697))",,scrub,,,,,,,,,,"[5715306617, 9953185091, 9953185090, 5715306616, 5715306615, 9953185084, 5715306614, 5715306613, 5715306612, 5715306611, 4369866999, 4369866998, 4369866997, 4369866996, 4369866995, 4369866994, 4369866993, 4369866992, 6329879984, 6329879983, 6329879982, 9399796547, 6329879980, 6329879979, 6329879978, 6329879977, 6329879976, 6329879975, 6329879974, 6329879973, 6329879972, 6329879971, 6329879970, 6329879969, 6329879968, 6329879967, 6329879966, 6329879965, 6329879964, 6329879963, 6329879962, 6329879961, 6329879960, 6329879959, 6329879958, 6329879957, 6329879956, 6329879955, 6329879954, 6329879953, 6329879952, 6329879951, 6329879950, 6329879949, 6329879948, 6329879947, 6329879946, 6329879945, 6329879944, 6329879943, 6329879942, 6329879941, 6329879940, 6329879939, 5715306617]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((0.1260209 51.5201163, 0.1258814 51.5201296, 0.1258063 51.5201864, 0.125801 51.5202365, 0.1259029 51.5203516, 0.1260745 51.5204851, 0.1261389 51.5206337, 0.1261067 51.5207221, 0.1258332 51.5208289, 0.1254657 51.5209174, 0.1252726 51.5209691, 0.1251519 51.5209641, 0.1248488 51.5209374, 0.1245564 51.5209374, 0.1242694 51.5209358, 0.1238939 51.5209274, 0.1233548 51.520904, 0.122982 51.5208556, 0.1226521 51.5207989, 0.1223221 51.5207371, 0.1220942 51.5206938, 0.1219359 51.5206721, 0.1218847 51.5206423, 0.1219341 51.5204976, 0.1215202 51.5204501, 0.1213378 51.5203867, 0.1210615 51.5202915, 0.1205331 51.5201246, 0.1199269 51.519871, 0.1193288 51.5195889, 0.1189265 51.5193919, 0.1188284 51.5193499, 0.1192604 51.5192098, 0.1195186 51.5185817, 0.1204913 51.5188067, 0.1209891 51.5191788, 0.1218114 51.5194551, 0.1226483 51.5194822, 0.1250316 51.5196656, 0.126006 51.5197888, 0.1260209 51.5201163))",,scrub,,,,,,,,,,"[6329879912, 6329879911, 6329879910, 6329879909, 6329879908, 6329879907, 6329879906, 6329879905, 6329879904, 6329879903, 6329879902, 6329879901, 6329879900, 6329879899, 6329879898, 6329879897, 6329879896, 6329879895, 6329879894, 6329879893, 6329879892, 6329879891, 6329879890, 9664703151, 6329879889, 6329879888, 6329879887, 6329879886, 6329879885, 6329879084, 6329879083, 6329879082, 6327760811, 5715307124, 6327760810, 5715307123, 5715307122, 5715307121, 5715306620, 6329879081, 6329879912]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((0.1165948 51.523048, 0.1166726 51.5237872, 0.1167792 51.52494, 0.1169782 51.5249348, 0.117778 51.5249187, 0.1193811 51.525689, 0.1194076 51.5257916, 0.1195964 51.5258877, 0.1196761 51.5258311, 0.120695 51.5263208, 0.1209607 51.5265343, 0.1209903 51.5265318, 0.1219297 51.5264522, 0.122484 51.5263552, 0.1222027 51.5262321, 0.1218669 51.5261938, 0.1217423 51.5261577, 0.1213853 51.5255365, 0.1213297 51.525454, 0.1212406 51.5253976, 0.1211197 51.5253608, 0.120756 51.5253467, 0.1206413 51.5253456, 0.1205788 51.525317, 0.120429 51.5251289, 0.1203311 51.5250376, 0.1202406 51.5249431, 0.120158 51.5249152, 0.1200513 51.5248872, 0.1197487 51.5247469, 0.1194752 51.5245505, 0.1187489 51.5240699, 0.1184983 51.523977, 0.118332 51.5240116, 0.1181227 51.5239839, 0.1179421 51.523845, 0.117972 51.5237234, 0.1179447 51.5236553, 0.1180117 51.5234702, 0.1173024 51.5228567, 0.1170192 51.5229592, 0.1165948 51.523048))",,scrub,,,,,,,,,,"[9664866357, 4370554983, 4370554971, 195881014, 195881016, 195881017, 195881018, 195881020, 195881021, 195881023, 195881024, 6930824299, 195881026, 6329879080, 6329879079, 6329879078, 6329879077, 6329879076, 6329879075, 6329879074, 6329879073, 6329879072, 6329879071, 6329879070, 6329879069, 6329879068, 6329879067, 6329879066, 6329879065, 6329879064, 6329879063, 6329879062, 9664866362, 9664866367, 9664866363, 9664866364, 9664866366, 9664866365, 6329879061, 6329879060, 9664866356, 9664866357]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((0.113157 51.5191608, 0.1130538 51.5192092, 0.1127359 51.5191691, 0.1122786 51.5190957, 0.1119474 51.5190456, 0.1113534 51.5189183, 0.1110847 51.5193366, 0.1109428 51.5195589, 0.1109944 51.5195958, 0.1113909 51.5197286, 0.1114605 51.5197741, 0.1121592 51.519744, 0.1122825 51.5196682, 0.1122431 51.5194429, 0.112763 51.5195528, 0.1128769 51.5195307, 0.113157 51.5191608))",,scrub,,,,,,,,,,"[6331692208, 6331692207, 6331692206, 6331692205, 6331692204, 6331692203, 6331692195, 4052201936, 6331692194, 6331692193, 4052201938, 1184308581, 1184308590, 7866257337, 7866257338, 7866257339, 6331692208]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((0.1409005 51.5262836, 0.1407745 51.5260211, 0.1405977 51.5260506, 0.1404097 51.5259421, 0.1394925 51.5258843, 0.1372499 51.5261671, 0.1354098 51.5260788, 0.1352889 51.5260878, 0.1352885 51.5261142, 0.1352912 51.5261269, 0.135316 51.5262424, 0.1353387 51.5263203, 0.1355982 51.5263147, 0.1356246 51.5263086, 0.1369254 51.5263946, 0.1373747 51.5264037, 0.1377153 51.5263904, 0.1380135 51.5263599, 0.1380945 51.5263433, 0.1381887 51.5263153, 0.1383939 51.5262702, 0.1384797 51.5262809, 0.138611 51.5262716, 0.1386385 51.5262525, 0.1388647 51.5262335, 0.1392721 51.5262193, 0.1397171 51.5262088, 0.1401072 51.5261978, 0.1403654 51.526191, 0.1406175 51.5261885, 0.1406628 51.5262062, 0.1407081 51.5262314, 0.1407795 51.5262694, 0.1407851 51.5262727, 0.1408347 51.5262903, 0.1409005 51.5262836))",,scrub,,,,,,,,,,"[6332798908, 6332798907, 6332798906, 9471169876, 9471169874, 4370554916, 4370554915, 6332798905, 9466969291, 9466969282, 9466969286, 6332798904, 9466958540, 6332798903, 6332798902, 6332798901, 6332798900, 6332798899, 9466969275, 6332798898, 6332798897, 9471169882, 9471169881, 6332798896, 6332798895, 6332798894, 6332798893, 6332798892, 6332798891, 6332798890, 9471169879, 6332798889, 9471169880, 6332798888, 6332798887, 6332798908]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((0.1433748 51.5293581, 0.143525 51.5294149, 0.1436358 51.5294499, 0.1438844 51.5294597, 0.1439273 51.5294416, 0.1441446 51.5276995, 0.1440185 51.5276745, 0.1438576 51.5276611, 0.1437387 51.5276975, 0.1437342 51.5277362, 0.1435867 51.5289293, 0.143517 51.5291829, 0.1433238 51.5292564, 0.1433024 51.5293231, 0.1433748 51.5293581))",,scrub,,,,,,,,,,"[6335017523, 6335017509, 6936745341, 6335017508, 6335017507, 6335017506, 6335017505, 6335017504, 6335017503, 6335017518, 6335017519, 6335017520, 6335017521, 6335017522, 6335017523]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((0.1438817 51.5273716, 0.1440319 51.5273666, 0.1439475 51.5270779, 0.1469891 51.5268192, 0.1470213 51.5268109, 0.1470199 51.5267934, 0.1469877 51.5266565, 0.1468523 51.5266532, 0.1464513 51.5266866, 0.145935 51.5267258, 0.1451276 51.5267817, 0.1445805 51.5268351, 0.1445992 51.5268993, 0.1439193 51.5269577, 0.1438589 51.5268443, 0.1437154 51.5269336, 0.1437731 51.5270904, 0.1438254 51.5272089, 0.1438817 51.5273098, 0.1438817 51.5273716))",,scrub,,,,,,,,,,"[6335017691, 6335017690, 6335017689, 6335017688, 6335017687, 6335017686, 6335017685, 6335017584, 6335017583, 6335017582, 6335017581, 6335017580, 6335017579, 6335017578, 6335017577, 6335017576, 6335017575, 6335017574, 6335017573, 6335017691]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.3999791 51.4282649, -0.3997249 51.4281958, -0.397738 51.4276326, -0.3971831 51.4274369, -0.3966531 51.4272736, -0.3966656 51.4272412, -0.3967513 51.4270506, -0.3966057 51.4252984, -0.3960343 51.4240196, -0.3959333 51.423977, -0.3956708 51.4236534, -0.3979244 51.4239237, -0.3988817 51.4240414, -0.3988495 51.4246028, -0.4001789 51.4249529, -0.4006135 51.4249735, -0.4007363 51.4250715, -0.4003801 51.4255168, -0.4003673 51.4259865, -0.40018 51.4271846, -0.4000073 51.4278674, -0.3999791 51.4282649))",,scrub,,,,,,,,,,"[6314403888, 246836717, 246836715, 801339893, 801339821, 801340053, 801340007, 801340198, 801340231, 801339852, 801340077, 801339855, 253977995, 253977996, 253977998, 6314403781, 253977999, 253978000, 253978003, 5240811147, 5240811148, 6314403888]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.4019648 51.4243012, -0.3956722 51.4235729, -0.3960565 51.4234384, -0.3960402 51.4233684, -0.3972244 51.4234753, -0.3983241 51.4235104, -0.3997269 51.423477, -0.401355 51.4233197, -0.4022433 51.4231901, -0.4019648 51.4243012))",,scrub,,,,,,,,,,"[6314403784, 6342874440, 783499152, 6342874439, 6342874438, 6342874437, 6342874436, 6342874435, 6342874434, 6314403784]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.4035201 51.424502, -0.4061991 51.4248217, -0.4065692 51.4243199, -0.4069769 51.4237981, -0.4076006 51.4233122, -0.4070017 51.4230349, -0.4064343 51.4227825, -0.4056305 51.4224249, -0.4044009 51.4226878, -0.4034704 51.4231883, -0.4031702 51.4237663, -0.4035201 51.424502))",,scrub,,,,,,,,,,"[783499268, 6342874444, 6342874443, 6342874442, 6342874458, 6342874452, 8764760490, 6342874453, 6342874441, 783499348, 783499158, 783499268]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((0.0142519 51.5434877, 0.014277 51.5434772, 0.0143001 51.5434396, 0.0143153 51.5434393, 0.014329 51.5434304, 0.014331 51.5434197, 0.0143171 51.5434121, 0.0143365 51.5433806, 0.0143275 51.5433686, 0.0142519 51.5434877))",,scrub,,,,,,,,,,"[6181907255, 6343348910, 6343348909, 6343348908, 6343348907, 6343348906, 6343348905, 6343348904, 6181907254, 6181907255]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((0.0142121 51.543501, 0.0142184 51.5434915, 0.0142321 51.543495, 0.0142259 51.5435045, 0.0142121 51.543501))",,scrub,,,fence,,,,,,,"[6343348920, 6343348919, 6343348918, 6343348917, 6343348920]",,,,,,,,,,,,,,,,,,,,,,metal,0.6,,,,,,,,
,"POLYGON ((0.0141513 51.5435479, 0.0141904 51.5434846, 0.0142049 51.5434881, 0.0141657 51.5435513, 0.0141513 51.5435479))",,scrub,,,fence,,,,,,,"[6343348924, 6343348923, 6343348922, 6343348921, 6343348924]",,,,,,,,,,,,,,,,,,,,,,metal,0.6,,,,,,,,
,"POLYGON ((0.0136624 51.5449768, 0.0137215 51.5449869, 0.0137121 51.5450085, 0.0136528 51.5449984, 0.0136624 51.5449768))",,scrub,,,retaining_wall,,,wood,,,,"[6274504182, 6343389461, 6343389460, 6274504181, 6274504182]",,,,,,,,,,,,,,,,,,,,,,,1.2,,,,,,,,
,"POLYGON ((0.1066147 51.4235317, 0.1066391 51.4235152, 0.1066838 51.4235159, 0.106697 51.4235304, 0.1067001 51.4235469, 0.1066559 51.423546, 0.1066147 51.4235317))",,scrub,,,,,,,,,,"[6357132759, 6357132761, 6357132762, 6357132763, 6357132760, 6357132764, 6357132759]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.1939628 51.4605603, -0.1939571 51.4605165, -0.1939499 51.4604607, -0.193864 51.4603621, -0.1936491 51.4601592, -0.1935293 51.4600211, -0.1933976 51.4600148, -0.1934229 51.4600915, -0.1936056 51.4604075, -0.1936917 51.4605419, -0.193711 51.4605633, -0.1939628 51.4605603))",,scrub,,,,,,,,,,"[3207833373, 8644681640, 6381501243, 6381501244, 6381501245, 6381501246, 2150309114, 4958473740, 2150309110, 4958472311, 3207833375, 3207833373]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.1981177 51.460683, -0.1981092 51.4605922, -0.1983957 51.4605636, -0.199174 51.4604891, -0.1991694 51.460545, -0.1981177 51.460683))",,scrub,,,,,,,,,,"[25229268, 6384093263, 1343364642, 1343364641, 1343364619, 25229268]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.1981639 51.4603729, -0.1981142 51.4602592, -0.1978111 51.4603543, -0.1976562 51.4603784, -0.1974073 51.4603876, -0.1974088 51.4604237, -0.1981639 51.4603729))",,scrub,,,,,,,,,,"[3207833393, 3207833392, 3207833395, 3207833396, 3207833397, 3207833410, 3207833393]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
