name,tourism,geometry
The Temple,attraction,"POLYGON ((0.042107 51.567851, 0.0421454 51.5678595, 0.0421082 51.5679245, 0.042202 51.5679452, 0.0422937 51.5677847, 0.0423482 51.5676921, 0.0422537 51.5676706, 0.0422265 51.5677169, 0.0421754 51.5678038, 0.0421392 51.5677956, 0.0421242 51.567821, 0.042107 51.567851))"
"St John's, Smith Square",attraction,"POLYGON ((-0.1270832 51.4961202, -0.1272006 51.4961166, -0.1271918 51.4960721, -0.1272224 51.496064, -0.1272384 51.4960467, -0.1272443 51.4960313, -0.1273127 51.4960232, -0.1272923 51.4958971, -0.1272268 51.4958989, -0.1272239 51.4958844, -0.1272006 51.4958672, -0.1271539 51.4958617, -0.1271438 51.4958119, -0.1268131 51.4958364, -0.1268175 51.495879, -0.1267927 51.4958826, -0.1267767 51.4958917, -0.1267592 51.4959062, -0.1267534 51.4959325, -0.1266864 51.495937, -0.1267039 51.4960613, -0.1267709 51.4960576, -0.1267796 51.4960794, -0.1268029 51.496093, -0.1268451 51.4960966, -0.126851 51.4961338, -0.1269588 51.4961284, -0.1269588 51.4961129, -0.1270928 51.4961075, -0.1270832 51.4961202))"
"Home of Charles Darwin, Down House",attraction,"POLYGON ((0.0533095 51.3314157, 0.0533567 51.331386, 0.0533465 51.3313792, 0.0533495 51.3313535, 0.0533883 51.3313296, 0.0534265 51.3313294, 0.0534401 51.3313378, 0.0535213 51.3312868, 0.0535531 51.3313065, 0.053591 51.3313301, 0.0536284 51.3313533, 0.0536386 51.3313469, 0.0536683 51.3313653, 0.0536578 51.3313719, 0.0536718 51.3313806, 0.0534336 51.3315302, 0.0533955 51.3315854, 0.0532585 51.3315254, 0.0531736 51.3314726, 0.0532718 51.3314109, 0.0532946 51.331425, 0.0533095 51.3314157))"
Caxton Hall,attraction,"POLYGON ((-0.1351888 51.4987378, -0.13518 51.4986328, -0.1346563 51.4986574, -0.1346616 51.4987532, -0.1351888 51.4987378))"
BFI IMAX,attraction,"POLYGON ((-0.1137368 51.5050111, -0.1136369 51.5050226, -0.1135362 51.5050143, -0.1134445 51.5049869, -0.113371 51.5049432, -0.1133229 51.5048875, -0.1133048 51.5048253, -0.1133187 51.5047626, -0.113363 51.5047057, -0.1134335 51.5046602, -0.1135232 51.5046305, -0.1136227 51.5046195, -0.1137228 51.5046282, -0.1138137 51.5046556, -0.1138865 51.5046992, -0.1139343 51.5047546, -0.1139524 51.5048165, -0.1139389 51.5048788, -0.1138952 51.5049355, -0.1138256 51.5049811, -0.1137368 51.5050111))"
Big Ben,attraction,"POLYGON ((-0.124676 51.5007701, -0.1246766 51.500767, -0.1246969 51.5006538, -0.1246975 51.5006506, -0.1246924 51.5006503, -0.1245039 51.5006368, -0.1244987 51.5006365, -0.1244981 51.5006397, -0.1244777 51.500753, -0.1244771 51.5007562, -0.1244822 51.5007565, -0.1246709 51.5007697, -0.124676 51.5007701))"
Danson House,attraction,"POLYGON ((0.1182057 51.456477, 0.1181597 51.456455, 0.118148 51.4564197, 0.118175 51.4563905, 0.1181663 51.456366, 0.1182643 51.4563524, 0.1182914 51.4563176, 0.1183792 51.4563056, 0.11843 51.4563295, 0.1185274 51.4563161, 0.1185363 51.4563414, 0.1185769 51.4563616, 0.1185898 51.4563964, 0.1185659 51.4564248, 0.1185726 51.4564438, 0.1184917 51.4564549, 0.1185065 51.4564967, 0.1183116 51.4565236, 0.1182975 51.4564835, 0.1182122 51.4564953, 0.1182057 51.456477))"
Horse Guards,attraction,"POLYGON ((-0.1266052 51.5045445, -0.1265696 51.5044284, -0.1270006 51.5043675, -0.1271502 51.5043524, -0.1272482 51.5043384, -0.1272826 51.5044573, -0.1272113 51.504467, -0.1272509 51.5046005, -0.1273421 51.504591, -0.1273586 51.5046483, -0.1273849 51.5047344, -0.1274126 51.5048228, -0.1274335 51.5048855, -0.1273492 51.5048941, -0.1274012 51.5050468, -0.1274763 51.5050388, -0.1275111 51.5051609, -0.1272842 51.5051902, -0.127241 51.5050792, -0.1269679 51.5051149, -0.1269894 51.505181, -0.126825 51.5052031, -0.1268003 51.505129, -0.12679 51.5051306, -0.1267605 51.5050463, -0.1267692 51.5050448, -0.1267453 51.5049714, -0.1267487 51.5049711, -0.1270333 51.5049383, -0.1270133 51.5048802, -0.1271106 51.5048672, -0.1270928 51.5048178, -0.1270572 51.504822, -0.1270426 51.5047789, -0.1270307 51.504738, -0.1270665 51.504732, -0.1270564 51.5046922, -0.1269531 51.5047051, -0.1269433 51.5046749, -0.1268058 51.5046928, -0.1266602 51.5047116, -0.1266365 51.5046343, -0.1266257 51.5046356, -0.1265936 51.5045458, -0.1266052 51.5045445))"
Jewel Tower,attraction,"POLYGON ((-0.1264924 51.4984117, -0.1264703 51.4985022, -0.1264329 51.4985003, -0.1264292 51.4985112, -0.1264026 51.4985167, -0.1263606 51.4985112, -0.1263809 51.498451, -0.1263199 51.4984429, -0.1263335 51.4983984, -0.1264924 51.4984117))"
Banqueting House,attraction,"POLYGON ((-0.1257237 51.5044089, -0.1260028 51.5043772, -0.1260182 51.5043764, -0.1261069 51.5046996, -0.1261087 51.5047062, -0.1260333 51.5047137, -0.1260447 51.5047557, -0.1258183 51.5047782, -0.1257237 51.5044089))"
Airport House,attraction,"POLYGON ((-0.1179445 51.3568641, -0.117982 51.356747, -0.1179284 51.3567403, -0.117962 51.3566352, -0.1179918 51.356639, -0.1180639 51.3564138, -0.1180335 51.35641, -0.118066 51.3563084, -0.1180463 51.3563059, -0.1180848 51.3561856, -0.1172976 51.3560873, -0.1172607 51.3562026, -0.1174979 51.3562322, -0.1174802 51.3562876, -0.1172428 51.3562579, -0.1172188 51.356333, -0.1171781 51.3563279, -0.1171258 51.3564914, -0.1171727 51.3564972, -0.1171454 51.3565827, -0.1173816 51.3566122, -0.1173651 51.3566638, -0.1171216 51.3566334, -0.1170822 51.3567564, -0.1179445 51.3568641))"
Christmas Tree Farm,attraction,"POLYGON ((0.0560839 51.3345061, 0.0559814 51.3345584, 0.0559499 51.3345344, 0.0558724 51.3345739, 0.0559029 51.3345972, 0.0558561 51.3346211, 0.0558233 51.334596, 0.0558339 51.3345906, 0.0557348 51.3345148, 0.0557917 51.3344858, 0.0557523 51.3344557, 0.0556973 51.3344838, 0.0556668 51.3344604, 0.0558274 51.3343785, 0.0559199 51.3344492, 0.0559023 51.3344582, 0.0559385 51.3344859, 0.0559503 51.3344799, 0.0559875 51.3345084, 0.0560564 51.3344733, 0.0560462 51.3344655, 0.0560679 51.3344544, 0.0560325 51.3344274, 0.056018 51.3344348, 0.0558401 51.3342988, 0.0555383 51.3344528, 0.0558048 51.3346566, 0.055862 51.3346274, 0.0559409 51.3346878, 0.0561492 51.3345815, 0.0561084 51.3345503, 0.0561283 51.3345401, 0.0560839 51.3345061))"
Harvey Nichols,attraction,"POLYGON ((-0.1594394 51.5019085, -0.1601687 51.5017253, -0.1601795 51.5017198, -0.1601868 51.5017108, -0.1601899 51.5016986, -0.1601876 51.5016851, -0.1600662 51.5013367, -0.1598217 51.501367, -0.1596203 51.5013952, -0.1596121 51.5013655, -0.159488 51.5013772, -0.1594833 51.5013666, -0.1592436 51.5013913, -0.1594394 51.5019085))"
Harmondsworth Great Barn,attraction,"POLYGON ((-0.4799473 51.4899903, -0.4800309 51.4896894, -0.4800924 51.4894683, -0.4799331 51.4894511, -0.4798047 51.4899127, -0.4797879 51.4899731, -0.4799473 51.4899903))"
ArcelorMittal Orbit,attraction,"POLYGON ((-0.0131111 51.5384294, -0.0129716 51.5384728, -0.0128026 51.5384511, -0.0127516 51.538371, -0.012749 51.5383293, -0.0127087 51.5382642, -0.0127221 51.5381908, -0.012875 51.5381925, -0.0129957 51.5382025, -0.0130225 51.5381491, -0.0131808 51.5380974, -0.0133015 51.5381458, -0.0133015 51.5382442, -0.0132318 51.5382876, -0.0132613 51.5383393, -0.0132505 51.538381, -0.0132076 51.538391, -0.0131432 51.5383927, -0.0131111 51.5384294))"
Clerk's Well,attraction,"POLYGON ((-0.1066896 51.5228077, -0.1066312 51.5228504, -0.1066027 51.5228364, -0.1065233 51.5227986, -0.1065834 51.522758, -0.1066896 51.5228077))"
The Clock Mill,attraction,"POLYGON ((-0.0075002 51.5272526, -0.0074396 51.5272605, -0.0074267 51.5272259, -0.0070311 51.5272755, -0.0069821 51.5271269, -0.0073126 51.5270813, -0.0073541 51.5270763, -0.0074355 51.5270674, -0.0074778 51.5272181, -0.0074895 51.5272202, -0.0075002 51.5272526))"
House Mill,attraction,"POLYGON ((-0.0080358 51.5274799, -0.0079428 51.5274849, -0.0076777 51.5274988, -0.0076737 51.5274578, -0.0076656 51.5273583, -0.007665 51.5273502, -0.0076878 51.5273494, -0.0080197 51.5273374, -0.0080251 51.5273973, -0.0080358 51.5274799))"
Myddelton House,attraction,"POLYGON ((-0.0609991 51.6760528, -0.0610094 51.6760304, -0.0611586 51.6757079, -0.0612713 51.6755805, -0.0614282 51.6752731, -0.0615449 51.6749525, -0.0616468 51.6749764, -0.0618472 51.6748859, -0.0622303 51.674424, -0.0633627 51.6748522, -0.0633789 51.674474, -0.0624801 51.6741997, -0.0613438 51.6736761, -0.0604732 51.6733304, -0.06004 51.6732804, -0.0600382 51.6733341, -0.0600445 51.6734925, -0.0599923 51.673816, -0.0599594 51.6739856, -0.0599708 51.6741491, -0.0598617 51.6745546, -0.0594461 51.6757673, -0.0609991 51.6760528))"
Camden Stables,attraction,"POLYGON ((-0.1481132 51.5420915, -0.1483861 51.5421741, -0.1485804 51.5422342, -0.1487229 51.5422768, -0.1489431 51.5423412, -0.1489672 51.5423779, -0.1492401 51.5424442, -0.1492689 51.5424425, -0.1493679 51.5424713, -0.1494036 51.5424814, -0.1493816 51.5425172, -0.1493427 51.542508, -0.149281 51.5426052, -0.1492314 51.5426724, -0.1491817 51.5427452, -0.1491078 51.5428511, -0.1491041 51.5428529, -0.1490983 51.5428536, -0.1489843 51.5428299, -0.1488824 51.5428085, -0.1488388 51.5427982, -0.1484483 51.5427182, -0.1482692 51.5426845, -0.1481314 51.5426532, -0.1479817 51.5426147, -0.1479686 51.542611, -0.1477038 51.5425259, -0.1472715 51.5423838, -0.1472612 51.542381, -0.1472303 51.5423707, -0.1471883 51.5423581, -0.1471781 51.5423544, -0.1468876 51.5422436, -0.1467638 51.5421932, -0.1466254 51.5421341, -0.1465294 51.5420906, -0.1464405 51.5420461, -0.1463299 51.5419903, -0.1461751 51.541897, -0.1460757 51.5418353, -0.1461455 51.5418303, -0.1462437 51.5418281, -0.1464392 51.5418289, -0.1467034 51.5418369, -0.1469576 51.5418608, -0.1472114 51.5418922, -0.1474128 51.5419244, -0.1474146 51.5419131, -0.1475657 51.5419419, -0.1477384 51.541983, -0.1479363 51.542038, -0.1481132 51.5420915))"
St Paul's Church,attraction,"POLYGON ((-0.1238389 51.5113498, -0.1239207 51.5114198, -0.1240196 51.5115053, -0.1239858 51.5115209, -0.124023 51.5115532, -0.1239453 51.5115879, -0.1239091 51.5115557, -0.1235862 51.511707, -0.1235315 51.511732, -0.1233471 51.5115712, -0.1234315 51.5115332, -0.1237254 51.5114009, -0.1236891 51.5113687, -0.1237699 51.5113339, -0.1238053 51.5113646, -0.1238389 51.5113498))"
RHS Chelsea Flower Show Pavilion,attraction,"POLYGON ((-0.1552139 51.4865141, -0.1566602 51.4855603, -0.1559952 51.4851693, -0.1558503 51.4852648, -0.1556751 51.4851618, -0.1547489 51.4857726, -0.1546258 51.4857002, -0.1542506 51.4859477, -0.1552139 51.4865141))"
The Rolling Bridge,attraction,"LINESTRING (-0.1747808 51.5183811, -0.1746688 51.5184038)"
The Old Curiosity Shop,attraction,"POLYGON ((-0.117395 51.5149539, -0.1173786 51.5149324, -0.1172914 51.5149069, -0.1172589 51.5149483, -0.1172859 51.5149904, -0.117395 51.5149539))"
Pagoda,attraction,"POLYGON ((-0.0459285 51.5337135, -0.0459954 51.5336312, -0.0458632 51.5335896, -0.0457963 51.5336719, -0.0459285 51.5337135))"
Rainforest Life,attraction,"POLYGON ((-0.1558422 51.5363011, -0.1554693 51.5364479, -0.1549302 51.5365163, -0.1548256 51.536196, -0.1552521 51.5361309, -0.1552816 51.536271, -0.1554264 51.5362543, -0.155362 51.5361893, -0.1554962 51.5361309, -0.155641 51.536266, -0.1557617 51.5362143, -0.1558239 51.5362813, -0.1558422 51.5363011))"
London Eye,attraction,"POLYGON ((-0.1195028 51.5038688, -0.119628 51.503879, -0.1196798 51.5036263, -0.119708 51.5034926, -0.1197701 51.5031973, -0.1197974 51.5030674, -0.119853 51.5028103, -0.1197278 51.5028001, -0.1197017 51.5029172, -0.1196877 51.5029837, -0.1196722 51.5030572, -0.1196163 51.503323, -0.1196122 51.5033427, -0.1195546 51.5036161, -0.1195028 51.5038688))"
Westminster Bridge,attraction,"LINESTRING (-0.1219807 51.5008555, -0.1199754 51.5008008)"
Westminster Bridge,attraction,"POLYGON ((-0.1235693 51.5010116, -0.1200623 51.5009171, -0.1199765 51.5009148, -0.119975 51.5008898, -0.119974 51.5008684, -0.1199734 51.5008536, -0.1199754 51.5008008, -0.1199887 51.5007274, -0.1199963 51.5006943, -0.1200096 51.5006761, -0.1235875 51.5007807, -0.123586 51.5007995, -0.1235845 51.5008171, -0.1235815 51.5008307, -0.1235808 51.5008438, -0.12358 51.5008849, -0.1235775 51.5009134, -0.1235729 51.5009674, -0.123572 51.5009783, -0.123571 51.5009906, -0.1235693 51.5010116))"
Platform 9¾,attraction,"POLYGON ((-0.1239152 51.5321798, -0.1239026 51.5321785, -0.123898 51.5321958, -0.1239105 51.5321971, -0.1239152 51.5321798))"
Speakers' Corner,attraction,"POLYGON ((-0.1602862 51.5119127, -0.1599644 51.5117926, -0.159664 51.5116423, -0.1595969 51.5116991, -0.1599121 51.5118423, -0.1602578 51.5119765, -0.1605518 51.5120663, -0.1602862 51.5119127))"
Creekside Centre,attraction,"POLYGON ((-0.0209489 51.4781388, -0.0209709 51.478007, -0.0209817 51.4779216, -0.020988 51.4777908, -0.0204579 51.4778379, -0.0202807 51.4777991, -0.0199214 51.4778405, -0.0198372 51.477871, -0.0195513 51.4779292, -0.0195446 51.4779998, -0.0198126 51.4780425, -0.0209489 51.4781388))"
Camera Obscura,attraction,"POLYGON ((-0.0018087 51.4780507, -0.0017416 51.4780594, -0.0017542 51.4780969, -0.0017564 51.4781037, -0.0018235 51.478095, -0.0018209 51.4780873, -0.0018101 51.4780551, -0.0018087 51.4780507))"
Greenwich Meridian,attraction,"LINESTRING (-0.0014742 51.4778629, -0.0014751 51.4780228)"
ArcelorMittal Orbit,attraction,"POLYGON ((-0.0129268 51.5387113, -0.012942 51.5386586, -0.0128818 51.5386459, -0.0128356 51.5386302, -0.0127944 51.5386138, -0.0127543 51.5385896, -0.0127178 51.5385576, -0.0126866 51.5385196, -0.0126829 51.538515, -0.0126618 51.5384734, -0.0126531 51.5384276, -0.0126643 51.5383889, -0.0126825 51.5383463, -0.0126506 51.5383398, -0.0126427 51.5383545, -0.0126125 51.5383483, -0.0125793 51.5383415, -0.0125871 51.538326, -0.0125319 51.5383113, -0.0125804 51.5382001, -0.0125962 51.5381667, -0.0131572 51.5380659, -0.0132286 51.5380802, -0.0133052 51.5380949, -0.0135729 51.5381479, -0.0134111 51.5384645, -0.0133663 51.5386836, -0.0133614 51.5387462, -0.0131836 51.5387523, -0.0131362 51.538759, -0.0130908 51.5387654, -0.01305 51.5387664, -0.0130155 51.5387671, -0.0129648 51.5387647, -0.0129121 51.5387621, -0.0129268 51.5387113))"
SS Great Eastern Slipway,attraction,"POLYGON ((-0.021353 51.4870316, -0.020818 51.4875721, -0.0207454 51.4876053, -0.0205519 51.4878824, -0.0205295 51.4879145, -0.020506 51.4879481, -0.0204823 51.487982, -0.0206302 51.4880214, -0.0206149 51.4880428, -0.0205994 51.4880643, -0.0205841 51.4880856, -0.0205678 51.4881083, -0.0205869 51.4881118, -0.020602 51.4881146, -0.0206263 51.4880957, -0.0206508 51.4880766, -0.0206761 51.4880569, -0.0207004 51.488038, -0.0207166 51.4880254, -0.0207325 51.4880131, -0.0207503 51.4879992, -0.0211531 51.4876856, -0.0211754 51.4876683, -0.0218018 51.4872366, -0.021353 51.4870316))"
Piccadilly Lights,attraction,"POLYGON ((-0.1349417 51.510326, -0.1347569 51.5102765, -0.1345946 51.5102331, -0.1345476 51.5102238, -0.1344959 51.5102229, -0.1344515 51.510228, -0.1344072 51.510243, -0.1343804 51.5102648, -0.1343549 51.5102995, -0.1345284 51.5102467, -0.1349417 51.510326))"
Cleopatra's Needle,attraction,"POLYGON ((-0.1203469 51.5085226, -0.1203194 51.5085104, -0.1203394 51.5084929, -0.1203669 51.508505, -0.1203469 51.5085226))"
The Fan Bridge,attraction,"LINESTRING (-0.1719804 51.5187406, -0.1717815 51.5186119)"
Bandstand,attraction,"POLYGON ((-0.1582418 51.4793443, -0.1582537 51.4793262, -0.158255 51.4793067, -0.1582455 51.4792881, -0.1582264 51.4792727, -0.1581877 51.4792598, -0.1581565 51.4792583, -0.1581263 51.4792636, -0.1580949 51.4792793, -0.15808 51.4792965, -0.1580754 51.4793158, -0.1580817 51.4793349, -0.158093 51.4793476, -0.1581157 51.479361, -0.1581444 51.4793688, -0.1581756 51.4793701, -0.1582057 51.4793645, -0.1582309 51.479353, -0.1582418 51.4793443))"
Gray's Inn Hall,attraction,"POLYGON ((-0.1128399 51.519312, -0.1126854 51.5193463, -0.1126814 51.5193583, -0.1126348 51.5193685, -0.112617 51.5193615, -0.112605 51.5193642, -0.1125442 51.5192582, -0.1125562 51.5192555, -0.1125604 51.519242, -0.1126063 51.5192312, -0.1126246 51.5192403, -0.1127792 51.519206, -0.112769 51.5191883, -0.112799 51.5191816, -0.112828 51.5191752, -0.1128379 51.5191925, -0.1128512 51.5191896, -0.1129122 51.5192959, -0.1128989 51.5192989, -0.1129128 51.5193231, -0.1128538 51.5193362, -0.1128399 51.519312))"
Gray's Inn,attraction,"POLYGON ((-0.1122938 51.5194333, -0.1121647 51.519462, -0.1121579 51.519464, -0.1122518 51.5196401, -0.1125656 51.5202181, -0.1126219 51.5202929, -0.1128163 51.5202521, -0.1129794 51.5202209, -0.113595 51.5201208, -0.1135409 51.5200004, -0.1133784 51.5200337, -0.1127572 51.5201374, -0.1126678 51.5201521, -0.1126603 51.5201377, -0.1123878 51.519614, -0.1122938 51.5194333))"
Kyoto Garden,attraction,"POLYGON ((-0.2048296 51.5033642, -0.2046947 51.5034096, -0.2045207 51.503414, -0.2043534 51.5033839, -0.20421 51.5033223, -0.2041053 51.5032356, -0.20405 51.5031328, -0.2040499 51.5030244, -0.2041049 51.5029215, -0.2041602 51.5028685, -0.2042345 51.5028206, -0.2043225 51.5027827, -0.2044112 51.5027582, -0.2044925 51.5027453, -0.2045621 51.5027405, -0.2046197 51.5027408, -0.2046969 51.5027473, -0.2047718 51.5027606, -0.2048429 51.5027804, -0.2049088 51.5028063, -0.2049974 51.5028575, -0.2050657 51.5029196, -0.2050647 51.5029786, -0.2048296 51.5033642))"
Old MacDonald's Farm Park,attraction,"POLYGON ((0.233797 51.6272784, 0.2330315 51.6263546, 0.2374512 51.6242216, 0.2378856 51.6246076, 0.2382965 51.6250097, 0.2385602 51.6254066, 0.2387801 51.6258307, 0.2384211 51.6258864, 0.236565 51.6264925, 0.2348269 51.6270186, 0.233797 51.6272784))"
Rose Garden,attraction,"POLYGON ((-0.1950843 51.4531776, -0.195103 51.4529977, -0.1951053 51.4529682, -0.1951001 51.4528135, -0.1947895 51.4528054, -0.1939372 51.4528235, -0.1938173 51.4529054, -0.1939061 51.4529978, -0.1940559 51.4531653, -0.1940725 51.4532197, -0.1940863 51.4532328, -0.1950243 51.4531883, -0.195069 51.453197, -0.1950843 51.4531776))"
Greenwich Meridian Line,attraction,"LINESTRING (-0.0014678 51.4767431, -0.0014682 51.4769037)"
Prime Meridian,attraction,"LINESTRING (-0.0014584 51.4817372, -0.00146 51.4816369)"
Carlton House Terrace,attraction,"LINESTRING (-0.1336865 51.5057129, -0.1332708 51.5058624, -0.1319233 51.5063357, -0.1316971 51.5064143, -0.1311678 51.5066075, -0.1306578 51.5067936, -0.1306065 51.5068123, -0.1302975 51.5069251, -0.1299459 51.5070539)"
Cody Dock,attraction,"POLYGON ((-0.0030252 51.5185452, -0.0046739 51.5196336, -0.0044249 51.5199628, -0.0043794 51.5199352, -0.0043669 51.5199266, -0.0042193 51.5198295, -0.0026638 51.5187988, -0.0025975 51.5187575, -0.0018551 51.5191975, -0.0017656 51.5191499, -0.0017212 51.5191244, -0.0017385 51.5191135, -0.0024407 51.5186761, -0.0024489 51.518671, -0.002317 51.5185779, -0.0021138 51.5182778, -0.0018862 51.518148, -0.0019376 51.5180839, -0.0022696 51.5183057, -0.0024032 51.5182343, -0.0024135 51.5182228, -0.002427 51.5182147, -0.0024506 51.5182044, -0.0024734 51.5182004, -0.0027597 51.5181984, -0.0027491 51.5182214, -0.0027421 51.5182368, -0.0027368 51.5182482, -0.0027271 51.5182679, -0.0026889 51.518345, -0.0028542 51.5184532, -0.0028711 51.5184643, -0.0028941 51.5184803, -0.0029158 51.5184972, -0.0029817 51.5185178, -0.0030252 51.5185452))"
