created_by,geometry,source,access,barrier,leaf_cycle,leaf_type,natural,note,name,place,nodes,landuse,leisure,wikidata,website,wikipedia,description,is_in:district,designation,source:name,operator,addr:city,BROADHAB,CREATEDATE,CREATEDBY,HABDEFVER,INCID,INTERPQUAL,NBNPRIHAB,PHABFEANOT,PRIDET,PRIHAB,PRIHABTXT,S1BOUNDARY,S1CAPTDATE,S1HABCLASS,S1HABID,S1HABTYPE,SOURCE1TXT,fixme,landcover,layer,jungle,surface,operator:wikidata,produce,ways,type,alt_name,local_name
,"POLYGON ((-0.2490302 51.6038004, -0.2491765 51.6038023, -0.2492891 51.603779, -0.2495252 51.6038156, -0.2497432 51.6038295, -0.2497399 51.6037703, -0.2497399 51.6037083, -0.2495118 51.6036924, -0.2494313 51.6037273, -0.2493455 51.6037307, -0.249273 51.6036924, -0.2491631 51.6036624, -0.2490102 51.6036607, -0.2489834 51.6036874, -0.2489673 51.6037523, -0.2490302 51.6038004))",,,,,,,,Larch Green,,"[2103618039, 2103618063, 2103618069, 2103618072, 2103618035, 2103618044, 2103618059, 2103618017, 2103618018, 2103618008, 2103618028, 2103618097, 2103618081, 2103618023, 2103618076, 2103618039]",forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.2458827 51.6012167, -0.2459364 51.6012301, -0.2460651 51.6011934, -0.2460758 51.6011401, -0.2459873 51.6011118, -0.2458774 51.6010901, -0.2459176 51.6010202, -0.2459471 51.6009968, -0.2458291 51.6009119, -0.2457781 51.6008535, -0.2457593 51.6011934, -0.2458827 51.6012167))",,,,,,,,,,"[2103624829, 2103624789, 2103625057, 2103624875, 2103624921, 2103625010, 2103624958, 2103624923, 2103624836, 2103624966, 2103625043, 2103624829]",forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.2458318 51.6015233, -0.2460276 51.6014933, -0.2462566 51.6014115, -0.2463682 51.6013717, -0.2463763 51.601305, -0.2462985 51.6012784, -0.2461912 51.601325, -0.2461509 51.6012751, -0.246049 51.6012734, -0.2459444 51.6013334, -0.2458532 51.6013717, -0.2458237 51.601395, -0.245813 51.6014466, -0.2458318 51.6015233))",,,,,,,,,,"[2103624772, 2103624799, 8894887930, 2103625026, 2103625032, 2103625021, 2103625028, 2103625018, 2103624773, 2103625068, 2103625061, 2103625055, 2103624760, 2103624772]",forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.2463467 51.6012551, -0.2464862 51.6012001, -0.2464916 51.6011651, -0.2464621 51.6011251, -0.2463172 51.6011051, -0.2461134 51.6010551, -0.2461349 51.6011268, -0.2462368 51.6012117, -0.2463467 51.6012551))",,,,,,,,,,"[2103624909, 2103625039, 2103624928, 2103624862, 2103624871, 2103624894, 2103624848, 2103624956, 2103624909]",forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.2491872 51.6024096, -0.2489378 51.6022896, -0.2489297 51.6019331, -0.2490933 51.6020164, -0.2491818 51.6020847, -0.2492516 51.602228, -0.2491872 51.6024096))",,,,,,,,,,"[2103624888, 2103624906, 2103625077, 2103625075, 2103624893, 2103624769, 2103624888]",forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.2493857 51.6012534, -0.2487393 51.6013883, -0.2485864 51.601385, -0.2484523 51.6013567, -0.248294 51.6014616, -0.248109 51.6014766, -0.2479614 51.6015383, -0.2477737 51.6015366, -0.2476154 51.6015016, -0.2473553 51.6015649, -0.2473579 51.6012317, -0.2479749 51.6012067, -0.2481599 51.6012084, -0.2482726 51.6011618, -0.2484094 51.6011284, -0.2485757 51.6011284, -0.2490451 51.6011818, -0.2491121 51.6011518, -0.2492087 51.6011701, -0.249316 51.6012167, -0.2493857 51.6012534))",,,,,,,,,,"[2103624964, 2103625067, 2103624815, 2103624911, 2103624781, 2103624955, 2103624795, 2103624913, 2103624942, 2103624919, 2103624960, 2103624988, 2103624840, 2103624846, 2103624838, 2103624992, 2103625013, 2103624797, 2103624984, 2103624982, 2103624964]",forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.2434044 51.6025629, -0.2431791 51.6025012, -0.2429108 51.6024846, -0.2429269 51.602238, -0.2430289 51.602193, -0.2433078 51.6021364, -0.2432622 51.6022613, -0.2433454 51.6021797, -0.2434231 51.6025479, -0.2434044 51.6025629))",,,,,,,,,,"[2103628877, 2103628928, 2103628872, 2103628866, 2103628853, 2103628891, 2103628857, 2103628865, 2103628913, 2103628877]",forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.24764 51.6011869, -0.2466928 51.6011784, -0.2467759 51.6011118, -0.2474338 51.6011221, -0.24764 51.6011869))",,,,,,,,,,"[2103628918, 2103628910, 2103628861, 2103628921, 2103628918]",forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.2436243 51.6002088, -0.2432354 51.6002355, -0.2431496 51.6002005, -0.2431469 51.6000805, -0.2435975 51.6001022, -0.243635 51.6001438, -0.2436243 51.6002088))",,,,,,,,,,"[2103629170, 2103629175, 2103629204, 2103629178, 2103629176, 2103629160, 2103629170]",forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.2436446 51.5997449, -0.2430879 51.5997305, -0.2431023 51.5995132, -0.2436591 51.5995276, -0.2436446 51.5997449))",,,,,,,,,,"[2103629206, 2103629196, 2103629161, 2103629163, 2103629206]",forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.2440856 51.6010668, -0.2443619 51.6009585, -0.2442707 51.600527, -0.2443726 51.6002538, -0.2444129 51.6001272, -0.2443592 51.5998023, -0.2442305 51.599619, -0.2442868 51.5995607, -0.2442466 51.5994307, -0.2441822 51.5993574, -0.2441688 51.5992158, -0.2441205 51.5989476, -0.2440508 51.5989392, -0.2440079 51.5989426, -0.2439891 51.5990675, -0.2440132 51.5991858, -0.2440561 51.5992858, -0.2440186 51.5993541, -0.2440105 51.5994457, -0.2440052 51.599594, -0.2440293 51.5997956, -0.2440186 51.5999805, -0.2440052 51.6001755, -0.2441017 51.6004904, -0.2439945 51.600567, -0.2440696 51.6008969, -0.2440374 51.6009418, -0.2440856 51.6010668))",,,,,,,,,,"[2103629191, 2103629200, 2103629208, 2103629179, 2103629210, 2103629165, 2103629146, 2103629187, 2103629164, 2103629194, 2103629216, 2103629207, 2103629166, 2103629215, 2103629173, 2103629190, 2103629212, 2103629154, 2103629149, 2103629162, 2103629151, 2103629199, 2103629185, 2103629171, 2103629158, 2103629192, 2103629189, 2103629191]",forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.2438228 51.6005187, -0.2438952 51.6005037, -0.2439596 51.6005387, -0.2439623 51.6005953, -0.2436458 51.6006753, -0.2434392 51.6007752, -0.2433802 51.6008202, -0.2433327 51.6007005, -0.2437611 51.6005787, -0.2438442 51.600577, -0.2438228 51.6005187))",,,,,,,,,,"[2103629148, 2103629183, 2103629168, 2103629169, 2103629181, 2103629177, 2103629147, 2103629180, 2103629188, 2103629214, 2103629148]",forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.2430741 51.6000004, -0.2426891 51.5999917, -0.2426939 51.599911, -0.2430788 51.5999197, -0.2430741 51.6000004))",,,,,,,,,,"[2103629203, 2103629174, 2103629201, 2103629197, 2103629203]",forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.2447991 51.5998706, -0.2449949 51.5999172, -0.2450968 51.5999206, -0.2451505 51.5998689, -0.2451854 51.599769, -0.2451827 51.599654, -0.2451639 51.5996257, -0.2449735 51.599599, -0.2449815 51.5995557, -0.24496 51.5994941, -0.2449386 51.5994574, -0.244842 51.5995124, -0.2447267 51.5995041, -0.2447535 51.5993724, -0.2447133 51.5993241, -0.2446006 51.5993125, -0.2445497 51.5993524, -0.2445845 51.5995724, -0.2446704 51.5996007, -0.2447213 51.5996857, -0.2447321 51.599789, -0.2447991 51.5998706))",,,,,,,,,,"[2103629866, 2103629880, 2103629899, 2103629849, 2103629896, 2103629875, 2103629853, 2103629836, 2103629830, 2103629831, 2103629860, 2103629889, 2103629825, 2103629888, 2103629838, 2103629842, 2103629843, 2103629847, 2103629845, 2103629848, 2103629826, 2103629866]",forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.2439764 51.6019382, -0.2436787 51.6019798, -0.2435419 51.6019798, -0.24333 51.6019848, -0.2433193 51.6019548, -0.2434373 51.6019165, -0.2435848 51.6018815, -0.2435285 51.6018282, -0.2434641 51.6017483, -0.243389 51.6016733, -0.2433622 51.6015767, -0.2433756 51.6013884, -0.2433461 51.6012951, -0.2433595 51.6012418, -0.2434695 51.6012751, -0.2435365 51.6013817, -0.2435419 51.601495, -0.2435634 51.6016017, -0.2437243 51.6016616, -0.2437914 51.6016783, -0.2438665 51.6017899, -0.2439577 51.6017882, -0.2439764 51.6018266, -0.2439952 51.6019132, -0.2439764 51.6019382))",,,,,,,,,,"[2104468977, 2104469109, 2104468992, 2104469036, 2104468957, 2104469147, 2104469065, 2104469101, 2104469135, 2104469166, 2104469164, 2104469003, 2104469120, 2104468999, 2104469145, 2104468950, 2104469118, 2104469194, 2104468942, 2104468948, 2104469107, 2104469061, 2104469094, 2104469160, 2104468977]",forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.2428419 51.6024813, -0.2420989 51.6024929, -0.241954 51.6018682, -0.2419916 51.6018049, -0.242123 51.6018466, -0.2422357 51.6018615, -0.2423671 51.6018349, -0.2426621 51.6018699, -0.2425951 51.6019215, -0.242402 51.6019282, -0.2422062 51.6018999, -0.2420855 51.6019215, -0.2421203 51.6021764, -0.2421445 51.6022364, -0.2422437 51.6021964, -0.2423215 51.6021764, -0.2425227 51.6021764, -0.2425817 51.6021881, -0.2425361 51.6022364, -0.2424851 51.602273, -0.2425388 51.6024396, -0.2426943 51.6024613, -0.2427909 51.6024513, -0.2427989 51.6022797, -0.2427453 51.6022464, -0.2426809 51.6022447, -0.2427131 51.6022014, -0.2428016 51.6021964, -0.2428579 51.6022214, -0.2428419 51.6024813))",,,,,,,,,,"[2104469105, 2104469208, 2104469059, 2104469114, 2104469111, 2104469075, 2104469103, 2104469095, 2104469186, 2104469088, 2104469133, 2104469113, 2104469176, 2104469149, 2104468985, 2104469203, 2104469037, 2104469034, 2104469047, 2104469197, 2104469141, 2104469214, 2104468960, 2104469201, 2104469041, 2104469073, 2104469199, 2104469207, 2104469204, 2104469105]",forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.244183 51.6024446, -0.244242 51.6023897, -0.2442554 51.6023147, -0.244183 51.6020881, -0.2440696 51.6020596, -0.2440086 51.6021481, -0.2440247 51.602263, -0.2440542 51.6024097, -0.244183 51.6024446))",,,,,,,,,,"[2104468956, 2104469155, 2104468939, 2104469122, 26847769, 2104469090, 2104468951, 2104468965, 2104468956]",forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.2452129 51.6001839, -0.2452128 51.6001838, -0.2448106 51.6001172, -0.2448079 51.6000006, -0.2451217 51.6000739, -0.2451646 51.6000139, -0.245288 51.6000489, -0.2452129 51.6001839))",,,,,,,,,,"[2104474648, 2104474636, 2104474660, 2104474682, 2104474665, 2104474661, 2104474663, 2104474648]",forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.2456582 51.6006637, -0.2452532 51.6007587, -0.244816 51.600697, -0.2447516 51.6006354, -0.244647 51.600617, -0.2448267 51.6001572, -0.2449125 51.6001755, -0.2448025 51.6004571, -0.2449313 51.6004754, -0.2448642 51.6006254, -0.2451217 51.600667, -0.2452183 51.6004288, -0.2453336 51.6004504, -0.2453202 51.6006337, -0.2456367 51.6006154, -0.2456582 51.6006637))",,,,,,,,,,"[2104474646, 2104474670, 2104474664, 2104474676, 2104474673, 2104474625, 2104474623, 2104474630, 2104474638, 2104474651, 2104474635, 2104474677, 2104474679, 2104474631, 2104474632, 2104474646]",forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.2456456 51.6003294, -0.2453462 51.600317, -0.2453543 51.6002415, -0.2456525 51.6002359, -0.2456456 51.6003294))",,,,,,,,,,"[2104474675, 2104474629, 2104474654, 2104474680, 2104474675]",forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.2437055 51.5970666, -0.2433488 51.5970849, -0.2432791 51.5971516, -0.2432978 51.5972565, -0.2433676 51.5973365, -0.2434561 51.5974415, -0.2435661 51.5974681, -0.2437028 51.5974798, -0.2438101 51.5974465, -0.2438584 51.5973898, -0.2437431 51.5973465, -0.2436412 51.5973165, -0.2437055 51.5970666))",,,,,,,,,,"[2104480876, 2104480866, 2104480928, 2104480926, 2104480877, 2104480942, 2104480939, 2104480905, 2104480872, 2104480902, 2104480892, 2104480887, 2104480876]",forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.2429706 51.6003621, -0.2433327 51.6007005, -0.2437611 51.6005787, -0.2436841 51.6002772, -0.2430645 51.6003272, -0.2429706 51.6003621))",,,,,,,,,,"[2104480819, 2103629180, 2103629188, 2104480846, 2104480824, 2104480819]",forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.2426112 51.5975964, -0.2426836 51.5975565, -0.2427748 51.5973815, -0.2428767 51.5973399, -0.242874 51.5973215, -0.2427426 51.5973265, -0.2426782 51.5973499, -0.2426219 51.5974348, -0.2425629 51.5975431, -0.2425629 51.5975848, -0.2426112 51.5975964))",,,,,,,,,,"[2104480863, 2104480916, 2104480810, 2104480857, 2104480941, 2104480799, 2104480923, 2104480925, 2104480935, 2104480807, 2104480863]",forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.2436653 51.596925, -0.243263 51.5969366, -0.243271 51.5968467, -0.2433407 51.5968034, -0.2434829 51.5967984, -0.2435795 51.5968733, -0.2436653 51.596925))",,,,,,,,,,"[2104480922, 2104480933, 2104480870, 2104480859, 2104480900, 2104480883, 2104480922]",forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.2432764 51.597783, -0.2430242 51.5978514, -0.2429652 51.5978064, -0.2431744 51.5976514, -0.2432496 51.5976797, -0.2432764 51.597783))",,,,,,,,,,"[2104480817, 2104480820, 2104480823, 2104480826, 2104480898, 2104480817]",forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.2406655 51.6012043, -0.240679 51.6010593, -0.2407929 51.6010634, -0.2407794 51.6012084, -0.2406655 51.6012043))",,,,,,,,,,"[2104492486, 2104492484, 2104492424, 2104492518, 2104492486]",forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.2379247 51.5980364, -0.2378759 51.5978815, -0.237942 51.5978738, -0.2380149 51.5979302, -0.2381327 51.597959, -0.2381537 51.5980066, -0.2379247 51.5980364))",,,,,broadleaved,,,,,"[2104508726, 2104508641, 2104508793, 2104553067, 9456115513, 2104508559, 2104508726]",forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.2424395 51.59677, -0.2421042 51.5969033, -0.2418494 51.5969583, -0.24171 51.5969266, -0.2416831 51.596895, -0.2418628 51.5968317, -0.2415973 51.5967634, -0.2416322 51.596705, -0.2422625 51.5967667, -0.24241 51.5967267, -0.2424395 51.59677))",,,,,,,,,,"[2104693422, 2104693431, 2104693372, 2104693396, 2104693377, 2104693354, 2104693374, 2104693362, 2104693355, 2104693436, 2104693422]",forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.2464199 51.5961186, -0.2464575 51.5960986, -0.2464548 51.5960636, -0.2462912 51.5959836, -0.2461785 51.5959719, -0.2460578 51.5960003, -0.2459747 51.5960619, -0.24598 51.5961119, -0.2460578 51.5961269, -0.2461195 51.5961152, -0.2461758 51.5960736, -0.2462644 51.5960752, -0.2463555 51.5961036, -0.2464199 51.5961186))",,,,,,,,,,"[2104716503, 2104716513, 2104716502, 2104716627, 2104716693, 2104716696, 2104716510, 2104716695, 2104716497, 2104716508, 2104716524, 2104716537, 2104716698, 2104716503]",forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.244073 51.5961435, -0.2438718 51.5961335, -0.243845 51.5960686, -0.2438691 51.5960302, -0.2439469 51.5959786, -0.2439684 51.5958586, -0.2439818 51.5958086, -0.2440488 51.595812, -0.2440649 51.595837, -0.2440462 51.5960536, -0.2440784 51.5960969, -0.244073 51.5961435))",,,,,,,,,,"[2104716651, 2104716774, 2104716583, 2104716775, 2104716539, 2104716622, 2104716713, 2104716671, 2104716744, 2104716735, 2104716767, 2104716651]",forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.2453417 51.5961219, -0.2454007 51.5961352, -0.2454302 51.5960986, -0.2454329 51.5960302, -0.245221 51.5960169, -0.245103 51.5960152, -0.245052 51.5960369, -0.2450439 51.5960669, -0.2451325 51.5960869, -0.2452558 51.5961019, -0.2453417 51.5961219))",,,,,,,,,,"[2104716705, 2104716621, 2104716507, 2104716758, 2104716527, 2104716611, 2104716615, 2104716519, 2104716741, 2104716661, 2104716705]",forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.2456233 51.5961769, -0.2457118 51.5962485, -0.2457467 51.5962518, -0.2458701 51.5960569, -0.2459935 51.5960119, -0.2459881 51.5959353, -0.2459023 51.5958886, -0.2457842 51.5958653, -0.2455402 51.5958136, -0.2452156 51.5957736, -0.2452102 51.5958053, -0.2452558 51.595837, -0.2454758 51.595882, -0.2455589 51.5959003, -0.2456635 51.5959269, -0.2456984 51.5959686, -0.2456984 51.5960736, -0.2456689 51.5961186, -0.2456233 51.5961769))",,,,,,,,,,"[2104716665, 2104716514, 2104716750, 2104716719, 2104716618, 2104716745, 2104716557, 2104716753, 2104716555, 2104716520, 2104716564, 2104716748, 2104716594, 2104716585, 2104716579, 2104716592, 2104716754, 2104716694, 2104716665]",forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.2437726 51.5967117, -0.2435258 51.5967284, -0.2435286 51.5966551, -0.2434883 51.5965468, -0.2434856 51.5964901, -0.2435151 51.5964585, -0.243676 51.5964535, -0.243786 51.5964718, -0.2437861 51.5965178, -0.2437507 51.5965147, -0.2437185 51.5966565, -0.2437779 51.5966617, -0.2437726 51.5967117))",,,,,,,,,,"[2104716511, 2104716700, 2104716711, 2104716717, 2104716679, 2104716529, 2104716505, 2104716642, 2104716604, 2104710497, 2104710496, 2104716623, 2104716511]",forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.2434185 51.5967267, -0.2430833 51.596755, -0.2429089 51.596755, -0.2428553 51.5967034, -0.242925 51.5966701, -0.2431879 51.5966667, -0.243218 51.5966613, -0.2433461 51.5966384, -0.2434024 51.5966534, -0.2434373 51.5966934, -0.2434185 51.5967267))",,,,,,,,,,"[2104716746, 2104716509, 2104716682, 2104716688, 2104716608, 2104716598, 2104716523, 2104716749, 2104716494, 2104716649, 2104716746]",forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.2450761 51.5965251, -0.2450949 51.5964618, -0.2451727 51.5964535, -0.2452317 51.5964301, -0.2453041 51.5964135, -0.2453819 51.5963968, -0.2454302 51.5962302, -0.2455616 51.5962752, -0.2456448 51.5963285, -0.2456045 51.5964035, -0.2455294 51.5964668, -0.2453953 51.5965151, -0.2450761 51.5965251))",,,,,,,,,,"[2104716544, 2104716638, 2104716558, 2104716747, 2104716547, 2104716759, 2104716499, 2104716667, 2104716560, 2104716591, 2104716657, 2104716692, 2104716544]",forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.2367889 51.5936056, -0.2366647 51.5936009, -0.2365789 51.5936442, -0.2365145 51.5939041, -0.2364394 51.5946685, -0.2363992 51.5951234, -0.2363992 51.5954716, -0.2364099 51.5959853, -0.2363724 51.5960332, -0.236316 51.5960182, -0.236257 51.5954437, -0.2362061 51.5949135, -0.2362973 51.5948135, -0.2362919 51.5946952, -0.2363053 51.5942524, -0.2363455 51.5939554, -0.2364072 51.5937708, -0.2364206 51.5936005, -0.2363509 51.5935392, -0.2362517 51.5935076, -0.2361873 51.594042, -0.2361551 51.5944852, -0.2361685 51.5949784, -0.2362597 51.5958182, -0.2363348 51.5962652, -0.2364367 51.596748, -0.2366218 51.5974377, -0.2365762 51.59687, -0.2365413 51.5964368, -0.2365011 51.5958382, -0.2365172 51.5952954, -0.2365762 51.5947102, -0.2366245 51.5943186, -0.2367023 51.5939287, -0.2367559 51.5937158, -0.2367889 51.5936056))",,,,,,,,,,"[2104716578, 2104716620, 2104716556, 2104716516, 2104716637, 2104716629, 2104716596, 2104716751, 2104716752, 2104716602, 2104716518, 2104716625, 2104716606, 2104716512, 2104716737, 2104716721, 2104716730, 2104716763, 2104716635, 2104716739, 2104716600, 2104716677, 2104716761, 2104716589, 2104716764, 2104716690, 2104716653, 2104716655, 2104716525, 2104716559, 2104716587, 2104716755, 2104716616, 2104716673, 2104716609, 2104716578]",forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.2360773 51.5935221, -0.2359593 51.5934609, -0.2359164 51.5938271, -0.2358654 51.5944486, -0.235852 51.5951134, -0.2358654 51.5956399, -0.2359137 51.5962298, -0.2360183 51.5968746, -0.2361471 51.5974994, -0.2362865 51.5980509, -0.2364931 51.5986644, -0.2366433 51.5990772, -0.2369115 51.599692, -0.2371019 51.6001006, -0.2374613 51.6007303, -0.2378127 51.6013301, -0.2380997 51.6018099, -0.2383009 51.6019349, -0.2385476 51.6021514, -0.2388695 51.6025129, -0.2392584 51.6029494, -0.2386603 51.6022147, -0.2381212 51.6014417, -0.2377671 51.6008719, -0.2375069 51.6004071, -0.2374989 51.6003538, -0.2371583 51.5996791, -0.2369034 51.5989989, -0.2367318 51.5983878, -0.2366406 51.5980659, -0.2365118 51.5976094, -0.2363402 51.596965, -0.236198 51.5964347, -0.2361256 51.5960019, -0.2360505 51.595505, -0.236013 51.5949351, -0.2360076 51.5943619, -0.2360103 51.5940124, -0.2360451 51.5936538, -0.2360773 51.5935221))",,,,,,,,,,"[2104719981, 2104720004, 2104720017, 2104720020, 2104720038, 2104720012, 2104719985, 2104720002, 2104720036, 2104720024, 2104720008, 2104720028, 2104720029, 2104720040, 2104720041, 2104719999, 2104719982, 2104720039, 2104720043, 2104720006, 2104719980, 2104719988, 2104720037, 2104719986, 2104720034, 2104720032, 2104720019, 2104720022, 2104720014, 2104719984, 2104720031, 2104720030, 2104720047, 2104720027, 2104719983, 2104720042, 2104720045, 2104720010, 2104719979, 2104719981]",forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.2373782 51.601478, -0.2363187 51.6014217, -0.2363134 51.6014663, -0.2368337 51.6014996, -0.2371073 51.6015196, -0.2374694 51.6015867, -0.2373782 51.601478))",,,,,broadleaved,,,,,"[2104722782, 2104722776, 2104722713, 2104722750, 2104722784, 2104722710, 2104722782]",forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.235299 51.5932681, -0.2354872 51.5933109, -0.2353853 51.5939737, -0.2353478 51.5945302, -0.2353451 51.5955366, -0.2354095 51.5961648, -0.2355275 51.5968979, -0.2356643 51.5975694, -0.235793 51.5981025, -0.2359566 51.5985857, -0.2362704 51.5994125, -0.2364716 51.599864, -0.2363529 51.5998805, -0.2361846 51.599904, -0.2361524 51.5998307, -0.2363241 51.5997969, -0.2360907 51.5992971, -0.2358731 51.5989654, -0.2357931 51.598868, -0.2358757 51.5988615, -0.235683 51.5984391, -0.2356267 51.5983758, -0.2356106 51.5982945, -0.2356509 51.5982575, -0.2356236 51.598211, -0.2355149 51.5980748, -0.2352011 51.5967916, -0.2350316 51.5960983, -0.2351065 51.5949432, -0.2351394 51.5946008, -0.2351697 51.5941204, -0.235299 51.5932681))",,,,,,,,,,"[2131718848, 2104722740, 2104722788, 2104722727, 2104722800, 2104722735, 2104722804, 2104722780, 2104722712, 2104722781, 2104722722, 2104722701, 2104722737, 2104722771, 2104722767, 2104722792, 2104722744, 2131726032, 2104722798, 2104722786, 2104722742, 2104722775, 2104722802, 2104722769, 2131718824, 2104722699, 2104722703, 576616335, 2104722773, 576616333, 2104722731, 2131718848]",forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.2382687 51.6027445, -0.2378288 51.602263, -0.2375606 51.6020082, -0.2373165 51.6018482, -0.236992 51.6017095, -0.2367559 51.6016329, -0.2365923 51.6015983, -0.2368793 51.6016062, -0.2371636 51.6016333, -0.2373701 51.60166, -0.2375177 51.6016916, -0.2375579 51.6017016, -0.2378315 51.6020931, -0.2381963 51.6025779, -0.2382687 51.6027445))",,,,,broadleaved,,,,,"[2104722790, 2104722765, 2104722752, 2104722719, 2104722796, 2104722718, 2104722714, 2104722716, 2104722729, 2104722724, 2104722707, 2104722715, 2104722746, 2104722779, 2104722790]",forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.2372924 51.5934892, -0.2371046 51.5934609, -0.2369993 51.5934646, -0.237295 51.5924328, -0.2374446 51.5919108, -0.2375309 51.591831, -0.2375577 51.5919044, -0.2373836 51.5924578, -0.2373836 51.5927377, -0.2373648 51.5929277, -0.2372253 51.5929244, -0.2372065 51.593221, -0.2372387 51.5933543, -0.2372977 51.5934309, -0.2372924 51.5934892))",,,,,,,,,,"[2104778393, 2104778404, 2104778391, 2104778427, 2104778386, 2091447133, 2091447091, 2104778394, 2104778390, 2104778401, 2104778389, 2104778395, 2104778424, 2104778399, 2104778393]",forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.2374024 51.5914975, -0.2372119 51.5914676, -0.2372495 51.5914126, -0.2374158 51.5914342, -0.2374024 51.5914975))",,,,,,,,,,"[2104793508, 2104793792, 2104793509, 2104793541, 2104793508]",forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.2368284 51.5934455, -0.2366943 51.5934238, -0.2366245 51.5933788, -0.2366433 51.5932705, -0.2367855 51.5929039, -0.2370322 51.5924457, -0.23733 51.5916192, -0.2372648 51.5919517, -0.2371039 51.5925049, -0.2369671 51.5929032, -0.2368633 51.5932689, -0.2368284 51.5934455))",,,,,,,,,,"[2104793587, 2104793394, 2104793420, 2104793721, 2104793498, 2104793410, 2104793467, 2104793400, 2104793444, 2104793547, 2104793635, 2104793587]",forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
