created_by,geometry,source,access,barrier,leaf_cycle,leaf_type,natural,note,name,place,nodes,landuse,leisure,wikidata,website,wikipedia,description,is_in:district,designation,source:name,operator,addr:city,BROADHAB,CREATEDATE,CREATEDBY,HABDEFVER,INCID,INTERPQUAL,NBNPRIHAB,PHABFEANOT,PRIDET,PRIHAB,PRIHABTXT,S1BOUNDARY,S1CAPTDATE,S1HABCLASS,S1HABID,S1HABTYPE,SOURCE1TXT,fixme,landcover,layer,jungle,surface,operator:wikidata,produce,ways,type,alt_name,local_name
,"POLYGON ((-0.4928729 51.6219468, -0.4931204 51.6218071, -0.4932929 51.6215882, -0.4934505 51.621034, -0.4934505 51.6207779, -0.4933754 51.6206521, -0.4932502 51.6206164, -0.493156 51.6206579, -0.4930379 51.6207825, -0.4929029 51.6207732, -0.4926853 51.6199908, -0.492449 51.6191408, -0.492255 51.6190965, -0.4920809 51.6193902, -0.4922652 51.6202423, -0.4921377 51.6207825, -0.4921002 51.6209828, -0.4920777 51.6212343, -0.4924228 51.6215277, -0.4925653 51.6217978, -0.4927303 51.6219282, -0.4928729 51.6219468))",,,,,,,,,,"[2849458992, 2849458981, 2849458970, 2849458935, 2849458914, 2849458799, 2849458796, 2849458800, 2849458916, 2849458913, 2849458763, 2849458735, 2849458732, 2849458742, 2849458771, 2849458915, 2849458931, 2849458948, 2849458967, 2849458980, 2849458990, 2849458992]",forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.4696553 51.6069141, -0.4706714 51.6070369, -0.4710124 51.6069226, -0.4702009 51.6065922, -0.469969 51.6065414, -0.4696862 51.6063666, -0.4693697 51.6066399, -0.4686733 51.6066092, -0.4685165 51.6063932, -0.4682778 51.6062492, -0.4678482 51.6062111, -0.4678141 51.6065541, -0.4675784 51.6066495, -0.4670689 51.6067214, -0.4669608 51.6067694, -0.4670689 51.6070427, -0.4675958 51.6068972, -0.4679504 51.6068082, -0.4683801 51.6069734, -0.4684755 51.6072275, -0.4679573 51.6072783, -0.4672939 51.6073254, -0.4684422 51.6076549, -0.4690347 51.60738, -0.4693689 51.6071555, -0.4696553 51.6069141))",,,,,,,,,,"[2849456958, 2849456961, 2849456959, 2849456954, 2849456952, 1304532632, 1304532808, 2849456955, 1304532675, 2849456951, 1304532776, 2849456953, 1304532695, 1304532813, 1304532730, 1304532574, 2849456957, 2849456956, 2849456960, 2849456963, 2849456964, 1304532727, 1304532572, 2849456966, 2849456962, 2849456958]",forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.477859 51.6124153, -0.4786433 51.6120977, -0.4785887 51.611869, -0.4785342 51.6115599, -0.4804368 51.6118733, -0.4797344 51.6126186, -0.4782341 51.6124323, -0.477859 51.6124153))",,,,,,,,Watts Common Open Space,,"[2849457000, 2849456993, 2849456988, 2849456983, 2849456989, 2849458506, 2849458502, 2849457000]",forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.4770498 51.6153273, -0.4775204 51.6155433, -0.4779159 51.615772, -0.4782569 51.6160557, -0.4786388 51.6161404, -0.4792252 51.6153316, -0.4796207 51.614942, -0.4795628 51.614906, -0.479348 51.6147726, -0.4793343 51.6145736, -0.4793616 51.6144805, -0.4792645 51.6144588, -0.4789047 51.6143788, -0.478441 51.6143746, -0.4780796 51.6145694, -0.477684 51.6148573, -0.4772681 51.6151622, -0.4770498 51.6153273))",,,,,,,,,,"[2849932882, 2849932887, 2849932897, 2849934008, 2849934010, 2849932883, 2849932877, 2849932874, 2849932871, 2849932866, 2849932861, 2849932860, 2849932857, 2849932856, 2849932865, 2849932872, 2849932880, 2849932882]",forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.3882933 51.615853, -0.3881586 51.6155781, -0.389502 51.6154371, -0.3885243 51.6156211, -0.3886291 51.6157828, -0.3882933 51.615853))",,,,,,,,,,"[606986524, 2851556995, 2851556993, 2851556997, 2851556999, 606986524]",forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.3126549 51.6373126, -0.3123662 51.6372074, -0.3121815 51.6371621, -0.3119197 51.6372935, -0.3117118 51.6373866, -0.3114809 51.6373484, -0.3113308 51.6372289, -0.3112422 51.6370784, -0.3113615 51.6368897, -0.3117426 51.6366173, -0.3121468 51.636517, -0.3127319 51.6364023, -0.3129244 51.6363068, -0.3135595 51.6357453, -0.3139753 51.63629, -0.3141062 51.6366102, -0.3140099 51.6370952, -0.3139483 51.6372624, -0.3136404 51.6373221, -0.3138944 51.637831, -0.3126549 51.6373126))",,,,,,,,,,"[2906364038, 2906364032, 2906364028, 2906364037, 2906364041, 2906364040, 2906364033, 2906364022, 2906364017, 2906364009, 2906364006, 2906364001, 2906363898, 2906363863, 2906363897, 2906364008, 2906364023, 2906364035, 2906364039, 2906364054, 2906364038]",forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.3139021 51.6357955, -0.3146797 51.635946, -0.3151647 51.6359054, -0.3154842 51.6359364, -0.3156805 51.6360153, -0.3159269 51.6364023, -0.316 51.6367392, -0.3159846 51.6369781, -0.3159038 51.6371692, -0.3159808 51.6375778, -0.316462 51.638273, -0.3168931 51.6386146, -0.3174012 51.6389108, -0.3175282 51.6390494, -0.3174282 51.6391234, -0.317074 51.6391354, -0.3165082 51.6389729, -0.3159769 51.6388487, -0.3154419 51.6387651, -0.3147798 51.6386003, -0.3150454 51.638433, -0.3149492 51.6381965, -0.3147528 51.6379457, -0.3145488 51.6377641, -0.3145257 51.6376757, -0.3146759 51.6376208, -0.3147798 51.6375586, -0.3148606 51.637444, -0.3146027 51.6372911, -0.3144911 51.6371836, -0.3141443 51.6371146, -0.3140946 51.6371047, -0.3142486 51.6365982, -0.3141369 51.6362231, -0.3139714 51.6360105, -0.3139021 51.6357955))",,,,,,,,,,"[2906363870, 2906363877, 2906363875, 2906363876, 2906363882, 2906364002, 2906364013, 2906364020, 2906364029, 2906364047, 2906364063, 2906364070, 2906364074, 2906364080, 2906364081, 2906364082, 2906364077, 2906364073, 2906364072, 2906364068, 2906364067, 2906364062, 2906364058, 2906364052, 2906364051, 2906364050, 2906364045, 2906364043, 2906364036, 2906364030, 2906364027, 2906364024, 2906364007, 2906363891, 2906363881, 2906363870]",forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.3154534 51.6341207, -0.3159615 51.6345459, -0.3163157 51.6349043, -0.3167661 51.635277, -0.317024 51.6355613, -0.3171222 51.6357053, -0.3171626 51.6357644, -0.3174667 51.6362709, -0.3177438 51.6367464, -0.3181287 51.6376184, -0.3182019 51.637831, -0.3181005 51.6378864, -0.3178943 51.6379394, -0.3177664 51.6379842, -0.3176131 51.6381545, -0.3175351 51.63822, -0.3175994 51.6382712, -0.3176884 51.6382692, -0.3178517 51.6383555, -0.3178449 51.6384393, -0.3177466 51.6385062, -0.3176431 51.638556, -0.3177058 51.6386819, -0.3178138 51.6386886, -0.3179632 51.638691, -0.3185323 51.639004, -0.318434 51.6391252, -0.3181736 51.6389656, -0.3179537 51.6389779, -0.3177092 51.6389252, -0.3168123 51.6383685, -0.3163157 51.6377952, -0.3161771 51.6375706, -0.3161579 51.6373986, -0.316181 51.6372528, -0.3162233 51.636904, -0.3162195 51.6366818, -0.3160963 51.6363259, -0.3159346 51.6360272, -0.316181 51.6357262, -0.316181 51.6354873, -0.3159962 51.6352627, -0.3156305 51.6348948, -0.3154765 51.6347012, -0.3153495 51.6344528, -0.3153149 51.6343978, -0.3153841 51.6347036, -0.3154958 51.6348804, -0.315873 51.6352985, -0.316 51.6354801, -0.316027 51.6356163, -0.3159769 51.6357358, -0.3159269 51.6357811, -0.3158653 51.6357979, -0.3156613 51.6357811, -0.3154342 51.6356951, -0.3152109 51.6356784, -0.3149453 51.6357429, -0.3146797 51.6357381, -0.3143564 51.6356569, -0.3141062 51.635602, -0.3138636 51.6355207, -0.3135749 51.63532, -0.3132631 51.6355685, -0.3133825 51.6357023, -0.3129706 51.6361037, -0.3127165 51.6362255, -0.3124124 51.6362494, -0.3121353 51.6362757, -0.3117773 51.6364358, -0.3112191 51.6367033, -0.3110151 51.6368443, -0.310942 51.6369781, -0.310992 51.6371119, -0.3110844 51.6372051, -0.3104993 51.6370426, -0.3103068 51.6368037, -0.3103607 51.6366795, -0.3104839 51.6365027, -0.3107764 51.6363569, -0.3111383 51.6361969, -0.3114732 51.6361156, -0.311477 51.6359794, -0.3105955 51.6361873, -0.3103453 51.636216, -0.3100836 51.6361969, -0.3103261 51.6358791, -0.3103723 51.6357166, -0.3104146 51.6355446, -0.3105609 51.6354538, -0.3109073 51.6353869, -0.3113154 51.6353439, -0.3115964 51.6353415, -0.3119736 51.6353989, -0.3126549 51.6353559, -0.3129898 51.6352603, -0.3132285 51.6351265, -0.3133632 51.6350071, -0.3133825 51.6348111, -0.3132477 51.6344982, -0.3130476 51.6341852, -0.3139406 51.6348279, -0.3143987 51.6346511, -0.3149261 51.6344408, -0.3153226 51.6342712, -0.3154534 51.6341207))",,,,,,,,,,"[2906363809, 2906363816, 2906363825, 2906363834, 2906363848, 2907070846, 2906363865, 2906363895, 2906364014, 2906364049, 2906364055, 9648079689, 9648079688, 2906364059, 9648079687, 2906364061, 9648079695, 9648079686, 2906364065, 9648079685, 9648079696, 9648079697, 9648079698, 2906364069, 2906364071, 2906364079, 9648079601, 2906364078, 2906364076, 2906364075, 2906364066, 2906364053, 2906364046, 2906364042, 2906364034, 2906364018, 2906364011, 2906363899, 2906363883, 2906363859, 2906363845, 2906363833, 2906363824, 2906363819, 2906363814, 2906363812, 2906363820, 2906363823, 2906363835, 2906363844, 2906363851, 2906363860, 2906363868, 2906363871, 2906363867, 2906363856, 2906363854, 2906363862, 2906363861, 2906363852, 2906363850, 2906363846, 2906363836, 2906363849, 2906363857, 2906363885, 2906363892, 2906363893, 2906363896, 2906364003, 2906364012, 2906364016, 2906364019, 2906364026, 2906364031, 2906364021, 2906364015, 2906364010, 2906364005, 2906363900, 2906363889, 2906363886, 2906363880, 2906363887, 2906363890, 2906363888, 2906363874, 2906363858, 2906363847, 2906363843, 2906363840, 2906363838, 2906363837, 2906363841, 2906363839, 2906363832, 2906363830, 2906363827, 2906363821, 2906363815, 2906363810, 2906363822, 2906363817, 2906363813, 2906363811, 2906363809]",forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.317687 51.6329469, -0.3175811 51.6329668, -0.3172487 51.6317093, -0.3170368 51.6312303, -0.3167079 51.6303611, -0.3166946 51.6302276, -0.3167577 51.6302211, -0.3167943 51.6302276, -0.3168439 51.6303006, -0.3168744 51.6304384, -0.3171696 51.6312141, -0.3173509 51.6316949, -0.3175116 51.6322674, -0.3176242 51.6327174, -0.317687 51.6329469))",,,,,,,,,,"[2906465563, 2906465564, 2906465559, 2906465557, 2906465553, 2907070780, 2907070779, 2907070781, 2907070782, 2906465554, 2906465556, 2906465558, 2906465560, 2906465562, 2906465563]",forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
,"POLYGON ((-0.3208565 51.6352746, -0.3217507 51.6349335, -0.3217917 51.6350302, -0.322087 51.6349844, -0.3221527 51.6347298, -0.322366 51.6344854, -0.3226613 51.6342104, -0.3228254 51.6339558, -0.3230223 51.6337216, -0.3233914 51.6337827, -0.3236211 51.6338031, -0.3238098 51.6336096, -0.3239821 51.6335128, -0.3243103 51.6336096, -0.3245781 51.6336238, -0.3242347 51.6331522, -0.3240041 51.633094, -0.3235063 51.6334136, -0.3232316 51.6334882, -0.323147 51.6333897, -0.3223304 51.6338665, -0.3224334 51.6339357, -0.3222875 51.6342181, -0.3219184 51.6345057, -0.3216867 51.6347082, -0.3215579 51.6346922, -0.3213777 51.6344951, -0.3212146 51.6344418, -0.3210041 51.6342053, -0.320397 51.6345821, -0.3208565 51.6344039, -0.3209959 51.6344803, -0.3210041 51.6346585, -0.320758 51.6349538, -0.3205956 51.6351654, -0.3208565 51.6352746))",,,,,,,,,,"[2907070833, 2907070820, 2907070824, 2907070822, 2907070819, 2907070812, 2907070806, 2907070799, 2907070794, 2907070795, 2907070796, 2907070790, 2907070789, 2907070791, 2907070792, 2907070784, 213944555, 213944567, 213944564, 2907070788, 213945161, 213945132, 213945134, 213945137, 213945140, 213945143, 213945146, 213945149, 2907070805, 2907070816, 2907070809, 2907070811, 2907070817, 2907070821, 9648079850, 2907070833]",forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.325348 51.6277392, -0.3243112 51.6272917, -0.3229328 51.6266969, -0.3231737 51.6273404, -0.3234483 51.6271908, -0.3238892 51.6274521, -0.3241474 51.627417, -0.3248555 51.6275768, -0.3253362 51.6279142, -0.325348 51.6277392))",,,,,,,,,,"[59406435, 2907070771, 2907070767, 2907070772, 2907070770, 2907070773, 606932574, 606932569, 606932567, 59406435]",forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.0366824 51.5256011, -0.0366064 51.5256913, -0.0368034 51.525867, -0.0366761 51.5259218, -0.037656 51.5267141, -0.0375958 51.5264179, -0.0376423 51.5262396, -0.0377224 51.5261212, -0.0377946 51.5259668, -0.037651 51.5259331, -0.0373861 51.5259863, -0.0371212 51.5259093, -0.0366824 51.5256011))",,,,,,,,Chris's Wood,,"[2968137610, 2968137611, 538127836, 538127837, 96091685, 2968137612, 2968137613, 8343460909, 8343460910, 8343460911, 8343460912, 2968137614, 2968137610]",forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.0236255 51.5534344, -0.0240362 51.5536787, -0.0248862 51.5540007, -0.0255077 51.554225, -0.0259648 51.554638, -0.0261898 51.5546292, -0.0260363 51.5543493, -0.0257255 51.5540451, -0.0258755 51.5538852, -0.0258077 51.5535943, -0.025789 51.5535576, -0.0254191 51.5535589, -0.0254011 51.5536255, -0.025277 51.5536809, -0.0248187 51.5536786, -0.0244018 51.5535096, -0.0242766 51.5534115, -0.0242389 51.5529123, -0.0238732 51.5530293, -0.024017 51.5531873, -0.0237709 51.5532566, -0.0235576 51.5531257, -0.0229834 51.5527959, -0.0230196 51.5527553, -0.0221423 51.5523734, -0.022097 51.5524092, -0.0217314 51.5522022, -0.0215938 51.5521372, -0.0214017 51.5521291, -0.0211694 51.5521233, -0.0207833 51.5520434, -0.0206792 51.5521043, -0.0220647 51.5526816, -0.0226576 51.5528992, -0.0236255 51.5534344))",,,,,,wood,,,,"[454616605, 454616606, 454616607, 454616608, 454616609, 454616616, 454616611, 454616613, 454616614, 454616615, 454616589, 2296544381, 2296544383, 454616591, 281421866, 3313380764, 281421867, 454616593, 2296544431, 2296544433, 1346768617, 454616596, 1346768611, 1346768593, 454616552, 1346768579, 454616555, 454616557, 8577131652, 96697392, 96697393, 454616600, 2978301966, 454616604, 454616605]",forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.2303435 51.6342462, -0.2303819 51.6353162, -0.2307926 51.635403, -0.2311991 51.6352584, -0.2316268 51.6352768, -0.232029 51.6352295, -0.2323212 51.6351743, -0.2326345 51.635148, -0.2326515 51.6343728, -0.23277 51.6340547, -0.2329394 51.6339207, -0.2328505 51.6342098, -0.2329479 51.6345699, -0.232969 51.6348064, -0.2330834 51.6350482, -0.2338117 51.6350298, -0.2344002 51.6349378, -0.2343621 51.634767, -0.2345061 51.6346986, -0.2346628 51.6347565, -0.2346505 51.6348126, -0.2347544 51.6350062, -0.2337057 51.6351699, -0.2333946 51.6352867, -0.2327723 51.6352401, -0.2314419 51.6354199, -0.2312381 51.6354525, -0.2310664 51.6354799, -0.2293798 51.635583, -0.2298734 51.6348871, -0.2302356 51.634481, -0.2303435 51.6342462))",,,,,,,,,,"[9561947600, 2998557024, 2998557026, 2998557022, 2998557023, 2998557021, 2998557020, 2998557017, 2998557001, 2998556995, 2998556994, 2998556997, 2998557002, 2998557011, 2998557016, 2998557015, 2998557013, 2998557009, 2998557005, 2998557008, 1209303595, 1601797499, 1601797500, 1601797495, 1601797502, 1601797504, 1613706956, 1601797497, 9561947607, 1606841652, 9561947601, 9561947600]",forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.2423336 51.6365513, -0.2410016 51.6364951, -0.2408235 51.6367912, -0.2402557 51.6368287, -0.2390355 51.6372111, -0.2382261 51.6373835, -0.2376945 51.637346, -0.2375133 51.6372261, -0.23732 51.6363713, -0.2375375 51.6360864, -0.237163 51.635674, -0.2367862 51.6343318, -0.2365761 51.634356, -0.2366698 51.6346884, -0.2368005 51.6350746, -0.2368595 51.6353576, -0.2369829 51.635857, -0.2371063 51.6364064, -0.2372288 51.6371296, -0.2374786 51.6373871, -0.2378004 51.6375422, -0.2384652 51.637784, -0.2392189 51.638186, -0.2394645 51.6383542, -0.2396762 51.6383043, -0.2389945 51.6378654, -0.2381603 51.6375317, -0.238571 51.6375185, -0.2392824 51.6373241, -0.2398498 51.6371086, -0.2403748 51.6370376, -0.2422676 51.6368957, -0.2424948 51.6368625, -0.2424703 51.6365281, -0.2423336 51.6365513))",,,,,,,,,,"[2998565433, 2998557032, 2998565434, 2998565435, 2998565441, 2998565445, 2998565444, 2998565442, 2998557031, 2998557029, 2998557028, 2998556999, 1611113933, 1209303618, 1209303621, 1209303625, 1209303630, 7551941011, 2998565440, 2998565446, 2998565449, 2998565454, 2998565464, 2998565467, 2998565466, 2998565457, 2998565448, 2998565447, 2998565443, 2998565439, 2998565438, 2998565436, 109756989, 109756993, 2998565433]",forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.2493612 51.6351283, -0.2495188 51.6351614, -0.2503965 51.635341, -0.2501637 51.6351614, -0.2499815 51.6349962, -0.2495745 51.6349278, -0.2493612 51.6351283))",,,,,,,,,,"[169429755, 2998557018, 1209332616, 2998557019, 2998557014, 2998557012, 169429755]",forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.2489309 51.6348716, -0.2480584 51.6347372, -0.2464556 51.6344549, -0.245812 51.6342571, -0.245549 51.634186, -0.2453699 51.6342232, -0.2457706 51.6344026, -0.2461524 51.6345432, -0.2467805 51.6346296, -0.2474272 51.6347545, -0.2480955 51.6348985, -0.2486246 51.6349849, -0.2489035 51.6350324, -0.2489828 51.634883, -0.2489309 51.6348716))",,,,,,,,,,"[2998620566, 2998620556, 2998620549, 2998620540, 2998620537, 2998620539, 2086355076, 2998620552, 2998620554, 2998620557, 2998620570, 2998620580, 169429756, 2998620568, 2998620566]",forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((0.2527626 51.5828756, 0.2526856 51.5829495, 0.2525779 51.5829672, 0.2524532 51.5828967, 0.2524986 51.5823472, 0.2524759 51.581847, 0.252629 51.5817554, 0.2526403 51.5815828, 0.2528011 51.5815779, 0.2527882 51.5816224, 0.2527367 51.5822891, 0.2527626 51.5828756))",,,,,,,,,,"[3099971138, 3099971145, 3099971146, 3099971141, 3099971119, 3099971108, 3099971104, 3099971096, 3099971095, 32027986, 32027987, 3099971138]",forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((0.24958 51.5862326, 0.2493856 51.5865875, 0.2482677 51.5868744, 0.2476965 51.5872141, 0.2472591 51.587501, 0.2464814 51.5873198, 0.245971 51.5872292, 0.2468945 51.5859457, 0.2478424 51.5850321, 0.2483041 51.5849037, 0.2488145 51.5849339, 0.2490818 51.585621, 0.24958 51.5862326))",,,,,,,,,,"[3099971202, 3099971207, 3099971211, 3099971218, 3099971224, 3099971221, 3099971219, 3099971201, 3099971189, 3099971186, 3099971187, 3099971195, 3099971202]",forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((0.2518176 51.5892111, 0.2515837 51.5893799, 0.2512895 51.5898674, 0.2511687 51.589933, 0.2511612 51.5900362, 0.2508055 51.5904219, 0.2524581 51.5902625, 0.2525261 51.5901472, 0.2524022 51.589743, 0.2522318 51.5895819, 0.2520808 51.5894544, 0.2519492 51.5892379, 0.2518176 51.5892111))",,,,,,,,,,"[3099971453, 3099971456, 3099971465, 3099971466, 3099971467, 32028003, 3099971470, 3099971468, 3099971462, 3099971459, 3099971458, 3099971455, 3099971453]",forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((0.2409646 51.5881503, 0.2404785 51.5877426, 0.2414263 51.5867611, 0.24252 51.5864817, 0.2430182 51.5869499, 0.2443427 51.5872443, 0.2451569 51.5873802, 0.2441483 51.5880899, 0.2431154 51.5883088, 0.2426172 51.5882862, 0.2417544 51.5880597, 0.2412441 51.5880673, 0.2409646 51.5881503))",,,,,,,,,,"[3099971436, 3099971228, 3099971209, 3099971206, 3099971213, 3099971220, 3099971222, 3099971435, 3099971440, 3099971438, 3099971433, 3099971434, 3099971436]",forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((0.2505576 51.5897408, 0.249871 51.5897221, 0.2492749 51.5892158, 0.2491995 51.5882923, 0.2481582 51.5880017, 0.2474641 51.5877157, 0.2480149 51.587425, 0.2489052 51.5871953, 0.2493654 51.5868859, 0.2500143 51.5866609, 0.2510933 51.5885126, 0.2509424 51.5887986, 0.2509726 51.5890846, 0.2505576 51.5897408))",,,,,,,,,,"[3099971461, 3099971460, 3099971454, 3099971439, 3099971432, 3099971227, 3099971223, 3099971217, 3099971212, 3099971208, 3099971444, 3099971448, 3099971452, 3099971461]",forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((0.2453634 51.5870405, 0.2446465 51.5870707, 0.2436015 51.5868064, 0.243322 51.5862779, 0.2441604 51.5853719, 0.2443913 51.5846772, 0.2446222 51.5844054, 0.2448531 51.584413, 0.2451083 51.5847452, 0.2451447 51.5852888, 0.2455214 51.5856361, 0.245737 51.5857969, 0.2459467 51.5862552, 0.2453634 51.5870405))",,,,,,,,,,"[3099971214, 3099971215, 3099971210, 3099971204, 3099971192, 3099971183, 3099971179, 3099971180, 3099971185, 3099971191, 3099971196, 6539908369, 3099971203, 3099971214]",forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((0.2503331 51.5823437, 0.2497776 51.5827523, 0.2486381 51.5823472, 0.2485644 51.58184, 0.2486891 51.5816321, 0.2490803 51.5813257, 0.2497379 51.5809875, 0.2502027 51.5809769, 0.2505088 51.5810298, 0.2504125 51.5811249, 0.250027 51.581227, 0.2497435 51.5814525, 0.2500497 51.5819527, 0.2502594 51.5821957, 0.2503331 51.5823437))",,,,,,,,,,"[3099971117, 3099971129, 3099971118, 3099971107, 3099971097, 3099971085, 3099971070, 3099971069, 3099971072, 3099971078, 3099971082, 3099971090, 3099971112, 3099971115, 3099971117]",forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((0.2464571 51.5857418, 0.245971 51.5851001, 0.2447923 51.5834842, 0.2453634 51.5828575, 0.2458617 51.5825857, 0.2462748 51.5824196, 0.246773 51.5824045, 0.2473595 51.5825631, 0.2476358 51.5828802, 0.2478545 51.5835144, 0.2482069 51.5841638, 0.248693 51.5846621, 0.2475629 51.5847074, 0.2469553 51.5853719, 0.2464571 51.5857418))",,,,,,,,,,"[3099971197, 3099971190, 3099971163, 3099971137, 3099971126, 3099971122, 3099971121, 3099971124, 3099971139, 3099971165, 3099971177, 3099971182, 3099971184, 3099971193, 3099971197]",forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((0.2525543 51.5878992, 0.251986 51.5883617, 0.2512934 51.5871613, 0.251184 51.5863534, 0.2503456 51.5857569, 0.2498595 51.584949, 0.2494828 51.5841109, 0.2490818 51.5835975, 0.2494707 51.5835144, 0.2497745 51.5836051, 0.2512214 51.5845103, 0.2505394 51.5852011, 0.2506251 51.5854247, 0.2526809 51.5857617, 0.2525951 51.5865336, 0.2522863 51.5872667, 0.2520853 51.587855, 0.2525543 51.5878992))",,,,,,,,,,"[3099971431, 3099971442, 3099971216, 3099971205, 3099971198, 3099971188, 3099971176, 3099971168, 3099971166, 3099971169, 3099971181, 32027994, 3099971194, 32027996, 32027997, 32027998, 32027999, 3099971431]",forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((0.2481876 51.5894944, 0.2486079 51.5894338, 0.2487902 51.588943, 0.2485107 51.5886259, 0.2462627 51.588641, 0.2462991 51.5881579, 0.24653 51.5878332, 0.2461533 51.5876369, 0.2453027 51.5876369, 0.2443101 51.5888589, 0.244969 51.5889874, 0.2456385 51.5889981, 0.2464281 51.5889501, 0.2470547 51.5889234, 0.2477156 51.5889021, 0.2481276 51.5890034, 0.2483045 51.5890441, 0.2483164 51.5891367, 0.2481876 51.5894944))",,,,,,,,,,"[32028008, 3099971457, 3099971451, 3099971446, 3099971447, 3099971437, 3099971429, 3099971226, 3099971225, 3099971450, 32028015, 32028014, 32028013, 32028012, 32028011, 32028010, 3455143253, 32028009, 32028008]",forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
