geometry,name,natural,created_by,barrier,leisure,opening_hours,wikidata,wikipedia,access,source,source:name,fixme,layer,amenity,height,operator,nodes,leaf_cycle,leaf_type,note,place,landuse,website,designation,fence_type,operator:wikidata,landcover,description,is_in,alt_website,boundary,protection_title,url,FIXME,area,alt_name,addr:housenumber,addr:street,postal_code,old_name,BROADHAB,CREATEDATE,CREATEDBY,HABDEFVER,INCID,INTERPQUAL,NBNPRIHAB,PHABFEANOT,PRIDET,PRIHAB,PRIHABTXT,S1BOUNDARY,S1CAPTDATE,S1HABCLASS,S1HABID,S1HABTYPE,SOURCE1TXT,historic,wetland,surface,animal_keeping,start_date,addr:postcode,type,protect_class,opening_hours:note,wikimedia_commons,name:signed,reference,status,contact:website,ways,protection_object,addr:city,dog,fhrs:id,source:addr
"POLYGON ((-0.1598907 51.5339916, -0.1598634 51.53388, -0.1598907 51.5337611, -0.1599726 51.5335378, -0.160433 51.5335475, -0.1604681 51.5340038, -0.1600818 51.5340523, -0.1599609 51.5340207, -0.1598907 51.5339916))",Bird breeding area,,,fence,nature_reserve,,,,,,,,,,,,"[7765132042, 7765132043, 7765132044, 7765132045, 7765132046, 7765132047, 7765132048, 7765132049, 7765132042]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-0.3708382 51.4785824, -0.3707242 51.4785983, -0.3708161 51.4783406, -0.3709535 51.4783285, -0.3709192 51.478404, -0.3708382 51.4785824))",,,,,nature_reserve,,,,no,,,,,,,,"[7771264711, 7771264710, 7771264708, 7771264707, 10039691399, 7771264711]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((0.005017 51.5096205, 0.0050318 51.5096016, 0.005045 51.5095792, 0.0050801 51.5095385, 0.005091 51.5094947, 0.0049914 51.5094179, 0.0047032 51.5092883, 0.0046666 51.5092683, 0.004576 51.5092189, 0.0044784 51.5088305, 0.0040517 51.508709, 0.0040338 51.5086705, 0.0039333 51.5084549, 0.0038886 51.5083589, 0.003638 51.5083955, 0.0035554 51.5082251, 0.003545 51.5082037, 0.0035299 51.5082061, 0.0034912 51.5081212, 0.0035091 51.5081183, 0.0034979 51.5080788, 0.0034725 51.5080547, 0.0034413 51.5080325, 0.0033604 51.5080115, 0.0033152 51.5080119, 0.0032592 51.5080224, 0.0032215 51.5080432, 0.0031989 51.5080704, 0.0031821 51.5081101, 0.00322 51.5081714, 0.0032363 51.5081814, 0.0031053 51.5082609, 0.0029347 51.5082458, 0.0029445 51.5082291, 0.0029193 51.5081762, 0.0028894 51.5081455, 0.0028415 51.5081235, 0.0027635 51.508102, 0.0025585 51.5080864, 0.0024402 51.5080794, 0.0023705 51.5080741, 0.0021847 51.5080677, 0.0020668 51.5080619, 0.0020693 51.5080521, 0.0018955 51.5080403, 0.0018933 51.5080491, 0.0018903 51.5080663, 0.0018533 51.5081643, 0.0018218 51.5082803, 0.001873 51.5083707, 0.0019892 51.5085981, 0.0021174 51.5088482, 0.0018325 51.5089124, 0.0018168 51.5089312, 0.0018008 51.5089603, 0.0017344 51.5090938, 0.0016747 51.5091849, 0.0015736 51.509188, 0.0014862 51.5093916, 0.0015471 51.5094207, 0.001611 51.5094591, 0.0016333 51.5094832, 0.0015947 51.5095498, 0.0012989 51.5097311, 0.0012529 51.5097327, 0.0012047 51.5097654, 0.0010273 51.509688, 0.000996 51.5097361, 0.0009828 51.5098591, 0.0009506 51.5099209, 0.000891 51.5100075, 0.0009332 51.5100928, 0.0009695 51.5101396, 0.0010042 51.5101696, 0.0010887 51.5101996, 0.0011678 51.5102247, 0.0012746 51.5102534, 0.0014318 51.5102774, 0.0015836 51.5102464, 0.0017874 51.5101913, 0.0018813 51.5101587, 0.0021147 51.5100861, 0.0024338 51.5100143, 0.0029032 51.5099192, 0.0032144 51.5098724, 0.0037696 51.5098073, 0.0042363 51.5097723, 0.0046716 51.5097544, 0.0047873 51.509728, 0.0048925 51.5096886, 0.0049746 51.5096566, 0.005017 51.5096205))",East India Dock Basin,,,,nature_reserve,sunrise-sunset,,,,,,,,,,Lee Valley Regional Park Authority,"[503875322, 3434209286, 7703668692, 7703668689, 4823916669, 7703668690, 7703668691, 7703668720, 4823916670, 4823916671, 4823916672, 7703668715, 7703668732, 4823916676, 292249983, 7875311108, 2014094797, 2014094789, 2014094764, 2014094790, 292249982, 1685970983, 2014094769, 1685971005, 292250250, 1685971011, 292250249, 1685971009, 2014094804, 7833820547, 292250422, 1684872037, 292250235, 2014094891, 2014094876, 2014094762, 292249953, 7833820538, 663029108, 7833820543, 7833820539, 2013583954, 7833820541, 7833820542, 7833820540, 7833829018, 3434209285, 7717632900, 7717632901, 7722350674, 7717632902, 7717632903, 7717632932, 7731338785, 7689296112, 7689296113, 7717632931, 7717632913, 7717632924, 7717632928, 7717632925, 7717632926, 7717632923, 7717632914, 4169652548, 663029124, 7689399193, 4169652547, 4169652546, 4169652545, 3434209283, 4169652544, 4169652551, 4169652543, 4169652542, 4169652541, 4169652538, 4169652539, 4169652536, 4169652535, 4169652540, 4169652534, 4169652533, 4169652532, 4169652531, 4169652530, 4169652529, 7703619980, 7703619979, 503875324, 503875323, 503875322]",,,,,,https://www.leevalleypark.org.uk/east-india-dock-basin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"opening hours change at various times through the year, approximately sunrise-sunset",,,,,,,,,,,
"POLYGON ((-0.1185393 51.4420364, -0.1185955 51.4419907, -0.1187553 51.441861, -0.1191923 51.4415062, -0.119292 51.4414252, -0.1195174 51.441291, -0.1193105 51.4411485, -0.119297 51.4411433, -0.1190388 51.4410437, -0.1188587 51.4409665, -0.1187901 51.4409929, -0.1182576 51.4413573, -0.1181131 51.4414604, -0.1177999 51.4416168, -0.1179549 51.4417117, -0.118429 51.4419796, -0.1185393 51.4420364))",Palace Road  Nature Gardens,,,,nature_reserve,,,,,,,,,,,,"[7866089635, 7866102392, 7866089634, 7866102400, 291427337, 291427336, 291427345, 7866102402, 291427344, 291427343, 291427342, 7866102397, 7866089640, 291427339, 7866095919, 7866095955, 7866089635]",,,,,,https://hillsidegardenspark.co.uk/palace-road-nature-garden/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-0.1057059 51.42535, -0.1055252 51.4253418, -0.1055059 51.4253407, -0.1054807 51.4253398, -0.1052716 51.4253303, -0.1053854 51.4246278, -0.1054141 51.4246011, -0.1056244 51.4245559, -0.1057805 51.424563, -0.1057776 51.4245936, -0.1057734 51.4246374, -0.1057123 51.4252823, -0.1057059 51.42535))",Knight's Hill Wood Nature Reserve,,,,nature_reserve,,,,,,,,,,,London Borough of Lambeth,"[1890523948, 7923020536, 8850715499, 7923020533, 1890523946, 1890523735, 1890523725, 1890523684, 1890523687, 7923020534, 7923020535, 8850715500, 1890523948]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-0.2858055 51.4969446, -0.2855282 51.4969408, -0.2854151 51.4971277, -0.2856551 51.497157, -0.2858055 51.4969446))",,,,,nature_reserve,,,,,,,,,,,,"[7876116417, 7876116418, 7876116419, 7876116420, 7876116417]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-0.001828 51.5205388, -0.0017702 51.5205688, -0.0017058 51.5206356, -0.0016554 51.5206017, -0.0007616 51.5200782, -0.0008153 51.5199947, -0.000885 51.5199363, -0.0009579 51.5199829, -0.0017353 51.5204804, -0.001828 51.5205388))",Cody Wilds Nature Space,,,,nature_reserve,,,,,,,,,,,,"[7880918265, 1463133626, 1463133438, 1463133499, 1463133480, 1463133417, 1463133683, 7696153723, 1463133678, 7880918265]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((0.2041922 51.5252068, 0.2038722 51.5253486, 0.2026773 51.5244191, 0.2024219 51.524086, 0.2018114 51.5237457, 0.2011944 51.523976, 0.2003576 51.52447, 0.2002395 51.52448, 0.2001834 51.5245354, 0.2003436 51.5246098, 0.2007033 51.525027, 0.2012356 51.5253293, 0.2006365 51.525825, 0.1982386 51.525034, 0.1976324 51.5249005, 0.1945479 51.5239193, 0.1938827 51.5235888, 0.1939095 51.5232384, 0.1951434 51.5230581, 0.1955457 51.522928, 0.1955189 51.522681, 0.1949288 51.5224807, 0.1949127 51.522217, 0.1946229 51.5219797, 0.1935501 51.5214259, 0.1921822 51.5214293, 0.1918389 51.5212157, 0.1915331 51.5211022, 0.191061 51.5210321, 0.1905353 51.520982, 0.1902214 51.5210245, 0.1902153 51.5210865, 0.1902254 51.5211877, 0.1903393 51.5212661, 0.190569 51.5213837, 0.1908291 51.5215077, 0.1910853 51.5216392, 0.1911645 51.5216493, 0.1912438 51.5216569, 0.1913292 51.5216645, 0.1914227 51.5216683, 0.1922868 51.5216923, 0.1922684 51.5219221, 0.1922627 51.5221135, 0.1923217 51.5223305, 0.1927562 51.5226643, 0.1929278 51.5227644, 0.1929225 51.5228545, 0.192783 51.5229046, 0.193593 51.5236956, 0.1941456 51.5238492, 0.1941992 51.5240361, 0.1942958 51.5241395, 0.1945801 51.524223, 0.2003361 51.5261755, 0.2005078 51.5261821, 0.2006258 51.5261321, 0.2007599 51.5260386, 0.2009637 51.5260453, 0.2010764 51.5261321, 0.2006655 51.526378, 0.2006526 51.5263857, 0.2036513 51.5278308, 0.2037029 51.527882, 0.2042843 51.5284583, 0.204515 51.5285951, 0.204912 51.5288754, 0.2053948 51.5292526, 0.2054774 51.5293159, 0.2057649 51.5295362, 0.2078195 51.530781, 0.2079804 51.5309579, 0.2081145 51.5310446, 0.2084612 51.5307138, 0.2093976 51.5311579, 0.2101402 51.5318783, 0.2102429 51.5318435, 0.2103083 51.531919, 0.2104142 51.5320044, 0.2104768 51.5320549, 0.2109063 51.5324012, 0.211317 51.5327324, 0.2113824 51.5327266, 0.2114804 51.5328254, 0.2120629 51.5332301, 0.2124576 51.5335043, 0.2129188 51.5338247, 0.2127507 51.5339235, 0.212774 51.5339874, 0.2128448 51.5340794, 0.2136333 51.5351261, 0.2140577 51.5357818, 0.2142124 51.5360208, 0.2146187 51.5366715, 0.2146296 51.5367472, 0.2146514 51.5368981, 0.214586 51.5372438, 0.2144449 51.5376921, 0.2144591 51.5377174, 0.2145648 51.5377933, 0.2143636 51.5379007, 0.2143066 51.5379564, 0.214264 51.5380171, 0.2142396 51.5380993, 0.2142294 51.5382055, 0.2141753 51.5384744, 0.2140752 51.5388814, 0.2140999 51.5389915, 0.2142769 51.5393723, 0.2144388 51.5397313, 0.2145088 51.5399753, 0.2154848 51.5399114, 0.2157401 51.539824, 0.2158068 51.539696, 0.2159591 51.5392635, 0.2161479 51.5391234, 0.2161784 51.5387152, 0.2163551 51.5383437, 0.2163141 51.5382119, 0.2172875 51.5380641, 0.2175771 51.5380502, 0.2176143 51.5380426, 0.2180009 51.5379635, 0.2173733 51.5370392, 0.2174269 51.5365154, 0.2173787 51.5362217, 0.2171845 51.5357908, 0.2170812 51.535604, 0.2170782 51.5355977, 0.2168798 51.5352974, 0.2166598 51.5350772, 0.2163433 51.5350205, 0.216 51.5346834, 0.2157479 51.5343531, 0.2157103 51.5342597, 0.2156728 51.5340261, 0.2156942 51.5338292, 0.215131 51.5330951, 0.2148949 51.5330917, 0.2148037 51.5329783, 0.2140259 51.5322908, 0.2134895 51.5318971, 0.2147018 51.5316301, 0.2146106 51.5314866, 0.2159678 51.5312263, 0.2163433 51.5312597, 0.217958 51.5301818, 0.2183859 51.5301999, 0.2200569 51.5296175, 0.2207677 51.5295608, 0.2216897 51.5295484, 0.2218059 51.5295456, 0.222076 51.5295417, 0.2222042 51.5296815, 0.2222891 51.5297894, 0.2224659 51.5301342, 0.2225691 51.5298207, 0.2229018 51.5298692, 0.2231071 51.5298868, 0.2256721 51.5302442, 0.2257369 51.5302532, 0.2268204 51.5303578, 0.2269278 51.5304275, 0.2280533 51.5305786, 0.2282401 51.5305612, 0.2284689 51.5306222, 0.2285296 51.5306338, 0.2286044 51.5306163, 0.2286579 51.5306071, 0.2290499 51.5305396, 0.2290177 51.5303393, 0.229125 51.5301591, 0.2292752 51.5300456, 0.229758 51.5299188, 0.2302515 51.5298788, 0.2305734 51.5299122, 0.2311082 51.5300166, 0.2315588 51.5301434, 0.232106 51.5303103, 0.2323957 51.5304772, 0.2326532 51.5306774, 0.2328773 51.5306512, 0.2329106 51.5304779, 0.2328677 51.5303071, 0.2327303 51.5298746, 0.2324213 51.5292819, 0.2320881 51.529341, 0.2314624 51.529155, 0.2312429 51.5290679, 0.2307852 51.5290214, 0.230505 51.5289691, 0.229585 51.5288442, 0.2290386 51.5288529, 0.2288658 51.5289081, 0.2283615 51.5290011, 0.2281685 51.5291289, 0.2273762 51.5292581, 0.2261316 51.5290578, 0.2260775 51.5290908, 0.2260456 51.5291102, 0.2257236 51.5290958, 0.2251926 51.5291125, 0.2246829 51.5290758, 0.2234277 51.5287654, 0.2232077 51.5286687, 0.2229717 51.5285252, 0.222808 51.5285309, 0.2226098 51.5291166, 0.2223691 51.5289712, 0.2224258 51.5288303, 0.2223521 51.5287566, 0.2218585 51.528553, 0.2215206 51.5284462, 0.2213006 51.5284462, 0.221011 51.5284229, 0.2207267 51.5284229, 0.2205211 51.528436, 0.2204458 51.528343, 0.220412 51.5283526, 0.220474 51.5284808, 0.2204499 51.5285114, 0.2195027 51.5287316, 0.2194015 51.5287782, 0.2192819 51.5287998, 0.21918 51.5286963, 0.2191424 51.5287197, 0.2191961 51.5288098, 0.21919 51.5288372, 0.218848 51.5289311, 0.218724 51.5289296, 0.2186789 51.5289467, 0.2186133 51.5290255, 0.2185538 51.5290752, 0.2184464 51.5291231, 0.2178059 51.529279, 0.2174684 51.52937, 0.2171879 51.5294333, 0.2169196 51.5295041, 0.2166838 51.529537, 0.2164724 51.5295774, 0.2163545 51.5295471, 0.2161675 51.5296255, 0.2161401 51.5297367, 0.216134 51.5297684, 0.2160943 51.5298038, 0.2160273 51.5298284, 0.2152316 51.5300404, 0.2150706 51.5298902, 0.2146308 51.5299436, 0.2144698 51.5298602, 0.2143553 51.5298785, 0.2143029 51.5299283, 0.2142382 51.5299455, 0.2141519 51.5299915, 0.2141365 51.5300816, 0.2140996 51.5301085, 0.2135727 51.5300816, 0.2132492 51.5300395, 0.2131013 51.5300318, 0.2128795 51.5299225, 0.2125195 51.5298494, 0.2124762 51.5300774, 0.211945 51.5299711, 0.2117078 51.5299301, 0.21098 51.5295895, 0.2106867 51.5294365, 0.2104346 51.5293176, 0.2095361 51.528746, 0.2093938 51.528703, 0.2085604 51.52823, 0.2081498 51.5281036, 0.2084029 51.5278437, 0.2058334 51.5268658, 0.2057314 51.5266656, 0.2053237 51.5264052, 0.2047873 51.5258045, 0.2045137 51.5254907, 0.2043361 51.5252234, 0.2041922 51.5252068))",Ingrebourne Marshes SSSI,,,,nature_reserve,,Q6033074,en:Ingrebourne Marshes,no,OS OpenData StreetView,,bounds approximate,,,,Essex Wildlife Trust,"[7909294547, 7909294548, 7909659723, 7909659722, 7909294549, 7909294550, 7909294551, 7909294552, 7909294553, 6251802790, 6251802791, 7909294554, 7909294555, 7909294556, 7909294557, 7909294558, 7909294559, 7909294560, 7909294561, 7909294562, 7909294563, 7909294564, 7909294565, 7909294566, 7909294567, 7909294568, 7909294569, 7909294570, 7909294571, 7909294572, 1926759289, 516531934, 442603430, 442603547, 249134696, 442603379, 26243341, 3536212581, 3536212579, 3536212580, 517756815, 7909294573, 7932736302, 7909294574, 7909294575, 7909294576, 7909294577, 7909294578, 7909294579, 7909294580, 7909294581, 7909294582, 7909294583, 7909294584, 7909294585, 7909294586, 7909294587, 7909294588, 7909294589, 7909294590, 9899054284, 7909294591, 7909294592, 7932736007, 7909294593, 7909294594, 7909294595, 7909294596, 9899054283, 7909294597, 7909294598, 7909294599, 7909294600, 7909294601, 7909294602, 7909294603, 7909294604, 7909294605, 7932736330, 9901453216, 9901455219, 7909294606, 7909294607, 7909294608, 9901455230, 9901455231, 7909294609, 7909294610, 7909294611, 9901478586, 7909294612, 9901478612, 7909294613, 7909294614, 9901478573, 7909294615, 7909294616, 7909294617, 7909294618, 7909294619, 7909294620, 7909294621, 7909294622, 7909294623, 7909294624, 7909294625, 7909294626, 7909294627, 7909294628, 7909294629, 7909294630, 7909294631, 98008236, 98008239, 98008241, 98008243, 98008247, 3519882674, 7909294632, 7909294633, 7909294634, 7932736280, 7909294635, 7909294636, 7909294637, 7909294638, 7932736042, 7932736041, 7909294640, 7909294641, 7909294642, 7909294643, 7909294644, 7909294645, 7909294646, 7909294647, 7909294648, 7909294649, 7909294650, 7909294651, 7909294652, 7909294653, 7909294654, 7909294655, 7909294656, 7909294657, 7909294658, 3519882655, 3519882654, 3519882653, 1931876337, 1931879651, 1931876399, 6904060618, 6904060619, 7909294659, 7909294660, 7909294661, 7909294662, 7932736161, 7909294663, 7909294664, 7909294665, 7909294666, 7909294667, 7909294668, 7909294669, 7909294670, 7932736160, 1931997830, 1931997811, 1931997805, 1931997826, 1931997812, 1931997820, 1931997813, 1931997833, 1931997822, 1931997823, 1931997802, 1931997818, 7909294690, 255706233, 255706234, 255706235, 255706236, 7909294695, 7909294696, 7909294697, 7909294698, 7909294699, 7909294700, 7909294701, 7909294702, 7909294703, 1931997804, 1931997806, 1931997803, 7932736146, 7909659718, 7909294707, 7909294708, 7909294709, 7909294710, 7909294711, 7909294712, 7909294713, 7909294714, 7909294715, 7909294716, 1931885916, 1931885925, 1931885884, 1931885889, 1931885931, 1931885930, 7909294717, 7909294718, 7909659719, 7909294719, 7909659720, 7909294720, 7909659721, 7909294721, 7909294722, 7909294723, 7909294724, 7909294725, 7909294726, 7909294727, 7909294728, 7909294729, 7909294730, 7909294731, 7909294732, 7909294733, 7909294734, 7909294735, 7909294736, 7909294737, 7909294738, 7909294739, 7909294740, 7909294741, 7909294742, 7909294743, 7909294744, 7909294745, 7909294746, 7909294747, 7909294748, 7909294749, 7909294750, 7909294751, 7909294752, 7909294753, 7909294754, 7909294755, 7909294756, 7909294757, 8459426255, 3519882628, 7932736112, 7909294762, 7909294763, 7909294764, 7909294765, 7909294766, 7909294767, 7909294768, 7909294769, 7909294770, 7909294771, 7909294772, 7909294773, 7909294774, 7909294775, 7909294776, 7909294547]",,,,,,https://designatedsites.naturalengland.org.uk/SiteDetail.aspx?SiteCode=S1001842&SiteName=bourne&countyCode=&responsiblePerson=,,,,,,,,,Site of Special Scientific Interest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,Category:Ingrebourne Marshes,,,,,,,,,,
"POLYGON ((-0.1130678 51.422908, -0.1133031 51.4229925, -0.1131558 51.4232028, -0.1135263 51.4232515, -0.1140049 51.4233246, -0.1156098 51.4235809, -0.1170867 51.4235443, -0.1176272 51.4234518, -0.1186181 51.4232761, -0.1187198 51.4232581, -0.1188931 51.4232309, -0.1188522 51.4231695, -0.1186814 51.4228476, -0.1193507 51.4227238, -0.1196462 51.4230631, -0.1197303 51.4231104, -0.1209354 51.4229831, -0.1236622 51.423287, -0.1226434 51.4215999, -0.1224978 51.4214083, -0.1210545 51.4217073, -0.120714 51.421801, -0.1198946 51.4221705, -0.1197878 51.4221291, -0.1193167 51.4223737, -0.1192316 51.4223984, -0.1192146 51.42231, -0.1193408 51.4221975, -0.119281 51.4221631, -0.1192496 51.422145, -0.1190785 51.4221827, -0.118897 51.422257, -0.1186871 51.4222499, -0.1184999 51.4222251, -0.1182844 51.4221084, -0.1181029 51.4220695, -0.1178876 51.422124, -0.117462 51.4218976, -0.116844 51.4215175, -0.1169221 51.4213053, -0.1169767 51.4211568, -0.117103 51.4210658, -0.1178361 51.4205616, -0.1180169 51.4208432, -0.1184655 51.4212123, -0.119224 51.4220284, -0.1196317 51.4219013, -0.1195464 51.4217695, -0.1190594 51.4213406, -0.1176855 51.4198045, -0.1170997 51.4200736, -0.1160578 51.4204351, -0.1156285 51.4206444, -0.1155799 51.4206783, -0.1154038 51.4208012, -0.1152687 51.4208988, -0.1149596 51.4211476, -0.1145488 51.4215864, -0.1142209 51.4219371, -0.1138021 51.4224752, -0.1130678 51.422908))",Streatham Common Nature Reserve,,,,nature_reserve,,,,,,,,,,,London Borough of Lambeth,"[1774448590, 1774448596, 31923326, 312638287, 31923757, 1763297178, 1763297177, 1763297175, 8158378116, 1763297172, 7913927686, 7913926018, 7913926019, 7913926020, 8158443643, 7788471292, 31923301, 1763297173, 6600832808, 7913926021, 1763296840, 31923297, 7913926022, 7913926023, 7913926024, 7913926025, 7913926026, 290969585, 9011471447, 1763296954, 7913926027, 7913926028, 7913926029, 7913926030, 7913926031, 7913926032, 4297126591, 264158216, 4297126575, 4297126566, 264158218, 4297126552, 1763296656, 1684016722, 31923410, 31923406, 31923417, 8154405742, 1763296758, 31923309, 1763296623, 1763296639, 1763296662, 1763296670, 1763296685, 7913926033, 31923338, 7913926034, 1811843789, 549916632, 1774448590]",,,,,,http://streathamcommon.org/common/480-2/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-0.3627427 51.4157362, -0.3628649 51.4160117, -0.3646245 51.4160117, -0.3665814 51.4159528, -0.3665986 51.4154389, -0.3664012 51.4154229, -0.3650314 51.4153188, -0.3647103 51.4152944, -0.3641352 51.4151552, -0.3641529 51.4149896, -0.3641293 51.4149889, -0.3640584 51.414987, -0.3638973 51.4149825, -0.3639008 51.4157352, -0.3627427 51.4157362))",Beveree Wildlife Site,,,,nature_reserve,,,,,,,,,,,,"[565054440, 565054443, 565054448, 565054455, 565054458, 7980923811, 7980923800, 7980923802, 7980923803, 7917612198, 8035991191, 7917612201, 7917612199, 7917612200, 565054440]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-0.1422896 51.4164491, -0.1424338 51.4163472, -0.1424668 51.4163285, -0.142492 51.4163129, -0.1425405 51.4162828, -0.1430585 51.4160047, -0.1444057 51.4153934, -0.1450027 51.4157916, -0.1432059 51.4170175, -0.1431249 51.4170709, -0.1429881 51.4169733, -0.1430726 51.4169209, -0.1430808 51.4169158, -0.1429266 51.416777, -0.1424835 51.416545, -0.1424494 51.4165271, -0.1423972 51.4165059, -0.1422896 51.4164491))",Eardley Road Sidings,,,,nature_reserve,,,,,,,,,,,Lambeth Council,"[243235910, 8827552289, 8827547640, 427649271, 8827556333, 8848441952, 243235909, 243235908, 7992745876, 8827547566, 8827547567, 8827556332, 8827547568, 8827547569, 8827547627, 7606818539, 7992745877, 243235910]",,,,,,https://www.woodlandtrust.org.uk/visiting-woods/woods/eardley-road-sidings/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((0.1493625 51.5057567, 0.1493744 51.5056855, 0.1505594 51.5052373, 0.1499129 51.5042405, 0.1494835 51.5035785, 0.1489489 51.5027464, 0.1485488 51.5023014, 0.1478842 51.5016245, 0.1464888 51.5001979, 0.1459022 51.4996495, 0.1458668 51.499557, 0.1463863 51.4994026, 0.1470352 51.4991958, 0.1472395 51.4991036, 0.1479241 51.4988714, 0.1485781 51.4985947, 0.14909 51.4984984, 0.1511581 51.498069, 0.151716 51.4979488, 0.1522739 51.4978286, 0.1525958 51.4978419, 0.1530893 51.4978954, 0.153497 51.4980423, 0.1538189 51.4981893, 0.1542266 51.4982961, 0.1545287 51.4986386, 0.1545623 51.498745, 0.1544872 51.4998554, 0.1530817 51.4998938, 0.1531183 51.5006296, 0.1544651 51.5006159, 0.1545645 51.5022083, 0.1549668 51.5038328, 0.1550098 51.5039463, 0.1506877 51.5043421, 0.1511227 51.5054344, 0.1513109 51.505907, 0.151415 51.5061696, 0.1510214 51.5060379, 0.1504774 51.5058688, 0.1502038 51.5058208, 0.1499187 51.5057817, 0.1496812 51.5057575, 0.1495129 51.505746, 0.1493625 51.5057567))",Crossness Nature Reserve,wetland,,,nature_reserve,,Q15917261,,,,,,,,,RSPB,"[320355320, 2198991516, 2198991521, 5372893800, 5329592556, 5330051478, 5330051497, 7835880710, 5372893805, 2198991506, 5372893783, 7835880703, 7835880704, 7835880705, 7835880706, 7835880707, 5372893785, 5372893786, 5372893787, 5372893788, 5372893789, 5372893790, 5372893791, 5372893792, 5372893793, 5372893794, 7464796718, 7464796716, 7464796717, 5372893795, 5372893796, 36163040, 5372893797, 5372893798, 33454267, 5372893799, 33454260, 8060634454, 8060634456, 8060634462, 8060634449, 8060634445, 8060634453, 8060634460, 320355320]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-0.1180721 51.4273909, -0.1178038 51.4274963, -0.11776 51.4276013, -0.117763 51.4276281, -0.117766 51.4277273, -0.117774 51.427819, -0.1177748 51.4278287, -0.1177795 51.4278696, -0.1177936 51.4279765, -0.1176986 51.42821, -0.1176096 51.4281899, -0.1175062 51.4281633, -0.1173427 51.4281614, -0.1173515 51.4283608, -0.1171415 51.4283596, -0.1171584 51.4286797, -0.1173052 51.4286908, -0.1174529 51.4286912, -0.1177509 51.4288751, -0.1177329 51.4292695, -0.1178457 51.4293313, -0.1178457 51.4294002, -0.1177126 51.4294737, -0.1177897 51.4295276, -0.1177941 51.4295397, -0.1178198 51.4296102, -0.1178319 51.4297923, -0.1179914 51.4294047, -0.1181545 51.4289378, -0.1184513 51.4289663, -0.1189246 51.4283722, -0.1190285 51.4280708, -0.1188232 51.4280245, -0.1187296 51.4280346, -0.1186705 51.4280409, -0.1185587 51.4280365, -0.1182213 51.4279838, -0.1182293 51.4279578, -0.1182333 51.4279449, -0.1180204 51.4279139, -0.1180669 51.4277615, -0.1178442 51.4277331, -0.1178468 51.4276602, -0.1178977 51.4274963, -0.1180721 51.4273909))",Unigate Wood,,,,nature_reserve,,,,,,,,,,,Lambeth Council,"[8118566481, 8118566480, 8118566479, 8118566490, 1878395376, 9978499773, 8118566486, 9397124499, 418797532, 418797531, 1878395388, 1878395390, 1878395391, 1878395393, 418797530, 418797529, 8118566487, 421979802, 421979803, 421979804, 421979805, 1878395459, 1878395469, 1878395479, 8869886640, 1878395498, 418797534, 1878395460, 1878395435, 1878395444, 1878395394, 418797533, 1878395384, 8118566478, 1878395387, 1878395385, 1878395383, 8869886639, 1878395382, 1878395381, 1878395377, 8118566484, 8118566483, 8118566482, 8118566481]",,,,,,https://www.woodlandtrust.org.uk/visiting-woods/woods/unigate-woods/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-0.1323113 51.6033676, -0.1322519 51.6033753, -0.1321841 51.6033758, -0.1321129 51.6033641, -0.1320336 51.6033399, -0.1319637 51.603309, -0.1318903 51.6032611, -0.1318536 51.6032104, -0.1318266 51.6031414, -0.1322074 51.6030993, -0.1323113 51.6033676))",,,,fence,nature_reserve,,,,,,,,,,,,"[506475716, 4077373748, 8174116983, 8174116976, 8174116977, 8174116978, 8174116979, 8174116980, 8174116981, 8174116982, 506475716]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,
