access,barrier,bicycle,opening_hours,wheelchair,geometry,highway,created_by,source,man_made,ref,survey:date,foot,name,place,access:conditional,horse,fixme,amenity,operator,height,name:ru,note,check_date,covered,description,source:name,leisure,natural,alt_name,addr:city,addr:postcode,addr:street,brand,fee,layer,operator:wikidata,species,leaf_cycle,leaf_type,species:en,wikidata,dogs,historic,start_date,dog,tourism,opening_hours:url,surface,designation,contact:phone,addr:housename,website,level,addr:housenumber,operator:type,nodes,name:alt,wikipedia,GBV,wikimedia_commons,barbecue,fire,litter,moped,source:designation,name:uk,heritage,heritage:operator,listed_status,ref:GB:nhle,landuse,wikipedia:es,name:ar,name:arz,name:cs,name:cy,name:da,name:de,name:en,name:es,name:eu,name:fa,name:fr,name:ga,name:he,name:id,name:is,name:it,name:ja,name:ko,name:lt,name:nl,name:nn,name:no,name:pl,name:scn,name:sh,name:sk,name:sv,name:tr,name:yue,name:zh,is_in,phone,not:name,fence_type,private,official_name,sport,he:inscription_date,heritage:website,type,owner,email,ref:he,loc_name,landuse_2,area,is_in:district,name:zh-Hans,golf,FIXME,boundary,building,landuse_1,grassland,url,old_name,smoking,fence:height,contact:website,smokefree,disused,postal_code,not:addr:postcode,wikipedia:en,fhrs:id,source:addr,previous_id,garden:type,wheelchair:description:en,protection_title,name:etymology:wikidata,park,incorrect_name,denomination,religion,landcover,name:ur,lit,light:colour,contact:fax,dog:conditional,level:ref,note:level,opening_hours:note,bbq,BROADHAB,CREATEDATE,CREATEDBY,HABDEFVER,INCID,INTERPQUAL,NBNPRIHAB,PHABFEANOT,PRIDET,PRIHAB,PRIHABTXT,S1BOUNDARY,S1CAPTDATE,S1HABCLASS,S1HABID,S1HABTYPE,SOURCE1TXT,construction,name:ast,name:az,name:be,name:bg,name:bn,name:br,name:ca,name:ceb,name:et,name:fi,name:hi,name:hr,name:hu,name:hy,name:ka,name:lv,name:mr,name:ms,name:nan,name:pt,name:ro,name:sr,name:th,name:vi,name:wuu,protect_class,addr:country,addr:suburb,toilets,ruins,leisure_1,maxspeed,architect,previously,note:history,not:designation,disused:leisure,bench,opening_hours:covid19,image,name:etymology,name:etymology:wikipedia,ways,contact:email,golf:course,golf:par,contact:twitter
,,,,,"POLYGON ((-0.1874917 51.6332979, -0.1869889 51.6334521, -0.1859393 51.6337763, -0.18496 51.6341147, -0.1844075 51.6342096, -0.1835933 51.6343198, -0.1830613 51.6345, -0.1827865 51.6342954, -0.1825183 51.6340958, -0.1824765 51.6340646, -0.1819426 51.6336962, -0.1814464 51.6333295, -0.181288 51.6328436, -0.1812834 51.6328288, -0.1810371 51.6320311, -0.1808136 51.6313073, -0.1810071 51.6311933, -0.1814242 51.6309478, -0.1815939 51.6308478, -0.1817252 51.6305806, -0.1814558 51.6305435, -0.1808106 51.6304019, -0.1804401 51.6303211, -0.1798973 51.6302665, -0.1798104 51.6306038, -0.1793959 51.6305939, -0.1793676 51.6313326, -0.1792657 51.6313439, -0.179252 51.6320215, -0.1793274 51.6326922, -0.1794588 51.6332865, -0.1795554 51.6335788, -0.179777 51.6340661, -0.1799899 51.6344733, -0.1803306 51.6350064, -0.1808482 51.635668, -0.1804756 51.635764, -0.1795661 51.6357295, -0.1786473 51.6357025, -0.1783371 51.6356902, -0.1780287 51.6357036, -0.1778125 51.6356837, -0.1779816 51.6359209, -0.1779409 51.6359392, -0.1790632 51.6369993, -0.1791576 51.6369936, -0.1812908 51.6364964, -0.1815052 51.6364447, -0.1831284 51.638608, -0.1834449 51.6385305, -0.1859031 51.6379879, -0.186238 51.6379358, -0.1863199 51.6378457, -0.1862658 51.637758, -0.1861538 51.6376478, -0.1860981 51.6375308, -0.1859607 51.6374046, -0.1858265 51.637295, -0.1852981 51.6370708, -0.1851399 51.6370474, -0.1849629 51.6370911, -0.1847925 51.6370838, -0.1846786 51.6369852, -0.1844774 51.6369706, -0.1843379 51.6369243, -0.1842148 51.6368666, -0.1840795 51.6367467, -0.1840924 51.6366793, -0.1840392 51.6364863, -0.1839553 51.6363709, -0.1839533 51.6362826, -0.1860441 51.6356387, -0.188403 51.6348271, -0.1874917 51.6332979))",,,,,,,,Brook Farm Open Space,,,,,,,,,,,,,,park,,,,,,,,,,,,,,Q97571920,,,,,,,,,,,https://www.theundergroundmap.com/article.html?id=2769,,,,"[21256392, 5655394125, 586867018, 2087810425, 2087810427, 586867030, 586867036, 10278919075, 10278919076, 2087810430, 2087810426, 2087810429, 586867039, 10278919106, 10278919107, 586867041, 10278919122, 10278919129, 2087820623, 586867045, 2087820619, 9424020089, 2087820631, 2087814743, 2087821457, 2087821462, 2087821461, 2087814744, 2087821459, 2087821460, 2087814757, 2087821458, 2087821456, 2087814753, 2087814755, 2087814746, 276912774, 1663546622, 1663546628, 1663546626, 276912811, 26411699, 1488962246, 582493025, 582493029, 21580343, 21580338, 2087814750, 2087809067, 695822, 695820, 280803970, 2087805517, 280803967, 2087805484, 21256383, 21256385, 2087805457, 2087805495, 2087805493, 2087805465, 2087805459, 2087805471, 2087805514, 2087805477, 2087805489, 2087805497, 21256387, 280803943, 2087805470, 21256388, 5654329148, 21256390, 21256392]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"POLYGON ((-0.1765585 51.6351762, -0.1763918 51.634876, -0.1762947 51.6345946, -0.1766008 51.6345638, -0.1768276 51.6347868, -0.1772679 51.6349989, -0.1773724 51.635083, -0.1771937 51.6350835, -0.1765585 51.6351762))",,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[9776049850, 9776049855, 9776049817, 26411701, 9776049848, 1663451631, 26411700, 9776049849, 9776049850]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"POLYGON ((-0.1326147 51.5660269, -0.1326365 51.5660371, -0.1325581 51.5661194, -0.1324903 51.5661522, -0.1324075 51.56617, -0.1323291 51.5661709, -0.1322734 51.5661606, -0.1322147 51.5661391, -0.1321042 51.5660767, -0.1321317 51.566056, -0.1322451 51.565981, -0.1323252 51.565925, -0.1323709 51.5659482, -0.1323991 51.5659273, -0.1325149 51.5659824, -0.1326147 51.5660269))",,,,,,,,Giesbach Road Open Space,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1658256774, 2088326402, 2088326413, 2088326417, 2088326423, 2088326425, 2088326419, 2088326415, 9194586806, 2088326406, 2088326399, 2088326392, 910346823, 2088326395, 1658256763, 1658256774]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"POLYGON ((-0.280166 51.6294892, -0.2809806 51.6295578, -0.281002 51.629449, -0.2801968 51.6293649, -0.280166 51.6294892))",,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[6311890368, 2090523758, 2090523751, 6311890367, 6311890368]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"POLYGON ((-0.2615888 51.6104808, -0.2614254 51.6099204, -0.2613115 51.6099422, -0.260091 51.6101758, -0.2601565 51.6104055, -0.2603153 51.6104071, -0.2603349 51.6104914, -0.260187 51.6105152, -0.2602429 51.6106386, -0.2601182 51.6107505, -0.2599074 51.6107886, -0.2599336 51.6109026, -0.2597883 51.6109258, -0.2597065 51.6108322, -0.258897 51.6109713, -0.2589878 51.6111057, -0.2576992 51.6112458, -0.256327 51.6113472, -0.2546426 51.6113528, -0.2538672 51.6115164, -0.2537762 51.6115429, -0.2539967 51.6120382, -0.2562821 51.6117456, -0.2569466 51.6116614, -0.2569387 51.6116209, -0.2591138 51.6114414, -0.2595287 51.6113627, -0.2601367 51.6115149, -0.2600825 51.6112517, -0.2608705 51.6111783, -0.2610276 51.610992, -0.2609373 51.6105768, -0.2611303 51.610554, -0.2611275 51.6105217, -0.2615888 51.6104808))",,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[583896679, 25425143, 2101934141, 3691368149, 2090575950, 2090575971, 2090575974, 2090575953, 2090575947, 583896932, 2090575984, 2090575957, 2090575966, 2090575978, 906126817, 26845099, 960130444, 26845098, 26845107, 2090575972, 26845096, 26845195, 2090575943, 582482935, 582483184, 2090575981, 26845250, 583896660, 583896663, 583896666, 583896670, 583896678, 2090575962, 2090575961, 583896679]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"POLYGON ((-0.2430369 51.5868501, -0.2432072 51.5868449, -0.2434283 51.5868494, -0.2435472 51.58685, -0.2443602 51.5868837, -0.2444821 51.5869118, -0.2445515 51.5869295, -0.2445116 51.5870409, -0.2442203 51.5873845, -0.244172 51.5876248, -0.2437858 51.5885254, -0.2438448 51.5893595, -0.2442659 51.5893969, -0.2441914 51.5896395, -0.244113 51.5898947, -0.2436383 51.5898568, -0.2435712 51.5899949, -0.2434505 51.5903584, -0.2435417 51.5906689, -0.2441372 51.5908055, -0.2442525 51.5907754, -0.2444457 51.5909896, -0.2442533 51.5910099, -0.2438985 51.5910319, -0.2436874 51.591018, -0.2434576 51.590993, -0.2429899 51.5909088, -0.2427836 51.5908613, -0.2425509 51.5907315, -0.24247 51.590678, -0.2425812 51.590113, -0.2424982 51.5899788, -0.2427293 51.5898476, -0.2426274 51.5895659, -0.2429587 51.5875383, -0.2430369 51.5868501))",,,,,,,,Rushgrove Park,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[583898151, 2097399278, 9643859399, 9643859400, 25425305, 2097399402, 583975412, 2091465302, 2091465313, 583975415, 583975419, 583975426, 2091474934, 2097399321, 2091474931, 583975428, 583975430, 583975433, 583975437, 583975442, 583975445, 222422, 1678369220, 2091435906, 2091435848, 1678369219, 2091435846, 583975077, 2091435898, 9643859371, 9643859384, 9643859383, 2091469909, 583898149, 2091474937, 583898151]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"POLYGON ((-0.2189347 51.5152779, -0.2192393 51.5152681, -0.2193229 51.5152488, -0.2193839 51.5152267, -0.2194313 51.515198, -0.2199668 51.5148253, -0.2202044 51.5149547, -0.2196965 51.515313, -0.2195743 51.5153723, -0.2194523 51.5154207, -0.219304 51.515452, -0.2191415 51.5154658, -0.2189608 51.5154735, -0.2189347 51.5152779))",,,,,,,,Westway Garden,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[419776492, 2095529602, 7312794989, 7312794988, 7312794990, 2095529618, 2095529611, 2095529608, 2095529613, 2095529616, 2095529605, 2095529603, 419776489, 419776492]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"POLYGON ((-0.2526905 51.5953847, -0.2524787 51.5953047, -0.2524411 51.5951947, -0.2525082 51.5950598, -0.2525967 51.5949815, -0.2526664 51.5949481, -0.25283 51.5949048, -0.2528675 51.5948965, -0.2531922 51.5953514, -0.2531251 51.5953647, -0.25305 51.5952964, -0.2529507 51.595353, -0.2528622 51.5953964, -0.2526905 51.5953847))",,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[2099969014, 2099968958, 2099968943, 2099968881, 2099968923, 2099969037, 2099969149, 2099968885, 2099968823, 2099968914, 2099969099, 2099968883, 2099968852, 2099969014]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"POLYGON ((-0.2375081 51.5846906, -0.2374772 51.584623, -0.2370226 51.5845972, -0.2372935 51.5832056, -0.2367499 51.5831547, -0.236834 51.5827903, -0.2369438 51.5828034, -0.2371423 51.5828267, -0.2373986 51.5828587, -0.2374228 51.5826212, -0.2373852 51.5823863, -0.2373531 51.5822965, -0.237482 51.5822836, -0.237624 51.5822727, -0.2379411 51.5822555, -0.2380143 51.5822815, -0.2381532 51.5822635, -0.2382372 51.5822496, -0.2382095 51.5821964, -0.23837 51.5822321, -0.2384401 51.5822314, -0.2384389 51.5824271, -0.2384205 51.5828328, -0.2380312 51.5828071, -0.237992 51.5830369, -0.2383813 51.5830625, -0.2383704 51.5835681, -0.2382578 51.5835964, -0.2381371 51.5836031, -0.2380566 51.5836164, -0.2380056 51.5836698, -0.2380325 51.5837548, -0.23796 51.5837581, -0.2377683 51.5846206, -0.2375081 51.5846906))",,,,,,,,Malcolm Park,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[2110086301, 2110086276, 2110086291, 2110086308, 4634164709, 4629079856, 4629079873, 4629079872, 4629079871, 4629079870, 4629079869, 4629079868, 4629079867, 4629079866, 4629079865, 4629079864, 4629079863, 4629079862, 4629079861, 4629079860, 4629079859, 2110083552, 4629079857, 4629079858, 2110083580, 2110083634, 2110083534, 2110083637, 2110083639, 2110083646, 2110083690, 2110083600, 2110086243, 2110086281, 2110086301]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"POLYGON ((-0.3005542 51.4421385, -0.300277 51.4422464, -0.2998116 51.4424419, -0.2990123 51.4427634, -0.2988526 51.4424567, -0.2984721 51.441694, -0.298245 51.441417, -0.2979446 51.4413044, -0.2973442 51.4410403, -0.2969536 51.4408215, -0.2965825 51.4405884, -0.2959401 51.439991, -0.2951934 51.4391671, -0.2942767 51.4381278, -0.2939743 51.4378485, -0.2936742 51.4376316, -0.2932093 51.4372011, -0.2932616 51.4369864, -0.2936999 51.4368344, -0.2947127 51.436508, -0.2967655 51.4358485, -0.2975881 51.4355502, -0.2980859 51.4353148, -0.2986009 51.4351436, -0.2993991 51.4349402, -0.3000232 51.4348478, -0.3001968 51.434822, -0.3004462 51.4347851, -0.3011329 51.4348332, -0.3015979 51.4349279, -0.3013818 51.4354058, -0.3015706 51.4357642, -0.301746 51.4359583, -0.3019703 51.4359398, -0.30248 51.4358978, -0.3028504 51.4365306, -0.3031647 51.4367831, -0.3035529 51.4370616, -0.3036906 51.4373018, -0.3045216 51.4373293, -0.3044891 51.437681, -0.3044841 51.4377737, -0.3044786 51.437875, -0.3044491 51.4380488, -0.3044237 51.4383171, -0.3043761 51.4385098, -0.3043291 51.4386515, -0.3041435 51.4391034, -0.304091 51.4392313, -0.303972 51.4395171, -0.3039343 51.4396077, -0.3038367 51.4397723, -0.3037127 51.4399814, -0.3037079 51.4399952, -0.3034298 51.4407956, -0.3034227 51.4408116, -0.3033917 51.4408818, -0.3032673 51.440992, -0.3024098 51.4413684, -0.3018199 51.4416251, -0.3012151 51.4418795, -0.3007472 51.4420671, -0.3005542 51.4421385))",,,,,,,,Sudbrook Park,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[30431584, 430826506, 30765834, 6269230957, 6269230956, 21090090, 9270429644, 21090125, 9270429642, 9270429643, 21090126, 21090092, 21090089, 21090088, 21090127, 21090128, 21090087, 21090086, 21090129, 3043406257, 3043406258, 3043406253, 3043406259, 3043406260, 3043405530, 5743894371, 5743894372, 3043405525, 3043406261, 30739490, 30739492, 30739493, 30739494, 5743894359, 30739495, 30739496, 30739497, 30739498, 30739499, 297304, 297363, 8013351223, 8013351224, 440119640, 8013351226, 430826361, 8013351228, 8013351267, 8013351266, 8013351265, 8013351264, 8013351261, 7457195196, 8013351206, 6269230962, 6269230944, 30739506, 9270429651, 30431587, 30431585, 8013323068, 9270429645, 30431584]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"POLYGON ((-0.184489 51.5964139, -0.1833389 51.5958664, -0.1840363 51.5955099, -0.1842549 51.5956668, -0.1843354 51.5957859, -0.1847095 51.5961401, -0.1847779 51.5961966, -0.1848098 51.596216, -0.1846974 51.5962825, -0.184489 51.5964139))",,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[2121227194, 2121227178, 2121227029, 2121227137, 2121227055, 2121227193, 2121227016, 2121227172, 2121227138, 2121227194]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"POLYGON ((-0.178194 51.6048379, -0.1776757 51.6048528, -0.1776857 51.60537, -0.1775976 51.6053928, -0.1775924 51.6055693, -0.1772228 51.6055621, -0.1772283 51.6053636, -0.177246 51.6049725, -0.1772324 51.604803, -0.1771524 51.6047842, -0.176213 51.6045351, -0.1761021 51.604102, -0.1770317 51.6039597, -0.1780643 51.6038114, -0.1781101 51.6038644, -0.1781636 51.6039264, -0.178177 51.6043378, -0.178194 51.6048379))",,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,grass,,,,,,,,"[2124222128, 2124222156, 2124222164, 4987350704, 4987350705, 4640666953, 4640666955, 2124222139, 2124222141, 4847841757, 2124222162, 2124222179, 2124222171, 2124222145, 4847841760, 2124222159, 2124222152, 2124222128]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"POLYGON ((0.0649996 51.5989295, 0.0649373 51.5988371, 0.0642863 51.5979766, 0.0635016 51.5981699, 0.0624611 51.598083, 0.0623568 51.5980025, 0.0620966 51.5979813, 0.0616275 51.5981195, 0.0611849 51.5982724, 0.060476 51.5983531, 0.0594444 51.5967582, 0.0589646 51.5971938, 0.05898 51.5978038, 0.0591596 51.5980188, 0.0594065 51.5982386, 0.0590468 51.5982135, 0.0588118 51.5981971, 0.0585887 51.5981816, 0.0583041 51.5981304, 0.0581974 51.5981056, 0.0582182 51.5980804, 0.0579771 51.5980353, 0.0573997 51.597781, 0.0566027 51.5987644, 0.0568901 51.5989744, 0.0570344 51.5992741, 0.0568809 51.5994198, 0.0561025 51.599648, 0.0559796 51.5997899, 0.0557131 51.6000063, 0.0554013 51.6001011, 0.0555143 51.6002298, 0.0563165 51.6011434, 0.0563639 51.601303, 0.0559538 51.6020218, 0.0559841 51.6020382, 0.0559938 51.6020703, 0.0559582 51.6020874, 0.0559129 51.6020896, 0.0555378 51.6026724, 0.055116 51.6035181, 0.0560045 51.6032555, 0.0563693 51.6031455, 0.0573029 51.6025946, 0.0577426 51.6025191, 0.0585741 51.6032488, 0.0592348 51.6039374, 0.0595807 51.6038194, 0.0604906 51.6047167, 0.0609009 51.6051213, 0.0617853 51.6051429, 0.0622545 51.6050911, 0.063699 51.6048995, 0.06399 51.6048609, 0.0638127 51.6046686, 0.063193 51.6047762, 0.062698 51.6037274, 0.0626683 51.6037301, 0.0619824 51.6037913, 0.0610578 51.603522, 0.0610827 51.6033514, 0.0611995 51.6032087, 0.0614325 51.6031172, 0.0613879 51.6029998, 0.0614305 51.6027687, 0.0612251 51.6025615, 0.0616558 51.6023549, 0.0621862 51.602244, 0.0627034 51.6024949, 0.0628913 51.6026955, 0.063148 51.6028385, 0.0638306 51.6032783, 0.0641876 51.6031976, 0.0642527 51.6030437, 0.0646273 51.6023662, 0.0648285 51.6021485, 0.0648499 51.6020492, 0.0647949 51.601941, 0.0648494 51.6018661, 0.0649084 51.6017474, 0.0650157 51.6016165, 0.065101 51.6015063, 0.0652478 51.6013918, 0.0652658 51.6013306, 0.0653569 51.6012947, 0.0655166 51.6012876, 0.0656051 51.6012426, 0.0658529 51.6013146, 0.0657752 51.6013978, 0.0659596 51.6015467, 0.0660173 51.6015601, 0.0659895 51.6016882, 0.0659503 51.6017379, 0.0658653 51.6017454, 0.0656771 51.6018709, 0.0654832 51.6019572, 0.0653621 51.6020061, 0.0653437 51.6020672, 0.0650122 51.6020968, 0.064911 51.6021802, 0.0646913 51.6023834, 0.0643397 51.6030428, 0.0643091 51.6032459, 0.0645308 51.6030496, 0.0647066 51.6029393, 0.0654656 51.6024761, 0.0663865 51.6020027, 0.0665275 51.6019338, 0.0667307 51.6018742, 0.0668739 51.6018405, 0.0670417 51.6018204, 0.0672721 51.601826, 0.0674846 51.6018311, 0.0676026 51.6018649, 0.0678096 51.6019241, 0.0679628 51.601968, 0.0682573 51.6020419, 0.0692403 51.6020565, 0.0695961 51.6020902, 0.0697583 51.6021008, 0.0700779 51.602032, 0.0704733 51.6017015, 0.0711599 51.6017415, 0.0723401 51.6023146, 0.0725665 51.6023701, 0.0732867 51.6025285, 0.0738515 51.6026657, 0.0739965 51.6023805, 0.074059 51.6023884, 0.0755976 51.6023148, 0.0760359 51.6018854, 0.0769211 51.600601, 0.0762552 51.6003818, 0.0756062 51.6001682, 0.0755731 51.6001573, 0.075525 51.6001416, 0.0755536 51.6001136, 0.0760146 51.5997515, 0.0762242 51.5995962, 0.0761956 51.5990696, 0.0761896 51.5989412, 0.0764387 51.59894, 0.0764695 51.5989114, 0.076491 51.5988907, 0.0764436 51.5987618, 0.0765434 51.5986876, 0.0765841 51.5986573, 0.0765099 51.5984711, 0.0764856 51.5984103, 0.0765992 51.5983951, 0.0769542 51.5982721, 0.0771504 51.5982431, 0.0773295 51.5981742, 0.0776178 51.5979618, 0.0774947 51.5978947, 0.0774793 51.5977916, 0.0773538 51.5969185, 0.0763724 51.5970817, 0.0761518 51.5971184, 0.0740982 51.5974651, 0.0740021 51.5974826, 0.0734517 51.5975799, 0.0723082 51.5977618, 0.0704625 51.5980578, 0.0669206 51.5986259, 0.0666757 51.5986653, 0.0664746 51.5986976, 0.0661161 51.5987552, 0.0654656 51.5988543, 0.0649996 51.5989295))",,,survey,,,,,Claybury Park,,,,,,London Borough of Redbridge,,,outline is as indicated on the maps shown within the park,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[321907772, 7966695836, 322989090, 322989089, 2129537167, 6302779235, 322989088, 6302779238, 6302779237, 322989087, 322989085, 2293529014, 2293529008, 2293529009, 2293529005, 2016690607, 2016690606, 8080685765, 2293529013, 8080685764, 2293529016, 322989073, 322989072, 322989190, 8080685758, 8080685757, 8080685756, 2293528988, 8080685755, 2293528987, 2293528986, 2129537252, 738541702, 585345274, 7650264750, 7650264752, 2298647650, 7650264751, 7650264749, 585345264, 739559846, 585345250, 585345257, 747757649, 585345247, 585345271, 747757650, 322991792, 2129537215, 322991791, 322991790, 7966695768, 8059796673, 8059796672, 8059796671, 323226423, 7966695816, 8025184829, 7966695815, 7966695763, 8025184847, 8025184846, 585345272, 585345245, 585345276, 585345278, 739559777, 739559774, 8640475680, 7966695821, 7966695824, 7966695766, 7988063166, 7988063167, 7988063170, 7988063180, 7988063172, 7988063174, 8025184838, 8025184837, 8025184836, 8025184835, 8025184834, 8025184833, 7988063177, 8025184832, 8025184831, 7988063178, 7988063173, 7988063176, 8025184842, 8025184843, 8025184844, 8025184845, 8025184841, 8025184840, 8025184839, 7988063175, 7988063171, 7988063181, 7988063169, 7988063168, 8155078301, 8155078300, 8155078299, 25542752, 8155078298, 8640475686, 8155078297, 8640475685, 8155078296, 8640475684, 25542751, 8640475688, 8640475693, 25542740, 8640475696, 25542739, 25542738, 8640475695, 25542737, 25542736, 25542735, 25542733, 8080685762, 739559179, 739559184, 7981311750, 854838476, 739559192, 2129500122, 767197733, 8080685779, 8077523991, 767197829, 8077523990, 7988275548, 2129445537, 2129472628, 7988275552, 2129472624, 8077523988, 2129472625, 7992317659, 7992317660, 8077523989, 7992317661, 8077523987, 321907347, 7992317663, 2129472645, 8077523986, 7988275553, 321907346, 7992317662, 2129472639, 8077523984, 2129472634, 321907779, 321907778, 2129466665, 2129466700, 2129466664, 747757763, 321907776, 8077523974, 8077523972, 7966695747, 7966695750, 321907772]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"POLYGON ((-0.0475977 51.3717311, -0.0488392 51.3715319, -0.0486665 51.3710994, -0.0484672 51.3706028, -0.0459739 51.3699373, -0.0455997 51.3698374, -0.0461971 51.3719559, -0.0465402 51.3719008, -0.0470652 51.3718166, -0.0471544 51.3718023, -0.0475977 51.3717311))",,,,,,,,Shirley Church Recreation Ground,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[2131141830, 2131141814, 2131141784, 2131141743, 2131141701, 2131141700, 2131141839, 2131141837, 2131141834, 457809534, 2131141830]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
