created_by,geometry,source,barrier,nodes,natural,leisure,name,wikidata,wikipedia,designation,landuse,dominant_taxon,heath,description,note,area,ways,type
,"POLYGON ((-0.2744885 51.4396357, -0.2744474 51.4396634, -0.2741113 51.439734, -0.273914 51.4394385, -0.2738473 51.4391918, -0.2737892 51.4391007, -0.2743935 51.4389814, -0.2743932 51.4390135, -0.2744276 51.4394411, -0.2744885 51.4396357))",,,"[3322152633, 3322152635, 3322152641, 3322152607, 3322152572, 3322152562, 3322152539, 3322152545, 3322152608, 3322152633]",heath,,,,,,,Pteridium aquilinum,bracken,,,,,
,"POLYGON ((-0.2713435 51.4415967, -0.2707447 51.4413216, -0.2703112 51.4409426, -0.2710704 51.4411209, -0.2716252 51.44109, -0.2717091 51.4411262, -0.2715155 51.4411866, -0.2714015 51.4413635, -0.2713585 51.4415243, -0.2713435 51.4415967))",,,"[3322152905, 3322152873, 3322152732, 3322152748, 3322152746, 3322152751, 3322152759, 3322152881, 3322152895, 3322152905]",heath,,,,,,,Pteridium aquilinum,,,,,,
,"POLYGON ((-0.2715655 51.4389527, -0.2715256 51.4389052, -0.2715764 51.4388803, -0.2715147 51.438783, -0.2714276 51.4388237, -0.2713586 51.4387921, -0.271228 51.4388102, -0.2712461 51.4389074, -0.2715038 51.439016, -0.2715655 51.4389527))",,,"[3322152535, 3322152529, 3322152527, 3322152515, 3322152521, 3322152516, 3322152518, 3322152530, 3322152548, 3322152535]",heath,,,,,,,Pteridium aquilinum,bracken,,,,,
,"POLYGON ((-0.2765954 51.4389607, -0.2764079 51.4390712, -0.2759398 51.4394117, -0.2755185 51.4397909, -0.2752845 51.4399109, -0.2753274 51.4399169, -0.2755663 51.4398326, -0.2762116 51.4394214, -0.2765286 51.4390703, -0.2765954 51.4389607))",,,"[3322152537, 3322152560, 3322152598, 3322152650, 3322152655, 3322152656, 3322152652, 3322152603, 3322152559, 3322152537]",heath,,,,,,,Pteridium aquilinum,bracken,,,,,
,"POLYGON ((-0.2733937 51.4363569, -0.2733532 51.4363935, -0.2728184 51.4363999, -0.2727556 51.4362496, -0.2729833 51.4359031, -0.27342 51.4359276, -0.2734727 51.4360766, -0.2734382 51.436218, -0.2733795 51.4362572, -0.2733734 51.4363077, -0.2733937 51.4363569))",,,"[3582911759, 3582911764, 3582911766, 3582911745, 3582911707, 3582911712, 3582911725, 3582911741, 3582911747, 3582911754, 3582911759]",heath,,,,,,,Pteridium aquilinum,bracken,,,,,
,"POLYGON ((-0.2747658 51.4369941, -0.2747372 51.4370262, -0.2738262 51.4370905, -0.2737919 51.4368994, -0.2736429 51.4366851, -0.2734682 51.4363976, -0.2737669 51.4364183, -0.2738199 51.436167, -0.2739155 51.4361699, -0.2742411 51.4365251, -0.2747658 51.4369941))",,,"[3582911941, 3582911946, 3582911956, 3582911923, 3582911896, 3582911765, 3582911770, 3582911736, 3582911738, 3582911777, 3582911941]",heath,,,,,,,Pteridium aquilinum,bracken,,,,,
,"POLYGON ((-0.2593017 51.445661, -0.2590262 51.4454262, -0.2587101 51.4450758, -0.258463 51.4447173, -0.2583959 51.4445173, -0.2586621 51.4447183, -0.2589613 51.4447476, -0.259022 51.4445759, -0.2590301 51.4445027, -0.2593537 51.4448487, -0.2593017 51.445661))",,,"[3582912294, 3582912176, 3582912153, 3582912132, 3582912111, 3582912133, 3582912137, 3582912118, 3582912106, 3582912145, 3582912294]",heath,,,,,,,Pteridium aquilinum,bracken,,,,,
,"POLYGON ((-0.2731521 51.4371221, -0.2724726 51.4371262, -0.2718677 51.4371004, -0.2717698 51.4370568, -0.2718029 51.4369471, -0.2722117 51.4366955, -0.2724617 51.4367256, -0.2726708 51.436706, -0.2729115 51.4366989, -0.2731406 51.4370346, -0.2731521 51.4371221))",,,"[3582911963, 3582911965, 3582911960, 3582911953, 3582911934, 3582911899, 3582911905, 3582911902, 3582911900, 3582911948, 3582911963]",heath,,,,,,,Pteridium aquilinum,bracken,,,,,
,"POLYGON ((-0.2627582 51.4445048, -0.2626665 51.4444976, -0.2626263 51.4445285, -0.2625663 51.4444985, -0.2625204 51.4444976, -0.2624954 51.444548, -0.2624422 51.4445729, -0.2625618 51.4446491, -0.2625883 51.4446204, -0.262647 51.4445998, -0.2627168 51.4446007, -0.2627582 51.4445048))",,,"[3582912107, 3582912104, 3582912113, 3582912105, 3582912103, 3582912115, 3582912117, 3582912126, 3582912124, 3582912120, 3582912121, 3582912107]",heath,,,,,,,Pteridium aquilinum,bracken,,,,,
,"POLYGON ((-0.2851491 51.4258146, -0.2852814 51.4258313, -0.2853454 51.4258648, -0.2853744 51.4259254, -0.2854322 51.4259808, -0.2855046 51.426013, -0.2852462 51.426446, -0.2848293 51.4265736, -0.2849528 51.4264202, -0.2850169 51.4262926, -0.2850107 51.4261496, -0.2851016 51.4258932, -0.2851491 51.4258146))",,,"[3582910371, 3582910375, 3582910381, 3582910386, 3582910390, 3582910994, 3582911021, 3582911030, 3582911016, 3582911007, 3582910999, 3582910383, 3582910371]",heath,,,,,,,Pteridium aquilinum,bracken,,,,,
,"POLYGON ((-0.2605179 51.4453117, -0.2612592 51.4451009, -0.2614435 51.4452713, -0.2615955 51.4453912, -0.2616967 51.4454657, -0.261717 51.4455124, -0.2617069 51.4455528, -0.2616562 51.445573, -0.2611296 51.4456462, -0.2605098 51.4457207, -0.260445 51.4456892, -0.2602181 51.4455036, -0.2605179 51.4453117))",,,"[3582912172, 3582912156, 3582912170, 3582912175, 3582912178, 3582912184, 3582912189, 3582912190, 3582912192, 3582912299, 3582912295, 3582912183, 3582912172]",heath,,,,,,,Pteridium aquilinum,bracken,,,,,
,"POLYGON ((-0.2896901 51.4321834, -0.2899828 51.4318178, -0.2896002 51.4316415, -0.2893338 51.4315019, -0.2888633 51.4311357, -0.2885876 51.4310057, -0.2881152 51.4316328, -0.2878262 51.4318769, -0.2872773 51.4322144, -0.2871399 51.4323676, -0.2871151 51.432592, -0.2871839 51.4328842, -0.2876005 51.4327165, -0.2878616 51.4326424, -0.2876559 51.4325833, -0.2876049 51.4324963, -0.2877303 51.4324778, -0.2878185 51.4325079, -0.287818 51.4324139, -0.2879867 51.4323918, -0.2880646 51.4324515, -0.2881351 51.4324043, -0.2882326 51.4324091, -0.2883519 51.4324815, -0.2883372 51.4325447, -0.2881851 51.4325903, -0.2880771 51.432572, -0.2880485 51.432618, -0.2883265 51.4325923, -0.2885361 51.4325507, -0.2888302 51.4324872, -0.2890656 51.4324038, -0.289211 51.4323292, -0.2896901 51.4321834))",,,"[3582911518, 3582911507, 3582911498, 3582911292, 3582911278, 3322150650, 3322150658, 3322152261, 3322152263, 8752637864, 8752637865, 8752637866, 8752652205, 8752637867, 8752652204, 8752637868, 8752652203, 8752652202, 8752652201, 8752652200, 8752652199, 8752652198, 8752652197, 8752652196, 8752652195, 8752652194, 8752652193, 8752652192, 8752652206, 3582911525, 3322152266, 3582911520, 3582911523, 3582911518]",heath,,,,,,,Pteridium aquilinum,bracken,,,,,
,"POLYGON ((-0.2846283 51.4299797, -0.2847957 51.4298831, -0.2850002 51.4297066, -0.2851986 51.4294837, -0.2854983 51.429293, -0.2857318 51.4291449, -0.2853082 51.4288962, -0.2848081 51.4286823, -0.2846903 51.4286462, -0.2847233 51.4287609, -0.2847585 51.4289129, -0.2847461 51.4291217, -0.2846531 51.4295739, -0.2846118 51.429829, -0.2846283 51.4299797))",,,"[3582911249, 3582911247, 3582911239, 3582911232, 3582911226, 3582911222, 3582911217, 3582911210, 3582911209, 3582911214, 3582911218, 3582911221, 3582911234, 3582911245, 3582911249]",heath,,,,,,,Pteridium aquilinum,bracken,,,,,
,"POLYGON ((-0.2739831 51.4318188, -0.2736178 51.4317678, -0.2734103 51.4317806, -0.2730041 51.4316585, -0.2722472 51.4315929, -0.2718322 51.4314544, -0.2717884 51.4313724, -0.2716744 51.4313451, -0.2718848 51.4311283, -0.272177 51.4311556, -0.2724956 51.4312504, -0.2728404 51.4313506, -0.2734425 51.4314927, -0.2735447 51.4316057, -0.2740299 51.4317933, -0.2739831 51.4318188))",,,"[3582911508, 3582911502, 3582911503, 3582911499, 3582911494, 3582911288, 3582911285, 3582911283, 3582911277, 3582911279, 3582911281, 3582911284, 3582911291, 3582911496, 3582911505, 3582911508]",heath,,,,,,,Pteridium aquilinum,bracken,,,,,
,"POLYGON ((-0.2900957 51.4294404, -0.29007 51.4294468, -0.2900962 51.4296292, -0.2900786 51.4297686, -0.2900994 51.4301532, -0.2901917 51.4306473, -0.2902149 51.4311746, -0.2904967 51.4313187, -0.2905203 51.431235, -0.2904586 51.4310891, -0.290337 51.4309386, -0.2904168 51.4307372, -0.2905257 51.4306297, -0.2904005 51.4302281, -0.2903442 51.4299136, -0.2900957 51.4294404))",,,"[3582911230, 3582911231, 3582911238, 3582911240, 3582911254, 3582911264, 3322150651, 3322150654, 3322150652, 3322150649, 3322150648, 3322150646, 3322150645, 3322150644, 3322150643, 3582911230]",heath,,,,,,,Pteridium aquilinum,bracken,,,,,
,"POLYGON ((-0.2671625 51.4366596, -0.2667109 51.4363814, -0.2666141 51.436125, -0.266641 51.4359139, -0.2659825 51.4365523, -0.2658749 51.4366009, -0.2655927 51.4368422, -0.2654449 51.4369494, -0.2652836 51.4370098, -0.2653481 51.43705, -0.2653938 51.4370986, -0.266391 51.4369159, -0.2664502 51.4368657, -0.266813 51.4367567, -0.2669044 51.4367082, -0.2671625 51.4366596))",,,"[3582911789, 3582911761, 3582911732, 3582911710, 3582911781, 3582911786, 3582911917, 3582911935, 3582911943, 3582911951, 3582911959, 3582911929, 3582911920, 3582911907, 3582911903, 3582911789]",heath,,,,,,,Pteridium aquilinum,bracken,,,,,
,"POLYGON ((-0.2675467 51.4367705, -0.2672046 51.4366828, -0.2669575 51.4367432, -0.2668682 51.4367918, -0.2667295 51.4368274, -0.2666553 51.4368665, -0.2665166 51.436902, -0.2664444 51.4369565, -0.265437 51.4371366, -0.2655339 51.437216, -0.2656708 51.437274, -0.2659027 51.4373131, -0.266106 51.4373226, -0.2667485 51.4372717, -0.2670355 51.43712, -0.2672464 51.4370264, -0.2675467 51.4367705))",,,"[3582911909, 3582911895, 3582911906, 3582911912, 3582911915, 3582911922, 3582911924, 3582911937, 3582911969, 3582911973, 3582911975, 3582911977, 3582911978, 3582911974, 3582911962, 3582911947, 3582911909]",heath,,,,,,,Pteridium aquilinum,bracken,,,,,
,"POLYGON ((-0.2852803 51.425394, -0.2852949 51.4252719, -0.2852789 51.4250104, -0.2852772 51.4246687, -0.2853185 51.4246829, -0.2853206 51.4247564, -0.2854777 51.4249355, -0.2856781 51.4247113, -0.2858434 51.4247267, -0.285986 51.4252666, -0.2855355 51.425983, -0.285457 51.4259508, -0.2854095 51.4259109, -0.2853723 51.42584, -0.285302 51.4258091, -0.2851594 51.4257897, -0.2852007 51.4255759, -0.2852803 51.425394))",,,"[3582910357, 3582910351, 3582910342, 3582910323, 3582910325, 3582910331, 3582910340, 3582910327, 3582910329, 3582910349, 3582910391, 3582910388, 3582910384, 3582910376, 3582910370, 3582910369, 3582910361, 3582910357]",heath,,,,,,,Pteridium aquilinum,bracken,,,,,
,"POLYGON ((-0.2852202 51.424707, -0.2851969 51.4246633, -0.2850054 51.4246077, -0.2848301 51.4246432, -0.2846518 51.4247298, -0.2846416 51.424922, -0.2846577 51.4251434, -0.2846591 51.4252555, -0.2846854 51.425333, -0.2846869 51.4255033, -0.2847103 51.4257229, -0.2847614 51.4258286, -0.2847775 51.4259325, -0.2847731 51.4262914, -0.2845781 51.4266496, -0.284716 51.4266026, -0.2847914 51.4265463, -0.2847986 51.4264983, -0.2848743 51.4264226, -0.2849032 51.4262572, -0.2850583 51.4258166, -0.2850935 51.4257483, -0.2852071 51.4253733, -0.285234 51.4252689, -0.2852154 51.4250099, -0.2852202 51.424707))",,,"[3582910326, 3582910322, 3582910320, 3582910321, 3582910330, 3582910339, 3582910347, 3582910348, 3582910355, 3582910360, 3582910366, 3582910374, 3582910387, 3582911006, 3582911034, 3582911032, 3582911027, 3582911024, 3582911017, 3582911004, 3582910372, 3582910367, 3582910356, 3582910350, 3582910341, 3582910326]",heath,,,,,,,Pteridium aquilinum,bracken,,,,,
,"POLYGON ((-0.257092 51.4420507, -0.2565692 51.4432343, -0.2565061 51.4434662, -0.2567756 51.4435525, -0.2567815 51.4438211, -0.2565431 51.4437565, -0.2565441 51.4441547, -0.2566976 51.4452897, -0.2570095 51.445161, -0.2573627 51.4451153, -0.2576791 51.4449295, -0.2577353 51.4452063, -0.2572943 51.4452326, -0.2569797 51.445461, -0.2570186 51.4456248, -0.2568499 51.445742, -0.2570332 51.4461365, -0.2571937 51.4462756, -0.2575375 51.4462877, -0.2577029 51.4461705, -0.2576166 51.4460262, -0.2576996 51.4459684, -0.2578067 51.4460209, -0.2579461 51.4459785, -0.2579105 51.4457036, -0.2579234 51.4455318, -0.2580986 51.4452124, -0.2583691 51.4447199, -0.2583386 51.4445918, -0.2584229 51.4441209, -0.2594214 51.4421696, -0.258352 51.4419894, -0.257092 51.4420507))",,,"[3582911982, 3582911989, 4202369403, 4202369402, 4202369406, 4202369405, 4202369404, 3582912171, 3582912160, 3582912158, 3582912151, 3582912161, 3582912165, 3582912177, 3582912191, 3582912301, 3582912325, 3582912330, 3582912331, 3582912326, 3582912323, 3582912319, 3582912322, 3582912320, 3582912297, 3582912186, 3582912162, 3582912134, 3582912119, 3582912099, 3582911983, 3582911981, 3582911982]",heath,,,,,,,Pteridium aquilinum,bracken,,,,,
,"POLYGON ((-0.2601429 51.4455022, -0.2598432 51.4452535, -0.2597439 51.4457471, -0.2601429 51.4455022))",,,"[3582912181, 3582912168, 3582912302, 3582912181]",heath,,,,,,,Pteridium aquilinum,bracken,,,,,
,"POLYGON ((-0.2724526 51.4356207, -0.2721939 51.4355253, -0.2723779 51.4353675, -0.2724526 51.4356207))",,,"[3582911576, 3582911573, 3582911567, 3582911576]",heath,,,,,,,Pteridium aquilinum,bracken,,,,,
,"POLYGON ((-0.2728534 51.43532, -0.2729837 51.4353638, -0.2728792 51.4352432, -0.2728534 51.43532))",,,"[3582911560, 3582911565, 3582911554, 3582911560]",heath,,,,,,,Pteridium aquilinum,bracken,,,,,
,"POLYGON ((-0.2724872 51.4360337, -0.2723999 51.4361292, -0.2725331 51.4362319, -0.2724872 51.4360337))",,,"[3582911719, 3582911733, 3582911744, 3582911719]",heath,,,,,,,Pteridium aquilinum,bracken,,,,,
,"POLYGON ((-0.273096 51.4358684, -0.2729901 51.4358305, -0.2729811 51.4358602, -0.273096 51.4358684))",,,"[3582911700, 3582911590, 3582911697, 3582911700]",heath,,,,,,,Pteridium aquilinum,bracken,,,,,
,"POLYGON ((-0.2726616 51.4362604, -0.2726501 51.4362818, -0.2725957 51.4362505, -0.2725513 51.4360175, -0.2726616 51.4362604))",,,"[3582911748, 3582911751, 3582911746, 3582911718, 3582911748]",heath,,,,,,,Pteridium aquilinum,bracken,,,,,
,"POLYGON ((-0.2724538 51.4358734, -0.2721144 51.4358543, -0.2723755 51.4361006, -0.2724686 51.435973, -0.2724538 51.4358734))",,,"[3582911701, 3582911695, 3582911729, 3582911714, 3582911701]",heath,,,,,,,Pteridium aquilinum,bracken,,,,,
,"POLYGON ((-0.2726515 51.435736, -0.2726272 51.4358432, -0.2729353 51.4358558, -0.2729413 51.435827, -0.2726515 51.435736))",,,"[3582911581, 3582911693, 3582911696, 3582911589, 3582911581]",heath,,,,,,,Pteridium aquilinum,bracken,,,,,
,"POLYGON ((-0.2729939 51.4358203, -0.2731408 51.4358744, -0.2734531 51.4359031, -0.2730973 51.4355895, -0.2729939 51.4358203))",,,"[3582911588, 3582911702, 3582911708, 3582911575, 3582911588]",heath,,,,,,,Pteridium aquilinum,bracken,,,,,
,"POLYGON ((-0.2729085 51.4351999, -0.2730517 51.4353338, -0.2731018 51.4350061, -0.2729872 51.4351025, -0.2729085 51.4351999))",,,"[3582911551, 3582911563, 3582911545, 3582911547, 3582911551]",heath,,,,,,,Pteridium aquilinum,bracken,,,,,
,"POLYGON ((-0.2724532 51.4356557, -0.2724589 51.4358486, -0.272171 51.4358343, -0.2721982 51.4355584, -0.2724532 51.4356557))",,,"[3582911578, 3582911694, 3582911592, 3582911574, 3582911578]",heath,,,,,,,Pteridium aquilinum,bracken,,,,,
,"POLYGON ((-0.2731973 51.4347226, -0.2731658 51.4347672, -0.2730254 51.4347708, -0.2732746 51.4344244, -0.2731973 51.4347226))",,,"[3582911535, 3582911536, 3582911537, 3582911533, 3582911535]",heath,,,,,,,Pteridium aquilinum,bracken,,,,,
,"POLYGON ((-0.2626756 51.444803, -0.2625467 51.4449128, -0.2627014 51.4452288, -0.2630165 51.4450761, -0.2626756 51.444803))",,,"[3582912143, 3582912148, 3582912164, 3582912154, 3582912143]",heath,,,,,,,Pteridium aquilinum,bracken,,,,,
,"POLYGON ((-0.2739348 51.4361147, -0.2743043 51.436495, -0.27486 51.4363031, -0.2741783 51.4361084, -0.2739348 51.4361147))",,,"[3582911731, 3582911775, 3582911752, 3582911730, 3582911731]",heath,,,,,,,Pteridium aquilinum,bracken,,,,,
,"POLYGON ((-0.2724924 51.4352191, -0.2726443 51.4352718, -0.2727445 51.4352968, -0.2724423 51.4350272, -0.2724924 51.4352191))",,,"[3582911552, 3582911556, 3582911559, 3582911546, 3582911552]",heath,,,,,,,Pteridium aquilinum,bracken,,,,,
,"POLYGON ((-0.2729384 51.4357998, -0.2726611 51.4356975, -0.2728118 51.4353623, -0.2730596 51.4355168, -0.2729384 51.4357998))",,,"[3582911587, 3582911580, 3582911564, 3582911572, 3582911587]",heath,,,,,,,Pteridium aquilinum,bracken,,,,,
,"POLYGON ((-0.2886717 51.4309584, -0.2889685 51.4311028, -0.2893839 51.4314636, -0.2896525 51.4316053, -0.2899945 51.4317636, -0.290141 51.4312542, -0.2901238 51.4309851, -0.2897889 51.430408, -0.2898064 51.4301566, -0.2896515 51.4298396, -0.2892472 51.4293818, -0.2890394 51.4287341, -0.288934 51.4285705, -0.2888629 51.4283873, -0.2888319 51.4281116, -0.2886914 51.4279377, -0.288617 51.4277354, -0.2882518 51.427431, -0.2880284 51.4269882, -0.2879963 51.4267058, -0.2878501 51.4264288, -0.2877245 51.4263414, -0.2876836 51.4262138, -0.287557 51.4260543, -0.2876022 51.4258702, -0.2874947 51.4256821, -0.2873273 51.4253097, -0.2872033 51.42511, -0.2871227 51.4249167, -0.2870442 51.4247853, -0.2869849 51.4246057, -0.286569 51.4246401, -0.2863422 51.4248969, -0.286462 51.4254196, -0.2865654 51.425647, -0.287489 51.4270704, -0.2881007 51.4282434, -0.2883925 51.4294117, -0.2886736 51.4307122, -0.288646 51.4308968, -0.2886717 51.4309584))",,,"[3582911271, 3582911275, 3582911289, 3582911495, 3322150655, 3322150653, 3582911274, 3582911261, 3582911255, 3582911246, 3582911227, 3582911213, 3582911207, 3582911204, 3582911088, 3582911073, 3582911064, 3582911048, 3582911041, 3582911037, 3582911018, 3582911010, 3582911002, 3582910996, 3582910382, 3582910365, 3582910354, 3582910345, 3582910338, 3582910334, 3582910319, 3322150624, 3322150625, 3322150628, 3322150630, 3322150633, 3322150637, 3322150642, 3322150647, 3582911268, 3582911271]",heath,,,,,,,Pteridium aquilinum,bracken,,,,,
,"POLYGON ((-0.2584459 51.4448024, -0.2584 51.444814, -0.2581765 51.4452383, -0.2580333 51.4455472, -0.2580104 51.4457114, -0.2580361 51.4459435, -0.2580734 51.4462006, -0.2580992 51.446413, -0.2580109 51.4466453, -0.2577904 51.4469381, -0.2578563 51.4470505, -0.2580138 51.4470791, -0.2580023 51.447138, -0.2580682 51.4472184, -0.2581341 51.4472469, -0.2582401 51.4472487, -0.2583174 51.4473058, -0.2582974 51.4474665, -0.2582945 51.4475504, -0.2583833 51.4475683, -0.2584635 51.4473808, -0.2586583 51.4472755, -0.2586784 51.4471898, -0.2585896 51.4470505, -0.2587156 51.4468791, -0.2589047 51.446781, -0.2588617 51.4466703, -0.2586268 51.4465417, -0.2589333 51.4465078, -0.2587328 51.4463061, -0.2590336 51.4461722, -0.2591482 51.4461025, -0.2590651 51.4460115, -0.2589505 51.4459204, -0.2589677 51.4457955, -0.2591883 51.445774, -0.2593 51.445874, -0.2593515 51.4458812, -0.2592857 51.4457562, -0.2589362 51.4454688, -0.2586125 51.4451224, -0.2584459 51.4448024))",,,"[3582912142, 3582912144, 3582912166, 3582912188, 3582912298, 3582912318, 3582912328, 3582912335, 3582912340, 3582912346, 3582912348, 3582912350, 3582912351, 3582912353, 3582912354, 3582912355, 3582912357, 3582912359, 3582912360, 3582912361, 3582912358, 3582912356, 3582912352, 3582912349, 3582912345, 3582912343, 3582912341, 3582912338, 3582912336, 3582912332, 3582912327, 3582912324, 3582912321, 3582912317, 3582912308, 3582912306, 3582912311, 3582912313, 3582912303, 3582912179, 3582912159, 3582912142]",heath,,,,,,,Pteridium aquilinum,bracken,,,,,
,"POLYGON ((-0.2900358 51.4293921, -0.2899469 51.4291409, -0.2898489 51.4287947, -0.2896801 51.428341, -0.2894497 51.4278591, -0.289172 51.4273794, -0.2890777 51.4271542, -0.2887202 51.4265206, -0.2882484 51.4258463, -0.288096 51.4255861, -0.2878002 51.4253926, -0.2877288 51.4250183, -0.2875739 51.4246113, -0.2870332 51.4245937, -0.287093 51.424781, -0.2871671 51.4248974, -0.2872493 51.4250947, -0.2873662 51.4253042, -0.2875211 51.4256231, -0.2876701 51.4258618, -0.2876263 51.4260531, -0.2878121 51.4263125, -0.2879039 51.426383, -0.2880734 51.4266891, -0.2881202 51.4269916, -0.2883423 51.4274107, -0.2887005 51.4277484, -0.2887748 51.4279263, -0.2889238 51.4281322, -0.2889209 51.4283618, -0.2889865 51.4285358, -0.2890992 51.4287281, -0.2892365 51.4291636, -0.2893785 51.4294193, -0.2897158 51.4298122, -0.2897713 51.4299853, -0.2898912 51.4301384, -0.2898853 51.4303843, -0.2901389 51.430908, -0.290138 51.4306807, -0.2900347 51.430159, -0.2900465 51.4299663, -0.2900289 51.4297732, -0.2900406 51.4296201, -0.2900358 51.4293921))",,,"[3322150641, 3322150640, 3322150639, 3322150638, 3322150636, 3322150635, 3322150634, 3322150632, 3322150631, 3322150629, 3322150627, 3322150626, 3322150623, 3322150622, 3582910332, 3582910336, 3582910343, 3582910352, 3582910362, 3582910380, 3582910995, 3582911008, 3582911012, 3582911035, 3582911042, 3582911047, 3582911065, 3582911071, 3582911090, 3582911202, 3582911206, 3582911211, 3582911223, 3582911228, 3582911243, 3582911251, 3582911253, 3582911259, 3582911269, 3582911266, 3582911257, 3582911248, 3582911241, 3582911236, 3322150641]",heath,,,,,,,Pteridium aquilinum,bracken,,,,,
,"POLYGON ((-0.2652241 51.4369828, -0.2653907 51.4369183, -0.2655453 51.4368102, -0.2658221 51.4365723, -0.2659229 51.4365245, -0.2662717 51.4361708, -0.2664618 51.4359954, -0.2666537 51.4358319, -0.2666727 51.4357655, -0.2668818 51.4354871, -0.2669749 51.4353899, -0.2673817 51.4351518, -0.2669521 51.4352241, -0.2666233 51.4352963, -0.2664142 51.4353651, -0.2660322 51.4354492, -0.265616 51.4356376, -0.2652092 51.4357786, -0.2648424 51.4358983, -0.264544 51.4359729, -0.2642152 51.4360369, -0.2638749 51.4360677, -0.2634264 51.4360807, -0.2631109 51.4360689, -0.2627193 51.4360416, -0.2622985 51.4360468, -0.2620066 51.4360938, -0.2617443 51.4361672, -0.2616017 51.4362276, -0.2613493 51.4363177, -0.2611687 51.4363924, -0.2609369 51.436435, -0.2607297 51.4364848, -0.2606689 51.4365594, -0.2606993 51.4366803, -0.2607354 51.4368071, -0.2608684 51.436909, -0.261106 51.4369611, -0.2617123 51.4370227, -0.2624631 51.437095, -0.263459 51.4371222, -0.2639703 51.4371305, -0.2642953 51.4370701, -0.2645139 51.4369943, -0.2647534 51.436935, -0.2650003 51.4369291, -0.265124 51.4369457, -0.2652241 51.4369828))",,,"[3582911940, 3582911930, 3582911914, 3582911784, 3582911776, 3582911739, 3582911717, 3582911591, 3582911585, 3582911570, 3582911568, 3582911549, 3582911553, 3582911558, 3582911566, 3582911569, 3582911577, 3582911586, 3582911705, 3582911713, 3582911720, 3582911723, 3582911726, 3582911724, 3582911721, 3582911722, 3582911728, 3582911737, 3582911743, 3582911756, 3582911763, 3582911772, 3582911774, 3582911783, 3582911893, 3582911913, 3582911928, 3582911938, 3582911944, 3582911958, 3582911964, 3582911968, 3582911955, 3582911942, 3582911932, 3582911931, 3582911933, 3582911940]",heath,,,,,,,Pteridium aquilinum,bracken,,,,,
,"POLYGON ((-0.2726831 51.4362229, -0.2727275 51.4362166, -0.2729339 51.4359003, -0.272602 51.4358817, -0.2725986 51.4359782, -0.2726831 51.4362229))",,,"[3582911742, 3582911740, 3582911706, 3582911703, 3582911715, 3582911742]",heath,,,,,,,Pteridium aquilinum,bracken,,,,,
,"POLYGON ((-0.2624094 51.4447601, -0.2625154 51.4448761, -0.2626128 51.4447949, -0.2626257 51.4447583, -0.2625827 51.4447235, -0.2624094 51.4447601))",,,"[3582912139, 3582912146, 3582912141, 3582912138, 3582912135, 3582912139]",heath,,,,,,,Pteridium aquilinum,bracken,,,,,
,"POLYGON ((-0.2729199 51.4351195, -0.2731033 51.434957, -0.2731734 51.4348204, -0.2730503 51.4348329, -0.2729987 51.4348641, -0.2729199 51.4351195))",,,"[3582911548, 3582911542, 3582911539, 3582911540, 3582911541, 3582911548]",heath,,,,,,,Pteridium aquilinum,bracken,,,,,
,"POLYGON ((-0.2625462 51.4446924, -0.2624065 51.4446008, -0.2623376 51.4446065, -0.2623133 51.4446469, -0.2623796 51.4447306, -0.2625462 51.4446924))",,,"[3582912130, 3582912122, 3582912123, 3582912125, 3582912136, 3582912130]",heath,,,,,,,Pteridium aquilinum,bracken,,,,,
,"POLYGON ((-0.2727645 51.4353248, -0.2726371 51.4352945, -0.2724924 51.4352454, -0.2725888 51.4356709, -0.2727073 51.4354989, -0.2727645 51.4353248))",,,"[3582911561, 3582911557, 3582911555, 3582911579, 3582911571, 3582911561]",heath,,,,,,,Pteridium aquilinum,bracken,,,,,
,"POLYGON ((-0.2618451 51.4455026, -0.2618653 51.4455152, -0.2623413 51.4453624, -0.2626553 51.4452413, -0.2625135 51.4449357, -0.2618451 51.4455026))",,,"[3582912182, 3582912185, 3582912173, 3582912167, 3582912152, 3582912182]",heath,,,,,,,Pteridium aquilinum,bracken,,,,,
,"POLYGON ((-0.2630053 51.4445464, -0.262979 51.4445186, -0.2628048 51.4445048, -0.2627366 51.4446539, -0.2628169 51.4446537, -0.2630053 51.4445464))",,,"[3582912114, 3582912112, 3582912108, 3582912128, 3582912127, 3582912114]",heath,,,,,,,Pteridium aquilinum,bracken,,,,,
,"POLYGON ((-0.2903076 51.4314861, -0.2902094 51.4314325, -0.2901721 51.4313008, -0.2900472 51.4317921, -0.2904741 51.4319815, -0.2903614 51.4316942, -0.2903076 51.4314861))",,,"[3322150656, 3582911287, 3582911282, 3582911504, 3582911510, 3582911501, 3322150656]",heath,,,,,,,Pteridium aquilinum,bracken,,,,,
,"POLYGON ((-0.2737307 51.4370908, -0.2732243 51.437111, -0.2732121 51.4370403, -0.2730177 51.4367031, -0.2735686 51.4367132, -0.2737165 51.4369077, -0.2737307 51.4370908))",,,"[3582911957, 3582911961, 3582911950, 3582911901, 3582911904, 3582911927, 3582911957]",heath,,,,,,,Pteridium aquilinum,bracken,,,,,
