created_by,geometry,barrier,foot,source,access,description,landuse,highway,fixme,wheelchair,surface,name,operator,leaf_cycle,leaf_type,natural,opening_hours,note,nodes,sport,contact:website,wikidata,source:name,wikipedia,addr:city,addr:postcode,addr:street,leisure,old_name,alt_name,dog,private,landuse_2,operator:type,operator:wikidata,website,postal_code,lit,email,phone,public,not:name,area,golf:course,name:ga,addr:housenumber,source:alt_name,fhrs:id,source:addr,access:note,wheelchair:description,url,club,survey:date,owner,historic:leisure,name:en,name:zh,building,addr:housename,golf,pets_allowed,addr:country,addr:suburb,landcover,source:geometry,fence_type,level,mtb,amenity,community_centre,community_centre:for,facebook,ways,type,maxspeed,designation
,"POLYGON ((0.0746146 51.5695687, 0.0758592 51.5685684, 0.0729195 51.5671146, 0.0716964 51.5678082, 0.0732912 51.5687717, 0.0733466 51.5688051, 0.0745523 51.5695312, 0.0746146 51.5695687))",,,,,,recreation_ground,,,,,,,,,,,,"[25582550, 25582549, 25582548, 25582547, 4972068727, 4972068616, 4972068721, 25582550]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((0.0718001 51.5701365, 0.0712672 51.5710225, 0.0713745 51.5713692, 0.0725118 51.5716226, 0.0728336 51.5713292, 0.0733247 51.5707386, 0.0739095 51.5700931, 0.0738207 51.5700089, 0.072383 51.5693153, 0.0718001 51.5701365))",,,,,,recreation_ground,,,,,,,,,,,,"[25582520, 25582521, 25582513, 25582514, 25582515, 25582516, 25582517, 25582518, 25582519, 25582520]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((0.1122514 51.5679282, 0.1121398 51.5681342, 0.1113997 51.568231, 0.1116214 51.5694361, 0.113544 51.5692289, 0.1131631 51.568049, 0.1122514 51.5679282))",,,,,,recreation_ground,,,,,,,,,,,,"[25582835, 4504037580, 4504037581, 25582838, 25582837, 25582836, 25582835]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((0.119311 51.5662476, 0.1210088 51.5666861, 0.1227467 51.5668989, 0.1234523 51.565594, 0.1212283 51.5650288, 0.1210073 51.5654955, 0.1206447 51.5658606, 0.1189568 51.5655093, 0.118677 51.5650814, 0.1187925 51.5647914, 0.1183137 51.5646717, 0.1181737 51.5651272, 0.118697 51.5661388, 0.118796 51.5662343, 0.119311 51.5662476))",,,,,,recreation_ground,,,,,,,,,,,,"[25582920, 25582921, 25582922, 25582923, 280532204, 25582925, 25582926, 25582927, 7946007322, 25582929, 25582931, 25582933, 183445660, 25582919, 25582920]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((0.1218099 51.5840453, 0.1221479 51.5838152, 0.1222936 51.5835174, 0.1224652 51.5833974, 0.1222552 51.5822858, 0.1195174 51.5825123, 0.1199139 51.58431, 0.1218099 51.5840453))",,,,,,recreation_ground,,,,,,,,,,,,"[25583132, 6817396826, 25583131, 25583130, 25583129, 25583128, 25583181, 25583132]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.3714806 51.5531039, -0.3712795 51.5532023, -0.371283 51.5534079, -0.3708664 51.5534218, -0.3694314 51.5538252, -0.3686697 51.5539272, -0.3684908 51.5540815, -0.3682834 51.5541945, -0.3682298 51.5541377, -0.3674555 51.5542068, -0.367123 51.5542547, -0.3667152 51.5543135, -0.3662621 51.5542258, -0.3653826 51.5539514, -0.3648371 51.5537667, -0.3650955 51.5535039, -0.3655733 51.5532185, -0.3659965 51.5530572, -0.366362 51.5529731, -0.3669796 51.5529435, -0.3696219 51.5530521, -0.3712333 51.5521474, -0.3718696 51.5528104, -0.3717499 51.5530877, -0.3714806 51.5531039))",,,,,,recreation_ground,,,,,Northolt Recreation Ground,,,,,,,"[25628806, 2320000351, 2320000349, 2320000348, 25628804, 25628803, 25628802, 2322077055, 25628801, 25628800, 6130918739, 25628795, 25628793, 25628792, 25628791, 25628790, 25628789, 25628788, 1333401040, 25628787, 25628785, 25628784, 25628783, 2320000350, 25628806]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((0.0518051 51.6170899, 0.0500456 51.6167035, 0.0495091 51.6163837, 0.0477067 51.6166635, 0.0480715 51.6174363, 0.0531784 51.6184355, 0.0536934 51.6173031, 0.0525132 51.6170632, 0.0518051 51.6170899))",,,yahoo,,,recreation_ground,,,,,,,,,,,,"[25643898, 25643897, 25643896, 25643895, 25643894, 25643901, 25643900, 25643899, 25643898]",rugby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((0.0799644 51.5923164, 0.0785448 51.5918289, 0.078416 51.5922453, 0.0777294 51.5923418, 0.0772948 51.5927259, 0.0768067 51.5929636, 0.0772219 51.5932992, 0.0780071 51.5937034, 0.0799644 51.5923164))",,,,,,recreation_ground,,,,,,,,,,,,"[25645180, 25645181, 325955498, 25645182, 25645183, 25645177, 25645178, 25645179, 25645180]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.4278166 51.5099414, -0.4260257 51.5098471, -0.4257409 51.509777, -0.4259589 51.5094225, -0.4254159 51.5092883, -0.4257483 51.508782, -0.4265804 51.5074257, -0.4295373 51.508423, -0.4289238 51.5099802, -0.4278166 51.5099414))",,,,,,recreation_ground,,,,,,,,,,,,"[25670320, 293805814, 4611743572, 25670314, 25670309, 2466285289, 25670307, 25670303, 25670299, 25670320]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.03076 51.4370289, -0.0311954 51.4370993, -0.0312102 51.4369872, -0.0313907 51.4370056, -0.0313668 51.4371623, -0.0322026 51.4373099, -0.0330488 51.4373852, -0.0330817 51.4373935, -0.0331072 51.4374065, -0.0331219 51.4374203, -0.033126 51.437424, -0.0331076 51.4374796, -0.0328517 51.4379724, -0.0322984 51.4388949, -0.0317412 51.438778, -0.0313872 51.438719, -0.0303914 51.4386301, -0.030168 51.4385875, -0.0304411 51.4376587, -0.0305115 51.4376677, -0.03076 51.4370289))",,,,,,recreation_ground,,,,,,,,,,,,"[21597571, 8396953209, 8396953210, 2385849499, 21597799, 8395482820, 8395482819, 8395482818, 8395482817, 8395463716, 8395463715, 21597798, 2385849505, 21597797, 2385849510, 2385849509, 2385849507, 21597807, 21597565, 8396953211, 21597571]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.03076 51.4370289, -0.0305115 51.4376677, -0.0304411 51.4376587, -0.0301909 51.4376301, -0.0291744 51.437544, -0.0289169 51.4375223, -0.0282427 51.4374779, -0.0285071 51.4365548, -0.0285517 51.436366, -0.0295672 51.4363745, -0.0295091 51.4366688, -0.0300339 51.4367004, -0.0306938 51.4367586, -0.03076 51.4370289))",,,,,,recreation_ground,,,,,,,,,,,,"[21597571, 8396953211, 21597565, 8397023867, 8397023871, 8397023855, 21597566, 2385849489, 21597567, 21597568, 21597569, 2385849494, 21597570, 21597571]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.0285526 51.4363468, -0.0286394 51.4359084, -0.0287845 51.4351763, -0.0293892 51.4351727, -0.0304163 51.4352608, -0.0305168 51.4352625, -0.0305691 51.4352579, -0.0306208 51.4352617, -0.0306188 51.4352918, -0.030925 51.4353273, -0.0308742 51.4356665, -0.0309609 51.4356725, -0.0308744 51.4364645, -0.0307421 51.4364572, -0.0300914 51.4363867, -0.0295672 51.4363745, -0.0285526 51.4363468))",,,,,,recreation_ground,,,,,,,,,,,,"[21597803, 6363534570, 21597573, 21597577, 8395463673, 8395463669, 8395463670, 8395463671, 8395463672, 21597576, 21597574, 21597805, 21597572, 8395463666, 2385849491, 21597568, 21597803]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JOSM,"POLYGON ((0.1027671 51.5773575, 0.1025096 51.5780376, 0.1031104 51.5783976, 0.1027027 51.5788643, 0.1065007 51.5807978, 0.1077453 51.5806111, 0.1066938 51.579131, 0.1063934 51.5783843, 0.1063934 51.5773175, 0.1067368 51.5764774, 0.1042321 51.5765859, 0.1040923 51.5756064, 0.1033316 51.5756589, 0.1032139 51.5753595, 0.1012865 51.5755039, 0.1013509 51.5758106, 0.1011578 51.5771708, 0.1027671 51.5773575))",,,yahoo,,,recreation_ground,,,,,,,,,,,,"[25735368, 25735369, 25735370, 25735354, 25735355, 25735356, 25735357, 25735358, 25735359, 25735360, 25735361, 25735362, 25735363, 25735364, 25735365, 25735366, 25735367, 25735368]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((0.2466837 51.6073907, 0.2473629 51.6066737, 0.2466408 51.6064863, 0.246668 51.605889, 0.2453534 51.6056269, 0.2447739 51.6064846, 0.2444735 51.6076306, 0.2452889 51.6076706, 0.245997 51.6074441, 0.2462545 51.607524, 0.2466837 51.6073907))",,,yahoo,,,recreation_ground,,,,,,,,,,,,"[25872224, 25879309, 25879176, 25879175, 36475529, 25872219, 25872220, 25872221, 25872222, 25872223, 25872224]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((0.2325689 51.6059836, 0.2302998 51.6052486, 0.229956 51.6057219, 0.2294442 51.6063983, 0.2298584 51.6067663, 0.2305631 51.6070741, 0.2314487 51.607046, 0.2320281 51.6066862, 0.2325689 51.6059836))",,,yahoo,,,recreation_ground,,,,,,,,,,,,"[25879274, 25879335, 3101057305, 25879333, 3101057328, 3101057555, 25879339, 25879273, 25879274]",cricket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((0.2071187 51.5919738, 0.2070838 51.5925586, 0.2066866 51.5929836, 0.2080169 51.592717, 0.2099481 51.5924637, 0.2095248 51.5913663, 0.208519 51.5904988, 0.2069862 51.5907176, 0.2071187 51.5919738))",,,yahoo,,,recreation_ground,,,,,Gidea Park Sports Ground,,,,,,,"[25894028, 25894027, 25894021, 25894022, 25894023, 25894024, 25894025, 25894026, 25894028]",cricket,,Q5559526,,en:Gidea Park Sports Ground,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((0.1453779 51.5756008, 0.1438156 51.5754941, 0.1439873 51.5769337, 0.144153 51.5769272, 0.1455751 51.5769266, 0.1453779 51.5756008))",,,yahoo,,,recreation_ground,,,,,,,,,,,,"[25895739, 25895740, 25895741, 25895743, 25895738, 25895739]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((0.1417342 51.577771, 0.1422131 51.5778946, 0.1442662 51.5784244, 0.1447161 51.5785046, 0.1458112 51.5786378, 0.1456911 51.5774926, 0.1441535 51.5774809, 0.1417342 51.5775043, 0.1417342 51.577771))",,,yahoo,,,recreation_ground,,,,,,,,,,,,"[25895736, 3803437951, 25895735, 331963312, 25895734, 25895733, 331963277, 25895737, 25895736]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((0.1542869 51.5708363, 0.1542226 51.5703295, 0.1497594 51.5699161, 0.1496521 51.5701961, 0.1493302 51.5703428, 0.1492033 51.5715162, 0.1490246 51.5730333, 0.1521841 51.5733836, 0.1525918 51.5719433, 0.1536003 51.5719966, 0.1542869 51.5708363))",,,yahoo,,,recreation_ground,,,,,Westlands Playing Field,,,,,,,"[25895729, 25895728, 25895727, 25895726, 25895725, 331963471, 25895724, 25895732, 25895731, 25895730, 25895729]",,,,OS_OpenData_StreetView,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((0.112856 51.4438839, 0.1114127 51.4438868, 0.1113744 51.4439483, 0.1112563 51.4443972, 0.1109634 51.4452764, 0.1141794 51.4457955, 0.1141959 51.445753, 0.1143269 51.445773, 0.1140218 51.446545, 0.1151149 51.4467187, 0.1162069 51.4469037, 0.116265 51.4468793, 0.1163354 51.4466665, 0.1166366 51.4457567, 0.1169209 51.4448979, 0.1168545 51.4448689, 0.114988 51.4444055, 0.1138916 51.4441421, 0.1129573 51.4439101, 0.112856 51.4438839))",,,,,,recreation_ground,,,,,Penhill Park,,,,,,,"[33455282, 33455281, 9623731291, 9623731290, 26152858, 26152775, 9300845084, 9300845083, 26152856, 9300845086, 9207811104, 26152855, 9207837845, 9207837844, 33455283, 9207811103, 8832007477, 9267013927, 8832007480, 33455282]",,,,,,Sidcup,DA15 9JE,Ramillies Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.4376604 51.4947416, -0.4368235 51.4946514, -0.436212 51.4945946, -0.4346295 51.4944777, -0.4334654 51.4943642, -0.4325964 51.4944777, -0.4318883 51.4948652, -0.431384 51.4952759, -0.4316737 51.4953494, -0.4317327 51.4952726, -0.432355 51.4953461, -0.4329826 51.4954463, -0.4329611 51.4955264, -0.4339567 51.4956605, -0.4343988 51.4957201, -0.4362442 51.4959973, -0.4369922 51.4960977, -0.4370649 51.4961075, -0.4373331 51.4954262, -0.4376604 51.4947416))",,,,,,recreation_ground,,,,,,,,,,,,"[26198877, 26198867, 26198865, 26198862, 26198848, 26198849, 26198850, 26198851, 26198852, 26198853, 26198854, 26198855, 26198856, 3257257572, 26198857, 26198860, 3257257569, 26198874, 26198878, 26198877]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.1891818 51.640236, -0.1928887 51.6400545, -0.1960108 51.641014, -0.1955524 51.6414296, -0.1952371 51.6418189, -0.1951982 51.6418729, -0.1951887 51.6418864, -0.1951149 51.6418619, -0.195014 51.6418294, -0.1949325 51.6417962, -0.1947401 51.6417794, -0.1946321 51.6418034, -0.1944685 51.6418788, -0.1942632 51.6418645, -0.1941493 51.6418291, -0.1939857 51.6417543, -0.1937714 51.6417208, -0.1936802 51.6417564, -0.1934857 51.6417443, -0.1934099 51.6416912, -0.19342 51.6415775, -0.1932187 51.6415281, -0.1928942 51.6415051, -0.1928652 51.6415675, -0.1929263 51.6416336, -0.1929532 51.6417111, -0.1928166 51.6417448, -0.19272 51.641712, -0.1925891 51.6417018, -0.1925078 51.6417286, -0.1923119 51.641736, -0.1921697 51.6416372, -0.1920906 51.6415204, -0.192202 51.6414713, -0.1919392 51.6412664, -0.1917139 51.6413691, -0.1913794 51.6412656, -0.1911419 51.6412635, -0.191043 51.641287, -0.1907095 51.6412236, -0.1904529 51.6411818, -0.1902723 51.6411347, -0.190126 51.6410606, -0.190008 51.6409718, -0.1898417 51.6408987, -0.1897478 51.6407975, -0.1896656 51.6406408, -0.1895501 51.64056, -0.189374 51.6404866, -0.1891711 51.6403363, -0.1891818 51.640236))",,,,,,recreation_ground,,,,,King George V Playing Fields,,,,,,,"[21596413, 26411947, 26411948, 2087799987, 2087799979, 2087799960, 5426133642, 21596386, 2087799957, 2087799996, 2087799964, 2087799981, 21596387, 2087799983, 21596388, 2087799947, 2087799969, 2087799993, 2087799950, 21596389, 21596390, 2087800000, 21596391, 2087799975, 21596392, 2087799952, 2087799962, 2087799948, 21596393, 2087799945, 21596394, 2087799998, 2087799958, 2087800002, 2087799956, 21596395, 21596396, 2087799951, 21596397, 2087799991, 2087799949, 2087799989, 21596398, 2087799955, 21596411, 2087799953, 21596412, 2087799946, 2087799973, 2087799985, 21596413]",,,Q6411659,,"en:King George V Playing Fields, Totteridge",,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.1769543 51.3892166, -0.1767651 51.3890994, -0.1759996 51.38866, -0.1755085 51.3889779, -0.1765649 51.3895123, -0.1769543 51.3892166))",,,,,,recreation_ground,,,,,,,,,,,,"[26561320, 26561321, 26561323, 26561327, 26561330, 26561320]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.483578 51.5413517, -0.4851924 51.5412277, -0.4852307 51.541318, -0.4853468 51.5418352, -0.4853877 51.5419801, -0.4854072 51.5421249, -0.4853709 51.5422305, -0.4853008 51.5423444, -0.485256 51.5425433, -0.4852128 51.5430924, -0.4853013 51.5435013, -0.4852162 51.5435845, -0.4850659 51.5434564, -0.4846798 51.5436326, -0.4841167 51.5438675, -0.4839093 51.5439562, -0.483752 51.5437317, -0.4834175 51.5434036, -0.4833384 51.5432113, -0.4832108 51.5429811, -0.483084 51.542709, -0.4829851 51.5425538, -0.482907 51.5424072, -0.4828221 51.5422119, -0.482592 51.5415406, -0.4826517 51.5415129, -0.483578 51.5413517))",,,,,,recreation_ground,,,,,Rockingham Recreation Ground,,,,,,,"[26604127, 26975370, 26604128, 26975371, 5543086137, 26975373, 26975374, 26975372, 26604129, 26975375, 26604123, 602261448, 602261450, 26975366, 1399784974, 26604124, 9016820343, 26975367, 9016806841, 26604125, 9016806842, 9016806843, 26975368, 9016806844, 26604126, 26975369, 26604127]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.4752702 51.5407254, -0.4751606 51.5404051, -0.4766268 51.5402122, -0.4766999 51.5402022, -0.4770926 51.5401482, -0.4773244 51.540782, -0.4769439 51.5408503, -0.4753919 51.5410338, -0.4752702 51.5407254))",,,,,,recreation_ground,,,,,,,,,,,,"[4783212835, 26604133, 26972946, 7947925583, 26604134, 26604130, 26972947, 26604131, 4783212835]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.2243557 51.4613391, -0.2243713 51.4620245, -0.2249291 51.4620536, -0.2254411 51.4620629, -0.2254109 51.461435, -0.2243557 51.4613391))",,,,,,recreation_ground,,,,,Putney Lawn Tennis Club,,,,,,,"[26607840, 26607823, 2296749628, 26607830, 26607836, 26607840]",tennis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.3417641 51.5741978, -0.3415972 51.5739618, -0.3416663 51.5736568, -0.3420648 51.573359, -0.3423586 51.5731411, -0.3425513 51.5728986, -0.3427156 51.5727095, -0.3431626 51.5728281, -0.343497 51.5729067, -0.3436858 51.5729899, -0.3437265 51.5730928, -0.343754 51.5732181, -0.343715 51.5735647, -0.3435654 51.5739331, -0.34348 51.5741499, -0.3433664 51.5743441, -0.3432281 51.5744923, -0.3430187 51.574474, -0.3426964 51.5744165, -0.3421382 51.5743129, -0.3417641 51.5741978))",,,,,,recreation_ground,,,,,Bessborough Ground,,,,,,,"[26814502, 26814501, 26814500, 26814499, 26814498, 26814497, 342552732, 26814496, 26814495, 1937208640, 26814493, 1937208648, 26814512, 26814510, 26814509, 312915346, 26814507, 26814506, 26814505, 26814503, 26814502]",cricket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.3489939 51.5748729, -0.3454982 51.5742277, -0.3449818 51.5738563, -0.3445638 51.5737767, -0.3440083 51.5736753, -0.3439915 51.5736523, -0.3439368 51.573653, -0.3440705 51.5733017, -0.3442217 51.5730997, -0.3443106 51.5730225, -0.3444136 51.5729502, -0.3447625 51.5727511, -0.3448845 51.5726539, -0.3449799 51.5725259, -0.3450714 51.5723446, -0.3455309 51.5724442, -0.3456682 51.5724299, -0.3457693 51.5724122, -0.3459733 51.5723351, -0.3462002 51.5722356, -0.3465377 51.5720673, -0.3465777 51.57204, -0.3462765 51.5719061, -0.346593 51.5717307, -0.3467226 51.5716324, -0.3468441 51.5716034, -0.3469941 51.5714521, -0.3470612 51.5714745, -0.3472562 51.5712706, -0.3480551 51.5716302, -0.3483053 51.5717532, -0.3486733 51.5719689, -0.3491053 51.5722676, -0.3512211 51.573667, -0.3508435 51.5738997, -0.350568 51.5740874, -0.3503914 51.57426, -0.3501706 51.5742146, -0.3500539 51.5743845, -0.3493847 51.574631, -0.3490536 51.5747561, -0.3489939 51.5748729))",,,,,,recreation_ground,,,,,Philathletic Ground,,,,,,,"[26814519, 26814521, 26814522, 3364718535, 3364718534, 3364718533, 26814524, 332131540, 26814525, 3364718532, 3364718531, 3364718530, 26814526, 3364718529, 26814527, 3364718528, 26814529, 3364718527, 3364718526, 26814530, 3364718525, 26814531, 3364718523, 3364718521, 3364718517, 26814533, 3364718510, 2912808783, 26814534, 32146862, 3364718522, 26814535, 582202717, 26814536, 582203308, 26814538, 26814514, 32146809, 26814516, 26814518, 582202759, 26814519]",multi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((0.0603175 51.4379586, 0.0621597 51.4377727, 0.0622064 51.4367363, 0.0622671 51.4362443, 0.0621642 51.4362408, 0.0620025 51.4363813, 0.0619586 51.4364105, 0.06177 51.4362774, 0.061738 51.4362548, 0.06166 51.4362996, 0.0614335 51.4364168, 0.0612186 51.4365281, 0.0597121 51.4371424, 0.0603175 51.4379586))",,,,,,recreation_ground,,,,,,,,,,,,"[26849583, 5915716479, 5915716478, 5915716477, 8725221449, 8725221448, 8725221447, 8731009248, 8725198590, 5915716480, 26849586, 26849587, 26849588, 26849583]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((0.0598264 51.4335065, 0.0596054 51.4339542, 0.0595598 51.4340282, 0.0595505 51.43405, 0.0595044 51.4341165, 0.0594485 51.4341651, 0.0593456 51.4342471, 0.059312 51.4342715, 0.0592979 51.4342766, 0.059162 51.4343263, 0.0590748 51.4343791, 0.0589281 51.4344248, 0.0587336 51.4344696, 0.0584916 51.4345076, 0.0560698 51.4347856, 0.0553451 51.434887, 0.0551255 51.4349145, 0.0548533 51.4349049, 0.0546688 51.4348626, 0.0544788 51.434789, 0.0542334 51.4349507, 0.0540654 51.4350667, 0.0537712 51.4351122, 0.0529653 51.4352368, 0.0529179 51.4352386, 0.053047 51.4355249, 0.0532196 51.4358859, 0.0532814 51.4360123, 0.0534039 51.4362555, 0.0534323 51.4362899, 0.0535985 51.4365099, 0.0536053 51.4365171, 0.0536914 51.4366084, 0.0543087 51.4373104, 0.0547522 51.4372055, 0.0549948 51.4375887, 0.0553507 51.437508, 0.0551242 51.437135, 0.0566621 51.4368135, 0.0570562 51.4367311, 0.0571035 51.4368146, 0.0572417 51.4371072, 0.0580515 51.4368926, 0.058441 51.4367641, 0.0589778 51.4365786, 0.0587149 51.4363384, 0.0587635 51.436167, 0.0601868 51.4355721, 0.0603236 51.4353776, 0.0620397 51.434663, 0.0623195 51.4339488, 0.061267 51.4337709, 0.0608603 51.433676, 0.0611827 51.4330366, 0.0611231 51.4329846, 0.060801 51.4328332, 0.0604656 51.432724, 0.0602374 51.4327118, 0.060129 51.4327583, 0.0600872 51.4328542, 0.0600355 51.4329727, 0.059975 51.4331114, 0.059925 51.4332627, 0.0601485 51.4332868, 0.0602668 51.4332443, 0.060397 51.4332781, 0.060346 51.433345, 0.0603104 51.4334211, 0.060163 51.4333993, 0.0601025 51.4335527, 0.0600171 51.4335386, 0.059922 51.4335224, 0.0598264 51.4335065))",,,,,,recreation_ground,,,,,Coldharbour Playing Fields,,,,,,,"[26849615, 26849614, 9519236891, 9519236890, 9519236896, 9519236892, 9519236893, 9519236894, 26849613, 9519236895, 5123210014, 5123210015, 26849612, 5123210016, 5123210828, 26849611, 4068375912, 26849610, 4068375944, 26849609, 9518748190, 26849608, 9518748195, 9467653449, 26849607, 9519170477, 9519170478, 9519170479, 26849606, 9518772888, 26849605, 9518772887, 26849604, 33456375, 5123210874, 5123210873, 5123210872, 5123210871, 33456376, 5123210870, 33456377, 5123210869, 5065275320, 5123210875, 33456353, 5123210876, 33456354, 26849596, 26849597, 26849618, 26849617, 26849616, 6019165385, 6019165386, 6019165394, 6019165395, 6019165396, 6019165393, 6019165392, 9519236853, 9519236852, 9519236832, 6019165390, 6019165391, 6019165389, 6019165388, 9519236849, 6019165387, 6019165084, 6019165076, 9519236887, 9519236889, 26849615]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.2326267 51.6403074, -0.2291612 51.6403606, -0.2282278 51.6403806, -0.2278845 51.6395816, -0.2277234 51.6387419, -0.2278833 51.6387329, -0.2286943 51.6386271, -0.2299457 51.638645, -0.2308149 51.6386558, -0.2320795 51.6386827, -0.2323906 51.6386228, -0.232602 51.6384569, -0.2327232 51.6386894, -0.2326267 51.6403074))",,,,,,recreation_ground,,,,,Old Elizabethans (Barnet) Memorial Playing Fields,,,,,,,"[27000115, 27000116, 1203826102, 1203826103, 1203832777, 27000117, 1203826104, 1647246915, 1647246850, 1203826105, 1203826106, 1203826107, 27000118, 27000115]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.0385052 51.4508388, -0.038192 51.4508831, -0.0384862 51.4522486, -0.0384328 51.452424, -0.0383178 51.452544, -0.0366539 51.4521001, -0.0366565 51.4520669, -0.0366629 51.4520382, -0.0366555 51.452002, -0.0364668 51.4513602, -0.0364471 51.4513134, -0.0364071 51.4512821, -0.0363557 51.4512632, -0.036294 51.4512479, -0.0362711 51.450918, -0.0357009 51.4509253, -0.0357054 51.4508931, -0.0348769 51.4505587, -0.0361387 51.4490303, -0.036181 51.4490132, -0.0365564 51.4490296, -0.0372205 51.4490918, -0.0372814 51.4492101, -0.0374015 51.4493348, -0.0381174 51.4500047, -0.0384174 51.450313, -0.0387429 51.4506308, -0.0387395 51.4508909, -0.0386965 51.4508925, -0.0385052 51.4508388))",,,,private,,recreation_ground,,,,,Kings College Sports Ground,,,,,,,"[27012435, 7211827180, 7211827181, 27012445, 27012436, 2847087242, 7211827168, 7211827167, 7211827166, 7211827173, 7211827172, 7211827171, 7211827169, 7211827170, 2847087241, 7211827174, 27012437, 27012438, 27012439, 7211827176, 7211827175, 27012440, 3888577752, 27022166, 27012443, 7211827178, 7211827179, 27012444, 7211827177, 27012435]",,,,,,,,,,Guy's Hospital Athletic Ground,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
