created_by,geometry,barrier,foot,source,access,description,landuse,highway,fixme,wheelchair,surface,name,operator,leaf_cycle,leaf_type,natural,opening_hours,note,nodes,sport,contact:website,wikidata,source:name,wikipedia,addr:city,addr:postcode,addr:street,leisure,old_name,alt_name,dog,private,landuse_2,operator:type,operator:wikidata,website,postal_code,lit,email,phone,public,not:name,area,golf:course,name:ga,addr:housenumber,source:alt_name,fhrs:id,source:addr,access:note,wheelchair:description,url,club,survey:date,owner,historic:leisure,name:en,name:zh,building,addr:housename,golf,pets_allowed,addr:country,addr:suburb,landcover,source:geometry,fence_type,level,mtb,amenity,community_centre,community_centre:for,facebook,ways,type,maxspeed,designation
,"POLYGON ((-0.0916907 51.4486562, -0.0920668 51.4484642, -0.0927857 51.4481399, -0.0931429 51.4480076, -0.0944321 51.4476167, -0.0941295 51.4472538, -0.094237 51.4472193, -0.0943227 51.4471917, -0.094631 51.44756, -0.0953573 51.4473339, -0.0955365 51.4472578, -0.0972623 51.4488521, -0.0967956 51.4492499, -0.0952409 51.4502297, -0.0935941 51.4492393, -0.0916907 51.4486562))",,,,,,recreation_ground,,,,,Dulwich Sports Club,,,,,,,"[421961229, 4879770452, 4879770451, 421961234, 4879770462, 4879770461, 4879770466, 4879770460, 4879770459, 421961238, 4879770457, 2002467113, 2002467073, 2002467134, 2002467150, 421961229]",,,,,,,,,,,,,,,,,http://www.dulwichsports.co.uk/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.0829075 51.4342492, -0.0826505 51.4342916, -0.0826015 51.4343008, -0.0811656 51.4345363, -0.0812483 51.4346873, -0.0812945 51.4348147, -0.081345 51.434942, -0.0814109 51.4350153, -0.0817548 51.4353972, -0.0819505 51.4356168, -0.0820725 51.4357497, -0.0821099 51.4357916, -0.0821147 51.4358009, -0.0822588 51.4359586, -0.0824271 51.4361431, -0.0827988 51.4365886, -0.0828775 51.4367059, -0.082987 51.4368775, -0.0830638 51.4369945, -0.0831327 51.4371006, -0.0831363 51.4371061, -0.0831899 51.4370634, -0.0832092 51.43702, -0.0832883 51.4369833, -0.0836656 51.4366482, -0.0838513 51.4364795, -0.0841087 51.4362425, -0.0843138 51.4360375, -0.0844853 51.4358601, -0.0845281 51.435809, -0.0846547 51.4356797, -0.0848361 51.4354859, -0.0849387 51.4353866, -0.0847941 51.4352659, -0.0843209 51.4349849, -0.0835748 51.4345669, -0.0834269 51.4344877, -0.0832533 51.4344048, -0.0829075 51.4342492))",,,,,,recreation_ground,,,,,Mary Datchelor Fields,,,,,,,"[2004108279, 10007241323, 10007241324, 2004108280, 10007241321, 10007241322, 10007241320, 10007241319, 10007220615, 10007220614, 10007220608, 10007220609, 10007220610, 10007220607, 10007220603, 10007220612, 10007220613, 10007220600, 10007220596, 421971961, 2004108373, 10007220595, 2004108370, 10007220594, 10007241337, 10007241336, 10007241335, 10007241334, 10007241333, 10007241332, 10007241331, 10007241330, 2004108301, 10007241329, 10007241325, 10007241326, 10007241328, 10007241327, 2004108279]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.08803 51.4440342, -0.0899786 51.4446167, -0.0898485 51.4453081, -0.0886898 51.4476785, -0.0885188 51.4476028, -0.0883585 51.4475432, -0.0870657 51.4470507, -0.0864799 51.4468628, -0.0868823 51.4462175, -0.0870968 51.4457996, -0.0872363 51.4454117, -0.0872481 51.4453723, -0.08803 51.4440342))",,,,,,recreation_ground,,,,,,,,,,,,"[2008244336, 2008244331, 2008244334, 2008244329, 10006316807, 10006316806, 2008244322, 2008244318, 2008244325, 2008244327, 2008244320, 2008244319, 2008244336]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.0747672 51.4431512, -0.0750565 51.443075, -0.0755477 51.4440104, -0.0748895 51.4441121, -0.0745109 51.4437127, -0.075041 51.4435941, -0.0747672 51.4431512))",,,,,,recreation_ground,,,,,Southwark Sports Bowls Club,,,,,,,"[2010330048, 2010330027, 2010330145, 2010330147, 2010330134, 2010330129, 2010330048]",,,,,,,SE21 7EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((0.0622036 51.4402058, 0.0633881 51.4423856, 0.0633972 51.443047, 0.062614 51.4429292, 0.0625089 51.4431656, 0.0624799 51.4432353, 0.0628561 51.4433006, 0.0628289 51.4433761, 0.0626827 51.4435035, 0.0625929 51.4437107, 0.062176 51.4443735, 0.0602673 51.4440102, 0.0617693 51.4414958, 0.0622036 51.4402058))",,,,,,recreation_ground,,,,,,,,,,,,"[418307769, 418307770, 418307776, 2015209539, 2497722673, 9356051502, 9356051501, 418307777, 9356051499, 9356051498, 418307778, 34816653, 34816652, 418307769]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((0.0674275 51.4398025, 0.0665263 51.4397892, 0.065963 51.4396888, 0.0659818 51.4396533, 0.066009 51.4395961, 0.0660368 51.4395309, 0.0659626 51.4395176, 0.0654259 51.4395719, 0.0654003 51.4394684, 0.064597 51.4395275, 0.063692 51.4396173, 0.0639019 51.440906, 0.0644833 51.4408096, 0.0648675 51.4408149, 0.0652371 51.4408305, 0.0656091 51.4409036, 0.0659812 51.4410274, 0.0674329 51.4401804, 0.0674275 51.4398025))",,,,,,recreation_ground,,,,,,,,,,,,"[2015209551, 2015209387, 2015209435, 6018747833, 6018747850, 8736605243, 6018747821, 8736605242, 2015209364, 8736605241, 2015209497, 2015209536, 8736605240, 8736605239, 2015209636, 8736605244, 2015209558, 2015209534, 2015209551]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((0.0778591 51.4448802, 0.0741585 51.443949, 0.0735569 51.4448, 0.0730526 51.4446529, 0.0723554 51.445788, 0.0750239 51.4463002, 0.0761087 51.4466462, 0.0768088 51.4468067, 0.0778119 51.4451487, 0.0778591 51.4448802))",,,,,,recreation_ground,,,,,,,,,,,,"[2015209493, 2015209461, 2015209517, 2015209380, 2015209498, 9603175879, 2015209654, 2015209595, 5063073468, 2015209493]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((0.0714031 51.4420365, 0.0699673 51.4419193, 0.0695036 51.4422378, 0.0680406 51.4420026, 0.0679753 51.441959, 0.0679591 51.4419444, 0.0679111 51.441901, 0.0681327 51.4418195, 0.0683274 51.4417265, 0.0685667 51.4416021, 0.0688819 51.4413782, 0.069145 51.4411573, 0.0693127 51.4410094, 0.0693331 51.4409904, 0.0693558 51.4409707, 0.0695265 51.4408164, 0.0699324 51.4403623, 0.0704283 51.4404949, 0.0707137 51.4401322, 0.0714053 51.4399884, 0.0716859 51.4407139, 0.0714031 51.4420365))",,,,,,recreation_ground,,,,,,,,,,,,"[2015209468, 2015209438, 2015209351, 3564316150, 418307755, 9658896203, 3564316148, 3564316153, 3564316154, 3564316155, 3564316149, 418307758, 418307760, 9658896204, 3564316147, 3564316145, 418307763, 2015209507, 2015209400, 2015209678, 2015209624, 2015209468]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((0.0794861 51.4451982, 0.0798011 51.4442249, 0.0796079 51.4441714, 0.0798157 51.4434939, 0.078879 51.4433089, 0.0795967 51.4421212, 0.0790898 51.4417493, 0.0786746 51.4415867, 0.0783143 51.4413821, 0.078147 51.4413183, 0.0780699 51.4412907, 0.0779713 51.4412515, 0.0779168 51.4412298, 0.0778968 51.4412218, 0.0777909 51.4411796, 0.0778159 51.4411557, 0.0776747 51.4410994, 0.0775681 51.441057, 0.0773077 51.4409533, 0.0772043 51.4409121, 0.0770935 51.440868, 0.076998 51.44083, 0.076864 51.4408977, 0.0766973 51.4407706, 0.0766038 51.4408387, 0.0761623 51.4407305, 0.0749355 51.4427436, 0.0744463 51.4426396, 0.0742051 51.4433761, 0.074377 51.4434201, 0.0742558 51.4436038, 0.074047 51.4439205, 0.0741585 51.443949, 0.0778591 51.4448802, 0.0794861 51.4451982))",,,,,,recreation_ground,,,,,,,,,,,,"[2015209416, 2015209441, 2015209631, 2015209443, 416334801, 2015209648, 2015209458, 10314217724, 9641693232, 9641693230, 9641693229, 9641693249, 9641693263, 9641693262, 9641693228, 7141312151, 9641693313, 9641693312, 9641700327, 9641700332, 9641700337, 7149135804, 7149135803, 9641693223, 9641693222, 2015209670, 416334800, 2015209485, 2015209475, 8962614473, 9613087249, 2015209591, 2015209461, 2015209493, 2015209416]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((0.0794861 51.4451982, 0.0798011 51.4442249, 0.0796079 51.4441714, 0.0798157 51.4434939, 0.0805151 51.4435992, 0.0806886 51.4435863, 0.0808691 51.4437663, 0.0815992 51.4455074, 0.0813769 51.4454961, 0.0804952 51.4453954, 0.0794861 51.4451982))",,,,,,recreation_ground,,,,,,,,,,,,"[2015209416, 2015209441, 2015209631, 2015209443, 6154582783, 2015209653, 6154586792, 2015209637, 5123247946, 5123247945, 2015209416]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((0.0821402 51.4152007, 0.0813677 51.4150134, 0.0809 51.4160719, 0.0817754 51.416191, 0.0821402 51.4152007))",,,,,,recreation_ground,,,,,,,,,,,,"[2015295885, 2015295897, 2015295868, 2015295874, 2015295885]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((0.0823119 51.4152141, 0.0837812 51.4155688, 0.0847575 51.4158096, 0.0862703 51.4160371, 0.0885432 51.4163881, 0.0875685 51.4193558, 0.0863346 51.4196435, 0.0854549 51.4196636, 0.0850043 51.4199848, 0.0844571 51.4201788, 0.0836524 51.4201989, 0.0822153 51.4205468, 0.0820518 51.4201558, 0.081487 51.4200046, 0.0814643 51.4198911, 0.0817782 51.4197624, 0.0819342 51.4190778, 0.0818269 51.4182482, 0.0813441 51.4179806, 0.0823119 51.4152141))",,,,,,recreation_ground,,,,,,,,,,,,"[2015295873, 2015295867, 2015295888, 2015295864, 2015295869, 2015295848, 2015295901, 2015295899, 2015295871, 2015295894, 2015295859, 2015295860, 2015295851, 2854095504, 2015295862, 2854095505, 2015295861, 2015295898, 2015295881, 2015295873]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((0.087204 51.4221938, 0.0871902 51.4220292, 0.0874203 51.4220016, 0.0877205 51.4218909, 0.0878873 51.4222726, 0.0881096 51.4222414, 0.0882431 51.4224151, 0.0880939 51.422591, 0.0880519 51.4226404, 0.0879745 51.4226587, 0.0879973 51.422769, 0.0874296 51.4228307, 0.0874129 51.4228566, 0.0872385 51.4228897, 0.0872288 51.4228562, 0.0869947 51.4228861, 0.0868779 51.422249, 0.087204 51.4221938))",,,,,,recreation_ground,,,,,,,,,,,,"[2015295903, 9560393236, 9560393235, 9560393234, 9560393233, 9560393232, 9560393231, 9560401340, 9560393287, 9560393230, 9560393229, 9560393228, 2015295878, 2015295849, 9560393225, 2015295847, 9560393237, 2015295903]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((0.0790288 51.4310827, 0.079061 51.428688, 0.0839463 51.4282681, 0.0844781 51.4285311, 0.0837168 51.4293503, 0.0828692 51.4300259, 0.081357 51.4305276, 0.0790288 51.4310827))",,,,,,recreation_ground,,,,,,,,,,,,"[2015295884, 2015295853, 2015295845, 2546174440, 2015295896, 2015295891, 2015295858, 2015295884]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((0.0533806 51.3788154, 0.0535058 51.3786331, 0.0538915 51.3786746, 0.0542979 51.3787012, 0.0546273 51.3787376, 0.0552317 51.3786986, 0.0553486 51.3794258, 0.0555739 51.3800084, 0.0527855 51.3799307, 0.0532185 51.3791821, 0.0533806 51.3788154))",,,,,,recreation_ground,,,,,Scrubs Farm Sports Ground,,,,,,,"[3412568467, 3412568466, 3412568475, 3412568474, 2015350240, 2015350236, 2015350287, 2015350259, 2015350279, 3412568470, 3412568467]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.2191045 51.6235631, -0.2197456 51.6238201, -0.2200754 51.6238004, -0.2204167 51.6235226, -0.2208262 51.6234963, -0.2215573 51.6236242, -0.2216051 51.6236406, -0.2220401 51.6219359, -0.2204093 51.6214656, -0.2198635 51.6214581, -0.2191045 51.6235631))",,,,,I don't know who this belongs to now (formerly Nimrod Sports Field),recreation_ground,,,,,,,,,,,,"[2016338898, 2016338960, 2016338906, 2016338916, 2016338914, 2016338922, 2087637284, 5892473516, 2016338956, 9563434832, 2016338898]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.0012203 51.3404801, 0.0008081 51.3406143, 0.0014022 51.3388194, -0.000599 51.3386643, -0.0010667 51.3401565, -0.0012203 51.3404801))",,,,,,recreation_ground,,,,,,,,,,,,"[2021761077, 2021761083, 2021761069, 2021761064, 2021761075, 2021761077]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((0.0128639 51.3634329, 0.0127982 51.3633548, 0.0122353 51.3631126, 0.0120132 51.3629721, 0.0117474 51.3630443, 0.0112845 51.3634114, 0.0108342 51.3639738, 0.0102244 51.3652098, 0.0102369 51.3652488, 0.0121665 51.3645888, 0.0123291 51.3640968, 0.0128639 51.3634329))",,,,,,recreation_ground,,,,,,,,,,,,"[2022817981, 2022817978, 2022817973, 2022817969, 2022817972, 2022817980, 2022817999, 2022818023, 2022818025, 2022818017, 2022818008, 2022817981]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((0.0031472 51.3322814, 0.0027097 51.3324496, 0.0021713 51.332765, 0.0015185 51.3346526, 0.0032985 51.3348227, 0.0032866 51.3323775, 0.0031472 51.3322814))",,,,,,recreation_ground,,,,,,,,,,,,"[2022832282, 2022832287, 2022832293, 2022832316, 2022832318, 2022832284, 2022832282]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.2332944 51.3940932, -0.2332617 51.3940298, -0.2326874 51.3932215, -0.2326229 51.3931355, -0.2291744 51.3929599, -0.2271722 51.3928436, -0.2269374 51.3928338, -0.2265077 51.3932749, -0.2269476 51.3935092, -0.2270656 51.3939242, -0.227645 51.394607, -0.2281496 51.3950206, -0.2281841 51.3950488, -0.2285879 51.3949815, -0.2288273 51.3949416, -0.2292556 51.3947896, -0.229366 51.3948729, -0.2311313 51.394523, -0.2332944 51.3940932))",,,,,,recreation_ground,,,,,Old Blues Rugby Football Club,,,,,,,"[2031090773, 3353987639, 3353987640, 2031090772, 8871459464, 8871459463, 258888613, 2031090767, 2031090761, 2031090774, 2031090762, 6566448326, 2031090778, 6566448324, 6453203762, 6453203760, 6453203764, 36963317, 2031090773]",rugby_union,,,,,New Malden,KT3 6LX,Arthur Road,,,,,,,,,https://oldbluesrfc.rfu.club,,,,,,,,,,,,,,,,,,,,,,,,Dornan Fields,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.2333099 51.3958446, -0.2330596 51.3957162, -0.2322678 51.3953099, -0.2315083 51.3947682, -0.2311313 51.394523, -0.229366 51.3948729, -0.2292556 51.3947896, -0.2285866 51.3950531, -0.2283857 51.3951366, -0.2301485 51.3966243, -0.2308565 51.3963006, -0.2309275 51.3963566, -0.2307453 51.3964745, -0.2306862 51.3965415, -0.2315928 51.3970435, -0.2316311 51.3970619, -0.2333099 51.3958446))",,,,,,recreation_ground,,,,,King's College School Sports Ground,,,,,,,"[429171296, 36963299, 36963303, 36963304, 36963317, 6453203764, 6453203760, 6566448320, 2031090770, 2031090765, 2031090777, 6453225797, 2031546257, 2031090771, 2031546285, 2031090757, 429171296]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.2286857 51.3957567, -0.2276149 51.3963114, -0.2275781 51.3963302, -0.2274799 51.3963805, -0.2262878 51.3952798, -0.2267222 51.3950974, -0.2264465 51.3948554, -0.2273384 51.3944956, -0.2286857 51.3957567))",,,,,,recreation_ground,,,,,,,,,,,,"[1802542131, 8196619712, 1802542163, 2031090766, 2031090756, 2031090764, 2031090759, 2031090769, 1802542131]",soccer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.0023676 51.3332931, -0.0020918 51.3326354, -0.001886 51.3325274, -0.0001796 51.3327211, 0.0000043 51.3320888, 0.0003207 51.3321247, 0.0004091 51.3318207, 0.0008428 51.3318699, 0.0016401 51.3291958, -0.0002215 51.329026, -0.0004811 51.3292423, -0.0005364 51.3295968, -0.0008755 51.3307708, -0.0017406 51.3305049, -0.0025883 51.3310108, -0.0025122 51.331253, -0.0025883 51.3314173, -0.0032735 51.3315319, -0.0040693 51.3320897, -0.0053012 51.3326107, -0.0059203 51.3328622, -0.0062297 51.3330961, -0.0051734 51.3331962, -0.0050968 51.3328809, -0.0047973 51.3329093, -0.0047728 51.3328084, -0.0040086 51.3328808, -0.0040287 51.3329637, -0.0034889 51.3330149, -0.0035297 51.3331829, -0.0023676 51.3332931))",,,Bing,,,recreation_ground,,,,,,,,,,,,"[2034814984, 2034814968, 2034814965, 2034814969, 2034814956, 2034814960, 2034814949, 2034814950, 2034814875, 2034814863, 2034814880, 2034814893, 2034814920, 2034814917, 2034814927, 2034814930, 2034814939, 2034814944, 2034814957, 2034814967, 2034814972, 2034814980, 2034814982, 2034814974, 2034814975, 2034814971, 2034814973, 2034814976, 2034814979, 2034814981, 2034814984]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.0186491 51.3878533, -0.017827 51.3843529, -0.0177143 51.3836537, -0.0180173 51.3834822, -0.0228115 51.3870141, -0.0227277 51.38719, -0.0226361 51.3872538, -0.0224987 51.3875088, -0.0225868 51.3877507, -0.0224529 51.3879441, -0.0224741 51.3880563, -0.0226432 51.3881904, -0.0226925 51.3883311, -0.0223613 51.3883025, -0.0221711 51.3882387, -0.0220231 51.3881596, -0.0216355 51.3880145, -0.0212445 51.3879881, -0.0186491 51.3878533))",,,,,,recreation_ground,,,,,,,,,,,,"[2036225836, 2036225707, 2036225702, 2036225701, 2036225727, 2036225738, 2036225744, 2036225770, 2036225806, 2036225844, 2036225860, 2036225873, 2036225890, 2036225884, 2036225875, 2036225870, 2036225852, 2036225850, 2036225836]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.0156293 51.3857524, -0.0180598 51.3855162, -0.018567 51.3878518, -0.0179452 51.3878002, -0.0168072 51.387787, -0.016853 51.3871604, -0.0160039 51.387101, -0.0156293 51.3857524))",,,,,,recreation_ground,,,,,,,,,,,,"[2036225721, 2036225713, 2036225832, 2036225810, 2036225808, 2036225734, 2036225732, 2036225721]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.0232455 51.3920643, -0.0222589 51.3920535, -0.0223854 51.3913184, -0.022495 51.3902162, -0.0225972 51.3899239, -0.0227691 51.389798, -0.0233894 51.3898198, -0.0232455 51.3920643))",,,,,,recreation_ground,,,,,,,,,,,,"[2036226282, 2036226280, 2036226248, 2036226126, 2036226098, 2036226066, 2036226068, 2036226282]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.011445 51.3876509, -0.0119962 51.387613, -0.0147366 51.3878136, -0.015009 51.3879382, -0.0137763 51.3883719, -0.0135349 51.388401, -0.0140501 51.3900798, -0.0142749 51.3908756, -0.0133621 51.391443, -0.0117951 51.3889072, -0.0116891 51.3885298, -0.011445 51.3876509))",,,,,,recreation_ground,,,,,,,,,,,,"[2035087203, 2036225784, 2036225817, 2036225878, 2036225892, 2036226060, 2036226124, 2036226143, 2036226250, 6299717962, 6299717963, 2035087203]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((0.0236664 51.3928898, 0.0269094 51.3925794, 0.0279439 51.3931843, 0.0260152 51.3942071, 0.0250059 51.3938865, 0.0246537 51.3936582, 0.0237681 51.3933929, 0.0237273 51.3932696, 0.0236664 51.3928898))",,,Bing,,,recreation_ground,,,,,,,,,,,,"[2036271244, 2036271231, 2036271248, 2035087398, 2036271258, 6755729196, 2035087322, 2036271254, 2036271244]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((0.0218006 51.3895481, 0.0231728 51.3896571, 0.0236842 51.3898467, 0.0236437 51.3900079, 0.0238336 51.390575, 0.0233425 51.390872, 0.022907 51.390891, 0.0219298 51.3911627, 0.0217272 51.390763, 0.0218006 51.3895481))",,,,,,recreation_ground,,,,,,,,,,,,"[2036270817, 2036270824, 2036270849, 2036270876, 2036270978, 2036271035, 2036271043, 2036271076, 2036271012, 2036270817]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((0.0303761 51.3713386, 0.0307019 51.3708223, 0.0306232 51.3695751, 0.0273972 51.3697003, 0.0252168 51.3713476, 0.0252597 51.3714146, 0.0276765 51.3712001, 0.0281957 51.371057, 0.0291194 51.3709564, 0.0294202 51.3709944, 0.0298713 51.3712738, 0.0303761 51.3713386))",,,,,,recreation_ground,,,,,Park House Football Club Rugby Ground,,,,,,,"[2036502585, 2036502562, 2036502553, 2036502555, 2036502589, 2036502593, 2036502577, 2036502571, 2036502565, 2036502567, 2036502581, 2036502585]",rugby_union,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((0.022417 51.3731819, 0.0239368 51.3728089, 0.0240084 51.3729631, 0.0250431 51.3729073, 0.0257019 51.3729564, 0.0262569 51.3729229, 0.0266185 51.3729475, 0.0262961 51.375117, 0.0234099 51.375196, 0.0230808 51.3743869, 0.0213694 51.3746271, 0.0214035 51.3748164, 0.0208061 51.3750124, 0.0206997 51.3746995, 0.0212073 51.3745797, 0.0220884 51.3734481, 0.022417 51.3731819))",,,Bing,,,recreation_ground,,,,,Petts Wood Football Club,,,,,,,"[2036502693, 2036502645, 2036502677, 2036502669, 2036502675, 2036502671, 2036502673, 2036502778, 2036502796, 2036502749, 2036502760, 2036502764, 2036502768, 2036502763, 2036502755, 2036502707, 2036502693]",soccer,,,,,Bromley,BR2 7AA,Barnet Wood Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((0.0277522 51.3712665, 0.0281978 51.3711337, 0.0291142 51.3710199, 0.0293217 51.3710572, 0.0298078 51.3713449, 0.0303445 51.3713986, 0.0292061 51.373352, 0.028977 51.3734581, 0.0284614 51.3735162, 0.027774 51.3735766, 0.0274911 51.3734492, 0.0273515 51.3731206, 0.0274481 51.3728927, 0.0264385 51.372848, 0.025683 51.3728882, 0.0250636 51.3728368, 0.0245194 51.3728055, 0.0243618 51.3727451, 0.0242795 51.3725373, 0.0240826 51.3716946, 0.0240969 51.3714778, 0.0248917 51.3715091, 0.0256436 51.3714533, 0.0277522 51.3712665))",,,,,,recreation_ground,,,,,Warman Sports Club,,,,,,,"[2036502579, 2036502575, 2036502569, 2036502573, 2036502587, 2036502591, 2036502699, 2036502711, 2036502719, 2036502723, 2036502709, 2036502685, 2036502657, 2036502653, 2036502655, 2036502649, 2036502643, 2036502631, 2036502619, 2036502610, 2036502600, 2036502604, 2036502595, 2036502579]",rugby;tennis;cricket,,,,,Bromley,BR2 7AA,Barnet Wood Rd,,,,,,,,,http://warmansports.co.uk/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((0.0238043 51.3722392, 0.0239536 51.3727528, 0.0224287 51.3731335, 0.0221907 51.3727573, 0.0222337 51.3727415, 0.0221274 51.372585, 0.0233882 51.3721915, 0.0235021 51.372318, 0.0238043 51.3722392))",,,,,,recreation_ground,,,,,,,,,,,,"[2036502616, 2036502633, 2036502687, 2036502635, 2036502629, 2036502620, 2036502615, 2036502617, 2036502616]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((0.0163609 51.3730334, 0.0178888 51.3730825, 0.017992 51.3725918, 0.0184637 51.3726102, 0.01839 51.3732174, 0.0185062 51.3733177, 0.0189478 51.3733779, 0.0192675 51.3735977, 0.0197711 51.3726838, 0.0181379 51.3725315, 0.0181561 51.371856, 0.0169159 51.3718884, 0.0166407 51.372084, 0.0163719 51.3726293, 0.0163609 51.3730334))",,,Bing,,,recreation_ground,,,,,,,,,,,,"[2038139741, 2038139743, 2038139734, 2038139735, 2038139752, 2038141942, 2038141944, 2038139753, 2038139739, 2035087058, 2035087056, 2038139719, 2038139729, 2038139737, 2038139741]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((0.0244155 51.3775793, 0.0238652 51.3757117, 0.0210526 51.3761549, 0.0215818 51.3773072, 0.0216184 51.3781197, 0.0215197 51.3789511, 0.0221624 51.3789487, 0.0222858 51.3787991, 0.0224351 51.378747, 0.0227802 51.3787279, 0.0229615 51.3786495, 0.0229041 51.3785736, 0.0231751 51.378489, 0.0230796 51.3783416, 0.0233592 51.3782537, 0.0232672 51.3781594, 0.0234582 51.3780586, 0.023493 51.3780846, 0.0236545 51.3780033, 0.0237848 51.3779903, 0.0238193 51.3779648, 0.0243277 51.3775887, 0.0244155 51.3775793))",,,,,,recreation_ground,,,,,Hayes Primary School Playing-Field,,,,,,,"[2038139798, 2038139771, 2038139774, 2038139789, 2038139812, 2038139833, 2038139832, 2038139829, 2038139828, 2038139827, 2038139825, 2038139823, 2038139822, 2038139819, 2038139818, 2038139814, 2038139810, 2038139811, 2038139806, 2038139805, 6560975837, 2038139799, 2038139798]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((0.0164692 51.373588, 0.0168283 51.3736184, 0.016943 51.3731238, 0.0164651 51.3731036, 0.0161984 51.3742393, 0.0163274 51.3742422, 0.0164692 51.373588))",,,Bing,,,recreation_ground,,,,,,,,,,,,"[2038139760, 2038139738, 2038139751, 2038139749, 2038139758, 7061119422, 2038139760]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
