geometry,name,natural,source,nodes,operator,website,boundary,landcover,leisure,protection_title,url,surface,source:name,wikipedia,landuse,source:alt,managed,planting,building:levels,area,description,grassland,species,official_name,addr:city,addr:housename,addr:street,ways,type,wikidata
"POLYGON ((-0.3452708 51.4508622, -0.3452451 51.450812, -0.3452894 51.4507403, -0.3454486 51.450286, -0.3454902 51.4501492, -0.3455778 51.4498994, -0.3456061 51.4497037, -0.3457114 51.4493657, -0.3457521 51.4492637, -0.3458229 51.4492317, -0.3458008 51.4490067, -0.3457371 51.4489626, -0.3460512 51.4480279, -0.3460627 51.4480798, -0.3461122 51.4480902, -0.3461423 51.4480362, -0.3462308 51.4480715, -0.3461945 51.4481812, -0.3462423 51.4482457, -0.3461582 51.4483797, -0.3461025 51.4484867, -0.3461361 51.4485374, -0.3459937 51.4489538, -0.3460388 51.4490514, -0.3459662 51.4491423, -0.3459857 51.4491909, -0.3458981 51.4492769, -0.3459096 51.4493872, -0.3458326 51.4494429, -0.345899 51.4495377, -0.3458636 51.4495807, -0.345776 51.4496182, -0.3457601 51.4496651, -0.3458026 51.4497169, -0.3457212 51.4497577, -0.3456831 51.4498173, -0.3456937 51.4498597, -0.3456539 51.4499193, -0.3455716 51.4499524, -0.3455752 51.450018, -0.3456088 51.4500693, -0.3455752 51.4501795, -0.3455415 51.450195, -0.3454929 51.450201, -0.3454734 51.4502578, -0.3455353 51.450286, -0.3455522 51.4503361, -0.3455415 51.4504045, -0.3454955 51.450415, -0.3454371 51.4503654, -0.3454424 51.4504608, -0.3454 51.4504933, -0.3453867 51.450544, -0.3454725 51.4505865, -0.3454681 51.4506289, -0.3454407 51.4506769, -0.3453398 51.4507006, -0.3453575 51.4508032, -0.3453433 51.4508357, -0.3452708 51.4508622))",,grassland,,"[8027615774, 8027615775, 8027615776, 8027615777, 8027615778, 8027615779, 8027615780, 8027615781, 8027615782, 8027615783, 8027615784, 8027615785, 8027615786, 8027615787, 8027615788, 8027615789, 8027615790, 8027615791, 8027615792, 8027615793, 8027615794, 8027615795, 8027615796, 8027615797, 8027615798, 8027615799, 8027615800, 8027615801, 8027615802, 8027615803, 8027615804, 8027615805, 8027615806, 8027615807, 8027615808, 8027615809, 8027615810, 8027615811, 8027615812, 8027615813, 8027615814, 8027615815, 8027615816, 8027615817, 8027615818, 8027615819, 8027615820, 8027615821, 8027615822, 8027615823, 8027615824, 8027615825, 8027615826, 8027615827, 8027615828, 8027615829, 8027615830, 8027615831, 8027615832, 8027615774]",,,,,,,,,,,grass,,,,,,,,,,,,,,,
"POLYGON ((-0.3490357 51.4887185, -0.3488014 51.4886465, -0.3486381 51.4884873, -0.3486689 51.4861946, -0.3496024 51.4863021, -0.3497134 51.4858704, -0.3495439 51.4855788, -0.3501817 51.4853562, -0.3508164 51.4854732, -0.352816 51.4858186, -0.3535061 51.4859068, -0.3534876 51.4865918, -0.3531703 51.4869409, -0.3530193 51.4870676, -0.3521888 51.487235, -0.3508517 51.4876768, -0.3501396 51.4881028, -0.3490357 51.4887185))",,grassland,,"[8059870645, 8059870646, 8059870647, 8059870648, 8059870649, 8059870650, 8059870651, 8059870652, 8059870653, 8059870654, 8059870655, 8059870656, 8059870657, 8059870658, 2016619161, 5053594129, 2016619173, 8059870645]",,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-0.3660736 51.4847058, -0.3660417 51.4857747, -0.3662682 51.4858507, -0.3667832 51.4859389, -0.3671477 51.4859378, -0.3674786 51.4859014, -0.3675512 51.4859444, -0.3672238 51.4867587, -0.3666062 51.4880964, -0.3664735 51.4880557, -0.3663352 51.4880521, -0.3657773 51.4878316, -0.3657344 51.4875777, -0.3652945 51.4871101, -0.3651443 51.4868429, -0.3647473 51.4866291, -0.3643825 51.4859476, -0.3642538 51.4858274, -0.3638354 51.4858808, -0.3635457 51.4860144, -0.3645113 51.4868228, -0.3654125 51.4877715, -0.3659275 51.4881256, -0.3663137 51.4881656, -0.3662923 51.4883527, -0.3660562 51.4882658, -0.3658524 51.4883393, -0.3651939 51.4885546, -0.3644348 51.4888045, -0.3640849 51.4887675, -0.3639777 51.4885609, -0.3634066 51.4882151, -0.3627677 51.4880149, -0.36236 51.4879568, -0.3623273 51.4876943, -0.361977 51.4874331, -0.3614443 51.4872414, -0.3613842 51.4870023, -0.3609754 51.4869394, -0.3607559 51.4868215, -0.3606409 51.4867356, -0.3607127 51.4866916, -0.3609117 51.4867627, -0.3611424 51.486579, -0.3611156 51.4864554, -0.3607937 51.4861581, -0.3603002 51.4859209, -0.3598174 51.485804, -0.3596895 51.4858552, -0.359411 51.4857868, -0.3591385 51.4858089, -0.3587758 51.4856777, -0.3583157 51.4854353, -0.3578007 51.4851356, -0.3576963 51.4851565, -0.3575512 51.4850728, -0.3576432 51.4848535, -0.3576361 51.4847278, -0.3574043 51.484665, -0.3572132 51.4847741, -0.3570787 51.4847378, -0.357061 51.4846595, -0.3569195 51.4846463, -0.3564948 51.484319, -0.3566275 51.4841868, -0.3568714 51.484106, -0.361193 51.4844799, -0.3624312 51.484415, -0.3658461 51.4845669, -0.3660736 51.4847058))",,grassland,,"[8059870676, 8059870677, 8059870678, 8059870679, 8059870680, 8059870681, 8059870682, 8059870683, 8059870684, 8059870685, 3115104026, 3115106838, 3115106836, 3115106854, 3115106857, 3115106834, 3115106849, 3115106856, 3115104027, 3115106831, 3115106852, 3115106858, 3115106842, 3115106850, 3115106865, 3115106855, 3115106859, 3115106862, 3115106869, 3307904270, 3307904269, 3307904268, 3307904266, 8059870686, 8059870687, 8059870688, 8059870689, 8059870690, 8059870691, 8059870692, 8059870693, 8059870694, 3115106847, 3115106832, 3115106837, 3115106867, 3115106835, 3115106841, 8059870695, 8059870696, 8059870697, 8059870698, 8059870699, 8059870700, 8059870701, 8059870702, 8059870703, 8059870704, 8059870705, 8059870706, 8059870707, 8059870708, 8059870709, 8059870710, 8059870711, 35351974, 8059870712, 7927644858, 7927644859, 8059870676]",,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((0.1692453 51.5288176, 0.1693446 51.5287967, 0.1692934 51.5287027, 0.1691941 51.5287236, 0.1692453 51.5288176))",,grassland,,"[8070595297, 8070595296, 8070595295, 8070595294, 8070595297]",,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((0.1695263 51.5287558, 0.1694985 51.5287041, 0.1694601 51.5286331, 0.1697965 51.5285614, 0.1697798 51.5286089, 0.1697315 51.528654, 0.1696578 51.5286974, 0.1695813 51.5287374, 0.1695263 51.5287558))",,grassland,,"[8070595308, 8070595306, 8070595309, 8066131037, 8070595301, 8070595300, 8070595299, 8070595298, 8070595308]",,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-0.0406463 51.5635631, -0.0406397 51.5635983, -0.0404237 51.5636562, -0.0403427 51.5635235, -0.0403599 51.5635049, -0.0403605 51.5634915, -0.0403544 51.5634731, -0.0403441 51.5634604, -0.0403838 51.5634481, -0.0401945 51.5632193, -0.0402587 51.5632006, -0.0403753 51.5633189, -0.0404047 51.5633109, -0.0405405 51.5633061, -0.0406596 51.5634926, -0.0406529 51.5635284, -0.0406463 51.5635631))",,grassland,,"[8146599330, 3755057548, 3755057549, 3754896494, 3754896491, 3754896490, 3754896489, 3754903577, 3754903576, 8146599331, 8146599332, 3754594778, 3754594777, 3754731069, 3754731070, 8146599333, 8146599330]",,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-0.0707055 51.4114635, -0.0699421 51.4118418, -0.0697977 51.4117157, -0.0705482 51.4113409, -0.0707055 51.4114635))",,grassland,,"[8172125403, 8172125404, 8172125405, 8172125406, 8172125403]",,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((0.0101143 51.4752291, 0.0100927 51.4752403, 0.0097224 51.4755821, 0.0096577 51.4756587, 0.009546 51.4757395, 0.0094282 51.4758433, 0.0092842 51.4759512, 0.0089208 51.4763009, 0.0084044 51.4767454, 0.0083917 51.4767627, 0.0083871 51.4767759, 0.008386 51.4767898, 0.0083898 51.4768018, 0.0083969 51.4768154, 0.0084048 51.4768224, 0.008408 51.4768253, 0.0084212 51.4768329, 0.0084374 51.4768402, 0.008457 51.4768459, 0.0084768 51.4768493, 0.0084972 51.4768506, 0.0085165 51.4768501, 0.0085407 51.4768479, 0.0085633 51.4768446, 0.0091873 51.476726, 0.0092781 51.4767087, 0.0093608 51.4766943, 0.009517 51.4766669, 0.0095605 51.476661, 0.009626 51.4766516, 0.0096814 51.4766455, 0.0097228 51.4766433, 0.0097713 51.4766429, 0.009833 51.4766443, 0.0099374 51.4766479, 0.0100781 51.476655, 0.0102292 51.4766645, 0.0111024 51.4767195, 0.0120988 51.4768025, 0.01411 51.4769949, 0.0141264 51.4769948, 0.0141366 51.4769906, 0.0141416 51.4769834, 0.0141443 51.4769755, 0.0141447 51.4769678, 0.0141434 51.4769579, 0.0141406 51.4769481, 0.0141358 51.4769384, 0.0141256 51.4769282, 0.0141126 51.4769192, 0.0134028 51.4764992, 0.0131185 51.4763335, 0.0127681 51.4761433, 0.0125212 51.4760245, 0.0122854 51.4759262, 0.0114029 51.4756153, 0.0103542 51.475256, 0.0102401 51.4752186, 0.0102153 51.4752125, 0.0101912 51.4752118, 0.0101628 51.4752147, 0.010138 51.4752205, 0.0101143 51.4752291))",The Dips,grassland,,"[8214125128, 8214093988, 8878564213, 8878564214, 8878564215, 8878564216, 8878573817, 9588130025, 8878564205, 8878564207, 8878573819, 8878564206, 8214125119, 8878573818, 9659667476, 8878564209, 8878564208, 8878564210, 3944010175, 8878564211, 8878564212, 3944010174, 8878573821, 8878573820, 9659667502, 8878573824, 8878573823, 8878573822, 3944010172, 8878573825, 8878573826, 3944010171, 8878573827, 3944010173, 3944010170, 8878573828, 9358724242, 3944010169, 3944010158, 3944010167, 8878573829, 8878564193, 8878564192, 8878564194, 8878564191, 8878573830, 8878573831, 8878564195, 8878564196, 3944010168, 3944010165, 8878564197, 8214125127, 8878564198, 8214093981, 8878564201, 8878564200, 8878564199, 8214093990, 8878564202, 8878564203, 8878564204, 8214125128]",,,,,,,,,,,,,,,,,,,,Vanbrugh Pits,,,,,,
"POLYGON ((0.0120829 51.4735177, 0.0120791 51.4735085, 0.0120748 51.4735037, 0.0120658 51.4735022, 0.0120547 51.4735039, 0.012045 51.4735085, 0.0119959 51.4735684, 0.0103453 51.4750399, 0.0103238 51.4750693, 0.010312 51.4751334, 0.0103212 51.4751383, 0.0103304 51.4751424, 0.0103401 51.4751459, 0.0122582 51.4758072, 0.0122725 51.4758125, 0.0122897 51.4758193, 0.0124677 51.4758892, 0.0126715 51.475975, 0.0128527 51.4760632, 0.0132866 51.4763009, 0.0133088 51.4763096, 0.013333 51.4763116, 0.0133592 51.4763054, 0.0133759 51.4762919, 0.0133818 51.4762724, 0.0133825 51.4762503, 0.0133106 51.4752455, 0.0133084 51.4752323, 0.013298 51.4752244, 0.0132794 51.4752179, 0.0132559 51.4752152, 0.0123285 51.4751586, 0.0122893 51.4751557, 0.0122655 51.4751499, 0.0122487 51.4751386, 0.012213 51.4750947, 0.0122044 51.4750147, 0.0121112 51.473892, 0.0121024 51.4737866, 0.0120829 51.4735177))",,grassland,,"[4771261297, 4771261293, 4771261290, 4771261289, 4771261291, 4771261294, 4762841795, 4771341718, 4771342224, 4771342249, 8948735467, 8948735469, 8948735468, 4771482145, 7056031133, 4771482146, 8986903689, 8214145439, 8214094010, 8937346782, 8937346786, 8937346785, 8937346784, 8214093997, 8937346783, 9688933018, 3944010160, 8937346788, 8937346789, 8937346790, 8937346787, 3944010164, 3944010163, 8937346791, 3944010161, 3944010162, 3944010159, 4771454509, 3944008548, 4771261297]",,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((0.0301373 51.6238589, 0.0303733 51.623747, 0.0302647 51.623573, 0.0300772 51.6236458, 0.0301373 51.6238589))",,grassland,,"[8255907333, 8255907334, 469772972, 8255907335, 8255907333]",,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-0.4605596 51.5303734, -0.4602794 51.5302799, -0.4603241 51.5300361, -0.4603927 51.5298367, -0.460503 51.5296423, -0.4606452 51.5294629, -0.4613056 51.5288393, -0.4613494 51.5288494, -0.4616793 51.5289259, -0.4617803 51.5289493, -0.4618255 51.5289587, -0.462247 51.5290477, -0.4616323 51.5294495, -0.4613292 51.529727, -0.4606738 51.5302455, -0.4605596 51.5303734))",,grassland,,"[571512142, 249186121, 249186122, 249186123, 249186124, 249186948, 8930875191, 8930876322, 8930876334, 571512126, 8930875215, 571512128, 9708725416, 571512140, 571512141, 571512142]",,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((0.1293178 51.6036164, 0.129144 51.6035564, 0.1293473 51.6033923, 0.1293666 51.6034649, 0.1294591 51.6035116, 0.1295069 51.6035091, 0.1293666 51.6035779, 0.1293178 51.6036164))",,grassland,,"[8270839500, 8270839501, 8270839502, 8270839503, 8270839504, 8270839505, 8270839506, 8270839500]",,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((0.1284376 51.6057665, 0.1284731 51.6058, 0.1284669 51.6058192, 0.1284515 51.6058259, 0.1283129 51.6058383, 0.1282897 51.6058775, 0.1282774 51.6059483, 0.1282666 51.6059579, 0.128165 51.6060029, 0.1281126 51.6060277, 0.1280602 51.6060928, 0.127994 51.6061167, 0.1278522 51.606154, 0.127806 51.6061234, 0.1281126 51.6059081, 0.1283922 51.605737, 0.1284376 51.6057665))",,grassland,,"[8273217824, 8273217825, 8273217826, 8273217827, 8273217828, 8273217829, 8273217830, 8273217831, 8273217832, 8273217833, 8273217834, 8273217835, 8273217836, 8273217837, 8273217838, 8270839528, 8273217824]",,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((0.127753 51.6061195, 0.1276426 51.6060664, 0.1273136 51.6062841, 0.1272541 51.6062494, 0.1272335 51.6062668, 0.1272362 51.606289, 0.1272984 51.6063358, 0.1273137 51.6063414, 0.1273368 51.6063032, 0.1274446 51.6062831, 0.1275232 51.6062438, 0.1275525 51.6062639, 0.1276699 51.6062395, 0.127753 51.6061195))",,grassland,,"[8273217839, 8273217840, 8273217841, 8299709711, 8299709712, 8299709713, 8299768080, 8299709710, 8273217842, 8299709709, 8273217843, 8299709708, 8273217844, 8273217839]",,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((0.1297137 51.6053432, 0.1299524 51.6052116, 0.129939 51.6051567, 0.1295072 51.6050334, 0.1295742 51.6050217, 0.13102 51.6053932, 0.1310924 51.6054532, 0.1311299 51.6055198, 0.1311326 51.6055648, 0.1311192 51.6056064, 0.1310924 51.6056564, 0.1310521 51.6056997, 0.1310012 51.6057214, 0.13091 51.605753, 0.1308054 51.6057597, 0.1306793 51.605753, 0.1297137 51.6053432))",,grassland,,"[8273217845, 8273217846, 8273217847, 8273217848, 8273217849, 8273217850, 8273217851, 8273217852, 8273217853, 8273217854, 8273217855, 8273217856, 8273217857, 8273217858, 8273217859, 8273217860, 8273217845]",,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((0.1322338 51.6055338, 0.1327446 51.605225, 0.1327527 51.6050334, 0.1320741 51.6052983, 0.1318005 51.6053566, 0.1316208 51.6053949, 0.1317094 51.6054738, 0.1318475 51.6054005, 0.1319374 51.6054772, 0.1322338 51.6055338))",,grassland,,"[8270839482, 8273217861, 8273217862, 8273217863, 8273217864, 8273217865, 8270839485, 8270839484, 8270839483, 8270839482]",,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((0.1331255 51.6050351, 0.1329512 51.6049534, 0.1333535 51.6047585, 0.1334369 51.6046937, 0.1335949 51.6048718, 0.1331255 51.6050351))",,grassland,,"[8273217867, 8273217866, 8273217868, 8273217869, 8273217870, 8273217867]",,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((0.1327419 51.6039672, 0.1329592 51.6037823, 0.133049 51.6038234, 0.1332813 51.6038616, 0.1337103 51.6040426, 0.1339382 51.6041388, 0.1340616 51.6042254, 0.134134 51.6042971, 0.1341581 51.6043787, 0.1341662 51.6044803, 0.1341206 51.6045936, 0.1340374 51.604472, 0.1337183 51.604547, 0.1336176 51.6045394, 0.1335449 51.604586, 0.1334609 51.6046397, 0.1334888 51.6045314, 0.1334469 51.6044409, 0.133332 51.6043454, 0.1327419 51.6039672))",,grassland,,"[8273217871, 8273217872, 8299756285, 8273217873, 8299756290, 8273217874, 8273217875, 8273217876, 8273217877, 8273217878, 8273217879, 8273217880, 8273217881, 8299756262, 8299756270, 8299756263, 8273217882, 8299756261, 8273217883, 8273217871]",,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((0.1321354 51.6036092, 0.1323266 51.6034419, 0.1323346 51.6034349, 0.1321029 51.6033415, 0.13192 51.6033087, 0.1317167 51.6033087, 0.1315988 51.6033264, 0.1314362 51.6033819, 0.1312329 51.6034526, 0.1310174 51.603647, 0.1305824 51.6039905, 0.130936 51.6041209, 0.1313955 51.6037127, 0.1315622 51.603647, 0.1317452 51.6035991, 0.131924 51.6035814, 0.1320461 51.6035885, 0.1321354 51.6036092))",,grassland,,"[8273217884, 8299740204, 8273217885, 8273217886, 8273217887, 8273217888, 8273217889, 8273217890, 8273217891, 8273217892, 8273217893, 8273217894, 8273217895, 8273217896, 8273217897, 8273217898, 8273217899, 8273217884]",,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((0.0394579 51.6086702, 0.039297 51.6087342, 0.0392369 51.6086609, 0.039312 51.6086263, 0.0393529 51.6085831, 0.0393956 51.6086196, 0.0394359 51.6086462, 0.0394579 51.6086702))",,grassland,,"[8281073937, 8281073938, 8281073939, 8281073940, 8281073941, 8281073942, 2299513565, 8281073937]",,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-0.0883192 51.5972904, -0.087498 51.5973308, -0.0877582 51.5970126, -0.0882785 51.5969874, -0.0883192 51.5972904))",,grassland,,"[8284487679, 8284487680, 8284487681, 8284487682, 8284487679]",,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-0.0893518 51.597149, -0.088807 51.5967955, -0.0885225 51.5969318, -0.0883761 51.5969924, -0.0884574 51.5973005, -0.0890591 51.5973207, -0.0893518 51.597149))",,grassland,,"[8284487683, 8284487684, 8284487685, 8284487686, 8284487687, 8284487688, 8284487683]",,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-0.0873272 51.5973611, -0.0874167 51.5969672, -0.0870508 51.596755, -0.0866198 51.5969419, -0.0866767 51.5973359, -0.0873272 51.5973611))",,grassland,,"[8284487689, 8284487690, 8284487691, 8284487692, 8284487693, 8284487689]",,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-0.0869451 51.5966843, -0.0869044 51.5963611, -0.0866361 51.5963712, -0.0866523 51.5968359, -0.0869451 51.5966843))",,grassland,,"[8284487694, 8284487695, 8284487696, 8284487697, 8284487694]",,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-0.0868556 51.5963106, -0.0872134 51.5956691, -0.0866198 51.5957095, -0.0866361 51.5963207, -0.0868556 51.5963106))",,grassland,,"[8284487698, 8284487699, 8284487700, 8284487701, 8284487698]",,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-0.0894331 51.5970884, -0.0898966 51.5968207, -0.0891242 51.5965934, -0.0888965 51.5967449, -0.0894331 51.5970884))",,grassland,,"[8284487702, 8284487703, 8284487704, 8284487705, 8284487702]",,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-0.0899923 51.5967507, -0.0891973 51.5965379, -0.0893681 51.5962348, -0.0899698 51.5962146, -0.0899923 51.5967507))",,grassland,,"[1862219096, 8284487706, 8284487707, 8284487708, 1862219096]",,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-0.089921 51.5961338, -0.089799 51.5955832, -0.0894006 51.5957398, -0.0894331 51.5961691, -0.089921 51.5961338))",,grassland,,"[8284487709, 8284487710, 8284487711, 8284487712, 8284487709]",,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-0.0897421 51.5954873, -0.0893762 51.595664, -0.0888802 51.5953054, -0.0890916 51.5947953, -0.0897421 51.5954873))",,grassland,,"[8284487713, 8284487714, 8284487715, 8284487716, 8284487713]",,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-0.0886363 51.5952044, -0.0888965 51.5948559, -0.0884655 51.5948054, -0.0878395 51.5950226, -0.0886363 51.5952044))",,grassland,,"[8284501117, 8284501118, 8284501119, 8284501120, 8284501117]",,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-0.0891973 51.5947296, -0.0898153 51.5954115, -0.0897746 51.5944568, -0.0891973 51.5947296))",,grassland,,"[8284501121, 8284501122, 8284501123, 8284501121]",,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-0.0850018 51.5939012, -0.0843757 51.5939315, -0.0842375 51.5931839, -0.0854164 51.5929465, -0.0851363 51.5931993, -0.0850749 51.5932547, -0.0848798 51.5935072, -0.0849042 51.5937345, -0.0850018 51.5939012))",,grassland,,"[8284501124, 8284501125, 8284501126, 8284501127, 8793349322, 8284501128, 8284501129, 8284501130, 8284501124]",,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((0.1285001 51.6051897, 0.1287957 51.6048497, 0.1282727 51.6047337, 0.1280485 51.6047351, 0.127891 51.6047585, 0.12775 51.6047948, 0.127709 51.6047732, 0.1279254 51.6047212, 0.1280374 51.6047096, 0.1281332 51.604711, 0.1282873 51.6047139, 0.1283994 51.6047299, 0.1285395 51.6047574, 0.1288851 51.6048372, 0.1294221 51.6049822, 0.129296 51.6050301, 0.1292667 51.6050641, 0.129261 51.6050842, 0.1292638 51.6051064, 0.1293075 51.6051765, 0.1291892 51.6051376, 0.1290735 51.605112, 0.1289585 51.6051022, 0.1290561 51.6050578, 0.1292137 51.6050933, 0.1292674 51.6050208, 0.1291787 51.6049381, 0.1290713 51.6049294, 0.1290036 51.6050063, 0.1289242 51.6049773, 0.1288845 51.6050194, 0.1288851 51.6051026, 0.1287636 51.6051127, 0.1286609 51.6051359, 0.1285001 51.6051897))",,grassland,,"[8270839462, 8273217912, 8273217913, 8273217914, 8299709686, 8273217916, 8270839461, 8299709687, 8299709688, 8299709689, 8299709690, 8299709691, 8299709692, 8299709693, 8299709694, 8299709695, 8299709698, 8299709699, 8299709700, 8299709701, 8299709705, 8299709704, 8299709703, 8273217911, 8273217903, 8273217904, 8273217905, 8273217906, 8273217907, 8273217908, 8273217909, 8273217910, 8299709696, 8299709697, 8270839462]",,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((0.1308187 51.6043237, 0.1306601 51.6043439, 0.1305625 51.6043363, 0.1303999 51.6042581, 0.1303349 51.6041874, 0.1304132 51.604329, 0.1305052 51.6044213, 0.1304733 51.6045268, 0.1303577 51.604586, 0.1303382 51.6047457, 0.1300704 51.6048572, 0.1299935 51.6049961, 0.1297879 51.6049791, 0.1301809 51.6050875, 0.1302529 51.6050255, 0.1304325 51.6050459, 0.1310097 51.6052428, 0.1313675 51.6052554, 0.13155 51.6052471, 0.1315448 51.6053119, 0.1316993 51.6052948, 0.1316634 51.605242, 0.1316902 51.6051977, 0.1319423 51.605102, 0.1319423 51.6050179, 0.1320544 51.6049946, 0.1321198 51.6051861, 0.1325973 51.6049749, 0.1325519 51.6048906, 0.1331149 51.6046778, 0.1331511 51.6044142, 0.1331877 51.6043609, 0.1324401 51.6038811, 0.1323395 51.6039192, 0.1320542 51.6037507, 0.131888 51.6038699, 0.1315867 51.6040463, 0.1316452 51.6041135, 0.1316613 51.6040699, 0.1317723 51.604024, 0.1319291 51.6039822, 0.1322389 51.6039573, 0.1321972 51.6040549, 0.1322702 51.6041437, 0.1322287 51.6042078, 0.132204 51.604273, 0.1322657 51.6045488, 0.1322842 51.6046292, 0.1322665 51.6047444, 0.1321159 51.6048317, 0.131909 51.6048526, 0.1317253 51.6048338, 0.1316602 51.6047706, 0.1315952 51.6047075, 0.1315505 51.6045358, 0.1316181 51.6042845, 0.1315572 51.60414, 0.131396 51.6040157, 0.1312699 51.6039904, 0.1309772 51.6042278, 0.1308187 51.6043237))",,grassland,,"[8299709715, 8299709716, 8299740117, 8299740118, 8299740119, 8273240733, 8273240732, 8273240731, 8273240723, 8273240724, 8273240725, 947469870, 8299740216, 8299740215, 8299740207, 8299740120, 8299740121, 8299740122, 8299740212, 8299740213, 8273240743, 8299740123, 8273240741, 8273240740, 8273240739, 8273240738, 8273240737, 8299740130, 8299740131, 8299740132, 8299740133, 8299756228, 8299740134, 8299756231, 8299756232, 8299756233, 8299756234, 248120535, 248120534, 248120533, 248120532, 8299756230, 8299756229, 248120531, 248120530, 248120529, 248120526, 248120525, 8299740129, 8299740128, 248120524, 248120523, 248120522, 248120542, 248120540, 248120537, 8299740124, 8299740125, 8299740126, 8299740127, 8299709715]",,,,,,,,,,,,,,,,,,,,,,,,,,
