geometry,name,natural,source,nodes,operator,website,boundary,landcover,leisure,protection_title,url,surface,source:name,wikipedia,landuse,source:alt,managed,planting,building:levels,area,description,grassland,species,official_name,addr:city,addr:housename,addr:street,ways,type,wikidata
"POLYGON ((-0.0488397 51.6028981, -0.0488955 51.60294, -0.0490197 51.6028758, -0.0490728 51.6025807, -0.0491089 51.6024487, -0.0489685 51.6023062, -0.0489856 51.6022343, -0.0488756 51.6021478, -0.0487466 51.6021101, -0.0486527 51.6022879, -0.0485547 51.6023217, -0.0485601 51.602365, -0.0486499 51.6024192, -0.0486378 51.6024633, -0.048552 51.60249, -0.0484678 51.60253, -0.0483758 51.6025724, -0.0482516 51.6025872, -0.0482497 51.6026525, -0.0482412 51.6026879, -0.0482042 51.6027002, -0.048152 51.6026932, -0.0480951 51.6026614, -0.0481416 51.6025836, -0.0481606 51.6025194, -0.0481349 51.6024854, -0.0480685 51.6025346, -0.0480136 51.602616, -0.0479491 51.6027032, -0.0478486 51.6027082, -0.0478809 51.6027852, -0.0478464 51.6028416, -0.0481212 51.6028547, -0.0482023 51.602736, -0.0484005 51.6027884, -0.048434 51.6027149, -0.0486003 51.6026216, -0.0487036 51.6026049, -0.0489034 51.6026433, -0.0489061 51.6026924, -0.048788 51.6028365, -0.048731 51.6028758, -0.0487458 51.602899, -0.0488397 51.6028981))",,grassland,,"[9483762696, 9483762695, 9483762694, 9483762693, 9483762692, 9483762691, 9483762690, 9483762689, 9483762688, 9483762687, 9483762686, 9483762685, 9483762684, 9483762683, 9483762682, 9483762681, 9483762680, 9483762679, 9483762678, 9483762677, 9483762676, 9483762675, 9483762674, 9483762673, 9483762672, 9483762671, 9483762670, 9483761434, 9483761433, 9483761432, 9483762669, 9483760776, 9483760775, 7527680327, 9483760774, 9483760773, 9483760772, 9483760771, 9483760770, 9483760769, 9483760768, 7527680328, 9483763511, 9483762696]",,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-0.0434706 51.6039473, -0.0435485 51.6038273, -0.0436858 51.6038402, -0.0437549 51.6038261, -0.0438058 51.6037969, -0.0438635 51.6037927, -0.0438809 51.6038444, -0.044044 51.6038813, -0.0439005 51.6040294, -0.0438335 51.6039949, -0.0438562 51.6039772, -0.0438363 51.6039583, -0.0436478 51.6039678, -0.0436187 51.603986, -0.0435877 51.6039785, -0.0435678 51.6039622, -0.0434706 51.6039473))",,grassland,,"[9483760914, 9483734254, 9483760900, 9483760913, 9483760912, 9483760911, 9483760910, 9483760909, 9483760901, 9483760902, 9483760903, 9483760904, 9483760905, 9483760906, 9483760907, 9483760908, 9483760914]",,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-0.0450278 51.6028255, -0.0448899 51.6027503, -0.0447818 51.6027256, -0.0446879 51.6026319, -0.0445959 51.6025913, -0.0444961 51.6024987, -0.0449079 51.6020717, -0.0452873 51.6016785, -0.0453065 51.6017328, -0.0452815 51.6018055, -0.0453489 51.6018521, -0.045474 51.6018297, -0.0455414 51.6018191, -0.0455546 51.6019828, -0.0456111 51.6020054, -0.0451587 51.6026429, -0.0450581 51.6027859, -0.0450278 51.6028255))",,grassland,,"[9483760920, 9483760919, 9483760918, 9483760917, 9483760916, 5242509346, 5242509345, 5242509344, 9483762558, 9483762559, 9483762560, 9483762561, 9483762562, 9483762563, 9483762564, 9483762602, 9483762601, 9483760920]",,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-0.0453297 51.6024974, -0.0460798 51.6014405, -0.0460869 51.6014323, -0.0460982 51.6014256, -0.0461139 51.6014224, -0.0461319 51.6014224, -0.0461345 51.6014135, -0.0461453 51.6013925, -0.0462592 51.6014201, -0.046686 51.6015104, -0.0471353 51.6015966, -0.0474723 51.6016472, -0.0474702 51.6017266, -0.0475252 51.6017625, -0.0477438 51.6017749, -0.0476599 51.6018562, -0.0474818 51.6020425, -0.0473289 51.6022209, -0.047282 51.6022851, -0.047225 51.60237, -0.0471888 51.6024067, -0.0471512 51.60245, -0.0470136 51.6025748, -0.0469793 51.6026104, -0.0469396 51.6026576, -0.0467997 51.6028627, -0.0467579 51.6029208, -0.046635 51.603093, -0.0465333 51.6032238, -0.0461857 51.6036526, -0.0460931 51.6037898, -0.0459783 51.6039813, -0.0458011 51.6042468, -0.0453555 51.6048757, -0.045256 51.6050087, -0.045034 51.6052735, -0.0449106 51.6055049, -0.0448777 51.6055525, -0.0448516 51.6055767, -0.0448161 51.6056022, -0.0447317 51.6056533, -0.04466 51.6056847, -0.0445943 51.6057109, -0.0444757 51.6057482, -0.0442593 51.6058092, -0.0441979 51.6058221, -0.0441297 51.6058318, -0.044056 51.6058322, -0.0438515 51.6058027, -0.0437491 51.6057927, -0.0436618 51.60579, -0.0435471 51.6057977, -0.0434712 51.6058089, -0.0434077 51.6058148, -0.0433465 51.6058177, -0.0432792 51.6058139, -0.0431507 51.605798, -0.0430639 51.6057797, -0.0428733 51.605735, -0.042676 51.6056839, -0.0427477 51.6056136, -0.0427464 51.6055502, -0.0425773 51.6053635, -0.0426467 51.6053118, -0.0427078 51.6052606, -0.0429183 51.6050709, -0.0432427 51.6047571, -0.043265 51.6047664, -0.0433192 51.6047167, -0.0432969 51.6047073, -0.043384 51.6046274, -0.0438112 51.6041943, -0.0442232 51.6037713, -0.0442626 51.6037277, -0.0442939 51.6037275, -0.0443247 51.6036989, -0.044328 51.6036638, -0.0443631 51.6036205, -0.0448988 51.6030652, -0.0450128 51.6029319, -0.0450928 51.6028278, -0.0452533 51.6026082, -0.0452754 51.6026143, -0.0453122 51.6025625, -0.0452882 51.6025559, -0.0453297 51.6024974))",Wild Marsh West,grassland,,"[9483760927, 9483762805, 9483762806, 9483761661, 9483762807, 9483762808, 9483761675, 9483762809, 1748607955, 1748607858, 1748607921, 9483762810, 9483762811, 9483762812, 9483763581, 9483763580, 9483763576, 9483763575, 9483763574, 9483762742, 9483762741, 9483762740, 9483763560, 9483763559, 9483763558, 9483763557, 9483763556, 9483763555, 9483762758, 9483763552, 9483763551, 9483763550, 9483763549, 9483763548, 9483763547, 9483763546, 9483763497, 9483763545, 9483760617, 9483763498, 9483763499, 9483763500, 9483763501, 9483763502, 9483763503, 9483763504, 9483763505, 9483763506, 9483763471, 9483763472, 9483763473, 9483763474, 9483763475, 9483763476, 9483763477, 9483763478, 9483763479, 9483763480, 9483760603, 9483763481, 9483762780, 9483762781, 9483762782, 9483760687, 9483762783, 9483762784, 9483762785, 9483762786, 9483762787, 9483762788, 9483762789, 9483762791, 9483762792, 9483762793, 9483762794, 9483762795, 9483762796, 9483762797, 9483762798, 9483762799, 9483762800, 9483762801, 9483762802, 9483762803, 9483762804, 9483760927]",,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-0.0478558 51.6012304, -0.048044 51.6013162, -0.0479339 51.6011819, -0.047895 51.60112, -0.0478604 51.6010287, -0.0478427 51.6009606, -0.0478292 51.6009121, -0.0478223 51.6008546, -0.0478237 51.6008359, -0.0477441 51.6008652, -0.047548 51.600924, -0.0475931 51.6010443, -0.0477098 51.6011476, -0.0478558 51.6012304))",,grassland,,"[1748607916, 9483761555, 9483761556, 9483761557, 9483761558, 9483761559, 9483761560, 9483761561, 9483761000, 9483760999, 1748607954, 9483760969, 1748607964, 1748607916]",,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-0.0453973 51.6004596, -0.0454565 51.600416, -0.0455611 51.6003379, -0.0456612 51.6002504, -0.0456946 51.600211, -0.0457231 51.600172, -0.0457361 51.600149, -0.0457351 51.6001212, -0.0457184 51.6000909, -0.0456863 51.6000609, -0.0456506 51.6000363, -0.0456068 51.6000174, -0.0455388 51.6000129, -0.0454736 51.6000132, -0.0454169 51.6000235, -0.0453772 51.6000401, -0.0453236 51.6000516, -0.0452804 51.6000527, -0.0452309 51.6000466, -0.0451852 51.6000341, -0.0451333 51.6000139, -0.0450848 51.59999, -0.0450477 51.5999647, -0.0450112 51.5999296, -0.0449369 51.5998632, -0.0448792 51.5998249, -0.0447024 51.5997272, -0.0445319 51.5996426, -0.0444848 51.5996218, -0.044426 51.5995998, -0.0443338 51.599569, -0.044273 51.5995566, -0.0442008 51.5995449, -0.044152 51.59953, -0.0441201 51.5995127, -0.0440817 51.5994868, -0.0440364 51.5994659, -0.0439979 51.5994573, -0.0438823 51.5994537, -0.0438399 51.599452, -0.0437985 51.5994434, -0.0436629 51.5994049, -0.0436661 51.5993452, -0.0436343 51.5993325, -0.0435774 51.5993437, -0.0434394 51.5993075, -0.0433787 51.5993104, -0.0432526 51.5992506, -0.0431876 51.5992067, -0.0431641 51.5991854, -0.0431527 51.5992271, -0.0431467 51.59927, -0.043199 51.5993391, -0.0432613 51.5994004, -0.0432213 51.5994468, -0.0432125 51.5994914, -0.0431489 51.5995999, -0.0431152 51.5996537, -0.0431066 51.5996956, -0.0431132 51.5997296, -0.0431343 51.5997706, -0.0431565 51.5998108, -0.0431752 51.5998404, -0.0431989 51.599874, -0.043203 51.5998833, -0.0431997 51.5998929, -0.0431876 51.5999039, -0.0432797 51.5998731, -0.0432607 51.5998731, -0.0432456 51.5998714, -0.0432303 51.5998658, -0.0432059 51.5998326, -0.0431886 51.5998034, -0.0431657 51.5997639, -0.0431458 51.5997252, -0.0431401 51.5996957, -0.0431476 51.5996588, -0.0431799 51.5996072, -0.0432426 51.5995004, -0.0432919 51.59945, -0.0433454 51.5994223, -0.0434032 51.5994085, -0.0434634 51.5994048, -0.0435217 51.5994093, -0.0436528 51.5994246, -0.0437864 51.5994626, -0.0438335 51.5994724, -0.0438804 51.5994742, -0.0439912 51.5994777, -0.0440206 51.5994843, -0.0440594 51.5995022, -0.0440969 51.5995275, -0.0441335 51.5995473, -0.0441892 51.5995644, -0.0442637 51.5995764, -0.0443207 51.599588, -0.0444095 51.5996177, -0.0444666 51.599639, -0.044512 51.599659, -0.044681 51.599743, -0.044856 51.5998397, -0.0449111 51.5998762, -0.0449837 51.599941, -0.0450213 51.5999773, -0.0450621 51.6000051, -0.0451141 51.6000307, -0.0451696 51.6000524, -0.0452208 51.6000664, -0.0452778 51.6000734, -0.0453298 51.6000721, -0.0453922 51.6000587, -0.0454312 51.6000424, -0.0454784 51.6000338, -0.0455372 51.6000336, -0.0455949 51.6000373, -0.0456285 51.6000518, -0.04566 51.6000736, -0.0456884 51.6001001, -0.045702 51.6001249, -0.0457028 51.6001457, -0.0456923 51.6001644, -0.0456669 51.6002026, -0.0456348 51.6002404, -0.0455366 51.6003262, -0.0454327 51.6004038, -0.0453595 51.600459, -0.0453543 51.6004646, -0.0453837 51.600472, -0.0453973 51.6004596))",,grassland,,"[9483761753, 9483761752, 9483761751, 9483761750, 9483761749, 9483761748, 9483761747, 9483761746, 9483761745, 9483761744, 9483761743, 9483761742, 9483761741, 9483761740, 9483761739, 9483761738, 9483761737, 9483761736, 9483761735, 9483761734, 9483761733, 9483761732, 9483761731, 9483761730, 9483761729, 9483761728, 9483761727, 9483761726, 9483761725, 9483761724, 9483761723, 9483761722, 9483761721, 9483761720, 9483761719, 9483761718, 9483761717, 9483761716, 9483761715, 9483761714, 9483761713, 9483761712, 9483760480, 9483760479, 9483760478, 9483760477, 9483760476, 9483760475, 9483760474, 9483760473, 9483760472, 9483760471, 9483760470, 9483760469, 9483760481, 9483761711, 9483761710, 9483761709, 9483761708, 9483761707, 9483761706, 9483760482, 9483761705, 9483761803, 9483760485, 9483760484, 9483760483, 9483760489, 9483760488, 9483760487, 9483760486, 9483761805, 1748607981, 9483761806, 9483761807, 9483761808, 9483761809, 9483761810, 9483761811, 9483761812, 9483761813, 9483761814, 1748607965, 9483761815, 9483761816, 9483761817, 9483761818, 9483761819, 1748607867, 9483761820, 9483761821, 9483761822, 9483761823, 1748607986, 9483761824, 9483761825, 9483761826, 1748607844, 9483761827, 1748607813, 9483761828, 9483761829, 1748607859, 9483761830, 9483761831, 1748607801, 9483761832, 9483761833, 9483761834, 1748607814, 9483761835, 1748607828, 9483761836, 1748607966, 9483761837, 9483761838, 1748607956, 9483761839, 9483761840, 9483761841, 9483761842, 9483762046, 9483762047, 9483762048, 9483762049, 9483762167, 9483762238, 9483760468, 9483761753]",,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-0.0423845 51.6018845, -0.0424982 51.6018338, -0.0425432 51.6018152, -0.0425388 51.6018036, -0.0425492 51.6017899, -0.042572 51.6017813, -0.0425962 51.6017813, -0.0426143 51.601789, -0.0426232 51.6017957, -0.0427876 51.6017626, -0.0428792 51.6017423, -0.0429402 51.6017248, -0.0430097 51.6017037, -0.0430531 51.6016859, -0.0430993 51.6016637, -0.0431358 51.6016408, -0.0431658 51.601619, -0.0432233 51.6015712, -0.0432831 51.6015268, -0.0433213 51.6015027, -0.0433631 51.6014805, -0.0434274 51.6014535, -0.0434968 51.6014277, -0.0435526 51.6014054, -0.0437338 51.6013285, -0.0438078 51.6012912, -0.0439152 51.60123, -0.0439619 51.6011967, -0.0440045 51.6011636, -0.0440476 51.6011233, -0.0442055 51.6009527, -0.0442692 51.6008742, -0.0443242 51.6008001, -0.0442792 51.6007836, -0.0441388 51.600806, -0.0440108 51.6007653, -0.0439681 51.6006911, -0.0440174 51.6006346, -0.0441265 51.6006022, -0.0442403 51.6005957, -0.0443332 51.6006499, -0.0443816 51.6007076, -0.0444176 51.6006462, -0.0444366 51.6006193, -0.0444546 51.6005972, -0.0444778 51.6005757, -0.0445051 51.600555, -0.0445347 51.6005352, -0.044566 51.6005176, -0.0446047 51.600502, -0.0446483 51.6004857, -0.044746 51.6004569, -0.0448068 51.6004434, -0.0448748 51.6004323, -0.0449511 51.6004247, -0.044871 51.6003733, -0.0447254 51.6002661, -0.0445519 51.6001154, -0.0444401 51.6000194, -0.0443445 51.5999445, -0.0442818 51.5999038, -0.0442253 51.5998766, -0.0441442 51.5998456, -0.044042 51.5998205, -0.0439524 51.5998035, -0.0438543 51.5997925, -0.0437683 51.5997856, -0.0436785 51.5997886, -0.0435927 51.5997989, -0.0434833 51.5998205, -0.043354 51.5998531, -0.0432797 51.5998731, -0.0431876 51.5999039, -0.0431368 51.5999255, -0.043022 51.5999789, -0.0429327 51.6000308, -0.0427551 51.6001629, -0.0426866 51.6002198, -0.0426341 51.6002727, -0.0425869 51.6003305, -0.0425414 51.6004124, -0.0424505 51.6006273, -0.0424034 51.6007753, -0.0423845 51.6008523, -0.042357 51.6009793, -0.0423348 51.6011238, -0.0423159 51.6013109, -0.0423159 51.6013918, -0.0423193 51.6014971, -0.0423254 51.6015655, -0.0423389 51.6016455, -0.0423568 51.6017215, -0.04238 51.6017826, -0.0423862 51.6017991, -0.0423941 51.6018359, -0.0423845 51.6018845))",Wild Marsh East,grassland,,"[9483762121, 9483762122, 9483762123, 9483762103, 9483762104, 9483762105, 9483762106, 9483762107, 9483762124, 9483762125, 9483762126, 9483762127, 9483762128, 9483762129, 9483762130, 9483762131, 9483762132, 9483762133, 9483762134, 9483762135, 9483762136, 9483762137, 9483762138, 9483762139, 9483762140, 9483762141, 9483762142, 9483762143, 9483762144, 9483762145, 9483762146, 9483762147, 9483762148, 9483762050, 9483762051, 9483762052, 9483762053, 9483762054, 9483762055, 9483762056, 9483762057, 9483762149, 9483762150, 9483762151, 9483762152, 9483762153, 9483762154, 9483762155, 9483762156, 9483762157, 9483762158, 9483762159, 9483762160, 9483762161, 9483762162, 9483762095, 9483762094, 9483762093, 9483762092, 9483762091, 9483762090, 9483762089, 9483762088, 9483762087, 9483762086, 9483762085, 9483762084, 9483762083, 9483762082, 9483762081, 9483762080, 9483760489, 9483760483, 9483762079, 9483762078, 9483762077, 9483762076, 9483762075, 9483762074, 9483762073, 9483762072, 9483762071, 9483762070, 9483762069, 9483762068, 9483762067, 9483762066, 9483762065, 9483762064, 9483762063, 9483762062, 9483762061, 9483762060, 9483762059, 9483762058, 9483762121]",,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-0.04257 51.5994524, -0.0426351 51.5993479, -0.042682 51.5992421, -0.0427128 51.599158, -0.0429068 51.5992302, -0.0426916 51.5994941, -0.0411924 51.601286, -0.0411517 51.6013856, -0.041127 51.6015046, -0.0411147 51.6016171, -0.0411118 51.601746, -0.0411251 51.6018809, -0.041164 51.6020423, -0.0412257 51.6022022, -0.0412974 51.6022259, -0.0413432 51.6023688, -0.0412157 51.6023831, -0.0411522 51.6022098, -0.0410499 51.6018511, -0.0410351 51.6016612, -0.0410981 51.6013346, -0.0412135 51.6010681, -0.0414482 51.600774, -0.0415263 51.6007609, -0.0418907 51.60034, -0.0418639 51.6002834, -0.0422099 51.5998735, -0.04257 51.5994524))",,grassland,,"[1471000530, 9483762389, 5242509328, 1470994740, 1470994721, 9483762397, 9483762396, 9483762395, 9483762394, 9483762393, 9483762392, 9483762391, 9483762390, 3627167662, 3627167654, 3627167655, 1471000534, 3627167656, 1471000511, 5242509118, 1471000509, 5242509120, 5242509321, 1471000513, 5242509324, 1471000532, 5242509326, 1471000530]",,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-0.052194 51.5964568, -0.0520914 51.5966361, -0.0519908 51.5965931, -0.0519215 51.5964611, -0.0518343 51.5964423, -0.0518267 51.5963262, -0.051914 51.5963221, -0.052005 51.5963845, -0.0521302 51.5963928, -0.0521529 51.5964511, -0.052194 51.5964568))",,grassland,,"[9483763389, 9483763388, 9483762655, 9483762654, 9483762653, 9483762652, 9483762651, 9483762650, 9483762649, 9483762648, 9483763389]",,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-0.0520094 51.5967755, -0.0518819 51.5969708, -0.051791 51.5971121, -0.0517623 51.5971142, -0.0517344 51.5971189, -0.0516828 51.5971378, -0.0516312 51.5971557, -0.0516473 51.5971157, -0.0516513 51.5969937, -0.051597 51.5969216, -0.0515494 51.5968416, -0.0516372 51.5967658, -0.0517626 51.5968171, -0.0520094 51.5967755))",,grassland,,"[9483763386, 9483763385, 9483763434, 9483764057, 9483764056, 9483764055, 9483764054, 9483762661, 9483762660, 9483762659, 9483762658, 9483762657, 9483762656, 9483763386]",,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-0.0544341 51.596697, -0.0547115 51.5965255, -0.0548424 51.5964404, -0.0548781 51.5964127, -0.0548311 51.5965271, -0.0547318 51.5966509, -0.0546109 51.5967804, -0.0544341 51.596697))",,grassland,,"[9483762876, 9483762877, 9483762878, 9483762879, 9483762867, 9483762866, 9483762865, 9483762876]",,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-0.0558087 51.5908705, -0.0557269 51.5908622, -0.0554392 51.590826, -0.0553434 51.5908122, -0.0552468 51.590791, -0.0551516 51.5907585, -0.0550846 51.5907378, -0.0550785 51.5907338, -0.055075 51.5907289, -0.0550751 51.590723, -0.0550798 51.5907162, -0.0551657 51.5906138, -0.0553995 51.5903416, -0.0556049 51.5901165, -0.0558585 51.5898537, -0.0558641 51.5899383, -0.0558737 51.5900138, -0.0558779 51.5900785, -0.0558771 51.5901719, -0.0558718 51.590269, -0.0558429 51.5904794, -0.0558423 51.590661, -0.0558369 51.5908543, -0.0558281 51.5908665, -0.0558087 51.5908705))",,grassland,,"[9483763736, 9483763735, 9483763734, 9483763733, 9483763732, 9483763731, 9483763730, 9483760293, 9483763729, 9483760292, 9483763728, 9483763715, 9483763716, 9483763717, 9483763727, 9483763726, 9483763725, 9483763724, 9483763723, 9483763722, 9483763721, 9483763718, 9483763720, 9483763719, 9483763736]",,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-0.0518068 51.5978094, -0.0518155 51.5978196, -0.0518371 51.5978148, -0.0518675 51.5978089, -0.0518997 51.5978133, -0.0519144 51.5978263, -0.0519121 51.597861, -0.0519225 51.5978784, -0.0519585 51.5979026, -0.0520093 51.5979238, -0.0520685 51.5979377, -0.0521401 51.597942, -0.0521947 51.5979385, -0.0522255 51.5979412, -0.0522553 51.5979523, -0.0522715 51.5979685, -0.0522895 51.5979986, -0.0523066 51.5980051, -0.0523355 51.5979762, -0.0523786 51.5979497, -0.052418 51.5979329, -0.0524554 51.5978979, -0.0524981 51.5978699, -0.0525232 51.5978463, -0.0525579 51.5978301, -0.0525868 51.5978245, -0.0526242 51.5977965, -0.0527191 51.5977612, -0.0527911 51.5977435, -0.0528623 51.5977373, -0.0528809 51.5977102, -0.0529011 51.5976834, -0.0529375 51.5976404, -0.0529827 51.5976139, -0.0530472 51.5975609, -0.0530939 51.5975337, -0.0531486 51.5975223, -0.0532211 51.5975139, -0.053331 51.5974623, -0.0533941 51.5974452, -0.0534477 51.5974298, -0.0534913 51.5974031, -0.0534775 51.5973386, -0.0534685 51.5972536, -0.0534444 51.5972169, -0.0534296 51.5971862, -0.0532264 51.5972888, -0.0525871 51.5976197, -0.0525364 51.5976412, -0.0525052 51.5976512, -0.0524739 51.5976585, -0.0525024 51.5976834, -0.0525237 51.5977052, -0.0525436 51.5977306, -0.0525394 51.5977491, -0.0525114 51.5977644, -0.0524355 51.597785, -0.0523834 51.5978042, -0.0522776 51.5978316, -0.0521985 51.5978613, -0.0521662 51.5978478, -0.0521316 51.5978381, -0.0520647 51.5978169, -0.0520259 51.597798, -0.0520045 51.5977742, -0.0519898 51.5977594, -0.0519343 51.5977686, -0.0518656 51.5977889, -0.0518068 51.5978094))",,grassland,,"[9483764024, 9483764023, 9483764022, 9483764021, 9483764020, 9483764019, 9483764018, 9483764017, 9483764016, 9483764015, 9483764014, 9483764013, 9483764012, 9483764011, 9483764010, 9483764009, 9483764008, 9483764007, 9483764006, 9483764005, 9483764004, 9483764003, 9483764002, 9483764001, 9483764000, 9483763999, 9483763998, 9483763997, 9483763996, 9483763995, 9483763994, 9483763993, 9483763992, 9483763991, 9483763990, 9483763989, 9483763988, 9483763987, 9483763986, 9483763985, 9483763984, 9483763983, 9483763982, 9483763978, 9483763979, 9483763981, 9483763980, 9483763974, 9483763976, 9483763977, 9483764137, 9483764136, 9483764135, 9483764134, 9483764133, 9483764132, 9483764131, 9483764130, 9483764129, 9483764128, 9483764127, 9483764126, 9483764125, 9483764124, 9483764123, 9483764122, 9483764121, 9483764120, 9483764024]",,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-0.1391362 51.6501739, -0.1380607 51.6513572, -0.1380607 51.651582, -0.1382677 51.6519834, -0.1385005 51.6524329, -0.1387593 51.6529305, -0.1389663 51.6527861, -0.1391733 51.6525774, -0.1396132 51.6522723, -0.1400789 51.6521118, -0.1404929 51.6518549, -0.1406682 51.6517963, -0.1411151 51.6516585, -0.1414762 51.6515178, -0.141914 51.6513057, -0.1421701 51.6511615, -0.1424853 51.6509238, -0.1426406 51.650683, -0.1418385 51.6505545, -0.1411916 51.6504743, -0.1406999 51.6504582, -0.1403377 51.6504582, -0.1400272 51.6503458, -0.1395356 51.6502334, -0.1391362 51.6501739))",,grassland,,"[88342831, 88261446, 88261445, 88261444, 88261443, 88261442, 88261440, 88261439, 88261438, 88261437, 88261435, 88342843, 88261434, 88261433, 88261432, 88261431, 88261430, 88261429, 88261428, 88261425, 88261424, 88261422, 88261420, 88261419, 88342831]",,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-0.1372585 51.6532356, -0.1362811 51.6533462, -0.1359322 51.6527099, -0.1345506 51.6501112, -0.1346223 51.6500066, -0.1352678 51.6494989, -0.1356496 51.6494826, -0.1362185 51.6496113, -0.1368078 51.6497456, -0.13708 51.6498138, -0.1378278 51.6513412, -0.1374914 51.6518389, -0.1371291 51.6522242, -0.1370256 51.6526095, -0.1371809 51.653075, -0.1372585 51.6532356))",,grassland,,"[88261455, 9501222140, 88342870, 88342869, 88342868, 88261412, 88261413, 88261414, 88261415, 9501222139, 88261449, 88261450, 88261451, 88261452, 88261453, 88261455]",,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-0.1432358 51.6514946, -0.1430977 51.6515259, -0.1425396 51.6516664, -0.1420946 51.6518133, -0.1417337 51.6519184, -0.1412915 51.6520472, -0.1410705 51.6521149, -0.1412515 51.6523965, -0.141432 51.6527647, -0.1416794 51.6531347, -0.1418893 51.6535567, -0.1420546 51.6538736, -0.1420855 51.6540354, -0.1422322 51.6541032, -0.142488 51.654044, -0.1436582 51.6537121, -0.1440572 51.653538, -0.1440465 51.6534144, -0.1439929 51.6532913, -0.1439071 51.6530284, -0.1438427 51.6528386, -0.1437676 51.6527321, -0.1436864 51.652517, -0.1436354 51.6524615, -0.1435906 51.6523394, -0.1434994 51.6521564, -0.1434189 51.6519533, -0.1433277 51.651767, -0.1432358 51.6514946))",,grassland,,"[1870632835, 88261736, 88261734, 88261733, 88261732, 88261730, 5863841257, 5863841259, 5863841249, 5863841248, 5863841247, 5863841245, 5863841256, 88283340, 3021028383, 3021028381, 9501222142, 1870632898, 1870632833, 1870632841, 1870632860, 1870632900, 1870632866, 1870632899, 1870632837, 1870632846, 1870632873, 1870632883, 1870632835]",,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-0.1462565 51.6529383, -0.145529 51.6530888, -0.145017 51.6532846, -0.1444473 51.6535282, -0.1444973 51.6536118, -0.1447937 51.654087, -0.1449225 51.6544057, -0.1449937 51.6545118, -0.1451361 51.6546796, -0.1456346 51.6544853, -0.1459764 51.6543616, -0.1463 51.6541669, -0.146344 51.6539712, -0.1465176 51.6538049, -0.1465888 51.6537872, -0.1467597 51.6536105, -0.1465837 51.6533849, -0.1462565 51.6529383))",,grassland,,"[3021028365, 3021028370, 3021028372, 3021028378, 3021028380, 3021028384, 88283349, 88283352, 88283353, 88283354, 88283355, 88283356, 88283357, 88283358, 88283359, 88283360, 3021028373, 3021028365]",,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-0.1441858 51.6536251, -0.1444877 51.6541105, -0.1444317 51.6543079, -0.1442911 51.6544163, -0.1440488 51.6545273, -0.1438465 51.6545744, -0.1436591 51.6545614, -0.1433416 51.6545206, -0.1430568 51.6543616, -0.1424553 51.6541706, -0.1438853 51.6537121, -0.1441858 51.6536251))",,grassland,,"[3021028379, 3021028385, 88283348, 88283347, 88283346, 88283345, 88283344, 88283343, 88283342, 88283341, 3021028382, 3021028379]",,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-0.141828 51.6540021, -0.1415383 51.6535028, -0.1412149 51.6529774, -0.1411031 51.6528179, -0.1410606 51.6525776, -0.1410227 51.6524425, -0.1408972 51.6521683, -0.1406768 51.652257, -0.1402316 51.652519, -0.1398187 51.6527191, -0.1394977 51.6528861, -0.1392064 51.6530669, -0.138992 51.6532158, -0.1395158 51.6534314, -0.1404188 51.6537516, -0.1409703 51.6539076, -0.1415085 51.6540354, -0.141828 51.6540021))",,grassland,,"[5863841254, 5863841232, 5863841227, 5863841239, 5863841262, 5863841264, 5863841242, 88261728, 88261725, 88261466, 88261465, 88261462, 9501222155, 9501222154, 9501222153, 9501222152, 9501222151, 5863841254]",,,,,,,,,,,,,,,,,,,,,,,,,,
