leisure,name,name:ru,sport,website,wikidata,wikipedia,geometry,created_by,barrier,note,bicycle,natural,operator,source,addr:city,addr:street,phone,check_date,access,survey:date,capacity,lit,covered,name:en,surface,tourism,addr:housename,description,fee,start_date,opening_hours,hoops,indoor,height,athletics,colour,nodes,number,organisation,layer,operator:wikidata,reservation,addr:postcode,fhrs:id,source:addr:postcode,FIXME,fixme,alt_name,number_of,is_in,dog,location,wheelchair,club,sport:bowls,sport:tennis,brand,fence_type,addr:housenumber,building,fhrs:authority,fhrs:inspectiondate,fhrs:rating,soccer,source:addr,amenity,playground:theme,old_name,source:sport,postal_code,url,source:name,sport_1,designation,name:source,name:cy,courts,contact:website,parking,phone:note,addr:country,short_name,area,disused,pitch:count,animal_keeping,animal_keeping:type,landuse,est_height,contact:instagram,sport:basketball,sport:soccer,bowls,quantity,name:ace,name:af,name:als,name:am,name:an,name:ar,name:arz,name:ast,name:az,name:azb,name:ban,name:bat-smg,name:be,name:be-x-old,name:bg,name:bh,name:bn,name:bs,name:ca,name:ckb,name:cs,name:cv,name:da,name:de,name:diq,name:el,name:es,name:et,name:eu,name:fa,name:fi,name:fo,name:fr,name:ga,name:gl,name:gu,name:ha,name:he,name:hi,name:hif,name:hr,name:hu,name:hy,name:id,name:is,name:it,name:ja,name:jv,name:ka,name:kaa,name:kk,name:km,name:kn,name:ko,name:ku,name:lb,name:lo,name:lt,name:lv,name:mai,name:min,name:mk,name:ml,name:mn,name:mr,name:ms,name:mt,name:my,name:nap,name:ne,name:nl,name:nn,name:no,name:ny,name:pa,name:pl,name:pt,name:qu,name:ro,name:sco,name:sh,name:sk,name:sl,name:so,name:sq,name:sr,name:su,name:sv,name:sw,name:szl,name:ta,name:th,name:tk,name:tr,name:tt,name:uk,name:uz,name:vi,name:wo,name:wuu,name:xh,name:xmf,name:yo,name:yue,name:zh,check_date:lit,source:geometry,goals,pitch,ref,addr:place,boules,email,max_age,smoking,vehicle,access:conditional,ele,historic:leisure,brand:website,brand:wikidata,brand:wikipedia,playground,athletics:long_jump,athletics:triple_jump,nature,level,oneway,construction,proposed,landcover,danger,informal,ways,type,boundary
pitch,,,soccer,,,,"POLYGON ((-0.458295 51.5144812, -0.4573177 51.5145681, -0.4571281 51.5136732, -0.4580886 51.5135829, -0.458295 51.5144812))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[8367865248, 8367865249, 8367865250, 8367865251, 8367865248]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pitch,,,multi,,,,"POLYGON ((0.0095891 51.5368135, 0.0097232 51.5368141, 0.0097255 51.536636, 0.0095914 51.5366354, 0.0095891 51.5368135))",,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,"[8368099803, 8368099802, 8368099801, 8368099800, 8368099803]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pitch,,,soccer,,,,"POLYGON ((0.009771 51.5369608, 0.0101714 51.5369713, 0.01018 51.5368458, 0.0097795 51.5368353, 0.009771 51.5369608))",,,,,,,,,,,,private,,,,,,grass,,,,,,,,,,,,"[8368099807, 8368099806, 8368099805, 8368099804, 8368099807]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pitch,,,soccer,,,,"POLYGON ((-0.251397 51.3969451, -0.2512742 51.3966776, -0.2505072 51.3968147, -0.25063 51.3970821, -0.251397 51.3969451))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[8371100584, 8371100585, 8371100586, 8371100587, 8371100584]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pitch,,,soccer,,,,"POLYGON ((-0.1591248 51.4881814, -0.1602403 51.4888394, -0.1594322 51.4893707, -0.1583165 51.4887129, -0.1586065 51.4885222, -0.1591248 51.4881814))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[37872171, 8372460902, 8372460903, 8372460904, 37872174, 37872171]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pitch,,,,,,,"POLYGON ((-0.155606 51.4881366, -0.1552857 51.4883377, -0.1549334 51.4881203, -0.1552537 51.4879191, -0.155606 51.4881366))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[8374753569, 8374753570, 8374753571, 8374753572, 8374753569]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pitch,,,tennis,,,,"POLYGON ((-0.2044501 51.4663004, -0.2034504 51.4660371, -0.2036338 51.4657668, -0.2046335 51.4660301, -0.2044501 51.4663004))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[8376216583, 8376216584, 8376216585, 8376216586, 8376216583]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pitch,,,tennis,,,,"POLYGON ((-0.2026826 51.4675054, -0.2027151 51.4673357, -0.2020654 51.4672874, -0.2020328 51.4674572, -0.2026826 51.4675054))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[8376216587, 8376216588, 8376216589, 8376216590, 8376216587]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pitch,,,tennis,,,,"POLYGON ((-0.2019479 51.4676337, -0.2020346 51.4672782, -0.2014893 51.4672265, -0.2014026 51.4675821, -0.2019479 51.4676337))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[8376216591, 8376216592, 8376216593, 8376216594, 8376216591]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pitch,,,tennis,,,,"POLYGON ((-0.187163 51.4665503, -0.1870077 51.4664021, -0.1868674 51.4664591, -0.1870226 51.4666073, -0.187163 51.4665503))",,,On roof,,,,,,,,,,,,,,,,,,,,,,,,,,,"[8379172745, 8379172746, 8379172747, 8379172748, 8379172745]",,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pitch,,,,,,,"POLYGON ((-0.1208681 51.4345739, -0.1206773 51.4344869, -0.1209167 51.434283, -0.1211084 51.4343743, -0.1208681 51.4345739))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[8381798413, 8381798414, 8381798415, 8381798416, 8381798413]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pitch,,,basketball,,,,"POLYGON ((-0.0783362 51.6668148, -0.0783989 51.6666656, -0.0779324 51.6665825, -0.0778655 51.6667331, -0.0783362 51.6668148))",,,,,,,,,,,,,,,,,,asphalt,,,,,,,,,,,,"[8384082139, 8384082140, 8384082141, 8384082142, 8384082139]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pitch,,,,,,,"POLYGON ((-0.1634788 51.4855772, -0.1633052 51.4854742, -0.1630353 51.4856305, -0.1632106 51.4857391, -0.1634788 51.4855772))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[8387688822, 8387688823, 8387688824, 8386739446, 8387688822]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pitch,,,soccer,,,,"POLYGON ((-0.1708198 51.5455023, -0.1707632 51.5452682, -0.1704546 51.5452971, -0.1705112 51.5455312, -0.1708198 51.5455023))",,,,,,,,,,,,,,,,,,artificial_turf,,,,,,,,,,,,"[8389897557, 8389897556, 6531482196, 6531482197, 8389897557]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pitch,,,equestrian,,,,"POLYGON ((-0.44651 51.5178302, -0.4467461 51.5176666, -0.4460058 51.5172427, -0.4457764 51.5174038, -0.4457751 51.5174113, -0.4461332 51.5176224, -0.44651 51.5178302))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[8389938580, 8389938581, 8389938582, 8389938583, 8389938584, 8389938585, 8389938580]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pitch,,,equestrian,,,,"POLYGON ((-0.4461858 51.5173271, -0.4464164 51.5171707, -0.4471508 51.5175997, -0.4469242 51.5177486, -0.4461858 51.5173271))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[8389938586, 8389938587, 8389938588, 8389938589, 8389938586]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pitch,,,,,,,"POLYGON ((-0.1262369 51.4335856, -0.125905 51.4334161, -0.126082 51.4333176, -0.1263728 51.4334792, -0.1262369 51.4335856))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[8390029264, 8390029265, 8390029266, 8390029267, 8390029264]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pitch,,,tennis,,,,"POLYGON ((-0.3937348 51.6008652, -0.3939522 51.6011294, -0.3942145 51.6010469, -0.3939949 51.6007816, -0.3937348 51.6008652))",,,,,,,,,,,,,,,,,,asphalt,,,,,,,,,,,,"[8390148807, 8390148808, 8390148809, 8390148810, 8390148807]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pitch,,,basketball,,,,"POLYGON ((-0.3937348 51.6008652, -0.3935166 51.6009344, -0.3937338 51.6011987, -0.3939522 51.6011294, -0.3937348 51.6008652))",,,,,,,,,,,,,,,,,,asphalt,,,,,,,,,,,,"[8390148807, 8390148811, 8390148812, 8390148808, 8390148807]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pitch,,,,,,,"POLYGON ((-0.125606 51.4321652, -0.1256367 51.4320947, -0.1255616 51.4320791, -0.1255259 51.4321516, -0.125606 51.4321652))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[8393512281, 8393525336, 8393525337, 8393512282, 8393512281]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pitch,,,,,,,"POLYGON ((-0.1687788 51.545501, -0.1687049 51.5452639, -0.168519 51.5452863, -0.1685929 51.5455234, -0.1687788 51.545501))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[8394008502, 8394008501, 8394008500, 8394008499, 8394008502]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pitch,,,,,,,"POLYGON ((-0.1214886 51.4335412, -0.1212084 51.4334747, -0.1213963 51.4331644, -0.1216831 51.4332329, -0.1214886 51.4335412))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[8394079893, 8394079894, 8394079895, 8394079896, 8394079893]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pitch,,,,,,,"POLYGON ((-0.1195962 51.4326231, -0.1198042 51.4322493, -0.1203124 51.4323619, -0.1200922 51.4327271, -0.1195962 51.4326231))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[8394079897, 8394079900, 8394079898, 8394079899, 8394079897]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pitch,Nets,,cricket,,,,"POLYGON ((-0.2337185 51.4884564, -0.2337688 51.4882839, -0.2341232 51.4883568, -0.234048 51.4885219, -0.2337185 51.4884564))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[8395225798, 8395225799, 8395225800, 8395225801, 8395225798]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pitch,,,cricket,,,,"POLYGON ((-0.2339796 51.4879995, -0.2337179 51.4879308, -0.2338689 51.4877636, -0.2341399 51.4878381, -0.2339796 51.4879995))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[8395225802, 8395225803, 8395225804, 8395225805, 8395225802]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pitch,,,cricket,,,,"POLYGON ((-0.2327528 51.4876833, -0.2325615 51.4876268, -0.2327245 51.4874491, -0.2328836 51.4875134, -0.2327528 51.4876833))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[8395225806, 8395225807, 8395225808, 8395225809, 8395225806]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pitch,,,,,,,"POLYGON ((-0.2400436 51.4867605, -0.2389142 51.4871784, -0.2386642 51.4868803, -0.2396327 51.4864942, -0.2400436 51.4867605))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[8395249929, 8395249930, 8395249931, 8395249932, 8395249929]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pitch,Shot put,,,,,,"POLYGON ((-0.2414554 51.4863871, -0.2412865 51.4862665, -0.2415464 51.4863027, -0.2414554 51.4863871))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[8395249933, 8395249934, 8395249935, 8395249933]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pitch,,,,,,,"POLYGON ((-0.2446366 51.485835, -0.2441287 51.4856001, -0.2443163 51.4854311, -0.2448379 51.4856759, -0.2446366 51.485835))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[8395249936, 8395249937, 8395249938, 8395249939, 8395249936]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pitch,,,cricket,,,,"POLYGON ((-0.2277001 51.4731493, -0.2275054 51.4731705, -0.2274486 51.4729688, -0.2276433 51.4729475, -0.2277001 51.4731493))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[8395249959, 8395249960, 8395249961, 8395249962, 8395249959]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pitch,,,cricket,,,,"POLYGON ((-0.2275241 51.4725329, -0.2273191 51.4725559, -0.2272609 51.4723551, -0.2274659 51.472332, -0.2275241 51.4725329))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[8395249963, 8395249964, 8395249965, 8395249966, 8395249963]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pitch,,,cricket,,,,"POLYGON ((-0.2277045 51.4738673, -0.2278819 51.4738501, -0.2278258 51.4736256, -0.2276485 51.4736428, -0.2277045 51.4738673))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[8395249967, 8395249968, 8395249969, 8395249970, 8395249967]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pitch,,,bowls,,,,"POLYGON ((0.2221911 51.5131271, 0.2227745 51.5131592, 0.2228263 51.5127945, 0.2222428 51.5127624, 0.2221911 51.5131271))",,,,,,,,,,,,,,,,,,grass,,,,,,,,,,,,"[8398649181, 8398649180, 8398649179, 8398649178, 8398649181]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pitch,Riding Arena,,equestrian,,,,"POLYGON ((-0.4737375 51.5215141, -0.4737775 51.5213228, -0.4734266 51.5212943, -0.4733865 51.5214857, -0.4737375 51.5215141))",,,,,,,,,,,,customers,,,yes,,,fine_gravel,,,,,,,,,,,,"[8402408540, 8402408541, 8402408542, 8402408543, 8402408540]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pitch,Riding Arena,,equestrian,,,,"POLYGON ((-0.4740531 51.5215326, -0.4741894 51.5211843, -0.4739158 51.5211353, -0.4737741 51.5214893, -0.4740531 51.5215326))",,,,,,,,,,,,customers,,,yes,,,fine_gravel,,,,,,,,,,,,"[8402581544, 8402581545, 8402581546, 8402581547, 8402581544]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pitch,,,basketball,,,,"POLYGON ((-0.4699627 51.495787, -0.4699434 51.495789, -0.4696621 51.4958184, -0.4696236 51.4956755, -0.4699241 51.4956441, -0.4699627 51.495787))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[8413482063, 8413482070, 8413482064, 8413482065, 8413482066, 8413482063]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pitch,,,bowls,,,,"POLYGON ((-0.2481378 51.5796419, -0.2481473 51.5792956, -0.2476008 51.5792898, -0.2475913 51.5796361, -0.2481378 51.5796419))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[8423682960, 8423682959, 8423682958, 8423682957, 8423682960]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
