geometry,barrier,foot,source,name,access,note,ref,operator,natural,landuse,nodes,leisure,wikidata,wikipedia,addr:city,managed,contact:website,source:landuse,meadow,surface,boundary,protection_title,website,fixme,crop,source:name,landcover,name:en,abandoned:leisure,dog,fence_type,area,attraction,description,tourism,zoo,ways,type,operator:wikidata
"POLYGON ((0.0838657 51.3447062, 0.0850288 51.3456919, 0.0862333 51.3466301, 0.0852622 51.3469931, 0.0847234 51.3469643, 0.0839933 51.3466588, 0.0835073 51.3462342, 0.0838657 51.3447062))",,,Bing,,,,,,,meadow,"[2145243999, 2145244022, 2145244056, 2145244071, 2145244068, 2145244058, 2145244037, 2145243999]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-0.1529273 51.3016097, -0.1526439 51.3015078, -0.1524325 51.3014296, -0.1511551 51.3008514, -0.1509722 51.3011437, -0.1507842 51.3014002, -0.1503993 51.301944, -0.1498716 51.3025941, -0.1496363 51.3028527, -0.1503233 51.303275, -0.150846 51.3036538, -0.1510207 51.3037621, -0.1512538 51.3038852, -0.151466 51.3035916, -0.1529273 51.3016097))",,,,,,,,,,meadow,"[2171154316, 2171154305, 2171154289, 2171154233, 2171154258, 2171154287, 2171154359, 2171154377, 1807548174, 101536081, 2171154400, 2171154403, 2171154410, 2171154397, 2171154316]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-0.1329892 51.2980441, -0.1332216 51.2983157, -0.1336618 51.2981721, -0.1336028 51.2981017, -0.1336583 51.2980853, -0.1335048 51.2979036, -0.1330865 51.2980156, -0.1329892 51.2980441))",,,survey,,,,,,,meadow,"[2917890407, 2917890409, 2917890408, 2189097515, 2189097511, 2189097498, 2917890406, 2917890407]",horse_riding,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-0.1274816 51.3002046, -0.1274943 51.3003034, -0.1274342 51.3004714, -0.1273998 51.300779, -0.1268782 51.3007522, -0.126813 51.3007501, -0.1266922 51.3007303, -0.1267167 51.300331, -0.1268874 51.300331, -0.126881 51.300248, -0.1271213 51.3002421, -0.1271813 51.3002085, -0.1274816 51.3002046))",,,,,,,,,,meadow,"[2189097963, 2189098013, 2189098117, 2189098367, 2189098334, 2189098330, 2189098322, 2189098029, 2189098031, 2189097994, 2189097984, 2189097967, 2189097963]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-0.1272584 51.2996143, -0.1271712 51.299419, -0.1264868 51.2996168, -0.1265302 51.2997421, -0.1272584 51.2996143))",,,,,,,,,,meadow,"[2189097847, 2189097816, 2189097849, 2189097877, 2189097847]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-0.1265302 51.2997421, -0.126448 51.2997579, -0.1263816 51.3000959, -0.125591 51.2999866, -0.1255959 51.2998743, -0.1264868 51.2996168, -0.1265302 51.2997421))",,,,,,,,,,meadow,"[2189097877, 2189097885, 2189097934, 2189097912, 130219977, 2189097849, 2189097877]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-0.1190017 51.299271, -0.1178878 51.2996489, -0.1182561 51.3002422, -0.1184143 51.3002074, -0.1184933 51.3001537, -0.118531 51.3000795, -0.1191454 51.299807, -0.1193628 51.2997559, -0.1190017 51.299271))",,,Bing,,,,,,,meadow,"[130219732, 2189097859, 2189097990, 2189097965, 2189097943, 2189097933, 130219733, 2189097881, 130219732]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-0.1376338 51.300777, -0.1381647 51.3005732, -0.138713 51.300387, -0.1389832 51.3002705, -0.1396195 51.3, -0.1399932 51.2998666, -0.1402924 51.2997508, -0.1405331 51.2996583, -0.1406054 51.2996378, -0.1408028 51.2995975, -0.14089 51.2995964, -0.1409592 51.2996029, -0.1410276 51.2996207, -0.1411785 51.2996697, -0.1413284 51.2997107, -0.1416708 51.2998095, -0.1421288 51.2999147, -0.1424696 51.2999889, -0.1425984 51.3000114, -0.1427293 51.3000258, -0.1428846 51.3000277, -0.1435856 51.3012623, -0.1433084 51.3015061, -0.1426293 51.3022043, -0.1425859 51.3028815, -0.142037 51.3028699, -0.1421451 51.3039496, -0.1416272 51.3038852, -0.1410605 51.303827, -0.1405123 51.303697, -0.1399192 51.3036111, -0.1392211 51.3036493, -0.1392235 51.303555, -0.1392506 51.3032793, -0.1392532 51.3030743, -0.1392757 51.3028714, -0.1392836 51.3026062, -0.1393032 51.302406, -0.1393017 51.3020918, -0.1390508 51.3019393, -0.1386682 51.3016841, -0.1381088 51.3013267, -0.1378446 51.3010594, -0.1377447 51.3009288, -0.1376338 51.300777))",,,,Woodplace Farm Fields,,,,,,meadow,"[2189098363, 1920522853, 293910692, 1813229947, 293921212, 1813229891, 1813229849, 1858200793, 1813229815, 293910693, 6327789461, 6327789460, 1813229812, 1813229857, 1813229867, 1813229898, 1813229903, 1813229912, 6327789462, 1813229931, 293910694, 293910695, 196417090, 101536082, 1813230093, 1813230092, 196417093, 1920672749, 1920523008, 1920523004, 1920522997, 1920523000, 1920522993, 2189098911, 2189098887, 2189098862, 2189098837, 1920522937, 2189098663, 1920522924, 2191340248, 2189098559, 2189098504, 2189098437, 2189098363]",,,,,,,,,,,,,,,survey,,,,,,,,,,,,,
"POLYGON ((0.1015056 51.3522857, 0.1015745 51.3506308, 0.1027775 51.3504974, 0.1030356 51.350526, 0.1030173 51.3524977, 0.1015056 51.3522857))",,,Bing,,,,,,,meadow,"[2199798560, 2199798459, 2199798439, 2199798444, 2199798571, 2199798560]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((0.1024991 51.349714, 0.1010431 51.3496304, 0.1003679 51.3493023, 0.1004835 51.3504447, 0.1015035 51.3505334, 0.1026877 51.3503282, 0.1024991 51.349714))",,,Bing,,,,,,,meadow,"[2199798361, 2199798354, 2199798333, 2199798422, 2199798448, 2199798398, 2199798361]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((0.1163484 51.3506955, 0.1166119 51.3506243, 0.1169916 51.3509103, 0.1170966 51.3508963, 0.1174651 51.3512185, 0.1168107 51.3516816, 0.1155444 51.3512381, 0.1163484 51.3506955))",,,Bing,,,,,,,meadow,"[2199798464, 2199798456, 2199798478, 2199798475, 2199798516, 2199798539, 2199798517, 2199798464]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-0.1121941 51.3266561, -0.1121909 51.326833, -0.1117768 51.3267415, -0.1116269 51.3266484, -0.1113776 51.3264927, -0.1112814 51.3264277, -0.111253 51.3264084, -0.1107213 51.3262574, -0.1105 51.3261286, -0.110769 51.3259895, -0.1107951 51.325976, -0.1108078 51.3259141, -0.1107722 51.3258362, -0.110706 51.3257599, -0.1107213 51.3256693, -0.1107569 51.3255723, -0.1106307 51.3252753, -0.1105569 51.3249874, -0.1106408 51.3248615, -0.110759 51.3248297, -0.1109069 51.3249967, -0.1112556 51.3254835, -0.1114386 51.3257917, -0.1115277 51.3258934, -0.1116676 51.326011, -0.1118889 51.3262113, -0.1120759 51.3264275, -0.1121941 51.3266561))",fence,,,Sherwood Oaks Field,,,,,,meadow,"[2202279401, 7693113149, 2202279406, 2202279400, 2202279392, 2202279389, 2202279386, 2202279379, 2202279362, 2245388527, 2202279353, 2202279345, 2202279334, 2202279318, 2202279306, 2202279302, 2202279295, 2245388504, 2245388491, 2245388489, 2202279290, 2202279289, 2202279323, 2202279343, 2202279356, 2202279368, 2202279388, 2202279401]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-0.1144678 51.3310941, -0.1145449 51.3310576, -0.1146461 51.3309896, -0.1146717 51.3309594, -0.1146762 51.3309366, -0.1146557 51.3308769, -0.1146016 51.3307964, -0.1146076 51.3307192, -0.1145991 51.3306997, -0.1145457 51.330671, -0.1144672 51.3306603, -0.1143768 51.3306768, -0.1142836 51.3307086, -0.1141576 51.3307094, -0.1144678 51.3310941))",,,,The Glade,,,,,,meadow,"[2202279702, 2202279700, 2202279698, 2202279697, 2202279695, 2202279693, 2202279690, 2202279689, 2202279686, 2202279683, 2202279682, 2202279684, 2202279687, 2202279688, 2202279702]",park,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((0.0804944 51.3356478, 0.080692 51.3356317, 0.0808616 51.3358567, 0.0808783 51.3364425, 0.0811955 51.3366573, 0.080471 51.3369451, 0.0796531 51.3371766, 0.0793694 51.3369597, 0.078912 51.3363152, 0.0793026 51.3361693, 0.0804944 51.3356478))",,,Bing,,,,,,,meadow,"[2203261182, 2203261180, 2203261199, 2203261268, 2203261282, 2203261321, 2203261353, 2203261328, 2203261241, 2203261231, 2203261182]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((0.0821682 51.3424456, 0.0827358 51.3421453, 0.0835336 51.3420181, 0.0842013 51.3418012, 0.0847722 51.342285, 0.0854655 51.3431096, 0.0840869 51.3433868, 0.0830435 51.3438144, 0.0830246 51.3436345, 0.0827933 51.3431951, 0.0823589 51.3427351, 0.0821682 51.3424456))",,,Bing,,,,,,,meadow,"[2203261725, 2203261714, 2203261706, 2203261694, 2203261717, 2203261743, 2203261763, 2203261804, 2203261790, 2203261744, 2203261731, 2203261725]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((0.0809304 51.3358382, 0.0807462 51.3355683, 0.0806518 51.3355418, 0.0811239 51.3352852, 0.0822075 51.3349917, 0.0826654 51.3352232, 0.0828708 51.3357025, 0.0822735 51.3359164, 0.0817023 51.3358766, 0.0817424 51.3359636, 0.081419 51.3359975, 0.0813057 51.3357954, 0.0809304 51.3358382))",,,Bing,,,,,,,meadow,"[2203261197, 2203261159, 2203261157, 2203261144, 2203261131, 2203261140, 2203261186, 2203261207, 2203261203, 2203261212, 2203261214, 2203261190, 2203261197]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((0.0916774 51.3451521, 0.0918276 51.3450687, 0.0960106 51.3439698, 0.0982674 51.3435569, 0.0983875 51.3441157, 0.0973226 51.3442346, 0.0975396 51.3447434, 0.0968419 51.3448456, 0.0968467 51.3448589, 0.0969454 51.3451292, 0.0946252 51.3452981, 0.0928659 51.3457464, 0.0916774 51.3451521))",,,Bing,,,,,,,meadow,"[2203261935, 2203261930, 2203261826, 2203261779, 2203261835, 2203261851, 2203261907, 2203261917, 2203261920, 2203261934, 2203261936, 2203261937, 2203261935]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((0.086263 51.3314679, 0.0855787 51.3316018, 0.0838361 51.3317916, 0.0831751 51.3320064, 0.0831351 51.3331223, 0.0823806 51.3334957, 0.0823138 51.3336855, 0.0823272 51.3338232, 0.0825008 51.333965, 0.0825108 51.3346679, 0.0828279 51.3347617, 0.0862564 51.3339754, 0.0863766 51.3326301, 0.086263 51.3314679))",,,Bing,,,,,,,meadow,"[2203260854, 2203260866, 2203260891, 2203260922, 2203261014, 2203261045, 2203261049, 2203261064, 2203261067, 2203261121, 2203261123, 2203261073, 2203260950, 2203260854]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((0.097674 51.3450159, 0.0973652 51.3442496, 0.0983868 51.3441328, 0.0986255 51.3448167, 0.097674 51.3450159))",,,Bing,,,,,,,meadow,"[2203261925, 2203261855, 2203261839, 2203261914, 2203261925]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((0.0797065 51.3371975, 0.0805078 51.3369743, 0.0811337 51.3378815, 0.0803175 51.3380567, 0.0797065 51.3371975))",,,Bing,,,,,,,meadow,"[2203261357, 2203261331, 2203261426, 2203261439, 2203261357]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((0.096968 51.3451254, 0.0968467 51.3448589, 0.0975572 51.3447573, 0.097654 51.3450211, 0.096968 51.3451254))",,,Bing,,,,,,,meadow,"[2203261932, 2203261920, 2203261910, 2203261926, 2203261932]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((0.0976325 51.3406053, 0.0973855 51.3400088, 0.099028 51.3397899, 0.0992016 51.3404197, 0.0976325 51.3406053))",,,Bing,,,,,,,meadow,"[2203261567, 2203261515, 2203261506, 2203261557, 2203261567]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((0.0884046 51.3462426, 0.090411 51.3458756, 0.0915694 51.3465908, 0.0899937 51.347746, 0.0894495 51.3473769, 0.0884046 51.3462426))",,,Bing,,,,,,,meadow,"[2203261941, 2203261939, 2203261942, 2203261944, 2203261943, 2203261941]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((0.0833976 51.3438675, 0.0841577 51.3435755, 0.0856354 51.3433042, 0.0861933 51.3438903, 0.0841042 51.3445952, 0.0833976 51.3438675))",,,Bing,,,,,,,meadow,"[2203261807, 2203261786, 2203261759, 2203261812, 2203261900, 2203261807]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((0.0897973 51.3330969, 0.0896321 51.3327872, 0.0896037 51.3319642, 0.0914403 51.3314333, 0.0915677 51.3318167, 0.0915016 51.3329052, 0.0897973 51.3330969))",,,Bing,,,,,,,meadow,"[2203261010, 2203260974, 2203260917, 2203260846, 2203260893, 2203260984, 2203261010]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((0.0812702 51.341282, 0.0830496 51.3408023, 0.0841512 51.3417533, 0.0834569 51.3419681, 0.0826757 51.3420911, 0.0821349 51.3423872, 0.0814104 51.3414154, 0.0812702 51.341282))",,,Bing,,,,,,,meadow,"[2203261601, 2203261582, 2203261692, 2203261704, 2203261711, 2203261722, 2203261606, 2203261601]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((0.0873639 51.3445312, 0.0869626 51.3437172, 0.0865094 51.3435491, 0.0853007 51.3421689, 0.0865566 51.3418386, 0.0874914 51.3430153, 0.088648 51.3442422, 0.0873639 51.3445312))",,,Bing,,,,,,,meadow,"[2203261892, 2203261799, 2203261776, 2203261715, 2203261697, 2203261737, 2203261853, 2203261892]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((0.0818762 51.3378351, 0.0820226 51.3373233, 0.083269 51.3369959, 0.0836184 51.3373794, 0.0844989 51.3373322, 0.0849804 51.3380179, 0.082634 51.3385031, 0.0822539 51.3377525, 0.0818762 51.3378351))",,,Bing,,,,,,,meadow,"[2203261421, 2203261373, 2203261335, 2203261392, 2203261379, 2203261435, 2203261460, 2203261418, 2203261421]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((0.1144075 51.3323904, 0.1143464 51.3321517, 0.1145573 51.3320735, 0.1149487 51.3320886, 0.1151443 51.3323391, 0.1154149 51.3324931, 0.1153907 51.3327813, 0.1149583 51.3327663, 0.1149124 51.332727, 0.1142819 51.3326878, 0.1144075 51.3323904))",,,Bing,,,,,,,meadow,"[2203312239, 5475754581, 2203312223, 2203312225, 2203312237, 2203312241, 2203312268, 2203312265, 2203312258, 2203312247, 2203312239]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((0.1154739 51.3404091, 0.1146762 51.3399041, 0.1146851 51.3398809, 0.1146476 51.3398567, 0.114643 51.3398301, 0.1145531 51.3397929, 0.1158411 51.3389829, 0.1167953 51.3386072, 0.1168895 51.3387988, 0.1174185 51.3389784, 0.1178389 51.3389241, 0.1182326 51.3385725, 0.118897 51.3387007, 0.1183453 51.3399336, 0.1173428 51.339754, 0.1171181 51.3398747, 0.1162291 51.3401554, 0.1154739 51.3404091))",,,Bing,Horses Field,,,,,,meadow,"[2203312577, 5879249706, 5879249705, 5879249704, 5879249703, 2203312565, 2203312557, 2203312545, 2203312549, 2203312555, 2203312551, 2203312542, 2203312547, 2203312570, 2203312561, 2203312566, 2203312572, 2203312577]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((0.1081236 51.329335, 0.107841 51.3289924, 0.1076467 51.32792, 0.1072239 51.3274596, 0.10963 51.3267471, 0.1098571 51.326969, 0.1097363 51.3271486, 0.1099851 51.3278974, 0.1102629 51.328163, 0.1104441 51.3286098, 0.1105721 51.3291457, 0.1106325 51.3296951, 0.1108838 51.3299895, 0.1095334 51.3300846, 0.1095092 51.3298129, 0.1093957 51.3296966, 0.1088159 51.3296438, 0.1081236 51.329335))",,,Bing,,,,,,,meadow,"[2203312134, 2203312132, 2203312127, 2203312111, 2203312103, 2203312105, 2203312107, 2203312123, 2203312130, 2203312131, 2203312133, 2203312138, 2203312149, 2203312156, 2203312146, 2203312140, 2203312136, 2203312134]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((0.114948 51.33198, 0.1150639 51.3314185, 0.1153973 51.3310955, 0.1156775 51.3310563, 0.1159312 51.3308057, 0.1160149 51.3305541, 0.1161934 51.3303845, 0.1161956 51.330267, 0.1163682 51.3301956, 0.1163584 51.3300586, 0.115945 51.3301952, 0.115743 51.329763, 0.1156437 51.3297219, 0.1155126 51.3296527, 0.1150826 51.3297935, 0.1145869 51.3288964, 0.1145212 51.3284858, 0.114717 51.3283903, 0.1144455 51.3279075, 0.1138223 51.3274758, 0.1134744 51.3272403, 0.1131265 51.3247375, 0.1129067 51.3244344, 0.1124501 51.3238045, 0.1113127 51.322958, 0.1113398 51.3232824, 0.1113337 51.32348, 0.1117909 51.3241477, 0.1119696 51.324904, 0.111757 51.3267291, 0.1119575 51.3275102, 0.1118652 51.3280588, 0.1136247 51.3305073, 0.113857 51.3309684, 0.1143421 51.3320271, 0.114948 51.33198))",,,Bing,,,,,,,meadow,"[2203312218, 2203312205, 2203312203, 2203312202, 5475457267, 5475457266, 5475457265, 5475457264, 5475457263, 2203312151, 5475457261, 5475457262, 2203312142, 5475457260, 5475457259, 5475457256, 5475457258, 5475457257, 2203312125, 2203312120, 2203312109, 2203312098, 5478134579, 2203312094, 5475457079, 5475457080, 5475457081, 2203312096, 2203312100, 2203312101, 2203312122, 2203312129, 2203312185, 2203312200, 2203312221, 2203312218]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((0.1162352 51.3401902, 0.1160251 51.3408044, 0.1155009 51.3404362, 0.1162352 51.3401902))",,,Bing,,,,,,,meadow,"[2203312575, 2203312589, 2203312579, 2203312575]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((0.1095476 51.3468632, 0.108714 51.3468429, 0.1086184 51.3479098, 0.1095681 51.3477626, 0.1095476 51.3468632))",,,Bing,,,,,,,meadow,"[2203312638, 2203312636, 2203312650, 2203312647, 2203312638]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((0.108271 51.3344259, 0.107446 51.3333971, 0.1081822 51.3331474, 0.1089236 51.3342573, 0.108271 51.3344259))",,,Bing,,,,,,,meadow,"[2203312406, 2203312304, 2203312288, 2203312374, 2203312406]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((0.1160589 51.3408391, 0.1161338 51.3405917, 0.1168368 51.3406384, 0.1166242 51.3412798, 0.1160589 51.3408391))",,,Bing,,,,,,,meadow,"[2203312590, 2203312583, 2203312587, 2203312592, 2203312590]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((0.1097688 51.3355819, 0.1100369 51.3360438, 0.1092083 51.3360921, 0.1093388 51.3356785, 0.1097688 51.3355819))",,,Bing,,,,,,,meadow,"[2203312484, 2203312499, 2203312510, 2203312490, 2203312484]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((0.116257 51.3401736, 0.1171049 51.3399156, 0.1168464 51.3406173, 0.1161531 51.340569, 0.116257 51.3401736))",,,Bing,,,,,,,meadow,"[2203312574, 2203312568, 2203312585, 2203312581, 2203312574]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((0.1142698 51.3327059, 0.1149052 51.3327602, 0.114968 51.3331511, 0.1141007 51.3331134, 0.1142698 51.3327059))",,,Bing,,,,,,,meadow,"[2203312253, 2203312262, 2203312290, 2203312285, 2203312253]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((0.1096278 51.3353447, 0.1089547 51.3342711, 0.1063002 51.3349477, 0.1068503 51.3361601, 0.1096278 51.3353447))",,,Bing,,,,,,,meadow,"[2203312477, 2203312380, 2203312469, 2203312512, 2203312477]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((0.1086235 51.3475247, 0.1078275 51.3475023, 0.1077814 51.3479098, 0.1085893 51.3479258, 0.1086235 51.3475247))",,,Bing,,,,,,,meadow,"[2203312641, 2203312639, 2203312648, 2203312652, 2203312641]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((0.1109964 51.3467654, 0.1095567 51.3467382, 0.1095881 51.3477567, 0.1109463 51.3475509, 0.1109964 51.3467654))",,,Bing,,,,,,,meadow,"[2203312632, 2203312630, 2203312645, 2203312643, 2203312632]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((0.1096764 51.3360906, 0.1100402 51.3360661, 0.1103477 51.3364823, 0.1099411 51.336589, 0.1096764 51.3360906))",,,Bing,,,,,,,meadow,"[2203312509, 2203312502, 2203312519, 2203312521, 2203312509]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((0.1140959 51.3331376, 0.1149535 51.3331692, 0.1149269 51.3335496, 0.1139051 51.3334922, 0.1139799 51.3334258, 0.1140959 51.3331376))",,,Bing,,,,,,,meadow,"[2203312287, 2203312295, 2203312322, 2203312318, 2203312309, 2203312287]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((0.109193 51.3361141, 0.1096542 51.3360895, 0.1099189 51.3365964, 0.1091844 51.3367522, 0.1091366 51.3363062, 0.109193 51.3361141))",,,Bing,,,,,,,meadow,"[2203312511, 2203312508, 2203312523, 2203312524, 2203312517, 2203312511]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((0.1082283 51.3344355, 0.1073708 51.3334099, 0.1070719 51.3331741, 0.1064672 51.3334441, 0.1075895 51.3345967, 0.1082283 51.3344355))",,,Bing,,,,,,,meadow,"[2203312409, 2203312307, 2203312297, 2203312311, 2203312420, 2203312409]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((0.106404 51.3334676, 0.1060299 51.3336383, 0.1057224 51.3338507, 0.1057344 51.3341196, 0.1062802 51.3349334, 0.1075698 51.3346074, 0.106404 51.3334676))",,,Bing,,,,,,,meadow,"[2203312314, 2203312339, 2203312349, 2203312363, 2203312467, 2203312421, 2203312314]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((0.1036719 51.349026, 0.104321 51.3490089, 0.1043517 51.3494698, 0.1042322 51.3495125, 0.1042424 51.3499819, 0.1032346 51.3498283, 0.1029271 51.3497109, 0.1036719 51.349026))",,,Bing,,,,,,,meadow,"[2203312655, 2203312654, 2203312657, 2203312659, 2203312664, 2203312662, 2203312661, 2203312655]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((0.1069015 51.3362113, 0.1078814 51.3376012, 0.1093886 51.337366, 0.109129 51.3367534, 0.1091033 51.3362956, 0.1093117 51.3356702, 0.109751 51.3355494, 0.1096489 51.3354046, 0.1069015 51.3362113))",,,Bing,,,,,,,meadow,"[2203312514, 2203312530, 2203312528, 2203312526, 2203312515, 2203312488, 2203312482, 2203312480, 2203312514]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((0.1145336 51.3397817, 0.1144632 51.339737, 0.1143945 51.3397776, 0.1140808 51.3396384, 0.115669 51.3384553, 0.1166855 51.3378525, 0.1168734 51.3378386, 0.1168666 51.33802, 0.1166838 51.338385, 0.1167914 51.3385888, 0.1158263 51.3389709, 0.1145336 51.3397817))",,,Bing,Top Horses Field,,,,,,meadow,"[2203312563, 5879249702, 5879249701, 2203312559, 2372814772, 2203312536, 2203312534, 2203312538, 2203312539, 2203312543, 2203312553, 2203312563]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((0.1119102 51.3326966, 0.1121938 51.3327905, 0.1123646 51.3327201, 0.1125183 51.3325365, 0.1121767 51.3315055, 0.1121733 51.3309761, 0.1120127 51.3308032, 0.1114593 51.3309356, 0.1118248 51.3319751, 0.1119102 51.3326966))",,,Bing,,,,,,,meadow,"[2203312251, 2203312270, 2203312256, 2203312243, 2203312206, 2203312201, 2203312191, 2203312197, 2203312216, 2203312251]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((0.0995055 51.3329662, 0.0998582 51.3329179, 0.1000128 51.3342733, 0.0967491 51.3341857, 0.0968434 51.3337526, 0.0973072 51.3334869, 0.0974944 51.332859, 0.0978797 51.3333435, 0.0985972 51.3336567, 0.0995103 51.3333933, 0.0995055 51.3329662))",,,Bing,,,,,,,meadow,"[2203326653, 2203326651, 2203326663, 2203326662, 2203326661, 2203326658, 2203326649, 2203326655, 2203326660, 2203326657, 2203326653]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((0.102878 51.3272646, 0.1033911 51.3289251, 0.1032456 51.3295657, 0.1041463 51.3296013, 0.1045795 51.3296184, 0.1045948 51.3294603, 0.1047942 51.3294012, 0.1050216 51.3289941, 0.1052235 51.3289733, 0.1048958 51.3279912, 0.1048425 51.327412, 0.1047041 51.3273525, 0.1043214 51.3269735, 0.1041878 51.3269764, 0.1038964 51.3269827, 0.1037992 51.3270375, 0.1037519 51.3270642, 0.102878 51.3272646))",,,,,,,,,,meadow,"[2211242920, 2211242947, 2211242975, 5756090988, 2211242979, 2211242970, 2211242968, 2211242955, 2211242954, 2211242936, 2211242926, 2211242922, 2211242905, 5482861282, 2211242896, 5482861281, 2211242915, 2211242920]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((0.1053175 51.3289671, 0.104975 51.3279955, 0.1049035 51.3274446, 0.1051128 51.327494, 0.1052786 51.327499, 0.1054664 51.3274878, 0.1062374 51.3274079, 0.1064584 51.3274078, 0.1066541 51.3274199, 0.1070397 51.3274636, 0.107123 51.3274777, 0.107182 51.3275157, 0.1074524 51.3278447, 0.1075228 51.3279451, 0.1075723 51.3280759, 0.1076617 51.3285128, 0.1074645 51.3285571, 0.1073669 51.3287005, 0.1073778 51.32881, 0.1070019 51.3289285, 0.1064201 51.3289488, 0.106169 51.3289229, 0.1053175 51.3289671))",,,Bing,,,,,,,meadow,"[2211242952, 2211242937, 2211242928, 6328674158, 6328674159, 6328674157, 2211242923, 6328674152, 2211242925, 6328674153, 2211242930, 6328674154, 6328674150, 2211242934, 6328674160, 2211242941, 2211242942, 2211242943, 2211242944, 2211242948, 2211242950, 2211242946, 2211242952]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((0.1051761 51.3326194, 0.1060506 51.3323801, 0.1058735 51.3323236, 0.1057236 51.3319488, 0.1058175 51.3318765, 0.1060325 51.3318348, 0.1061482 51.3318743, 0.1063978 51.3321466, 0.1064629 51.3321314, 0.1060438 51.3314929, 0.1054494 51.3312276, 0.1051024 51.331109, 0.1049651 51.3310932, 0.1046977 51.3312536, 0.1047356 51.3316171, 0.1048242 51.3320167, 0.1051761 51.3326194))",,,Bing,,,,,,,meadow,"[2211243203, 2211243183, 2211243169, 2211243133, 2211243120, 2211243104, 2211243117, 2211243150, 2211243145, 2211243075, 2211243031, 2211243021, 2211243018, 2211243035, 2211243082, 2211243135, 2211243203]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
