geometry,barrier,foot,source,name,access,note,ref,operator,natural,landuse,nodes,leisure,wikidata,wikipedia,addr:city,managed,contact:website,source:landuse,meadow,surface,boundary,protection_title,website,fixme,crop,source:name,landcover,name:en,abandoned:leisure,dog,fence_type,area,attraction,description,tourism,zoo,ways,type,operator:wikidata
"POLYGON ((0.1020066 51.3272263, 0.1015437 51.3264501, 0.1008508 51.3265628, 0.1007514 51.3266119, 0.1008612 51.3274338, 0.1017269 51.327277, 0.1020066 51.3272263))",,,Bing,,,,,,,meadow,"[2211242919, 2211242897, 2211242899, 2211242902, 2211242927, 5482861293, 2211242919]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((0.1060911 51.3323973, 0.1069747 51.3330995, 0.1062014 51.3333931, 0.1058328 51.3333998, 0.1050847 51.3331097, 0.105175 51.3326457, 0.1060911 51.3323973))",,,Bing,,,,,,,meadow,"[2211243185, 2211243222, 2211243228, 2211243229, 2211243223, 2211243205, 2211243185]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((0.1019125 51.3270122, 0.1022106 51.3269321, 0.102323 51.3270939, 0.1025793 51.3269305, 0.1020694 51.3263112, 0.1015437 51.326406, 0.1019125 51.3270122))",,,Bing,,,,,,,meadow,"[2211242914, 2211242913, 2211242916, 2211242912, 2211242893, 2211242895, 2211242914]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((0.1061927 51.3313733, 0.107335 51.3311673, 0.1079968 51.331442, 0.1079534 51.3318603, 0.1073375 51.3318315, 0.1065198 51.3321046, 0.1061493 51.3314627, 0.1061927 51.3313733))",,,Bing,,,,,,,meadow,"[2211243045, 2211243027, 2211243059, 2211243114, 2211243099, 2211243141, 2211243067, 2211243045]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((0.0963476 51.3217915, 0.0987367 51.3233122, 0.0988217 51.3235873, 0.0965806 51.3233353, 0.0958409 51.3231343, 0.0960037 51.3226351, 0.0958114 51.3221243, 0.0963476 51.3217915))",,,Bing,,,,,,,meadow,"[2211242853, 2211242860, 2211242863, 2211242861, 2211242857, 2211242855, 2211242854, 2211242853]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((0.1036811 51.3263124, 0.1033667 51.3260836, 0.1032089 51.3260047, 0.1030831 51.3259694, 0.1029433 51.3259496, 0.1025337 51.3260365, 0.102311 51.3261001, 0.1024122 51.3262206, 0.1022166 51.3262627, 0.1021805 51.3262719, 0.1020946 51.3262939, 0.1026031 51.3269133, 0.1036811 51.3263124))",,,Bing,,,,,,,meadow,"[2211242894, 6328674140, 6328674139, 6328674138, 2211242888, 5478135038, 5478135033, 2211242887, 2211242891, 5478135041, 2211242892, 2211242911, 2211242894]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((0.1062083 51.3313123, 0.1062426 51.3312559, 0.1061739 51.3304295, 0.1076068 51.3303719, 0.1079327 51.3307583, 0.1079409 51.3308632, 0.108026 51.3312267, 0.1080286 51.3314312, 0.1073285 51.3311159, 0.1062083 51.3313123))",,,Bing,,,,,,,meadow,"[2211243041, 2211243037, 2211242998, 2211242993, 2203260839, 6328674165, 6328674166, 2211243051, 2211243023, 2211243041]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((0.100463 51.3253173, 0.0994719 51.3239827, 0.0957244 51.3237495, 0.0956782 51.325098, 0.0958668 51.3251916, 0.097568 51.3253175, 0.0991656 51.3253406, 0.100463 51.3253173))",,,Bing,,,,,,,meadow,"[2211242871, 2211242866, 2211242865, 2211242867, 2211242868, 2211242872, 2211242873, 2211242871]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((0.1049701 51.3310734, 0.1051298 51.3310926, 0.1055169 51.3311964, 0.106042 51.3314622, 0.1061902 51.3312363, 0.1060906 51.330426, 0.1050633 51.3305106, 0.1049701 51.3310734))",,,Bing,,,,,,,meadow,"[2211243012, 2211243014, 2211243029, 2211243065, 2211243033, 2211242996, 2211243000, 2211243012]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((0.1057657 51.3289609, 0.1061337 51.3289426, 0.1063356 51.32921, 0.1064697 51.3296132, 0.1063944 51.3299437, 0.1061326 51.3301546, 0.1060613 51.3301586, 0.1060102 51.3298247, 0.1058042 51.3292779, 0.1057657 51.3289609))",,,Bing,,,,,,,meadow,"[2211242951, 2211242949, 2211242966, 2211242978, 2211242983, 2211242987, 2211242989, 2211242982, 2211242967, 2211242951]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((0.0933496 51.3265005, 0.0937614 51.3265777, 0.0932844 51.3281043, 0.0926359 51.3289212, 0.0926145 51.3303345, 0.0922173 51.3298667, 0.0921315 51.3292106, 0.0911776 51.3281643, 0.0917953 51.3279349, 0.0912291 51.3274268, 0.09161 51.3273174, 0.0933496 51.3265005))",,,Bing,,,,,,,meadow,"[2214562520, 2214562524, 2214562630, 2214562728, 2214562801, 2214562780, 2214562747, 2214562647, 2214562613, 2214562561, 2214562553, 2214562520]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((0.077918 51.3309252, 0.0777137 51.3300947, 0.0780277 51.3293329, 0.0785213 51.3292049, 0.0787865 51.329279, 0.0795755 51.3301707, 0.0791745 51.3304186, 0.077918 51.3309252))",,,Bing,,,,,,,meadow,"[2214562810, 2214562790, 2214562761, 2214562743, 2214562754, 2214562799, 2214562805, 2214562810]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((0.0797549 51.3358806, 0.0804378 51.3355739, 0.0800903 51.3349187, 0.0798281 51.3346692, 0.0797214 51.3344006, 0.0788007 51.3346292, 0.0792183 51.3352177, 0.0797549 51.3358806))",,,Bing,,,,,,,meadow,"[2214562971, 2214562965, 2214562948, 2214562944, 2214562938, 2214562941, 2214562952, 2214562971]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((0.0953645 51.328228, 0.0961192 51.3288478, 0.0965288 51.3293283, 0.0962701 51.3294495, 0.0959395 51.3293957, 0.0953358 51.3286951, 0.0951992 51.3283448, 0.0952352 51.3282685, 0.0953645 51.328228))",,,,,,,,,,meadow,"[2214562649, 2214562718, 2214562758, 2214562766, 2214562763, 2214562706, 2214562663, 2214562653, 2214562649]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((0.0810256 51.332102, 0.0796416 51.3323687, 0.079094 51.3327243, 0.0793484 51.3331715, 0.0795855 51.3338207, 0.0809782 51.3335217, 0.0813982 51.3340581, 0.0821682 51.3337264, 0.0822285 51.3334974, 0.0810256 51.332102))",,,Bing,,,,,,,meadow,"[2214562873, 2214562883, 2214562894, 2214562907, 2214562928, 2214562919, 2214562933, 2214562926, 2214562917, 2214562873]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-0.1214503 51.3221594, -0.1210021 51.3223433, -0.1208619 51.3222742, -0.1208179 51.322149, -0.1208245 51.322022, -0.1207609 51.3218506, -0.1203881 51.3213574, -0.120136 51.3208923, -0.1199999 51.3207857, -0.1199801 51.3206918, -0.1200409 51.3206176, -0.1202346 51.3205634, -0.1207729 51.3211211, -0.1209273 51.3213484, -0.1209895 51.3215468, -0.1210212 51.321702, -0.1210818 51.3218162, -0.1211333 51.3219079, -0.121217 51.3219839, -0.1214503 51.3221594))",,,,,,,,,,meadow,"[2245388303, 2245388348, 2245388334, 2245388300, 2245388266, 2245388217, 2245388106, 2245388031, 130213420, 2245387995, 2245387985, 2245387969, 2245388064, 2245388100, 2245388155, 2245388179, 2245388206, 2245388235, 2245388255, 2245388303]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-0.351716 51.6242363, -0.3515186 51.6250889, -0.3540764 51.6247372, -0.3540592 51.6240232, -0.3569088 51.6236182, -0.3580114 51.6219911, -0.3581159 51.621927, -0.358222 51.6218811, -0.3595781 51.6225045, -0.3624356 51.6235081, -0.3616552 51.6237248, -0.36096 51.6245827, -0.3598442 51.6251475, -0.3593342 51.6252358, -0.3585825 51.6253659, -0.3564196 51.6254672, -0.3532267 51.6261865, -0.3516008 51.6264476, -0.3496046 51.6267673, -0.3471756 51.6276689, -0.343751 51.6286961, -0.3430858 51.6294527, -0.3429537 51.6297044, -0.3423538 51.6300601, -0.3419157 51.6303027, -0.3418178 51.6303341, -0.3401404 51.6309064, -0.3398416 51.630626, -0.3406612 51.6302723, -0.3408261 51.6300924, -0.3404513 51.6294409, -0.3401364 51.628929, -0.3401033 51.6288618, -0.3404336 51.6286654, -0.3409193 51.628558, -0.3406067 51.6283254, -0.3405177 51.6282527, -0.3405679 51.6281249, -0.3408704 51.6280152, -0.3410066 51.6280456, -0.3413421 51.6282787, -0.3415295 51.6281814, -0.3417126 51.628184, -0.3419597 51.6283303, -0.3421664 51.6283188, -0.3420596 51.6281033, -0.3423019 51.6277499, -0.3421486 51.6275478, -0.3420197 51.6273285, -0.3421288 51.6272948, -0.3455105 51.6261386, -0.3452702 51.6257016, -0.345383 51.6255551, -0.3462182 51.6251095, -0.3489463 51.6236818, -0.34963 51.6234345, -0.3500071 51.6235313, -0.3513213 51.6236008, -0.351716 51.6242363))",,,,,,,,,,meadow,"[60084199, 60084198, 60084197, 60084196, 60084195, 82771992, 60084194, 60082983, 60082982, 60082981, 60083037, 60083038, 60083039, 9968101532, 60083040, 60083041, 60083042, 2097882203, 60083043, 60083044, 60084120, 60084121, 2268644242, 2268644244, 2268644247, 606932038, 2268644251, 2268644249, 2268644246, 2268644245, 2268644239, 2268644235, 2268644234, 2016687002, 2016686996, 2016686992, 2016686983, 2016686963, 2016686951, 2016686953, 2016686984, 2016686967, 2016686969, 2016686994, 2016686990, 2016686959, 2016686937, 2016686927, 2016686914, 60084208, 60084207, 60084206, 4167336563, 4167336560, 60084205, 4167336564, 4167336555, 60084204, 60084199]",,,,,,,,agricultural,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-0.0185649 51.3369709, -0.0186061 51.3370286, -0.0187189 51.3371248, -0.018825 51.3371911, -0.0188887 51.3372507, -0.0188781 51.3373203, -0.0188887 51.3373742, -0.0189258 51.3374231, -0.0191068 51.3375993, -0.0192474 51.3377418, -0.0193822 51.3378958, -0.0196422 51.3381262, -0.0199557 51.3383657, -0.0201553 51.3385052, -0.0204395 51.3387049, -0.0207281 51.3389268, -0.0209746 51.3390378, -0.0213609 51.3390725, -0.0215607 51.3390586, -0.0205169 51.3382365, -0.019997 51.3378271, -0.0198054 51.3376604, -0.0196783 51.337628, -0.0196249 51.3374711, -0.0193957 51.337323, -0.0191884 51.33717, -0.0189749 51.3370032, -0.0187784 51.3368601, -0.0185649 51.3369709))",fence,,Bing; survey,,,,,,,meadow,"[2269904990, 2269905001, 2269905016, 2269905030, 2269905042, 2269905053, 2269905058, 2269905069, 2269905107, 2269905119, 2269905137, 2269905191, 2269905233, 2269905270, 2269905339, 2269905420, 2269905452, 2269905463, 2269905459, 7294894617, 2269905134, 2269905115, 2269905112, 2269905091, 2269905054, 2269905028, 2269904994, 2269904951, 2269904990]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-0.3368781 51.6238812, -0.3374377 51.6240353, -0.3384457 51.62446, -0.3381294 51.6245653, -0.3375903 51.6248861, -0.3373999 51.6250831, -0.3377599 51.6256484, -0.3372432 51.6258207, -0.3368761 51.6262666, -0.3365102 51.6260579, -0.3363122 51.6253532, -0.3361537 51.625294, -0.3355152 51.6253101, -0.3351528 51.6251838, -0.3347522 51.6250102, -0.3343839 51.6250293, -0.3339853 51.6250206, -0.333602 51.6249595, -0.3332732 51.6247514, -0.3333671 51.6246758, -0.3334268 51.6246154, -0.3333995 51.6244827, -0.3334172 51.6243486, -0.3335645 51.6242843, -0.3337421 51.6240506, -0.3339757 51.6237705, -0.3338528 51.6233745, -0.333956 51.6230969, -0.333978 51.6228676, -0.3340373 51.6223823, -0.3341037 51.6221089, -0.334266 51.6217825, -0.3344909 51.6215334, -0.3346461 51.6214274, -0.3349741 51.6213461, -0.3352691 51.6213769, -0.3353686 51.6214322, -0.3354653 51.6215684, -0.3354941 51.6217892, -0.3354506 51.6220181, -0.3353421 51.6222416, -0.3346826 51.6229712, -0.3346124 51.6231232, -0.3345852 51.6232983, -0.3346327 51.623605, -0.3347597 51.6239215, -0.3349267 51.6241218, -0.3351399 51.6242279, -0.3355353 51.6242914, -0.3359329 51.624283, -0.336347 51.6242074, -0.3365963 51.6241071, -0.3368781 51.6238812))",,,Bing; local knoweldge,,,,,,,meadow,"[2016686706, 2275788585, 41316924, 2016686766, 2016686780, 2016686800, 2016686824, 10263122959, 10263122960, 10263122958, 2016686826, 2016686823, 2016686837, 2016686839, 2016686831, 2016686804, 2016686792, 2016686786, 2016686774, 2016686772, 2016686768, 2016686751, 2016686744, 2016686736, 2016686712, 2016686700, 2016686678, 2016686650, 2016686634, 2016686604, 2016686586, 2016686554, 2016686532, 2016686513, 2016686501, 2016686510, 2016686516, 2016686537, 2016686560, 2016686574, 2016686600, 2016686638, 2016686651, 2016686666, 2016686690, 2016686710, 2016686722, 2016686737, 2016686739, 2016686738, 2016686732, 2016686718, 2016686706]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-0.3288048 51.6253434, -0.3302258 51.6252923, -0.3304441 51.6252502, -0.3306266 51.6251849, -0.3307809 51.625115, -0.3310743 51.6249793, -0.3313104 51.624797, -0.3313208 51.6245118, -0.3316223 51.6244161, -0.3318521 51.6244051, -0.3319994 51.6244738, -0.3324723 51.6243712, -0.3326386 51.6242164, -0.3320085 51.6237779, -0.3321241 51.6234041, -0.3316304 51.623245, -0.3311739 51.6243447, -0.3311989 51.6244303, -0.3309796 51.6245528, -0.3306538 51.6245625, -0.3303006 51.6246937, -0.3300345 51.6240449, -0.3299569 51.6234334, -0.3300435 51.6227117, -0.3303239 51.622153, -0.3300546 51.6219875, -0.3299137 51.6218777, -0.3299246 51.6217654, -0.3299992 51.6216989, -0.3301994 51.6215483, -0.3302601 51.6214548, -0.3302128 51.6213551, -0.3299977 51.6213893, -0.3298867 51.6213628, -0.3294704 51.6213049, -0.3294117 51.6211018, -0.3292608 51.6210819, -0.3292264 51.6210365, -0.329191 51.6207931, -0.3291586 51.6206712, -0.3290808 51.6204002, -0.328912 51.6201675, -0.3287807 51.6199945, -0.3287231 51.619694, -0.3284986 51.6195623, -0.3283683 51.6193607, -0.3274364 51.6197612, -0.32761 51.6200349, -0.3276058 51.6201489, -0.3276445 51.6203351, -0.3277973 51.6205512, -0.3283557 51.6209587, -0.3283473 51.6211871, -0.3285237 51.6213751, -0.3289236 51.6216725, -0.3292732 51.6218038, -0.3296622 51.6220109, -0.3295622 51.62246, -0.329274 51.6227412, -0.3293129 51.6230107, -0.3293909 51.6232726, -0.3293766 51.6235225, -0.3293791 51.623977, -0.3293903 51.6245084, -0.3292129 51.6247842, -0.3283948 51.6246878, -0.328134 51.6245804, -0.3278039 51.6250136, -0.3276898 51.6254918, -0.3276193 51.6256341, -0.3281579 51.625892, -0.3288849 51.6256751, -0.3289449 51.6256561, -0.3288048 51.6253434))",,,Bing; local knoweldge,,,,,,,meadow,"[2275788588, 2016686821, 2016686818, 2016686814, 2016686802, 2016686788, 2016686778, 2016686761, 2016686758, 2016686756, 2016686759, 2016686753, 2016686734, 2016686702, 2016686654, 2016686636, 2016686632, 2906465504, 2906465506, 2906465507, 2016686620, 2275788586, 2016686618, 2016686606, 2016686594, 2016686570, 2016686562, 2016686552, 2016686543, 2016686535, 2016686523, 2016686504, 2016686486, 2016686480, 2016686476, 2016686474, 2016686473, 2016686470, 2016686450, 2016686438, 2016686428, 2016686411, 2016686396, 2016686384, 2016686365, 2016686347, 2016686388, 2016686399, 2016686409, 2016686424, 2016686436, 2016686468, 2016686483, 2016686507, 2016686550, 2016686572, 2016686578, 2016686590, 2016686608, 2016686616, 2016686648, 2016686660, 2016686676, 2016686682, 2016686688, 2016686720, 2016686730, 2275788587, 2275788589, 2275788590, 2275788592, 2275788591, 2906465513, 2275788588]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-0.3496514 51.613793, -0.3497087 51.613694, -0.3519033 51.612179, -0.3541806 51.6130799, -0.3563728 51.6111331, -0.3555539 51.6102673, -0.3549826 51.6100532, -0.3555982 51.6102524, -0.3577816 51.6125121, -0.3602769 51.6150484, -0.3597463 51.6153335, -0.3578324 51.6165313, -0.3564335 51.6156218, -0.3552142 51.6150234, -0.3532932 51.6141978, -0.3531398 51.6144027, -0.3529558 51.6145571, -0.3527305 51.6146837, -0.3524837 51.6147769, -0.3522278 51.6149423, -0.3519044 51.6151833, -0.3517381 51.6152866, -0.3516308 51.6152632, -0.3513451 51.6151142, -0.3502749 51.6142554, -0.3496514 51.613793))",,,,,,,,,,meadow,"[41315478, 241121320, 9658514556, 9658514555, 9658514557, 9658514558, 241121318, 2284835647, 2284835652, 2284835658, 2284835667, 2284835670, 2210584823, 2210584825, 2210584813, 2210584805, 2210584830, 2210584814, 2210584808, 2210584810, 2210584819, 2210584829, 2210584816, 2284835662, 2284835655, 41315478]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-0.3234912 51.6168881, -0.3238512 51.6168153, -0.3244627 51.6176584, -0.3257234 51.6173546, -0.3261955 51.6176896, -0.3266067 51.6179545, -0.3267349 51.6181143, -0.3268324 51.6182289, -0.3267164 51.6183996, -0.3264381 51.6185004, -0.3261667 51.6186251, -0.3256845 51.6186455, -0.3253587 51.618775, -0.3252244 51.6188021, -0.3248758 51.6189397, -0.3239526 51.6190979, -0.3234639 51.6192908, -0.3227867 51.6198, -0.3225422 51.6191506, -0.3224578 51.6182446, -0.3229258 51.6183624, -0.3232085 51.6182454, -0.3231897 51.6181401, -0.3224349 51.6179982, -0.3221023 51.6177384, -0.3228104 51.6171122, -0.3229025 51.6170737, -0.3231032 51.6173182, -0.3234251 51.6173182, -0.3236826 51.6173315, -0.3239616 51.6173048, -0.3238543 51.6171716, -0.3233822 51.617145, -0.3232263 51.6169293, -0.3234912 51.6168881))",,,,Old Lodge Meadow,,,,,,meadow,"[2284835678, 2284835674, 582473175, 2284835695, 2284835705, 2284835714, 2016686285, 2284835749, 2016686309, 2016686314, 2016686321, 2016686325, 2016686327, 2016686323, 2016686331, 2016686335, 2016686341, 2284835832, 582473215, 2284835753, 2284835768, 2284835756, 2284835734, 582473216, 582473188, 582473189, 2284835684, 25424214, 25424215, 25424216, 25424217, 25424210, 25424211, 2284835681, 2284835678]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-0.3587134 51.617201, -0.3584856 51.6173141, -0.3583337 51.6175688, -0.3581884 51.6176005, -0.3577717 51.6176914, -0.3571185 51.6179932, -0.3570294 51.6180435, -0.3567843 51.6181818, -0.3566628 51.6185119, -0.3568907 51.6189646, -0.3569666 51.6192004, -0.3569666 51.6196531, -0.3571185 51.6196248, -0.3573464 51.6192287, -0.3579084 51.6187005, -0.357802 51.6183327, -0.3581807 51.6182708, -0.3586678 51.6181912, -0.3593969 51.6183704, -0.3600805 51.6185874, -0.3603843 51.6187477, -0.3596704 51.6193135, -0.3592147 51.6194361, -0.3593969 51.6196248, -0.3586375 51.6201435, -0.3575742 51.6200963, -0.3569431 51.6200106, -0.355278 51.6202131, -0.3545227 51.6213428, -0.3543809 51.6214783, -0.3543522 51.6214669, -0.3540976 51.6213657, -0.352882 51.6208824, -0.3518275 51.6207998, -0.3508121 51.6207529, -0.3508167 51.6207217, -0.3507785 51.6206781, -0.3507813 51.6206419, -0.3507856 51.6205849, -0.3507934 51.6204831, -0.3510013 51.6203576, -0.351051 51.6202417, -0.3512662 51.6200927, -0.3512745 51.6199602, -0.3509516 51.6198691, -0.350488 51.6199022, -0.3500409 51.6199436, -0.3497346 51.6200099, -0.3492379 51.6200181, -0.3490557 51.6200181, -0.3488156 51.6201837, -0.3485819 51.6200303, -0.3480047 51.6196248, -0.347625 51.6192758, -0.3474427 51.6189646, -0.3475187 51.61871, -0.3473972 51.6185213, -0.3473668 51.6182101, -0.3471389 51.6180498, -0.3464669 51.6176824, -0.347099 51.6166493, -0.3477675 51.6158106, -0.3486669 51.614899, -0.3496514 51.613793, -0.3502749 51.6142554, -0.3513451 51.6151142, -0.3516308 51.6152632, -0.3515503 51.6152832, -0.3514806 51.6153365, -0.3512499 51.6156297, -0.3509672 51.6160648, -0.3508706 51.616278, -0.3506974 51.6165876, -0.3506437 51.616743, -0.3506062 51.6169847, -0.3506507 51.6172801, -0.3507617 51.6177867, -0.3508653 51.6180259, -0.3510423 51.6182389, -0.3513266 51.6184226, -0.3524539 51.6189634, -0.3526122 51.6190394, -0.3526795 51.6187939, -0.3527337 51.6186599, -0.3528072 51.6185415, -0.3530094 51.6183233, -0.3539136 51.6176338, -0.3548939 51.6167875, -0.3564335 51.6156218, -0.3578324 51.6165313, -0.3587134 51.617201))",,,,,,,,,,meadow,"[2284835687, 2284835691, 2284835697, 2284835702, 2284835708, 2284835721, 2284835727, 2284835739, 2284835775, 2284835796, 2284835800, 2284835827, 2284835821, 2284835803, 2284835785, 2284835764, 2284835762, 2284835742, 2284835771, 2284835782, 2284835792, 2284835810, 2284835813, 2284835824, 2284835844, 2284835839, 60084224, 60084223, 60084222, 2284835865, 6112822691, 10282607919, 490168, 2906363581, 2284835860, 6329133662, 82772020, 9850183764, 2906363563, 82772021, 82772059, 82772061, 82772063, 82772064, 82772066, 82772067, 82772068, 82772070, 82772071, 82772075, 82772078, 2284835835, 2284835818, 2284835806, 2284835794, 2284835789, 2284835778, 2284835746, 2284835730, 41315509, 41315501, 41315489, 41315482, 41315478, 2284835655, 2284835662, 2210584816, 2210584804, 2210584820, 2210584799, 2210584812, 2210584817, 2210584798, 2210584797, 2210584806, 2210584802, 2210584815, 2210584826, 2210584801, 2210584821, 9850183763, 2210584824, 2210584809, 2210584796, 2210584807, 2210584818, 2210584811, 2210584827, 2210584823, 2284835670, 2284835687]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-0.3567194 51.6205066, -0.3565826 51.62081, -0.357398 51.6213002, -0.3575717 51.6214541, -0.357726 51.6211747, -0.3585522 51.6204368, -0.3582333 51.6204098, -0.3574796 51.6204998, -0.35677 51.6203944, -0.3567194 51.6205066))",,,,,,,,,,meadow,"[2284835857, 60084225, 60084226, 60084125, 2284835862, 2284835852, 2284835850, 2284835855, 2284835848, 2284835857]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((0.0524258 51.3136147, 0.0522809 51.313547, 0.0514197 51.3135858, 0.0514558 51.3139172, 0.0515635 51.3149077, 0.0519507 51.3149049, 0.0519831 51.3146602, 0.0519867 51.3146334, 0.0523266 51.3146305, 0.0523432 51.3146615, 0.0524909 51.3149373, 0.0526575 51.3149471, 0.0528128 51.3148416, 0.0528263 51.314805, 0.0524258 51.3136147))",,,Bing,,,,,,,meadow,"[2303605667, 2303605661, 2303605663, 5609980346, 2303605704, 2303605703, 5609980370, 2303605689, 2303605688, 5609980369, 2303605708, 2303605709, 2303605700, 2303605699, 2303605667]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((0.0499501 51.3148863, 0.0499755 51.3144911, 0.0502635 51.3144634, 0.0503066 51.3144592, 0.0502314 51.3139141, 0.0501347 51.3132136, 0.0493493 51.3133594, 0.0490841 51.3134086, 0.0486842 51.3133853, 0.0485366 51.3133767, 0.0482646 51.313314, 0.0479269 51.3141006, 0.0475375 51.3145818, 0.0473079 51.3147492, 0.0473281 51.3147731, 0.0478504 51.3147478, 0.0491988 51.3148829, 0.0499501 51.3148863))",,,Bing,,,,,,,meadow,"[2303605702, 2303605683, 5609980350, 2303605681, 5609980345, 2303605643, 5609980338, 2303605655, 5609980339, 2303605651, 2303605645, 2303605676, 2303605687, 2303605693, 2303605695, 2303605692, 2303605701, 2303605702]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((0.0455807 51.3124805, 0.0473317 51.3118735, 0.0477424 51.3125541, 0.0455807 51.3124805))",,,Bing,,,,,,,meadow,"[2303605616, 2303605599, 2303605623, 2303605616]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((0.0513818 51.3110604, 0.052379 51.3110055, 0.0523097 51.3104661, 0.0522476 51.3099311, 0.0512484 51.3101058, 0.051121 51.310126, 0.0511161 51.3101303, 0.0513818 51.3110604))",,,Bing,,,,,,,meadow,"[2303605576, 2303605575, 2159833672, 2303605541, 2303605546, 2303605543, 2303605547, 2303605576]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((0.051121 51.310126, 0.0512484 51.3101058, 0.0522476 51.3099311, 0.0527592 51.3098438, 0.0525501 51.3083994, 0.0508393 51.3089088, 0.051121 51.310126))",,,Bing,,,,,,,meadow,"[2303605543, 2303605546, 2303605541, 2303605536, 2303605484, 2303605507, 2303605543]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((0.0508483 51.3109183, 0.0505849 51.310233, 0.0510869 51.3101471, 0.0513075 51.310907, 0.0508483 51.3109183))",,,Bing,,,,,,,meadow,"[2303605573, 2303605556, 2303605550, 2303605572, 2303605573]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
